[19:28:23.987] |I| [SDL_main]:  Vita3K v0.1 417-e8c4594
[19:28:27.346] |D| [log_parameter]:  Uniform: name:IN2.texture_size type:0 component_count:0x2 container_index:0xe
[19:28:27.347] |D| [log_parameter]:  Sampler: name:s0 type:0 component_count:0x4 container_index:0x0
[19:28:27.354] |W| [unimplemented_impl]:  Unimplemented sceTouchSetSamplingState import called.
[19:28:27.354] |W| [unimplemented_impl]:  Unimplemented sceAppUtilInit import called.
[19:28:27.391] |W| [unimplemented_impl]:  Unimplemented sceAudioOutSetConfig import called.
[19:28:27.735] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:27.736] |W| [unimplemented_impl]:  Unimplemented sceGxmSetBackDepthFunc import called.
[19:28:27.736] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:27.738] |W| [unimplemented_impl]:  Unimplemented sceGxmSetBackDepthWriteEnable import called.
[19:28:27.738] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:27.739] |W| [unimplemented_impl]:  Unimplemented sceGxmSetFrontPolygonMode import called.
[19:28:27.740] |W| [unimplemented_impl]:  Unimplemented sceGxmSetBackPolygonMode import called.
[19:28:27.741] |E| [compile_glsl]:  0(7) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:27.742] |E| [get_program]:  Fragment info
-------------
0(7) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:27.743] |W| [set_uniforms]:  Uniform parameter u_clear_color not found in current OpenGL program.
[19:28:27.744] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:27.745] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:27.748] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:27.753] |E| [compile_glsl]:  0(12) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:27.754] |E| [get_program]:  Fragment info
-------------
0(12) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:27.754] |W| [set_uniforms]:  Uniform parameter alphaCut not found in current OpenGL program.
[19:28:27.755] |W| [set_uniforms]:  Uniform parameter alphaOp not found in current OpenGL program.
[19:28:27.755] |W| [set_uniforms]:  Uniform parameter tintColor not found in current OpenGL program.
[19:28:27.756] |W| [set_uniforms]:  Uniform parameter texEnv not found in current OpenGL program.
[19:28:27.758] |W| [set_uniforms]:  Uniform parameter texEnvColor not found in current OpenGL program.
[19:28:27.759] |W| [set_uniforms]:  Uniform parameter wvp not found in current OpenGL program.
[19:28:27.769] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:27.769] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:27.770] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:27.771] |W| [set_uniforms]:  Uniform parameter u_clear_color not found in current OpenGL program.
[19:28:27.771] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:27.772] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:27.772] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:27.773] |W| [set_uniforms]:  Uniform parameter alphaCut not found in current OpenGL program.
[19:28:27.774] |W| [set_uniforms]:  Uniform parameter alphaOp not found in current OpenGL program.
[19:28:27.774] |W| [set_uniforms]:  Uniform parameter tintColor not found in current OpenGL program.
[19:28:27.774] |W| [set_uniforms]:  Uniform parameter texEnv not found in current OpenGL program.
[19:28:27.776] |W| [set_uniforms]:  Uniform parameter texEnvColor not found in current OpenGL program.
[19:28:27.779] |W| [set_uniforms]:  Uniform parameter wvp not found in current OpenGL program.
[19:28:27.824] |W| [unimplemented_impl]:  Unimplemented sceTouchEnableTouchForce import called.
[19:28:27.825] |W| [unimplemented_impl]:  Unimplemented sceTouchGetPanelInfo import called.
[19:28:27.828] |I| [export_sceIoOpen]:  Opening file: app0:/images/objet/objets.png
[19:28:27.830] |W| [unimplemented_impl]:  Unimplemented sceIoGetstatByFd import called.
[19:28:27.867] |I| [export_sceIoOpen]:  Opening file: app0:/images/texte/font.png
[19:28:27.877] |I| [export_sceIoOpen]:  Opening file: app0:/images/menu/coeur.png
[19:28:27.880] |I| [export_sceIoOpen]:  Opening file: app0:/images/logos/cadres.png
[19:28:27.885] |I| [export_sceIoOpen]:  Opening file: ux0:/data/ZeldaOLB/system.dat
[19:28:27.886] |I| [export_sceIoOpen]:  Opening file: ux0:/data/ZeldaROTH/system.dat
[19:28:27.887] |I| [export_sceIoOpen]:  Opening file: app0:/images/logos/fond.png
[19:28:27.912] |I| [export_sceIoOpen]:  Opening file: app0:/images/logos/curseur.png
[19:28:27.914] |I| [export_sceIoOpen]:  Opening file: app0:/images/logos/niveau.png
[19:28:27.916] |I| [export_sceIoOpen]:  Opening file: app0:/images/logos/fee.png
[19:28:27.918] |I| [export_sceIoOpen]:  Opening file: app0:/images/logos/cadres.png
[19:28:27.967] |I| [export_sceIoOpen]:  Opening file: app0:/images/logos/flags.png
[19:28:27.971] |I| [export_sceIoOpen]:  Opening file: app0:/images/logos/logo.png
[19:28:28.060] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.061] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.062] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.063] |W| [set_uniforms]:  Uniform parameter u_clear_color not found in current OpenGL program.
[19:28:28.063] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.064] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.064] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.065] |W| [set_uniforms]:  Uniform parameter alphaCut not found in current OpenGL program.
[19:28:28.065] |W| [set_uniforms]:  Uniform parameter alphaOp not found in current OpenGL program.
[19:28:28.066] |W| [set_uniforms]:  Uniform parameter tintColor not found in current OpenGL program.
[19:28:28.066] |W| [set_uniforms]:  Uniform parameter texEnv not found in current OpenGL program.
[19:28:28.066] |W| [set_uniforms]:  Uniform parameter texEnvColor not found in current OpenGL program.
[19:28:28.067] |W| [set_uniforms]:  Uniform parameter wvp not found in current OpenGL program.
[19:28:28.148] |I| [export_sceIoOpen]:  Opening file: ux0:data/imgui.ini
[19:28:28.217] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.219] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.220] |E| [compile_glsl]:  0(5) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:28.221] |E| [get_program]:  Fragment info
-------------
0(5) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:28.224] |W| [unimplemented_impl]:  Unimplemented sceGxmSetFrontDepthBias import called.
[19:28:28.225] |W| [unimplemented_impl]:  Unimplemented sceGxmSetBackDepthBias import called.
[19:28:28.268] |E| [compile_glsl]:  0(11) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:28.289] |E| [compile_glsl]:  0(7) : error C0000: syntax error, unexpected identifier, expecting '{' at token "color"

[19:28:28.291] |C| [get_program]:  Error in compiled vertex shader:
// https://github.com/Rinnegatamante/vitaQuake/blob/master/shaders/texture2d_rgba_v.cg
#version 410

uniform mat4 wvp;
in vec3 position;
in vec2 texcoord;
in vex4 color;

out vec4 vColor;
out vec2 vTexcoord;

void main()
{
    gl_Position = vec4(position, 1) * wvp;
    
    vTexcoord = texcoord;
    vColor = color;
}

[19:28:28.292] |E| [ret_error_impl]:  sceGxmDraw returned SCE_GXM_ERROR_DRIVER (0x805b0017)
[19:28:28.293] |E| [compile_glsl]:  0(11) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:28.294] |E| [compile_glsl]:  0(7) : error C0000: syntax error, unexpected identifier, expecting '{' at token "color"

[19:28:28.294] |C| [get_program]:  Error in compiled vertex shader:
// https://github.com/Rinnegatamante/vitaQuake/blob/master/shaders/texture2d_rgba_v.cg
#version 410

uniform mat4 wvp;
in vec3 position;
in vec2 texcoord;
in vex4 color;

out vec4 vColor;
out vec2 vTexcoord;

void main()
{
    gl_Position = vec4(position, 1) * wvp;
    
    vTexcoord = texcoord;
    vColor = color;
}

[19:28:28.302] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.303] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.303] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.304] |W| [set_uniforms]:  Uniform parameter u_clear_color not found in current OpenGL program.
[19:28:28.304] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.304] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.305] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.305] |W| [set_uniforms]:  Uniform parameter alphaCut not found in current OpenGL program.
[19:28:28.306] |W| [set_uniforms]:  Uniform parameter alphaOp not found in current OpenGL program.
[19:28:28.307] |W| [set_uniforms]:  Uniform parameter tintColor not found in current OpenGL program.
[19:28:28.307] |W| [set_uniforms]:  Uniform parameter texEnv not found in current OpenGL program.
[19:28:28.307] |W| [set_uniforms]:  Uniform parameter texEnvColor not found in current OpenGL program.
[19:28:28.308] |W| [set_uniforms]:  Uniform parameter wvp not found in current OpenGL program.
[19:28:28.311] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.311] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.313] |E| [compile_glsl]:  0(11) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:28.313] |E| [compile_glsl]:  0(7) : error C0000: syntax error, unexpected identifier, expecting '{' at token "color"

[19:28:28.314] |C| [get_program]:  Error in compiled vertex shader:
// https://github.com/Rinnegatamante/vitaQuake/blob/master/shaders/texture2d_rgba_v.cg
#version 410

uniform mat4 wvp;
in vec3 position;
in vec2 texcoord;
in vex4 color;

out vec4 vColor;
out vec2 vTexcoord;

void main()
{
    gl_Position = vec4(position, 1) * wvp;
    
    vTexcoord = texcoord;
    vColor = color;
}

[19:28:28.315] |E| [compile_glsl]:  0(11) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:28.315] |E| [compile_glsl]:  0(7) : error C0000: syntax error, unexpected identifier, expecting '{' at token "color"

[19:28:28.316] |C| [get_program]:  Error in compiled vertex shader:
// https://github.com/Rinnegatamante/vitaQuake/blob/master/shaders/texture2d_rgba_v.cg
#version 410

uniform mat4 wvp;
in vec3 position;
in vec2 texcoord;
in vex4 color;

out vec4 vColor;
out vec2 vTexcoord;

void main()
{
    gl_Position = vec4(position, 1) * wvp;
    
    vTexcoord = texcoord;
    vColor = color;
}

[19:28:28.323] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.324] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.324] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.325] |W| [set_uniforms]:  Uniform parameter u_clear_color not found in current OpenGL program.
[19:28:28.325] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.326] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.326] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.327] |W| [set_uniforms]:  Uniform parameter alphaCut not found in current OpenGL program.
[19:28:28.327] |W| [set_uniforms]:  Uniform parameter alphaOp not found in current OpenGL program.
[19:28:28.327] |W| [set_uniforms]:  Uniform parameter tintColor not found in current OpenGL program.
[19:28:28.328] |W| [set_uniforms]:  Uniform parameter texEnv not found in current OpenGL program.
[19:28:28.328] |W| [set_uniforms]:  Uniform parameter texEnvColor not found in current OpenGL program.
[19:28:28.328] |W| [set_uniforms]:  Uniform parameter wvp not found in current OpenGL program.
[19:28:28.329] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.331] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.332] |E| [compile_glsl]:  0(11) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:28.333] |E| [compile_glsl]:  0(7) : error C0000: syntax error, unexpected identifier, expecting '{' at token "color"

[19:28:28.333] |C| [get_program]:  Error in compiled vertex shader:
// https://github.com/Rinnegatamante/vitaQuake/blob/master/shaders/texture2d_rgba_v.cg
#version 410

uniform mat4 wvp;
in vec3 position;
in vec2 texcoord;
in vex4 color;

out vec4 vColor;
out vec2 vTexcoord;

void main()
{
    gl_Position = vec4(position, 1) * wvp;
    
    vTexcoord = texcoord;
    vColor = color;
}

[19:28:28.334] |E| [compile_glsl]:  0(11) : warning C7533: global variable gl_FragColor is deprecated after version 120

[19:28:28.335] |E| [compile_glsl]:  0(7) : error C0000: syntax error, unexpected identifier, expecting '{' at token "color"

[19:28:28.335] |C| [get_program]:  Error in compiled vertex shader:
// https://github.com/Rinnegatamante/vitaQuake/blob/master/shaders/texture2d_rgba_v.cg
#version 410

uniform mat4 wvp;
in vec3 position;
in vec2 texcoord;
in vex4 color;

out vec4 vColor;
out vec2 vTexcoord;

void main()
{
    gl_Position = vec4(position, 1) * wvp;
    
    vTexcoord = texcoord;
    vColor = color;
}

[19:28:28.343] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.344] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.345] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.346] |W| [set_uniforms]:  Uniform parameter u_clear_color not found in current OpenGL program.
[19:28:28.347] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.347] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.348] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.349] |W| [set_uniforms]:  Uniform parameter alphaCut not found in current OpenGL program.
[19:28:28.349] |W| [set_uniforms]:  Uniform parameter alphaOp not found in current OpenGL program.
[19:28:28.349] |W| [set_uniforms]:  Uniform parameter tintColor not found in current OpenGL program.
[19:28:28.350] |W| [set_uniforms]:  Uniform parameter texEnv not found in current OpenGL program.
[19:28:28.352] |W| [set_uniforms]:  Uniform parameter texEnvColor not found in current OpenGL program.
[19:28:28.352] |W| [set_uniforms]:  Uniform parameter wvp not found in current OpenGL program.
[19:28:28.353] |W| [export_sceGxmSetFrontDepthFunc]:  sceGxmSetFrontDepthFunc called with a two sided context, graphical glitches may happen.
[19:28:28.353] |W| [export_sceGxmSetFrontDepthWriteEnable]:  sceGxmSetFrontDepthWriteEnable called with a two sided context, graphical glitches may happen.
[19:28:28.355] |E| [compile_glsl]:  0(11) : warning C7533: global variable gl_FragColor is deprecated after version 120

