[20:28:28.645] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[20:29:18.269] |I| [load_self]: Loaded module segment 1 @ [0x00055000 - 0x00057688 / 0x81050000] (size: 0x00002688) of module app0:sce_module/libc.suprx
[20:29:18.270] |I| [load_self]: Linking SELF app0:sce_module/libc.suprx...
[20:29:18.271] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x4a744
[20:29:18.272] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x404f8
[20:29:18.273] |I| [pre_load_module]: Pre-load module SceLibc (at "sce_module/libc.suprx") loaded
[20:29:18.338] |I| [load_self]: app0:sce_module/libfios2.suprx: Skipping special segment 0x6fffff01...
[20:29:18.338] |I| [load_self]: Loaded module segment 0 @ [0x00058000 - 0x0008333C / 0x81000000] (size: 0x0002B33C) of module app0:sce_module/libfios2.suprx
[20:29:18.338] |I| [load_self]: Loaded module segment 1 @ [0x00084000 - 0x0008923D / 0x8102C000] (size: 0x0000523D) of module app0:sce_module/libfios2.suprx
[20:29:18.339] |I| [load_self]: Linking SELF app0:sce_module/libfios2.suprx...
[20:29:18.339] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x83244
[20:29:18.340] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x7a878
[20:29:18.340] |I| [pre_load_module]: Pre-load module SceLibFios2 (at "sce_module/libfios2.suprx") loaded
[20:29:18.395] |I| [load_self]: app0:sce_module/libult.suprx: Skipping special segment 0x6fffff01...
[20:29:18.395] |I| [load_self]: Loaded module segment 0 @ [0x0008A000 - 0x0009D9A4 / 0x81000000] (size: 0x000139A4) of module app0:sce_module/libult.suprx
[20:29:18.397] |I| [load_self]: Loaded module segment 1 @ [0x0009E000 - 0x0009E814 / 0x81014000] (size: 0x00000814) of module app0:sce_module/libult.suprx
[20:29:18.397] |I| [load_self]: Linking SELF app0:sce_module/libult.suprx...
[20:29:18.398] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x9c2d0
[20:29:18.398] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x99858
[20:29:18.398] |I| [pre_load_module]: Pre-load module SceUlt (at "sce_module/libult.suprx") loaded
[20:29:18.414] |I| [load_self]: Loaded module segment 0 @ [0x0009F000 - 0x000EFF04 / 0x81000000] (size: 0x00050F04) of module vs0:sys/external/libSceFt2.suprx
[20:29:18.414] |I| [load_self]: Loaded module segment 1 @ [0x000F0000 - 0x000F02F4 / 0x81051000] (size: 0x000002F4) of module vs0:sys/external/libSceFt2.suprx
[20:29:18.414] |I| [load_self]: Linking SELF vs0:sys/external/libSceFt2.suprx...
[20:29:18.415] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0xdb7dc
[20:29:18.416] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0xdaf10
[20:29:18.416] |I| [pre_load_module]: Pre-load module SceLibft2 (at "sys/external/libSceFt2.suprx") loaded
[20:29:18.422] |I| [load_self]: Loaded module segment 0 @ [0x000F1000 - 0x00100F14 / 0x81000000] (size: 0x0000FF14) of module vs0:sys/external/libpvf.suprx
[20:29:18.422] |I| [load_self]: Loaded module segment 1 @ [0x00101000 - 0x00101008 / 0x81010000] (size: 0x00000008) of module vs0:sys/external/libpvf.suprx
[20:29:18.423] |I| [load_self]: Linking SELF vs0:sys/external/libpvf.suprx...
[20:29:18.423] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0xff710
[20:29:18.424] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0xff300
[20:29:18.424] |I| [pre_load_module]: Pre-load module SceLibPvf (at "sys/external/libpvf.suprx") loaded
[20:29:18.590] |I| [load_self]: app0:eboot.bin: Skipping special segment 0x6fffff01...
[20:29:18.591] |I| [load_self]: Loaded module segment 0 @ [0x00102000 - 0x00309C10 / 0x81000000] (size: 0x00207C10) of module app0:eboot.bin
[20:29:18.591] |I| [load_self]: Loaded module segment 1 @ [0x0030A000 - 0x004255E8 / 0x81208000] (size: 0x0011B5E8) of module app0:eboot.bin
[20:29:18.591] |I| [load_self]: Linking SELF app0:eboot.bin...
[20:29:18.592] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x2ac78c
[20:29:18.592] |D| [load_var_exports]: 	NID 0x70fba1e7 (SCE_PROC_PARAMS) at 0x30ae2c
[20:29:18.593] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x2d283c
[20:29:18.593] |I| [load_app_impl]: Main executable eboot (eboot.bin) loaded
[20:29:18.639] |D| [run_app]: Running module_start of library: SceLibc at address 0x5871
[20:29:18.685] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[20:29:18.686] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[20:29:18.686] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[20:29:18.699] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[20:29:18.702] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x58001
[20:29:18.723] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[20:29:18.724] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[20:29:18.727] |D| [run_app]: Running module_start of library: SceUlt at address 0x8d769
[20:29:18.747] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[20:29:18.747] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[20:29:18.765] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[20:29:18.902] |W| [stubbed_impl]: Stubbed _sceKernelGetThreadInfo import called. (STUB)
[20:29:18.946] |E| [call_import]: Import function for NID 0xd7f0f610 not found (thread name: PCSG00405, thread ID: 7)
[20:29:18.949] |W| [stubbed_impl]: Stubbed _sceKernelWaitSignal import called. (sceKernelWaitSignal)
[20:29:18.968] |I| [load_module]: Loading module ID: 0x13
[20:29:18.969] |I| [load_self]: sys/external/libsystemgesture.suprx: Skipping special segment 0x6fffff01...
[20:29:18.970] |I| [load_self]: Loaded module segment 0 @ [0x03E7B000 - 0x03E7E08C / 0x81000000] (size: 0x0000308C) of module sys/external/libsystemgesture.suprx
[20:29:18.970] |I| [load_self]: Loaded module segment 1 @ [0x02677000 - 0x02677BF0 / 0x81004000] (size: 0x00000BF0) of module sys/external/libsystemgesture.suprx
[20:29:18.970] |I| [load_self]: Linking SELF sys/external/libsystemgesture.suprx...
[20:29:18.970] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x3e7e074
[20:29:18.970] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x3e7dbd4
[20:29:18.971] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") loaded
[20:29:18.971] |D| [load_module]: Running module_start of module: SceSystemGesture
[20:29:18.971] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") module_start returned 0x0
[20:29:18.972] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x6078a08b sceSystemGestureInitializePrimitiveTouchRecognizer at 0x2abd0c
[20:29:18.973] |W| [stubbed_impl]: Stubbed sceTouchGetPixelDensity2 import called. (Return constant values (22.0))
[20:29:18.974] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xc3367370 sceSystemGestureCreateTouchRecognizer at 0x2abd3c
[20:29:18.976] |W| [unimplemented_impl]: Unimplemented sceMotionStartSampling import called.
[20:29:18.976] |W| [unimplemented_impl]: Unimplemented sceMotionReset import called.
[20:29:18.976] |W| [unimplemented_impl]: Unimplemented sceMotionMagnetometerOn import called.
[20:29:19.011] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[20:29:19.020] |W| [stubbed_impl]: Stubbed sceGxmGetRenderTargetMemSize import called. (2MiB emuenv mem)
[20:29:19.050] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[20:29:19.069] |W| [unimplemented_impl]: Unimplemented sceGxmSetWClampEnable import called.
[20:29:19.069] |W| [unimplemented_impl]: Unimplemented sceGxmSetWClampValue import called.
[20:29:19.070] |W| [unimplemented_impl]: Unimplemented sceGxmSetWBufferEnable import called.
[20:29:19.071] |W| [unimplemented_impl]: Unimplemented sceScreenShotSetParam import called.
[20:29:19.071] |W| [unimplemented_impl]: Unimplemented sceScreenShotSetOverlayImage import called.
[20:29:19.071] |W| [unimplemented_impl]: Unimplemented sceScreenShotEnable import called.
[20:29:19.079] |E| [logging::ret_error_impl]: sceSysmoduleIsLoaded returned SCE_SYSMODULE_ERROR_UNLOADED (0x805a1001)
[20:29:19.080] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 7, using passthrough.
[20:29:19.201] |T| [export_sceNgsPatchCreateRouting]: Patching 0xCD5E600:0:0 to 0xCD63500:0
[20:29:19.368] |W| [unimplemented_impl]: Unimplemented sceKernelChangeThreadVfpException import called.
[20:29:19.369] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayThreadSetDisabled02 import called.
[20:29:19.448] |E| [logging::ret_error_impl]: sceAppUtilDrmClose returned SCE_APPUTIL_ERROR_NOT_MOUNTED (0x80100604)
[20:29:19.692] |I| [float_to_half_init]: AVX+F16C instruction set is supported. Using fast f32 to f16 conversion
[20:29:19.702] |I| [export_sceIoOpen]: Opening file: app0:/data/SYSTEM.cpk
[20:29:19.705] |W| [unimplemented_impl]: Unimplemented sceCommonDialogUpdate import called.
[20:29:19.709] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xdf4c665a sceSystemGestureUpdatePrimitiveTouchRecognizer at 0x2abd4c
[20:29:19.711] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x851fb144 sceSystemGestureUpdateTouchRecognizer at 0x2abd2c
[20:29:19.716] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x13ad2218 sceSystemGestureGetTouchEventsCount at 0x2abcec
[20:29:19.716] |W| [stubbed_impl]: Stubbed sceMotionGetState import called. (Set value to zero)
[20:29:19.722] |T| [open_file]: sceIoOpen: Opening file app0:/data/SYSTEM.cpk (ux0:/app/PCSG00405/data/SYSTEM.cpk), fd: 0x3
[20:29:19.723] |I| [renderer::load_shader_generic]: Generating frag shader 8ada3f12cf7bc0fd645003ffec921f7aa2e0407c17f8642ba3dfc02534ed0e03
[20:29:19.821] |T| [close_file]: sceIoClose: Closing file fd: 0x3
[20:29:19.824] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (half4) Color
[20:29:19.831] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 1
[20:29:19.838] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 2
[20:29:19.856] |I| [export_sceIoOpen]: Opening file: app0:/data/SYSTEM.cpk
[20:29:19.861] |T| [open_file]: sceIoOpen: Opening file app0:/data/SYSTEM.cpk (ux0:/app/PCSG00405/data/SYSTEM.cpk), fd: 0x4
[20:29:19.906] |I| [export_sceIoOpen]: Opening file: app0:/data/STORY.cpk
[20:29:19.907] |T| [open_file]: sceIoOpen: Opening file app0:/data/STORY.cpk (ux0:/app/PCSG00405/data/STORY.cpk), fd: 0x5
[20:29:19.938] |T| [close_file]: sceIoClose: Closing file fd: 0x5
[20:29:19.948] |I| [export_sceIoOpen]: Opening file: app0:/data/STORY.cpk
[20:29:19.956] |T| [open_file]: sceIoOpen: Opening file app0:/data/STORY.cpk (ux0:/app/PCSG00405/data/STORY.cpk), fd: 0x6
[20:29:19.971] |I| [export_sceIoOpen]: Opening file: app0:/data/GAME.cpk
[20:29:19.973] |T| [open_file]: sceIoOpen: Opening file app0:/data/GAME.cpk (ux0:/app/PCSG00405/data/GAME.cpk), fd: 0x7
[20:29:19.993] |T| [close_file]: sceIoClose: Closing file fd: 0x7
[20:29:20.016] |I| [export_sceIoOpen]: Opening file: app0:/data/GAME.cpk
[20:29:20.017] |T| [open_file]: sceIoOpen: Opening file app0:/data/GAME.cpk (ux0:/app/PCSG00405/data/GAME.cpk), fd: 0x8
[20:29:20.040] |I| [export_sceIoOpen]: Opening file: app0:/data/MOVIE.cpk
[20:29:20.041] |T| [open_file]: sceIoOpen: Opening file app0:/data/MOVIE.cpk (ux0:/app/PCSG00405/data/MOVIE.cpk), fd: 0x9
[20:29:20.078] |T| [close_file]: sceIoClose: Closing file fd: 0x9
[20:29:20.086] |I| [renderer::load_shader_generic]: Generating vert shader e40fa03512a704ac945b93312583ae64cbe76782c5c20b60e91d2a3be32e6404
[20:29:20.087] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) invtx_Position
[20:29:20.087] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float1) Depth
[20:29:20.088] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 2
[20:29:20.088] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 4
[20:29:20.089] |I| [export_sceIoOpen]: Opening file: app0:/data/MOVIE.cpk
[20:29:20.090] |T| [open_file]: sceIoOpen: Opening file app0:/data/MOVIE.cpk (ux0:/app/PCSG00405/data/MOVIE.cpk), fd: 0xa
[20:29:20.111] |I| [export_sceIoOpen]: Opening file: app0:/data/SOUND.cpk
[20:29:20.112] |T| [open_file]: sceIoOpen: Opening file app0:/data/SOUND.cpk (ux0:/app/PCSG00405/data/SOUND.cpk), fd: 0xb
[20:29:20.145] |T| [close_file]: sceIoClose: Closing file fd: 0xb
[20:29:20.156] |I| [export_sceIoOpen]: Opening file: app0:/data/SOUND.cpk
[20:29:20.164] |T| [open_file]: sceIoOpen: Opening file app0:/data/SOUND.cpk (ux0:/app/PCSG00405/data/SOUND.cpk), fd: 0xc
[20:29:20.238] |I| [renderer::load_shader_generic]: Generating frag shader 206ffdfe721e117bd22d626adb34df1989b13ecb7646f829d32bcf8df6d86f61
[20:29:20.246] |T| [shader::create_fragment_inputs]: pa0 = tex2D<intX4>(AlbedoTexture, TEXCOORD0.xy)
[20:29:20.258] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 2
[20:29:20.498] |I| [renderer::load_shader_generic]: Generating vert shader 111ac83e6c634f136a9546ca920b8d296a1186c31d96d90ba5813a4bd85a550d
[20:29:20.501] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) invtx_Position
[20:29:20.501] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) invtx_TexCoord
[20:29:20.502] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 5
[20:29:21.540] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR06840_00/TROPHY.TRP (ux0:/app/PCSG00405/sce_sys/trophy/NPWR06840_00/TROPHY.TRP), fd: 0xd
[20:29:21.560] |E| [open_file]: Missing file at ./sdcard/ux0/user/00/trophy/data/NPWR06840_00/TROPUSR.DAT (target path: ux0:/user/00/trophy/data/NPWR06840_00/TROPUSR.DAT)
[20:29:21.560] |W| [io_error_impl]: open_file (create_trophy_context) returned 0x80010002
[20:29:21.612] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROPCONF.SFM (ux0:/user/00/trophy/conf/NPWR06840_00/TROPCONF.SFM), fd: 0xe
[20:29:21.612] |T| [write_file]: install_trophy_context: Writing to fd: 0xe, size: 2567
[20:29:21.613] |T| [close_file]: install_trophy_context: Closing file fd: 0xe
[20:29:21.614] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP.SFM (ux0:/user/00/trophy/conf/NPWR06840_00/TROP.SFM), fd: 0xf
[20:29:21.615] |T| [write_file]: install_trophy_context: Writing to fd: 0xf, size: 9260
[20:29:21.615] |T| [close_file]: install_trophy_context: Closing file fd: 0xf
[20:29:21.617] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/ICON0.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/ICON0.PNG), fd: 0x10
[20:29:21.618] |T| [write_file]: install_trophy_context: Writing to fd: 0x10, size: 96402
[20:29:21.618] |T| [close_file]: install_trophy_context: Closing file fd: 0x10
[20:29:21.621] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP000.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP000.PNG), fd: 0x11
[20:29:21.621] |T| [write_file]: install_trophy_context: Writing to fd: 0x11, size: 119364
[20:29:21.621] |T| [close_file]: install_trophy_context: Closing file fd: 0x11
[20:29:21.623] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP001.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP001.PNG), fd: 0x12
[20:29:21.624] |T| [write_file]: install_trophy_context: Writing to fd: 0x12, size: 106136
[20:29:21.624] |T| [close_file]: install_trophy_context: Closing file fd: 0x12
[20:29:21.627] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP002.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP002.PNG), fd: 0x13
[20:29:21.628] |T| [write_file]: install_trophy_context: Writing to fd: 0x13, size: 106086
[20:29:21.628] |T| [close_file]: install_trophy_context: Closing file fd: 0x13
[20:29:21.631] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP003.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP003.PNG), fd: 0x14
[20:29:21.631] |T| [write_file]: install_trophy_context: Writing to fd: 0x14, size: 103705
[20:29:21.632] |T| [close_file]: install_trophy_context: Closing file fd: 0x14
[20:29:21.634] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP004.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP004.PNG), fd: 0x15
[20:29:21.634] |T| [write_file]: install_trophy_context: Writing to fd: 0x15, size: 103703
[20:29:21.635] |T| [close_file]: install_trophy_context: Closing file fd: 0x15
[20:29:21.637] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP005.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP005.PNG), fd: 0x16
[20:29:21.638] |T| [write_file]: install_trophy_context: Writing to fd: 0x16, size: 108962
[20:29:21.638] |T| [close_file]: install_trophy_context: Closing file fd: 0x16
[20:29:21.641] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP006.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP006.PNG), fd: 0x17
[20:29:21.641] |T| [write_file]: install_trophy_context: Writing to fd: 0x17, size: 108453
[20:29:21.641] |T| [close_file]: install_trophy_context: Closing file fd: 0x17
[20:29:21.645] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP007.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP007.PNG), fd: 0x18
[20:29:21.645] |T| [write_file]: install_trophy_context: Writing to fd: 0x18, size: 118679
[20:29:21.646] |T| [close_file]: install_trophy_context: Closing file fd: 0x18
[20:29:21.648] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP008.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP008.PNG), fd: 0x19
[20:29:21.649] |T| [write_file]: install_trophy_context: Writing to fd: 0x19, size: 109291
[20:29:21.649] |T| [close_file]: install_trophy_context: Closing file fd: 0x19
[20:29:21.652] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP009.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP009.PNG), fd: 0x1a
[20:29:21.652] |T| [write_file]: install_trophy_context: Writing to fd: 0x1a, size: 124866
[20:29:21.652] |T| [close_file]: install_trophy_context: Closing file fd: 0x1a
[20:29:21.655] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP010.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP010.PNG), fd: 0x1b
[20:29:21.655] |T| [write_file]: install_trophy_context: Writing to fd: 0x1b, size: 102526
[20:29:21.656] |T| [close_file]: install_trophy_context: Closing file fd: 0x1b
[20:29:21.658] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP011.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP011.PNG), fd: 0x1c
[20:29:21.659] |T| [write_file]: install_trophy_context: Writing to fd: 0x1c, size: 102783
[20:29:21.659] |T| [close_file]: install_trophy_context: Closing file fd: 0x1c
[20:29:21.661] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP012.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP012.PNG), fd: 0x1d
[20:29:21.662] |T| [write_file]: install_trophy_context: Writing to fd: 0x1d, size: 122996
[20:29:21.662] |T| [close_file]: install_trophy_context: Closing file fd: 0x1d
[20:29:21.684] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP013.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP013.PNG), fd: 0x1e
[20:29:21.685] |T| [write_file]: install_trophy_context: Writing to fd: 0x1e, size: 122002
[20:29:21.686] |T| [close_file]: install_trophy_context: Closing file fd: 0x1e
[20:29:21.691] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP014.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP014.PNG), fd: 0x1f
[20:29:21.692] |T| [write_file]: install_trophy_context: Writing to fd: 0x1f, size: 110981
[20:29:21.692] |T| [close_file]: install_trophy_context: Closing file fd: 0x1f
[20:29:21.694] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP015.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP015.PNG), fd: 0x20
[20:29:21.695] |T| [write_file]: install_trophy_context: Writing to fd: 0x20, size: 60873
[20:29:21.695] |T| [close_file]: install_trophy_context: Closing file fd: 0x20
[20:29:21.700] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP016.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP016.PNG), fd: 0x21
[20:29:21.701] |T| [write_file]: install_trophy_context: Writing to fd: 0x21, size: 103551
[20:29:21.701] |T| [close_file]: install_trophy_context: Closing file fd: 0x21
[20:29:21.705] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP017.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP017.PNG), fd: 0x22
[20:29:21.705] |T| [write_file]: install_trophy_context: Writing to fd: 0x22, size: 118010
[20:29:21.705] |T| [close_file]: install_trophy_context: Closing file fd: 0x22
[20:29:21.707] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP018.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP018.PNG), fd: 0x23
[20:29:21.708] |T| [write_file]: install_trophy_context: Writing to fd: 0x23, size: 114878
[20:29:21.708] |T| [close_file]: install_trophy_context: Closing file fd: 0x23
[20:29:21.711] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP019.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP019.PNG), fd: 0x24
[20:29:21.711] |T| [write_file]: install_trophy_context: Writing to fd: 0x24, size: 104016
[20:29:21.712] |T| [close_file]: install_trophy_context: Closing file fd: 0x24
[20:29:21.714] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP020.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP020.PNG), fd: 0x25
[20:29:21.715] |T| [write_file]: install_trophy_context: Writing to fd: 0x25, size: 92565
[20:29:21.715] |T| [close_file]: install_trophy_context: Closing file fd: 0x25
[20:29:21.717] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06840_00/TROP021.PNG (ux0:/user/00/trophy/conf/NPWR06840_00/TROP021.PNG), fd: 0x26
[20:29:21.718] |T| [write_file]: install_trophy_context: Writing to fd: 0x26, size: 98452
[20:29:21.718] |T| [close_file]: install_trophy_context: Closing file fd: 0x26
