[03:14:39.564] |I| [SDL_main]:  Vita3K v0.1 685-2eee7b1
[03:14:42.519] |W| [stubbed_impl]:  Stubbed sceKernelGetProcessId import called. (pid: 0)
[03:14:42.519] |W| [unimplemented_impl]:  Unimplemented sceFiosOverlayGetList02 import called.
[03:14:42.520] |I| [run_app]:  Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[03:14:42.521] |D| [run_app]:  Running module_start of library: SceUlt
[03:14:42.525] |E| [call_import]:  Import function for NID 0x50F2F2AA not found (thread name: SceUlt, thread ID: 36)
[03:14:42.525] |I| [run_app]:  Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[03:14:42.527] |T| [open_file]:  sceKernelLoadStartModule: Opening file app0:mai_moe/mai.suprx (ux0:/app/PCSG00699/mai_moe/mai.suprx)
[03:14:42.542] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x3 at offset: 0x0, whence: SCE_SEEK_END
[03:14:42.543] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x3 at offset: 0x0, whence: SCE_SEEK_SET
[03:14:42.544] |T| [read_file]:  sceKernelLoadStartModule: Reading file: fd: 0x3, size: 87866
[03:14:42.556] |I| [load_self]:  Loading symbols for SELF: app0:mai_moe/mai.suprx
[03:14:42.556] |D| [load_var_exports]:  	NID 0x6C2224BA (NID_MODULE_INFO) at 0xB4E57E4
[03:14:42.557] |D| [load_var_exports]:  	NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0xB4E5840
[03:14:42.557] |T| [close_file]:  sceKernelLoadStartModule: Closing file: fd: 0x3
[03:14:42.581] |W| [stubbed_impl]:  Stubbed sceKernelDelayThread import called. (bad accuracy)
[03:14:42.582] |T| [stat_file]:  sceIoGetstat: Statting file app0:mai_moe/load_type.mai (ux0:/app/PCSG00699/mai_moe/load_type.mai)
[03:14:42.583] |I| [export_sceIoOpen]:  Opening file: app0:mai_moe/load_type.mai
[03:14:42.584] |T| [open_file]:  sceIoOpen: Opening file app0:mai_moe/load_type.mai (ux0:/app/PCSG00699/mai_moe/load_type.mai)
[03:14:42.584] |T| [stat_file]:  sceIoGetstat: Statting file app0:mai_moe/load_type.mai (ux0:/app/PCSG00699/mai_moe/load_type.mai)
[03:14:42.585] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x4 at offset: 0x0, whence: SCE_SEEK_SET
[03:14:42.585] |T| [read_file]:  sceIoRead: Reading file: fd: 0x4, size: 1
[03:14:42.585] |T| [close_file]:  sceIoClose: Closing file: fd: 0x4
[03:14:42.589] |I| [export_sceKernelLoadStartModule]:  Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[03:14:42.591] |T| [open_file]:  sceKernelLoadStartModule: Opening file app0:sce_module/libfios2_m.suprx (ux0:/app/PCSG00699/sce_module/libfios2_m.suprx)
[03:14:42.592] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_END
[03:14:42.592] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_SET
[03:14:42.592] |T| [read_file]:  sceKernelLoadStartModule: Reading file: fd: 0x5, size: 257648
[03:14:42.626] |I| [load_self]:  Loading symbols for SELF: app0:sce_module/libfios2_m.suprx
[03:14:42.627] |D| [load_var_exports]:  	NID 0x936C8A78 (SYSLYB) at 0xB593244
[03:14:42.627] |D| [load_var_exports]:  	NID 0x6C2224BA (NID_MODULE_INFO) at 0xB58A878
[03:14:42.627] |W| [load_var_imports]:  	NID NOT FOUND 0x93B8AA67 (__stack_chk_guard) at 0xB58B2D4, setting to stub value 0xDEADBEEF
[03:14:42.628] |T| [close_file]:  sceKernelLoadStartModule: Closing file: fd: 0x5
[03:14:42.633] |I| [export_sceKernelLoadStartModule]:  Module mceLibFios2 (at "app0:sce_module/libfios2_m.suprx") module_start returned 0x0
[03:14:42.634] |T| [open_dir]:  sceIoDopen: Opening dir ux0:plugins (ux0:plugins)
[03:14:42.635] |T| [read_dir]:  sceIoDread: Reading dir fd: 0x80010002
[03:14:42.635] |W| [io_error_impl]:  read_dir (sceIoDread) returned 0x80010051
[03:14:42.635] |T| [close_dir]:  sceIoDclose: Closing dir fd: 0x80010002
[03:14:42.635] |W| [io_error_impl]:  close_dir (sceIoDclose) returned 0x80010051
[03:14:42.682] |I| [export_sceKernelLoadStartModule]:  Module output/testprx.elf (at "app0:mai_moe/mai.suprx") module_start returned 0x0
[03:14:43.063] |W| [unimplemented_impl]:  Unimplemented sceRtcGetCurrentClockLocalTime import called.
[03:14:43.064] |E| [ret_error_impl]:  sceRtcGetDayOfWeek returned SCE_RTC_ERROR_INVALID_MONTH (0x80251082)
[03:14:43.076] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/NGPTOC_JPN.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC_JPN.txt)
[03:14:43.123] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/NGPTOC_JPN.txt
[03:14:43.124] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/NGPTOC_JPN.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC_JPN.txt)
[03:14:43.127] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x6 at offset: 0x0, whence: SCE_SEEK_SET
[03:14:43.127] |T| [read_file]:  sceIoPread: Reading file: fd: 0x6, size: 210
[03:14:43.128] |T| [close_file]:  sceIoClose: Closing file: fd: 0x6
[03:14:43.140] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/NGPTOC.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC.txt)
[03:14:43.141] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/NGPTOC.txt
[03:14:43.141] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/NGPTOC.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC.txt)
[03:14:43.142] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x7 at offset: 0x0, whence: SCE_SEEK_SET
[03:14:43.142] |T| [read_file]:  sceIoPread: Reading file: fd: 0x7, size: 83258
[03:14:43.152] |T| [close_file]:  sceIoClose: Closing file: fd: 0x7
[03:14:43.593] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin)
[03:14:43.625] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin
[03:14:43.625] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin)
[03:14:43.645] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin)
[03:14:43.646] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin
[03:14:43.647] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin)
[03:14:43.648] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x0, whence: SCE_SEEK_SET
[03:14:43.648] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.670] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x40000, whence: SCE_SEEK_SET
[03:14:43.671] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.673] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x80000, whence: SCE_SEEK_SET
[03:14:43.674] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.675] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0xC0000, whence: SCE_SEEK_SET
[03:14:43.675] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.679] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x100000, whence: SCE_SEEK_SET
[03:14:43.679] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.680] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x140000, whence: SCE_SEEK_SET
[03:14:43.680] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.683] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x180000, whence: SCE_SEEK_SET
[03:14:43.684] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.684] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x1C0000, whence: SCE_SEEK_SET
[03:14:43.684] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.685] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x200000, whence: SCE_SEEK_SET
[03:14:43.686] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.687] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x240000, whence: SCE_SEEK_SET
[03:14:43.687] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.692] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x280000, whence: SCE_SEEK_SET
[03:14:43.692] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.693] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x2C0000, whence: SCE_SEEK_SET
[03:14:43.694] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.696] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x300000, whence: SCE_SEEK_SET
[03:14:43.696] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.696] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x340000, whence: SCE_SEEK_SET
[03:14:43.697] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.699] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x380000, whence: SCE_SEEK_SET
[03:14:43.700] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.700] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x3C0000, whence: SCE_SEEK_SET
[03:14:43.700] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.702] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x400000, whence: SCE_SEEK_SET
[03:14:43.702] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.704] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x440000, whence: SCE_SEEK_SET
[03:14:43.704] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.708] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x480000, whence: SCE_SEEK_SET
[03:14:43.708] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.709] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x4C0000, whence: SCE_SEEK_SET
[03:14:43.709] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.712] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x500000, whence: SCE_SEEK_SET
[03:14:43.713] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.713] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x540000, whence: SCE_SEEK_SET
[03:14:43.714] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.716] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x580000, whence: SCE_SEEK_SET
[03:14:43.717] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.717] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x5C0000, whence: SCE_SEEK_SET
[03:14:43.717] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.718] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x600000, whence: SCE_SEEK_SET
[03:14:43.718] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.721] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x640000, whence: SCE_SEEK_SET
[03:14:43.721] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.725] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x680000, whence: SCE_SEEK_SET
[03:14:43.725] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.726] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x6C0000, whence: SCE_SEEK_SET
[03:14:43.726] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.729] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x700000, whence: SCE_SEEK_SET
[03:14:43.730] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.730] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x740000, whence: SCE_SEEK_SET
[03:14:43.731] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[03:14:43.731] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x780000, whence: SCE_SEEK_SET
[03:14:43.732] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 5174
[03:14:43.732] |T| [close_file]:  sceIoClose: Closing file: fd: 0x9
[03:14:44.930] |T| [stat_file]:  sceIoGetstat: Statting file app0:Binaries/EpicInternal.txt (ux0:/app/PCSG00699/Binaries/EpicInternal.txt)
[03:14:44.931] |W| [io_error_impl]:  stat_file (sceIoGetstat) returned 0xFFFFFFFF
[03:14:44.937] |W| [unimplemented_impl]:  Unimplemented sceNetCtlInit import called.
[03:14:44.938] |W| [stubbed_impl]:  Stubbed sceNetCtlInetGetState import called. (state = SCE_NETCTL_STATE_DISCONNECTED)
[03:14:44.938] |W| [unimplemented_impl]:  Unimplemented sceNetResolverCreate import called.
[03:14:47.488] |I| [renderer::create]:  GL_VERSION = 4.1.13399 Core Profile Context 15.200.1062.1004
[03:14:47.489] |I| [renderer::create]:  GL_SHADING_LANGUAGE_VERSION = 4.40
[03:14:47.492] |W| [stubbed_impl]:  Stubbed sceGxmGetRenderTargetMemSizes import called. (2MB host mem)
[03:14:47.497] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/Splash/NGP/Splash.tga (ux0:/app/PCSG00699/GG2Game/Splash/NGP/Splash.tga)
[03:14:47.499] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/Splash/NGP/Splash.tga
[03:14:47.500] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/Splash/NGP/Splash.tga (ux0:/app/PCSG00699/GG2Game/Splash/NGP/Splash.tga)
[03:14:47.502] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x0, whence: SCE_SEEK_SET
[03:14:47.502] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[03:14:47.522] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x40000, whence: SCE_SEEK_SET
[03:14:47.523] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[03:14:47.525] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x80000, whence: SCE_SEEK_SET
[03:14:47.525] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[03:14:47.527] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0xC0000, whence: SCE_SEEK_SET
[03:14:47.527] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[03:14:47.531] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x100000, whence: SCE_SEEK_SET
[03:14:47.532] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[03:14:47.532] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x140000, whence: SCE_SEEK_SET
[03:14:47.532] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[03:14:47.536] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x180000, whence: SCE_SEEK_SET
[03:14:47.537] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[03:14:47.537] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x1C0000, whence: SCE_SEEK_SET
[03:14:47.538] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 253996
[03:14:47.538] |T| [close_file]:  sceIoClose: Closing file: fd: 0xA
[03:14:47.565] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/GlobalShaderCache-NGP.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/GlobalShaderCache-NGP.bin)
[03:14:47.567] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/GlobalShaderCache-NGP.bin
[03:14:47.568] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/GlobalShaderCache-NGP.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/GlobalShaderCache-NGP.bin)
[03:14:47.569] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x0, whence: SCE_SEEK_SET
[03:14:47.570] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[03:14:47.664] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x40000, whence: SCE_SEEK_SET
[03:14:47.665] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[03:14:47.708] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x80000, whence: SCE_SEEK_SET
[03:14:47.709] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[03:14:47.796] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0xC0000, whence: SCE_SEEK_SET
[03:14:47.797] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[03:14:47.870] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x100000, whence: SCE_SEEK_SET
[03:14:47.870] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[03:14:47.886] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x140000, whence: SCE_SEEK_SET
[03:14:47.887] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[03:14:47.955] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x180000, whence: SCE_SEEK_SET
[03:14:47.956] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 127805
[03:14:47.968] |T| [close_file]:  sceIoClose: Closing file: fd: 0xB
[03:14:47.977] |W| [unimplemented_impl]:  Unimplemented sceGxmTextureInitSwizzled import called.
[03:14:47.978] |E| [ret_error_impl]:  sceGxmTextureSetUAddrMode returned SCE_GXM_ERROR_UNSUPPORTED (0x805B0009)
[03:14:47.978] |E| [ret_error_impl]:  sceGxmTextureSetVAddrMode returned SCE_GXM_ERROR_UNSUPPORTED (0x805B0009)
[03:14:47.979] |W| [unimplemented_impl]:  Unimplemented sceGxmTextureSetMipFilter import called.
[03:14:47.986] |W| [unimplemented_impl]:  Unimplemented sceGxmTextureInitLinearStrided import called.
[03:14:49.182] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/GlobalShaderCache-PC-D3D-SM3.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/GlobalShaderCache-PC-D3D-SM3.bin)
[03:14:49.184] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/GlobalShaderCache-PC-D3D-SM3.bin
[03:14:49.185] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/GlobalShaderCache-PC-D3D-SM3.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/GlobalShaderCache-PC-D3D-SM3.bin)
[03:14:49.197] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xC at offset: 0x0, whence: SCE_SEEK_SET
[03:14:49.198] |T| [read_file]:  sceIoPread: Reading file: fd: 0xC, size: 262144
[03:14:49.448] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xC at offset: 0x40000, whence: SCE_SEEK_SET
[03:14:49.448] |T| [read_file]:  sceIoPread: Reading file: fd: 0xC, size: 262144
[03:14:49.550] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xC at offset: 0x80000, whence: SCE_SEEK_SET
[03:14:49.550] |T| [read_file]:  sceIoPread: Reading file: fd: 0xC, size: 262144
[03:14:49.637] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xC at offset: 0xC0000, whence: SCE_SEEK_SET
[03:14:49.638] |T| [read_file]:  sceIoPread: Reading file: fd: 0xC, size: 124345
[03:14:49.703] |T| [close_file]:  sceIoClose: Closing file: fd: 0xC
[03:14:50.552] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Core.xxx
[03:14:50.552] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Core.xxx (ux0:/app/PCSG00699/GG2Game/CookedNGP/Core.xxx)
[03:14:50.574] |T| [close_file]:  sceIoClose: Closing file: fd: 0xD
[03:14:50.624] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Engine.xxx
[03:14:50.625] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Engine.xxx (ux0:/app/PCSG00699/GG2Game/CookedNGP/Engine.xxx)
[03:14:50.643] |T| [close_file]:  sceIoClose: Closing file: fd: 0xE
[03:14:50.693] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/GFxUI.xxx
[03:14:50.693] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/GFxUI.xxx (ux0:/app/PCSG00699/GG2Game/CookedNGP/GFxUI.xxx)
[03:14:50.711] |T| [close_file]:  sceIoClose: Closing file: fd: 0xF
[03:14:50.760] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Core.xxx
[03:14:50.760] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Core.xxx (ux0:/app/PCSG00699/GG2Game/CookedNGP/Core.xxx)
[03:14:50.771] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x10 at offset: 0x0, whence: SCE_SEEK_SET
[03:14:50.772] |T| [read_file]:  sceIoPread: Reading file: fd: 0x10, size: 33468
[03:14:50.797] |W| [unimplemented_impl]:  Unimplemented sceKernelClearEventFlag import called.
[03:14:50.904] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/IpDrv.xxx
[03:14:50.904] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/IpDrv.xxx (ux0:/app/PCSG00699/GG2Game/CookedNGP/IpDrv.xxx)
[03:14:50.957] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/GameFramework.xxx
[03:14:50.957] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/GameFramework.xxx (ux0:/app/PCSG00699/GG2Game/CookedNGP/GameFramework.xxx)
[03:14:51.000] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/OnlineSubsystemPC.xxx
