[20:33:05.986] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[20:33:30.549] |I| [load_self]: Loaded module segment 1 @ [0x07D65000 - 0x07D65BF0 / 0x81004000] (size: 0x00000BF0) of module sys/external/libsystemgesture.suprx
[20:33:30.551] |I| [load_self]: Linking SELF sys/external/libsystemgesture.suprx...
[20:33:30.554] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x7d64074
[20:33:30.555] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x7d63bd4
[20:33:30.558] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") loaded
[20:33:30.558] |D| [load_module]: Running module_start of module: SceSystemGesture
[20:33:30.560] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") module_start returned 0x0
[20:33:30.561] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x6078a08b sceSystemGestureInitializePrimitiveTouchRecognizer at 0x284a98
[20:33:30.564] |W| [stubbed_impl]: Stubbed sceTouchGetPixelDensity2 import called. (Return constant values (22.0))
[20:33:30.566] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xc3367370 sceSystemGestureCreateTouchRecognizer at 0x284ac8
[20:33:30.570] |W| [unimplemented_impl]: Unimplemented sceMotionStartSampling import called.
[20:33:30.571] |W| [unimplemented_impl]: Unimplemented sceMotionReset import called.
[20:33:30.572] |W| [unimplemented_impl]: Unimplemented sceMotionMagnetometerOn import called.
[20:33:30.606] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[20:33:30.609] |W| [stubbed_impl]: Stubbed sceGxmGetRenderTargetMemSize import called. (2MiB emuenv mem)
[20:33:30.657] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[20:33:30.676] |W| [unimplemented_impl]: Unimplemented sceGxmSetWClampEnable import called.
[20:33:30.677] |W| [unimplemented_impl]: Unimplemented sceGxmSetWClampValue import called.
[20:33:30.681] |W| [unimplemented_impl]: Unimplemented sceGxmSetWBufferEnable import called.
[20:33:30.684] |W| [unimplemented_impl]: Unimplemented sceScreenShotSetParam import called.
[20:33:30.685] |W| [unimplemented_impl]: Unimplemented sceScreenShotSetOverlayImage import called.
[20:33:30.687] |W| [unimplemented_impl]: Unimplemented sceScreenShotEnable import called.
[20:33:30.697] |E| [logging::ret_error_impl]: sceSysmoduleIsLoaded returned SCE_SYSMODULE_ERROR_UNLOADED (0x805a1001)
[20:33:30.699] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 7, using passthrough.
[20:33:30.701] |W| [unimplemented_impl]: Unimplemented sceSysmoduleUnloadModule import called.
[20:33:30.812] |T| [export_sceNgsPatchCreateRouting]: Patching 0x7C35580:0:0 to 0x7C3A480:0
[20:33:30.958] |W| [unimplemented_impl]: Unimplemented sceKernelChangeThreadVfpException import called.
[20:33:30.959] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayThreadSetDisabled02 import called.
[20:33:31.251] |I| [float_to_half_init]: AVX+F16C instruction set is supported. Using fast f32 to f16 conversion
[20:33:31.252] |I| [export_sceIoOpen]: Opening file: app0:/data/SYSTEM.cpk
[20:33:31.262] |W| [unimplemented_impl]: Unimplemented sceCommonDialogUpdate import called.
[20:33:31.267] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xdf4c665a sceSystemGestureUpdatePrimitiveTouchRecognizer at 0x284ad8
[20:33:31.270] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x851fb144 sceSystemGestureUpdateTouchRecognizer at 0x284ab8
[20:33:31.276] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x13ad2218 sceSystemGestureGetTouchEventsCount at 0x284a78
[20:33:31.278] |I| [renderer::load_shader_generic]: Generating frag shader 60cfb0698a56cf256e2290430805b27d0d33ac5ab3eb9283b0efc93256f584c7
[20:33:31.278] |W| [stubbed_impl]: Stubbed sceMotionGetState import called. (Set value to zero)
[20:33:31.421] |T| [open_file]: sceIoOpen: Opening file app0:/data/SYSTEM.cpk (ux0:/app/PCSE01012/data/SYSTEM.cpk), fd: 0x3
[20:33:31.986] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (half4) Color
[20:33:31.987] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 1
[20:33:31.990] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 2
[20:33:32.003] |T| [close_file]: sceIoClose: Closing file fd: 0x3
[20:33:32.041] |I| [export_sceIoOpen]: Opening file: app0:/data/SYSTEM.cpk
[20:33:32.042] |T| [open_file]: sceIoOpen: Opening file app0:/data/SYSTEM.cpk (ux0:/app/PCSE01012/data/SYSTEM.cpk), fd: 0x4
[20:33:32.046] |I| [renderer::load_shader_generic]: Generating vert shader f0ad9f5f93b065efcc2b3cc7ff2097847262b9a25b21d64652f3c4e2e11e4998
[20:33:32.047] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) invtx_Position
[20:33:32.048] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float1) Depth
[20:33:32.048] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 2
[20:33:32.048] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 4
[20:33:32.052] |I| [export_sceIoOpen]: Opening file: app0:/data/STORY.cpk
[20:33:32.071] |T| [open_file]: sceIoOpen: Opening file app0:/data/STORY.cpk (ux0:/app/PCSE01012/data/STORY.cpk), fd: 0x5
[20:33:32.091] |T| [close_file]: sceIoClose: Closing file fd: 0x5
[20:33:32.111] |I| [export_sceIoOpen]: Opening file: app0:/data/STORY.cpk
[20:33:32.111] |T| [open_file]: sceIoOpen: Opening file app0:/data/STORY.cpk (ux0:/app/PCSE01012/data/STORY.cpk), fd: 0x6
[20:33:32.125] |I| [export_sceIoOpen]: Opening file: app0:/data/GAME.cpk
[20:33:32.126] |T| [open_file]: sceIoOpen: Opening file app0:/data/GAME.cpk (ux0:/app/PCSE01012/data/GAME.cpk), fd: 0x7
[20:33:32.146] |T| [close_file]: sceIoClose: Closing file fd: 0x7
[20:33:32.157] |I| [export_sceIoOpen]: Opening file: app0:/data/GAME.cpk
[20:33:32.363] |I| [renderer::load_shader_generic]: Generating frag shader ac808725ba3214de1e69216bcbf1950aceb5fde95fb4e1489ce37f23a3610f15
[20:33:33.151] |T| [open_file]: sceIoOpen: Opening file app0:/data/GAME.cpk (ux0:/app/PCSE01012/data/GAME.cpk), fd: 0x8
[20:33:33.155] |T| [shader::create_fragment_inputs]: pa0 = tex2D<intX4>(AlbedoTexture, TEXCOORD0.xy)
[20:33:33.157] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 2
[20:33:33.169] |I| [export_sceIoOpen]: Opening file: app0:/data/MOVIE.cpk
[20:33:33.169] |T| [open_file]: sceIoOpen: Opening file app0:/data/MOVIE.cpk (ux0:/app/PCSE01012/data/MOVIE.cpk), fd: 0x9
[20:33:33.185] |I| [renderer::load_shader_generic]: Generating vert shader 14532bc3e0e383ded6e0f47d88c987c7b7a80e82e071b10d72de2b63943b3474
[20:33:33.198] |T| [close_file]: sceIoClose: Closing file fd: 0x9
[20:33:33.198] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) invtx_Position
[20:33:33.200] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) invtx_TexCoord
[20:33:33.202] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 5
[20:33:33.209] |I| [export_sceIoOpen]: Opening file: app0:/data/MOVIE.cpk
[20:33:33.213] |T| [open_file]: sceIoOpen: Opening file app0:/data/MOVIE.cpk (ux0:/app/PCSE01012/data/MOVIE.cpk), fd: 0xa
[20:33:33.230] |I| [export_sceIoOpen]: Opening file: app0:/data/SOUND.cpk
[20:33:33.231] |T| [open_file]: sceIoOpen: Opening file app0:/data/SOUND.cpk (ux0:/app/PCSE01012/data/SOUND.cpk), fd: 0xb
[20:33:33.378] |T| [close_file]: sceIoClose: Closing file fd: 0xb
[20:33:33.390] |I| [export_sceIoOpen]: Opening file: app0:/data/SOUND.cpk
[20:33:33.391] |T| [open_file]: sceIoOpen: Opening file app0:/data/SOUND.cpk (ux0:/app/PCSE01012/data/SOUND.cpk), fd: 0xc
[20:33:33.881] |W| [stubbed_impl]: Stubbed sceKernelSendSignal import called. (sceKernelSendSignal)
[20:33:34.223] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR12182_00/TROPHY.TRP (ux0:/app/PCSE01012/sce_sys/trophy/NPWR12182_00/TROPHY.TRP), fd: 0xd
[20:33:34.232] |T| [open_file]: create_trophy_context: Opening file ux0:/user/00/trophy/data/NPWR12182_00/TROPUSR.DAT (ux0:/user/00/trophy/data/NPWR12182_00/TROPUSR.DAT), fd: 0xe
[20:33:34.263] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROPCONF.SFM (ux0:/user/00/trophy/conf/NPWR12182_00/TROPCONF.SFM), fd: 0xf
[20:33:34.264] |T| [write_file]: install_trophy_context: Writing to fd: 0xf, size: 2361
[20:33:34.264] |T| [close_file]: install_trophy_context: Closing file fd: 0xf
[20:33:34.273] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP.SFM (ux0:/user/00/trophy/conf/NPWR12182_00/TROP.SFM), fd: 0x10
[20:33:34.275] |T| [write_file]: install_trophy_context: Writing to fd: 0x10, size: 5826
[20:33:34.275] |T| [close_file]: install_trophy_context: Closing file fd: 0x10
[20:33:34.300] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/ICON0.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/ICON0.PNG), fd: 0x11
[20:33:34.301] |T| [write_file]: install_trophy_context: Writing to fd: 0x11, size: 66480
[20:33:34.301] |T| [close_file]: install_trophy_context: Closing file fd: 0x11
[20:33:34.316] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP000.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP000.PNG), fd: 0x12
[20:33:34.316] |T| [write_file]: install_trophy_context: Writing to fd: 0x12, size: 127134
[20:33:34.317] |T| [close_file]: install_trophy_context: Closing file fd: 0x12
[20:33:34.336] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP001.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP001.PNG), fd: 0x13
[20:33:34.337] |T| [write_file]: install_trophy_context: Writing to fd: 0x13, size: 116938
[20:33:34.337] |T| [close_file]: install_trophy_context: Closing file fd: 0x13
[20:33:34.381] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP002.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP002.PNG), fd: 0x14
[20:33:34.382] |T| [write_file]: install_trophy_context: Writing to fd: 0x14, size: 127022
[20:33:34.382] |T| [close_file]: install_trophy_context: Closing file fd: 0x14
[20:33:34.403] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP003.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP003.PNG), fd: 0x15
[20:33:34.405] |T| [write_file]: install_trophy_context: Writing to fd: 0x15, size: 115372
[20:33:34.405] |T| [close_file]: install_trophy_context: Closing file fd: 0x15
[20:33:34.427] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP004.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP004.PNG), fd: 0x16
[20:33:34.428] |T| [write_file]: install_trophy_context: Writing to fd: 0x16, size: 102658
[20:33:34.428] |T| [close_file]: install_trophy_context: Closing file fd: 0x16
[20:33:34.450] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP005.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP005.PNG), fd: 0x17
[20:33:34.451] |T| [write_file]: install_trophy_context: Writing to fd: 0x17, size: 116265
[20:33:34.452] |T| [close_file]: install_trophy_context: Closing file fd: 0x17
[20:33:34.484] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP006.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP006.PNG), fd: 0x18
[20:33:34.485] |T| [write_file]: install_trophy_context: Writing to fd: 0x18, size: 120304
[20:33:34.486] |T| [close_file]: install_trophy_context: Closing file fd: 0x18
[20:33:34.507] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP007.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP007.PNG), fd: 0x19
[20:33:34.508] |T| [write_file]: install_trophy_context: Writing to fd: 0x19, size: 119826
[20:33:34.509] |T| [close_file]: install_trophy_context: Closing file fd: 0x19
[20:33:34.518] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP008.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP008.PNG), fd: 0x1a
[20:33:34.519] |T| [write_file]: install_trophy_context: Writing to fd: 0x1a, size: 119186
[20:33:34.520] |T| [close_file]: install_trophy_context: Closing file fd: 0x1a
[20:33:34.600] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP009.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP009.PNG), fd: 0x1b
[20:33:34.601] |T| [write_file]: install_trophy_context: Writing to fd: 0x1b, size: 119946
[20:33:34.602] |T| [close_file]: install_trophy_context: Closing file fd: 0x1b
[20:33:34.615] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP010.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP010.PNG), fd: 0x1c
[20:33:34.616] |T| [write_file]: install_trophy_context: Writing to fd: 0x1c, size: 114313
[20:33:34.617] |T| [close_file]: install_trophy_context: Closing file fd: 0x1c
[20:33:34.619] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP011.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP011.PNG), fd: 0x1d
[20:33:34.620] |T| [write_file]: install_trophy_context: Writing to fd: 0x1d, size: 118182
[20:33:34.620] |T| [close_file]: install_trophy_context: Closing file fd: 0x1d
[20:33:34.642] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP012.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP012.PNG), fd: 0x1e
[20:33:34.643] |T| [write_file]: install_trophy_context: Writing to fd: 0x1e, size: 115841
[20:33:34.644] |T| [close_file]: install_trophy_context: Closing file fd: 0x1e
[20:33:34.678] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP013.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP013.PNG), fd: 0x1f
[20:33:34.679] |T| [write_file]: install_trophy_context: Writing to fd: 0x1f, size: 121412
[20:33:34.679] |T| [close_file]: install_trophy_context: Closing file fd: 0x1f
[20:33:34.729] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP014.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP014.PNG), fd: 0x20
[20:33:34.731] |T| [write_file]: install_trophy_context: Writing to fd: 0x20, size: 118876
[20:33:34.731] |T| [close_file]: install_trophy_context: Closing file fd: 0x20
[20:33:34.733] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP015.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP015.PNG), fd: 0x21
[20:33:34.734] |T| [write_file]: install_trophy_context: Writing to fd: 0x21, size: 118680
[20:33:34.734] |T| [close_file]: install_trophy_context: Closing file fd: 0x21
[20:33:34.751] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP016.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP016.PNG), fd: 0x22
[20:33:34.752] |T| [write_file]: install_trophy_context: Writing to fd: 0x22, size: 122151
[20:33:34.752] |T| [close_file]: install_trophy_context: Closing file fd: 0x22
[20:33:34.783] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP017.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP017.PNG), fd: 0x23
[20:33:34.785] |T| [write_file]: install_trophy_context: Writing to fd: 0x23, size: 113899
[20:33:34.785] |T| [close_file]: install_trophy_context: Closing file fd: 0x23
[20:33:34.789] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP018.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP018.PNG), fd: 0x24
[20:33:34.790] |T| [write_file]: install_trophy_context: Writing to fd: 0x24, size: 117690
[20:33:34.790] |T| [close_file]: install_trophy_context: Closing file fd: 0x24
[20:33:34.817] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP019.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP019.PNG), fd: 0x25
[20:33:34.818] |T| [write_file]: install_trophy_context: Writing to fd: 0x25, size: 108560
[20:33:34.818] |T| [close_file]: install_trophy_context: Closing file fd: 0x25
[20:33:34.833] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP020.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP020.PNG), fd: 0x26
[20:33:34.834] |T| [write_file]: install_trophy_context: Writing to fd: 0x26, size: 109140
[20:33:34.835] |T| [close_file]: install_trophy_context: Closing file fd: 0x26
[20:33:34.851] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP021.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP021.PNG), fd: 0x27
[20:33:34.853] |T| [write_file]: install_trophy_context: Writing to fd: 0x27, size: 103131
[20:33:34.853] |T| [close_file]: install_trophy_context: Closing file fd: 0x27
[20:33:34.863] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12182_00/TROP022.PNG (ux0:/user/00/trophy/conf/NPWR12182_00/TROP022.PNG), fd: 0x28
[20:33:34.864] |T| [write_file]: install_trophy_context: Writing to fd: 0x28, size: 107561
[20:33:34.865] |T| [close_file]: install_trophy_context: Closing file fd: 0x28
