[08:55:26.661] |I| [load_app_impl]: cpu-backend: Dynarmic
[08:55:26.800] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x35AD78
[08:55:26.800] |D| [load_var_exports]: 	NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0x3B333C
[08:55:26.801] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x395CB4
[08:55:26.801] |I| [load_app_impl]: Main executable ClassicDungeon3 (eboot.bin) loaded
[08:55:26.821] |D| [run_app]: Running module_start of library: SceLibc at address 0x7871
[08:55:26.862] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[08:55:26.863] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[08:55:26.863] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[08:55:26.872] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[08:55:26.876] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x5E001
[08:55:26.892] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[08:55:26.893] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayGetList02 import called.
[08:55:26.893] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[08:55:26.897] |D| [run_app]: Running module_start of library: SceUlt at address 0x94771
[08:55:26.913] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[08:55:26.913] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[08:55:26.999] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[08:55:26.999] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[08:55:27.019] |T| [export_sceNgsPatchCreateRouting]: Patching 0x99F140:0:0 to 0x99EF90:0
[08:55:27.019] |T| [export_sceNgsPatchCreateRouting]: Patching 0x99F65C:0:0 to 0x99EF90:0
[08:55:27.020] |T| [export_sceNgsPatchCreateRouting]: Patching 0x99FB78:0:0 to 0x99EF90:0
[08:55:27.021] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A0094:0:0 to 0x99EF90:0
[08:55:27.021] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A05B0:0:0 to 0x99EF90:0
[08:55:27.022] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A0ACC:0:0 to 0x99EF90:0
[08:55:27.023] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A0FE8:0:0 to 0x99EF90:0
[08:55:27.023] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A1504:0:0 to 0x99EF90:0
[08:55:27.024] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A1A20:0:0 to 0x99EF90:0
[08:55:27.025] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A1F3C:0:0 to 0x99EF90:0
[08:55:27.025] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A2458:0:0 to 0x99EF90:0
[08:55:27.028] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A2974:0:0 to 0x99EF90:0
[08:55:27.037] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A2E90:0:0 to 0x99EF90:0
[08:55:27.038] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A33AC:0:0 to 0x99EF90:0
[08:55:27.039] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A38C8:0:0 to 0x99EF90:0
[08:55:27.039] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9A3DE4:0:0 to 0x99EF90:0
[08:55:27.074] |T| [stat_file]: _sceIoGetstat: Statting file: app0:/resource/font/FOT-DOTGOTHIC16STD-M.OTF (ux0:/app/PCSE00999/resource/font/FOT-DOTGOTHIC16STD-M.OTF)
[08:55:27.078] |I| [export_sceIoOpen]: Opening file: app0:/resource/font/FOT-DOTGOTHIC16STD-M.OTF
[08:55:27.078] |T| [open_file]: sceIoOpen: Opening file app0:/resource/font/FOT-DOTGOTHIC16STD-M.OTF (ux0:/app/PCSE00999/resource/font/FOT-DOTGOTHIC16STD-M.OTF), fd: 0x3
[08:55:27.080] |I| [export_sceClibPrintf]: LIBPVF>>> FILE: app0:/resource/font/FOT-DOTGOTHIC16STD-M.OTF

[08:55:27.081] |W| [unimplemented_impl]: Unimplemented sceIoIoctl import called.
[08:55:27.082] |T| [read_file]: sceIoRead: Reading 2003812 bytes of fd 0x3
[08:55:27.083] |T| [close_file]: sceIoClose: Closing file fd: 0x3
[08:55:27.141] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[08:55:27.147] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR12160_00/TROPHY.TRP (ux0:/app/PCSE00999/sce_sys/trophy/NPWR12160_00/TROPHY.TRP), fd: 0x4
[08:55:27.150] |E| [open_file]: Missing file at C:/Users/admin/AppData/Local/Vita3K/Vita3K/ux0/user/00/trophy/data/NPWR12160_00/TROPUSR.DAT (target path: ux0:/user/00/trophy/data/NPWR12160_00/TROPUSR.DAT)
[08:55:27.151] |W| [io_error_impl]: open_file (create_trophy_context) returned 0x80010002
[08:55:27.152] |T| [read_file]: parse_trophy_file: Reading 4 bytes of fd 0x4
[08:55:27.152] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x10, whence: SCE_SEEK_SET
[08:55:27.153] |T| [read_file]: parse_trophy_file: Reading 4 bytes of fd 0x4
[08:55:27.153] |T| [read_file]: parse_trophy_file: Reading 4 bytes of fd 0x4
[08:55:27.154] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x40, whence: SCE_SEEK_SET
[08:55:27.154] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.155] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.156] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.157] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.157] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.158] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.159] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.159] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.160] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.161] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.162] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.162] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.163] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.164] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x60, whence: SCE_SEEK_SET
[08:55:27.164] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.165] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.165] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x80, whence: SCE_SEEK_SET
[08:55:27.166] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.166] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.170] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.171] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.172] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.172] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.173] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.174] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.174] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.175] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0xA0, whence: SCE_SEEK_SET
[08:55:27.177] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.177] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.178] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0xC0, whence: SCE_SEEK_SET
[08:55:27.179] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.179] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.180] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.181] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.181] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.184] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.185] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.185] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.186] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.186] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.187] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0xE0, whence: SCE_SEEK_SET
[08:55:27.187] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.188] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.188] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x100, whence: SCE_SEEK_SET
[08:55:27.189] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.189] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.190] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.191] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.191] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.192] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.193] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.194] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.195] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.195] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.196] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.200] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.200] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x120, whence: SCE_SEEK_SET
[08:55:27.201] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.202] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.202] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x140, whence: SCE_SEEK_SET
[08:55:27.203] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.203] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.204] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.205] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.206] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.206] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.207] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.208] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.209] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.209] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.210] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.211] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.211] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x160, whence: SCE_SEEK_SET
[08:55:27.214] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.215] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.216] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x180, whence: SCE_SEEK_SET
[08:55:27.216] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.217] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.218] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.218] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.219] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.219] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.220] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.220] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.221] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.222] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.222] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.223] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.223] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x1A0, whence: SCE_SEEK_SET
[08:55:27.224] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.225] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.225] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x1C0, whence: SCE_SEEK_SET
[08:55:27.226] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.230] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.230] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.231] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.232] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.232] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.233] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.234] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.234] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.234] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.235] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.236] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.236] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x1E0, whence: SCE_SEEK_SET
[08:55:27.236] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.237] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.237] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x200, whence: SCE_SEEK_SET
[08:55:27.238] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.239] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.239] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.240] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.240] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.241] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.241] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.242] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.243] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.246] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.247] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.248] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.249] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x220, whence: SCE_SEEK_SET
[08:55:27.249] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.250] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.250] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x240, whence: SCE_SEEK_SET
[08:55:27.251] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.252] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.252] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.253] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.254] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.254] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.255] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.256] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.256] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.257] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.257] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.258] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.259] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x260, whence: SCE_SEEK_SET
[08:55:27.263] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.264] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.265] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x280, whence: SCE_SEEK_SET
[08:55:27.266] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.266] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.267] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.268] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.268] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.269] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.270] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.270] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.271] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.272] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.272] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.273] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.277] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x2A0, whence: SCE_SEEK_SET
[08:55:27.277] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.278] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.279] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x2C0, whence: SCE_SEEK_SET
[08:55:27.280] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.280] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.281] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.282] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.283] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.283] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.284] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.284] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.285] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.286] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.286] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.287] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.287] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x2E0, whence: SCE_SEEK_SET
[08:55:27.288] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.291] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x4
[08:55:27.291] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x4, offset: 0x300, whence: SCE_SEEK_SET
[08:55:27.292] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.292] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.293] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.294] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.294] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.295] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.295] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.296] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.297] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
[08:55:27.297] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x4
