[23:42:55.841] |I| [SDL_main]:  Vita3K v0.1 647-42cde29
[23:44:40.847] |T| [open_file]:  sceKernelGetStdin: Opening file tty0: (tty0:)
[23:44:40.847] |T| [open_file]:  sceKernelGetStdout: Opening file tty0: (tty0:)
[23:44:40.847] |T| [open_file]:  sceKernelGetStderr: Opening file tty0: (tty0:)
[23:44:40.853] |I| [run_app]:  Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[23:44:40.854] |D| [run_app]:  Running module_start of library: SceLibFios2
[23:44:40.859] |W| [stubbed_impl]:  Stubbed sceKernelGetProcessId import called. (pid: 0)
[23:44:40.859] |W| [unimplemented_impl]:  Unimplemented sceFiosOverlayGetList02 import called.
[23:44:40.860] |I| [run_app]:  Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[23:44:40.861] |D| [run_app]:  Running module_start of library: SceUlt
[23:44:40.865] |E| [call_import]:  Import function for NID 0x50F2F2AA not found (thread name: SceUlt, thread ID: 35)
[23:44:40.865] |I| [run_app]:  Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[23:44:40.868] |T| [open_file]:  sceKernelLoadStartModule: Opening file app0:mai_moe/mai.suprx (ux0:/app/PCSE00756/mai_moe/mai.suprx)
[23:44:40.873] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x3 at offset: 0x0, whence: SCE_SEEK_END
[23:44:40.873] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x3 at offset: 0x0, whence: SCE_SEEK_SET
[23:44:40.873] |T| [read_file]:  sceKernelLoadStartModule: Reading file: fd: 0x3, size: 87866
[23:44:40.874] |I| [load_self]:  Loading symbols for SELF: app0:mai_moe/mai.suprx
[23:44:40.874] |D| [load_var_exports]:  	NID 0x6C2224BA (NID_MODULE_INFO) at 0xE27E4
[23:44:40.875] |D| [load_var_exports]:  	NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0xE2840
[23:44:40.876] |T| [close_file]:  sceKernelLoadStartModule: Closing file: fd: 0x3
[23:44:40.884] |W| [stubbed_impl]:  Stubbed sceKernelDelayThread import called. (bad accuracy)
[23:44:40.885] |T| [stat_file]:  sceIoGetstat: Statting file app0:mai_moe/load_type.mai (ux0:/app/PCSE00756/mai_moe/load_type.mai)
[23:44:40.886] |I| [export_sceIoOpen]:  Opening file: app0:mai_moe/load_type.mai
[23:44:40.887] |T| [open_file]:  sceIoOpen: Opening file app0:mai_moe/load_type.mai (ux0:/app/PCSE00756/mai_moe/load_type.mai)
[23:44:40.888] |T| [stat_file]:  sceIoGetstat: Statting file app0:mai_moe/load_type.mai (ux0:/app/PCSE00756/mai_moe/load_type.mai)
[23:44:40.888] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x4 at offset: 0x0, whence: SCE_SEEK_SET
[23:44:40.889] |T| [read_file]:  sceIoRead: Reading file: fd: 0x4, size: 1
[23:44:40.889] |T| [close_file]:  sceIoClose: Closing file: fd: 0x4
[23:44:40.899] |I| [export_sceKernelLoadStartModule]:  Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[23:44:40.901] |T| [open_file]:  sceKernelLoadStartModule: Opening file app0:sce_module/libfios2_m.suprx (ux0:/app/PCSE00756/sce_module/libfios2_m.suprx)
[23:44:40.935] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_END
[23:44:40.936] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_SET
[23:44:40.936] |T| [read_file]:  sceKernelLoadStartModule: Reading file: fd: 0x5, size: 266640
[23:44:40.938] |I| [load_self]:  Loading symbols for SELF: app0:sce_module/libfios2_m.suprx
[23:44:40.939] |D| [load_var_exports]:  	NID 0x936C8A78 (SYSLYB) at 0x191BC8
[23:44:40.939] |D| [load_var_exports]:  	NID 0x6C2224BA (NID_MODULE_INFO) at 0x188F08
[23:44:40.939] |T| [close_file]:  sceKernelLoadStartModule: Closing file: fd: 0x5
[23:44:40.944] |I| [export_sceKernelLoadStartModule]:  Module mceLibFios2 (at "app0:sce_module/libfios2_m.suprx") module_start returned 0x0
[23:44:40.945] |T| [open_dir]:  sceIoDopen: Opening dir ux0:plugins (ux0:plugins)
[23:44:40.946] |T| [read_dir]:  sceIoDread: Reading dir fd: 0x6
[23:44:40.947] |T| [read_dir]:  sceIoDread: Reading dir fd: 0x6
[23:44:40.947] |T| [read_dir]:  sceIoDread: Reading dir fd: 0x6
[23:44:40.947] |T| [close_dir]:  sceIoDclose: Closing dir fd: 0x6
[23:44:40.986] |I| [export_sceKernelLoadStartModule]:  Module output/testprx.elf (at "app0:mai_moe/mai.suprx") module_start returned 0x0
[23:44:41.014] |W| [unimplemented_impl]:  Unimplemented sceAppUtilInit import called.
[23:44:41.055] |I| [renderer::create]:  GL_VERSION = 4.1.0 NVIDIA 398.11
[23:44:41.056] |I| [renderer::create]:  GL_SHADING_LANGUAGE_VERSION = 4.10 NVIDIA via Cg compiler
[23:44:41.080] |W| [unimplemented_impl]:  Unimplemented sceNetCtlInit import called.
[23:44:41.087] |W| [unimplemented_impl]:  Unimplemented sceSslInit import called.
[23:44:41.088] |W| [unimplemented_impl]:  Unimplemented sceHttpInit import called.
[23:44:41.090] |I| [write_file]:  *** TTY: libnetctl event: XXX
[23:44:41.091] |W| [stubbed_impl]:  Stubbed sceNetCtlInetGetState import called. (state = SCE_NETCTL_STATE_DISCONNECTED)
[23:44:41.096] |I| [write_file]:  *** TTY: PLATFORM_Init!libnetctl event: XXX, state = Disconnected
[23:44:41.098] |I| [write_file]:  *** TTY: 
[23:44:41.099] |I| [write_file]:  *** TTY: ***************************************
[23:44:41.099] |I| [write_file]:  *** TTY: *     YoYo Games PSVita Runner V1.0    *
[23:44:41.100] |I| [write_file]:  *** TTY: ***************************************	 
[23:44:41.102] |I| [write_file]:  *** TTY: CommandLine: 
[23:44:41.104] |I| [write_file]:  *** TTY: MemoryManager allocated: 2782112
[23:44:41.148] |I| [write_file]:  *** TTY: Finished Init
[23:44:41.151] |I| [export_sceIoOpen]:  Opening file: app0:/games/game.win
[23:44:41.151] |T| [open_file]:  sceIoOpen: Opening file app0:/games/game.win (ux0:/app/PCSE00756//games/game.win)
[23:44:41.209] |T| [close_file]:  sceIoClose: Closing file: fd: 0x7
[23:44:41.224] |I| [export_sceIoOpen]:  Opening file: savedata0:/app0:/games/options.ini
[23:44:41.225] |T| [open_file]:  sceIoOpen: Opening file savedata0:/app0:/games/options.ini (ux0:/user/00/savedata/PCSE00756//app0:/games/options.ini)
[23:44:41.238] |I| [export_sceIoOpen]:  Opening file: app0:/games/options.ini
[23:44:41.240] |T| [open_file]:  sceIoOpen: Opening file app0:/games/options.ini (ux0:/app/PCSE00756//games/options.ini)
[23:44:41.263] |T| [close_file]:  sceIoClose: Closing file: fd: 0x8
[23:44:41.268] |I| [export_sceIoOpen]:  Opening file: savedata0:/app0:/games/options.ini
[23:44:41.269] |T| [open_file]:  sceIoOpen: Opening file savedata0:/app0:/games/options.ini (ux0:/user/00/savedata/PCSE00756//app0:/games/options.ini)
[23:44:41.274] |I| [export_sceIoOpen]:  Opening file: app0:/games/options.ini
[23:44:41.275] |T| [open_file]:  sceIoOpen: Opening file app0:/games/options.ini (ux0:/app/PCSE00756//games/options.ini)
[23:44:41.278] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x9 at offset: 0x0, whence: SCE_SEEK_END
[23:44:41.279] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x9 at offset: 0x0, whence: SCE_SEEK_CUR
[23:44:41.281] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x9 at offset: 0x0, whence: SCE_SEEK_SET
[23:44:41.284] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x9 at offset: 0x0, whence: SCE_SEEK_SET
[23:44:41.285] |T| [read_file]:  sceIoRead: Reading file: fd: 0x9, size: 32768
[23:44:41.287] |T| [close_file]:  sceIoClose: Closing file: fd: 0x9
[23:44:41.296] |I| [export_sceIoOpen]:  Opening file: app0:/games/game.yydebug
[23:44:41.297] |T| [open_file]:  sceIoOpen: Opening file app0:/games/game.yydebug (ux0:/app/PCSE00756//games/game.yydebug)
[23:44:41.307] |I| [export_sceIoOpen]:  Opening file: app0:/games/game.win
[23:44:41.308] |T| [open_file]:  sceIoOpen: Opening file app0:/games/game.win (ux0:/app/PCSE00756//games/game.win)
[23:44:41.311] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x0, whence: SCE_SEEK_END
[23:44:41.312] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x0, whence: SCE_SEEK_CUR
[23:44:41.314] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x0, whence: SCE_SEEK_SET
[23:44:41.335] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x0, whence: SCE_SEEK_SET
[23:44:41.337] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.339] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.341] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.342] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.344] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.346] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.347] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.349] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.351] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.353] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.354] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.356] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.358] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.359] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.361] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.363] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.364] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.366] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.368] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.369] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.371] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.373] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.374] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.376] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.377] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.379] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.381] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.382] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.384] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.386] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.388] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.389] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.391] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.393] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.395] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.406] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.408] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.410] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.412] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.413] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.415] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.416] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.419] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.420] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.422] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.424] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.425] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.427] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.429] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.431] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.433] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.437] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.441] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.443] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.445] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.446] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.448] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.449] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.451] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.452] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.454] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.455] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.457] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.458] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.460] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.462] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.463] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.465] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.466] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.468] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.469] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.471] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.472] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.474] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.475] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.477] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.478] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.480] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.481] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.483] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.484] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.486] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.487] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.489] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.490] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.492] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.493] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.494] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.496] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.497] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.498] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.500] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.503] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.504] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.506] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.507] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.508] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.510] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.511] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.513] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.514] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.515] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.517] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.519] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.520] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.522] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.523] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.525] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.526] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.528] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.529] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.530] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.532] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.533] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.535] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.536] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.538] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.540] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.541] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.543] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.544] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.546] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.548] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.549] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.550] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.552] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.554] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.556] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.557] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.559] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.560] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.562] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.564] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.565] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.566] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.568] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.570] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.571] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.573] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.574] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.576] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.578] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.579] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.581] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.582] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.584] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.586] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.587] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.589] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.591] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.592] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.593] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.595] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.596] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.598] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.600] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.601] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.602] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.604] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.605] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.607] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.609] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.610] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.615] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.616] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.618] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.620] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.621] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.622] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.624] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.625] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.627] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.628] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.630] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.631] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.633] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.634] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.636] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.637] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.639] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.641] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.642] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
[23:44:41.643] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 32768
