[17:44:09.111] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[17:48:00.347] |I| [export_sceIoOpen]: Opening file: app0:/Data/Menu/FC_Line4.tex
[17:48:00.348] |T| [open_file]: sceIoOpen: Opening file app0:/Data/Menu/FC_Line4.tex (ux0:/app/PCSG00468/Data/Menu/FC_Line4.tex), fd: 0x16
[17:48:00.351] |T| [close_file]: sceIoClose: Closing file fd: 0x16
[17:48:00.352] |I| [export_sceIoOpen]: Opening file: app0:/Data/Menu/FC_Line4p.tex
[17:48:00.353] |T| [open_file]: sceIoOpen: Opening file app0:/Data/Menu/FC_Line4p.tex (ux0:/app/PCSG00468/Data/Menu/FC_Line4p.tex), fd: 0x17
[17:48:00.357] |T| [close_file]: sceIoClose: Closing file fd: 0x17
[17:48:00.358] |I| [export_sceIoOpen]: Opening file: app0:/Data/Menu/FC_SelectL.tex
[17:48:00.359] |T| [open_file]: sceIoOpen: Opening file app0:/Data/Menu/FC_SelectL.tex (ux0:/app/PCSG00468/Data/Menu/FC_SelectL.tex), fd: 0x18
[17:48:00.413] |T| [close_file]: sceIoClose: Closing file fd: 0x18
[17:48:00.415] |I| [export_sceIoOpen]: Opening file: app0:/Data/Menu/FC_SelectS.tex
[17:48:00.416] |T| [open_file]: sceIoOpen: Opening file app0:/Data/Menu/FC_SelectS.tex (ux0:/app/PCSG00468/Data/Menu/FC_SelectS.tex), fd: 0x19
[17:48:00.432] |T| [close_file]: sceIoClose: Closing file fd: 0x19
[17:48:00.447] |I| [export_sceIoOpen]: Opening file: app0:/Se.pck
[17:48:00.448] |T| [open_file]: sceIoOpen: Opening file app0:/Se.pck (ux0:/app/PCSG00468/Se.pck), fd: 0x1a
[17:48:00.468] |I| [export_sceIoOpen]: Opening file: app0:/Bgm.pck
[17:48:00.468] |T| [open_file]: sceIoOpen: Opening file app0:/Bgm.pck (ux0:/app/PCSG00468/Bgm.pck), fd: 0x1b
[17:48:00.487] |I| [export_sceIoOpen]: Opening file: app0:/Voice.pck
[17:48:00.504] |T| [open_file]: sceIoOpen: Opening file app0:/Voice.pck (ux0:/app/PCSG00468/Voice.pck), fd: 0x1c
[17:48:00.548] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR07430_00/TROPHY.TRP (ux0:/app/PCSG00468/sce_sys/trophy/NPWR07430_00/TROPHY.TRP), fd: 0x1d
[17:48:00.574] |T| [open_file]: create_trophy_context: Opening file ux0:/user/00/trophy/data/NPWR07430_00/TROPUSR.DAT (ux0:/user/00/trophy/data/NPWR07430_00/TROPUSR.DAT), fd: 0x1e
[17:48:00.619] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07430_00/TROPCONF.SFM (ux0:/user/00/trophy/conf/NPWR07430_00/TROPCONF.SFM), fd: 0x1f
[17:48:00.620] |T| [write_file]: install_trophy_context: Writing to fd: 0x1f, size: 2373
[17:48:00.620] |T| [close_file]: install_trophy_context: Closing file fd: 0x1f
[17:48:00.626] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07430_00/TROP.SFM (ux0:/user/00/trophy/conf/NPWR07430_00/TROP.SFM), fd: 0x20
[17:48:00.627] |T| [write_file]: install_trophy_context: Writing to fd: 0x20, size: 5841
[17:48:00.627] |T| [close_file]: install_trophy_context: Closing file fd: 0x20
[17:48:00.640] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07430_00/ICON0.PNG (ux0:/user/00/trophy/conf/NPWR07430_00/ICON0.PNG), fd: 0x21
[17:48:00.641] |T| [write_file]: install_trophy_context: Writing to fd: 0x21, size: 120510
[17:48:00.642] |T| [close_file]: install_trophy_context: Closing file fd: 0x21
[17:48:00.655] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07430_00/TROP000.PNG (ux0:/user/00/trophy/conf/NPWR07430_00/TROP000.PNG), fd: 0x22
[17:48:00.656] |T| [write_file]: install_trophy_context: Writing to fd: 0x22, size: 117375
[17:48:00.656] |T| [close_file]: install_trophy_context: Closing file fd: 0x22
[17:48:00.664] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07430_00/TROP001.PNG (ux0:/user/00/trophy/conf/NPWR07430_00/TROP001.PNG), fd: 0x23
[17:48:00.665] |T| [write_file]: install_trophy_context: Writing to fd: 0x23, size: 92030
[17:48:00.665] |T| [close_file]: install_trophy_context: Closing file fd: 0x23
[17:48:00.666] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07430_00/TROP002.PNG (ux0:/user/00/trophy/conf/NPWR07430_00/TROP002.PNG), fd: 0x24
[17:48:00.667] |T| [write_file]: install_trophy_context: Writing to fd: 0x24, size: 93736
[17:48:00.667] |T| [close_file]: install_trophy_context: Closing file fd: 0x24
[17:48:00.670] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07430_00/TROP003.PNG (ux0:/user/00/trophy/conf/NPWR07430_00/TROP003.PNG), fd: 0x25
[17:48:00.671] |T| [write_file]: install_trophy_context: Writing to fd: 0x25, size: 93824
[17:48:00.671] |T| [close_file]: install_trophy_context: Closing file fd: 0x25
[17:48:00.674] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07430_00/TROP004.PNG (ux0:/user/00/trophy/conf/NPWR07430_00/TROP004.PNG), fd: 0x26
[17:48:00.675] |T| [write_file]: install_trophy_context: Writing to fd: 0x26, size: 93090
[17:48:00.675] |T| [close_file]: install_trophy_context: Closing file fd: 0x26
[17:48:00.677] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07430_00/TROP005.PNG (ux0:/user/00/trophy/conf/NPWR07430_00/TROP005.PNG), fd: 0x27
[17:48:00.677] |T| [write_file]: install_trophy_context: Writing to fd: 0x27, size: 91186
[17:48:00.677] |T| [close_file]: install_trophy_context: Closing file fd: 0x27
[17:48:00.690] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07430_00/TROP006.PNG (ux0:/user/00/trophy/conf/NPWR07430_00/TROP006.PNG), fd: 0x28
