[17:54:50.290] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[17:57:01.590] |I| [renderer::gl::compile_shader]: frag shader compiled: 4531ce02a7b01532120cb83b7a323f22862d7cdfa299b792903119a222f8d7df
[17:57:01.603] |I| [renderer::gl::compile_shader]: vert shader compiled: 12f1a05c30b25fb220f741302d556c5a1ffb896626e4f6f1317908bc3cd2d246
[17:57:01.605] |I| [renderer::gl::pre_compile_program]: Program Compiled 2/15
[17:57:01.629] |I| [renderer::gl::compile_shader]: frag shader compiled: a22cbda6ac9e374502555b2d98d9349bf6664209d2ceb049f1e46172ef0d7eaf
[17:57:01.660] |I| [renderer::gl::compile_shader]: vert shader compiled: ff94ba088df817bef803a042bd4565338328b2d4c8a5c09682ded6f16ba1bbc1
[17:57:01.665] |I| [renderer::gl::pre_compile_program]: Program Compiled 3/15
[17:57:01.723] |I| [renderer::gl::compile_shader]: frag shader compiled: 12cc90e4cce64d23e897ba9255a770ad0192d526132071618707630c9180ecef
[17:57:01.725] |I| [renderer::gl::compile_shader]: vert shader compiled: ff94ba088df817bef803a042bd4565338328b2d4c8a5c09682ded6f16ba1bbc1
[17:57:01.728] |I| [renderer::gl::pre_compile_program]: Program Compiled 4/15
[17:57:01.750] |I| [renderer::gl::compile_shader]: frag shader compiled: 4825623fbd96902f74662da603c236345893cc86ca08a7cb4c4df7bd92d59a96
[17:57:01.763] |I| [renderer::gl::compile_shader]: vert shader compiled: a90a4a2522eb1f7d9ebbf70c5811e802260396d1c9a682c7a2311f3ea93db937
[17:57:01.767] |I| [renderer::gl::pre_compile_program]: Program Compiled 5/15
[17:57:01.777] |I| [renderer::gl::compile_shader]: frag shader compiled: a53fa437519991f0f79e700ce7787b8cde989f81c8a852c67976e49c994e6e13
[17:57:01.780] |I| [renderer::gl::compile_shader]: vert shader compiled: 099dfe9785c5c32ba0285bcf2432ec86bd1092bf330646bd6df02eeaddadd4bd
[17:57:01.789] |I| [renderer::gl::pre_compile_program]: Program Compiled 6/15
[17:57:01.796] |I| [renderer::gl::compile_shader]: frag shader compiled: 4531ce02a7b01532120cb83b7a323f22862d7cdfa299b792903119a222f8d7df
[17:57:01.808] |I| [renderer::gl::compile_shader]: vert shader compiled: b946a2d35e9aa50172a0c16007fce8b6c6f187e6696a0a62b6729610d08b66e3
[17:57:01.811] |I| [renderer::gl::pre_compile_program]: Program Compiled 7/15
[17:57:01.832] |I| [renderer::gl::compile_shader]: frag shader compiled: 00e0e5d2de10faac027811309fd0ecf69ff82f64b3eeb428b34ceaf5cb9d982e
[17:57:01.847] |I| [renderer::gl::compile_shader]: vert shader compiled: 1490f74714237dc8b8fb084914f3be9c7dc6db8bdef26a9b1fb20d0705a2b31a
[17:57:01.850] |I| [renderer::gl::pre_compile_program]: Program Compiled 8/15
[17:57:01.870] |I| [renderer::gl::compile_shader]: frag shader compiled: bb484e2ba9b75d8a7b4510ff08303244927ff32120d87711ae8a927cf74dc368
[17:57:01.889] |I| [renderer::gl::compile_shader]: vert shader compiled: 83c97d8e160edd6ab39b123fd8d38d3cd3cf21640bef26e6e3c2e7fdd671f4d5
[17:57:01.892] |I| [renderer::gl::pre_compile_program]: Program Compiled 9/15
[17:57:01.914] |I| [renderer::gl::compile_shader]: frag shader compiled: 4fa0c9c1a5a477c6848383b9c8ed188c28cd7cca1487998f18bad18b4431094d
[17:57:01.925] |I| [renderer::gl::compile_shader]: vert shader compiled: 4904f9f8c5d4e43bb59410f9977e0ac8142ccd8702b1e09f69fe5e03d6834179
[17:57:01.927] |I| [renderer::gl::pre_compile_program]: Program Compiled 10/15
[17:57:01.950] |I| [renderer::gl::compile_shader]: frag shader compiled: 893f3013923b7ebcf582eb9575cf42bed9c992a7e15a06a12b6647a1b0299219
[17:57:01.958] |I| [renderer::gl::compile_shader]: vert shader compiled: be55abc839a3b95b486e41cd0f92a0c8f4daa873a3c8183ec719cf1fa37b9b59
[17:57:01.960] |I| [renderer::gl::pre_compile_program]: Program Compiled 11/15
[17:57:01.971] |I| [renderer::gl::compile_shader]: frag shader compiled: 19fe525d7136a303e0bb0f4e9634492acdb2b914468cc5e47822b7647b6118a7
[17:57:01.972] |I| [renderer::gl::compile_shader]: vert shader compiled: 12f1a05c30b25fb220f741302d556c5a1ffb896626e4f6f1317908bc3cd2d246
[17:57:01.975] |I| [renderer::gl::pre_compile_program]: Program Compiled 12/15
[17:57:01.991] |I| [renderer::gl::compile_shader]: frag shader compiled: 4dcda1ab78490c416c0b5ce1eb1db60ac42e19197c2600de93e61624e7c72110
[17:57:02.001] |I| [renderer::gl::compile_shader]: vert shader compiled: 0d3be000ac0f63f2d4318439bf76c07de4f3c18f9bc79a6f98bfd24602d64196
[17:57:02.004] |I| [renderer::gl::pre_compile_program]: Program Compiled 13/15
[17:57:02.029] |I| [renderer::gl::compile_shader]: frag shader compiled: f3d3171a5ff444b8bf225a28a40acc70c8943c562c72969c1024df6105ae2221
[17:57:02.031] |I| [renderer::gl::compile_shader]: vert shader compiled: e77974ed3d85e61b316c57fe2ae10534b409f8a60806adb174361ee37e0eaff6
[17:57:02.033] |I| [renderer::gl::pre_compile_program]: Program Compiled 14/15
[17:57:02.039] |I| [renderer::gl::compile_shader]: frag shader compiled: 4531ce02a7b01532120cb83b7a323f22862d7cdfa299b792903119a222f8d7df
[17:57:02.049] |I| [renderer::gl::compile_shader]: vert shader compiled: 2748cc0972d56b75f343e4d0067d0577c2bd8746ceb890d38f2bb83160e4935b
[17:57:02.055] |I| [renderer::gl::pre_compile_program]: Program Compiled 15/15
[17:57:02.203] |D| [run_app]: Running module_start of library: SceLibc at address 0x5809
[17:57:02.241] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[17:57:02.241] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[17:57:02.241] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[17:57:02.253] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[17:57:02.255] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x56001
[17:57:02.274] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[17:57:02.274] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[17:57:02.277] |D| [run_app]: Running module_start of library: SceUlt at address 0x8b769
[17:57:02.295] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[17:57:02.295] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[17:57:02.418] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[17:57:02.419] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[17:57:02.494] |W| [stubbed_impl]: Stubbed _sceKernelGetThreadInfo import called. (STUB)
[17:57:02.532] |E| [call_import]: Import function for NID 0xd7f0f610 not found (thread name: PCSH00117, thread ID: 7)
[17:57:02.534] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[17:57:02.537] |W| [stubbed_impl]: Stubbed _sceKernelWaitSignal import called. (sceKernelWaitSignal)
[17:57:02.565] |W| [unimplemented_impl]: Unimplemented sceKernelChangeThreadVfpException import called.
[17:57:02.566] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayThreadSetDisabled02 import called.
[17:57:02.682] |I| [export_sceIoOpen]: Opening file: app0:/assets.psarc
[17:57:02.683] |T| [open_file]: sceIoOpen: Opening file app0:/assets.psarc (ux0:/app/PCSH00117/assets.psarc), fd: 0x3
[17:57:02.726] |T| [close_file]: sceIoClose: Closing file fd: 0x3
[17:57:02.736] |I| [export_sceIoOpen]: Opening file: app0:/assets.psarc
[17:57:02.737] |T| [open_file]: sceIoOpen: Opening file app0:/assets.psarc (ux0:/app/PCSH00117/assets.psarc), fd: 0x4
[17:57:02.791] |T| [ngs::simple::Atrac9VoiceDefinition::new_modules]: AT9 player voice definition stubbed
[17:57:02.793] |W| [unimplemented_impl]: Unimplemented sceAppMgrAcquireBgmPort import called.
[17:57:02.872] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR06167_00/TROPHY.TRP (ux0:/app/PCSH00117/sce_sys/trophy/NPWR06167_00/TROPHY.TRP), fd: 0x5
[17:57:02.919] |T| [open_file]: create_trophy_context: Opening file ux0:/user/00/trophy/data/NPWR06167_00/TROPUSR.DAT (ux0:/user/00/trophy/data/NPWR06167_00/TROPUSR.DAT), fd: 0x6
[17:57:02.943] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROPCONF.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROPCONF.SFM), fd: 0x7
[17:57:02.944] |T| [write_file]: install_trophy_context: Writing to fd: 0x7, size: 1608
[17:57:02.944] |T| [close_file]: install_trophy_context: Closing file fd: 0x7
[17:57:02.966] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP.SFM), fd: 0x8
[17:57:02.967] |T| [write_file]: install_trophy_context: Writing to fd: 0x8, size: 3682
[17:57:02.967] |T| [close_file]: install_trophy_context: Closing file fd: 0x8
[17:57:02.986] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP_00.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP_00.SFM), fd: 0x9
[17:57:02.987] |T| [write_file]: install_trophy_context: Writing to fd: 0x9, size: 4166
[17:57:02.987] |T| [close_file]: install_trophy_context: Closing file fd: 0x9
[17:57:03.004] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP_02.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP_02.SFM), fd: 0xa
[17:57:03.005] |T| [write_file]: install_trophy_context: Writing to fd: 0xa, size: 3672
[17:57:03.005] |T| [close_file]: install_trophy_context: Closing file fd: 0xa
[17:57:03.024] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP_03.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP_03.SFM), fd: 0xb
[17:57:03.024] |T| [write_file]: install_trophy_context: Writing to fd: 0xb, size: 3681
[17:57:03.025] |T| [close_file]: install_trophy_context: Closing file fd: 0xb
[17:57:03.036] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP_04.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP_04.SFM), fd: 0xc
[17:57:03.036] |T| [write_file]: install_trophy_context: Writing to fd: 0xc, size: 3697
[17:57:03.036] |T| [close_file]: install_trophy_context: Closing file fd: 0xc
[17:57:03.045] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP_05.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP_05.SFM), fd: 0xd
[17:57:03.046] |T| [write_file]: install_trophy_context: Writing to fd: 0xd, size: 3655
[17:57:03.046] |T| [close_file]: install_trophy_context: Closing file fd: 0xd
[17:57:03.053] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP_07.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP_07.SFM), fd: 0xe
[17:57:03.054] |T| [write_file]: install_trophy_context: Writing to fd: 0xe, size: 3594
[17:57:03.054] |T| [close_file]: install_trophy_context: Closing file fd: 0xe
[17:57:03.071] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP_08.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP_08.SFM), fd: 0xf
[17:57:03.072] |T| [write_file]: install_trophy_context: Writing to fd: 0xf, size: 4314
[17:57:03.072] |T| [close_file]: install_trophy_context: Closing file fd: 0xf
[17:57:03.080] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP_09.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP_09.SFM), fd: 0x10
[17:57:03.080] |T| [write_file]: install_trophy_context: Writing to fd: 0x10, size: 3807
[17:57:03.081] |T| [close_file]: install_trophy_context: Closing file fd: 0x10
[17:57:03.101] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP_10.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP_10.SFM), fd: 0x11
[17:57:03.101] |T| [write_file]: install_trophy_context: Writing to fd: 0x11, size: 3664
[17:57:03.102] |T| [close_file]: install_trophy_context: Closing file fd: 0x11
[17:57:03.112] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP_11.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP_11.SFM), fd: 0x12
[17:57:03.113] |T| [write_file]: install_trophy_context: Writing to fd: 0x12, size: 3664
[17:57:03.113] |T| [close_file]: install_trophy_context: Closing file fd: 0x12
[17:57:03.128] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP_17.SFM (ux0:/user/00/trophy/conf/NPWR06167_00/TROP_17.SFM), fd: 0x13
[17:57:03.128] |T| [write_file]: install_trophy_context: Writing to fd: 0x13, size: 3594
[17:57:03.129] |T| [close_file]: install_trophy_context: Closing file fd: 0x13
[17:57:03.160] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/ICON0.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/ICON0.PNG), fd: 0x14
[17:57:03.161] |T| [write_file]: install_trophy_context: Writing to fd: 0x14, size: 108397
[17:57:03.162] |T| [close_file]: install_trophy_context: Closing file fd: 0x14
[17:57:03.187] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/ICON0_10.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/ICON0_10.PNG), fd: 0x15
[17:57:03.188] |T| [write_file]: install_trophy_context: Writing to fd: 0x15, size: 113154
[17:57:03.189] |T| [close_file]: install_trophy_context: Closing file fd: 0x15
[17:57:03.191] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/ICON0_11.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/ICON0_11.PNG), fd: 0x16
[17:57:03.191] |T| [write_file]: install_trophy_context: Writing to fd: 0x16, size: 113154
[17:57:03.191] |T| [close_file]: install_trophy_context: Closing file fd: 0x16
[17:57:03.202] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP000.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP000.PNG), fd: 0x17
[17:57:03.202] |T| [write_file]: install_trophy_context: Writing to fd: 0x17, size: 23762
[17:57:03.203] |T| [close_file]: install_trophy_context: Closing file fd: 0x17
[17:57:03.205] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP001.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP001.PNG), fd: 0x18
[17:57:03.205] |T| [write_file]: install_trophy_context: Writing to fd: 0x18, size: 27290
[17:57:03.206] |T| [close_file]: install_trophy_context: Closing file fd: 0x18
[17:57:03.207] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP002.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP002.PNG), fd: 0x19
[17:57:03.207] |T| [write_file]: install_trophy_context: Writing to fd: 0x19, size: 32360
[17:57:03.207] |T| [close_file]: install_trophy_context: Closing file fd: 0x19
[17:57:03.208] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP003.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP003.PNG), fd: 0x1a
[17:57:03.208] |T| [write_file]: install_trophy_context: Writing to fd: 0x1a, size: 37335
[17:57:03.208] |T| [close_file]: install_trophy_context: Closing file fd: 0x1a
[17:57:03.209] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP004.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP004.PNG), fd: 0x1b
[17:57:03.209] |T| [write_file]: install_trophy_context: Writing to fd: 0x1b, size: 28853
[17:57:03.210] |T| [close_file]: install_trophy_context: Closing file fd: 0x1b
[17:57:03.211] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP005.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP005.PNG), fd: 0x1c
[17:57:03.211] |T| [write_file]: install_trophy_context: Writing to fd: 0x1c, size: 29462
[17:57:03.212] |T| [close_file]: install_trophy_context: Closing file fd: 0x1c
[17:57:03.213] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP006.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP006.PNG), fd: 0x1d
[17:57:03.213] |T| [write_file]: install_trophy_context: Writing to fd: 0x1d, size: 30002
[17:57:03.213] |T| [close_file]: install_trophy_context: Closing file fd: 0x1d
[17:57:03.215] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP007.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP007.PNG), fd: 0x1e
[17:57:03.215] |T| [write_file]: install_trophy_context: Writing to fd: 0x1e, size: 25178
[17:57:03.215] |T| [close_file]: install_trophy_context: Closing file fd: 0x1e
[17:57:03.225] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP008.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP008.PNG), fd: 0x1f
[17:57:03.226] |T| [write_file]: install_trophy_context: Writing to fd: 0x1f, size: 29146
[17:57:03.226] |T| [close_file]: install_trophy_context: Closing file fd: 0x1f
[17:57:03.229] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP009.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP009.PNG), fd: 0x20
[17:57:03.230] |T| [write_file]: install_trophy_context: Writing to fd: 0x20, size: 32810
[17:57:03.230] |T| [close_file]: install_trophy_context: Closing file fd: 0x20
[17:57:03.231] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP010.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP010.PNG), fd: 0x21
[17:57:03.231] |T| [write_file]: install_trophy_context: Writing to fd: 0x21, size: 23706
[17:57:03.232] |T| [close_file]: install_trophy_context: Closing file fd: 0x21
[17:57:03.271] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP011.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP011.PNG), fd: 0x22
[17:57:03.272] |T| [write_file]: install_trophy_context: Writing to fd: 0x22, size: 26908
[17:57:03.272] |T| [close_file]: install_trophy_context: Closing file fd: 0x22
[17:57:03.285] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP012.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP012.PNG), fd: 0x23
[17:57:03.286] |T| [write_file]: install_trophy_context: Writing to fd: 0x23, size: 33617
[17:57:03.286] |T| [close_file]: install_trophy_context: Closing file fd: 0x23
[17:57:03.288] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR06167_00/TROP013.PNG (ux0:/user/00/trophy/conf/NPWR06167_00/TROP013.PNG), fd: 0x24
