[19:24:02.814] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[19:24:11.951] |W| [unimplemented_impl]: Unimplemented sceKernelRegisterThreadEventHandler import called.
[19:24:12.283] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xee681e1d sceFiosFHOpenWithModeSync at 0x41530
[19:24:12.285] |I| [export_sceIoOpen]: Opening file: app0:/Media/boot.config
[19:24:12.285] |T| [open_file]: sceIoOpen: Opening file app0:/Media/boot.config (ux0:/app/PCSG01132/Media/boot.config), fd: 0x3
[19:24:12.288] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xa75f3c4a sceFiosFHSeek at 0x414d0
[19:24:12.294] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xb309e327 sceFiosIsValidHandle at 0x414f0
[19:24:12.294] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x76945919 sceFiosFHReadSync at 0x414b0
[19:24:12.299] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x45182328 sceFiosFHCloseSync at 0x41490
[19:24:12.299] |T| [close_file]: sceIoClose: Closing file fd: 0x3
[19:24:12.312] |W| [stubbed_impl]: Stubbed sceKernelGetFreeMemorySize import called. (Single pool)
[19:24:12.315] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[19:24:12.315] |T| [open_file]: _sceKernelLoadStartModule: Opening file app0:/Media/Modules/pthread.suprx (ux0:/app/PCSG01132/Media/Modules/pthread.suprx), fd: 0x4
[19:24:12.318] |I| [load_self]: app0:/Media/Modules/pthread.suprx: Skipping special segment 0x6fffff01...
[19:24:12.318] |I| [load_self]: Loaded module segment 0 @ [0x018F8000 - 0x018FEC9C / 0x81000000] (size: 0x00006C9C) of module app0:/Media/Modules/pthread.suprx
[19:24:12.319] |I| [load_self]: Loaded module segment 1 @ [0x018FF000 - 0x01901178 / 0x81007000] (size: 0x00002178) of module app0:/Media/Modules/pthread.suprx
[19:24:12.319] |I| [load_self]: Linking SELF app0:/Media/Modules/pthread.suprx...
[19:24:12.320] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x18fd7e4
[19:24:12.320] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x18fec98
[19:24:12.321] |T| [close_file]: _sceKernelLoadStartModule: Closing file fd: 0x4
[19:24:12.322] |I| [start_module]: Module PTHREAD_PRX (at "app0:/Media/Modules/pthread.suprx") module_start returned 0x0
[19:24:12.322] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xde0cece6 UNRECOGNISED at 0x113ff24
[19:24:12.323] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xd5fd9ffa UNRECOGNISED at 0x113ff14
[19:24:12.323] |T| [open_file]: _sceKernelLoadStartModule: Opening file app0:/Media/Modules/mono-vita.suprx (ux0:/app/PCSG01132/Media/Modules/mono-vita.suprx), fd: 0x5
[19:24:12.331] |I| [load_self]: app0:/Media/Modules/mono-vita.suprx: Skipping special segment 0x6fffff01...
[19:24:12.332] |I| [load_self]: Loaded module segment 0 @ [0x01902000 - 0x01B51BE4 / 0x81000000] (size: 0x0024FBE4) of module app0:/Media/Modules/mono-vita.suprx
[19:24:12.332] |I| [load_self]: Loaded module segment 1 @ [0x01B52000 - 0x01BB9D70 / 0x81250000] (size: 0x00067D70) of module app0:/Media/Modules/mono-vita.suprx
[19:24:12.333] |I| [load_self]: Linking SELF app0:/Media/Modules/mono-vita.suprx...
[19:24:12.334] |D| [load_var_exports]: Found previously not found variable. nid:0x6ef1e48, new_entry_point:0x1b59c50
[19:24:12.334] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x1a97724
[19:24:12.334] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x1b347d4
[19:24:12.335] |T| [close_file]: _sceKernelLoadStartModule: Closing file fd: 0x5
[19:24:12.336] |I| [start_module]: Module MONO (at "app0:/Media/Modules/mono-vita.suprx") module_start returned 0x0
[19:24:12.336] |T| [open_file]: _sceKernelLoadStartModule: Opening file app0:/Media/Modules/MonoAssembliesPSP2.suprx (ux0:/app/PCSG01132/Media/Modules/MonoAssembliesPSP2.suprx), fd: 0x6
[19:24:12.356] |I| [load_self]: app0:/Media/Modules/MonoAssembliesPSP2.suprx: Skipping special segment 0x6fffff01...
[19:24:12.357] |I| [load_self]: Loaded module segment 0 @ [0x01BBA000 - 0x027AD154 / 0x81000000] (size: 0x00BF3154) of module app0:/Media/Modules/MonoAssembliesPSP2.suprx
[19:24:12.358] |I| [load_self]: Loaded module segment 1 @ [0x027AE000 - 0x02946808 / 0x81BF4000] (size: 0x00198808) of module app0:/Media/Modules/MonoAssembliesPSP2.suprx
[19:24:12.359] |I| [load_self]: Linking SELF app0:/Media/Modules/MonoAssembliesPSP2.suprx...
[19:24:12.359] |D| [load_var_exports]: Found previously not found variable. nid:0x338b0bd1, new_entry_point:0x291ed20
[19:24:12.360] |D| [load_var_exports]: Found previously not found variable. nid:0x3a451b91, new_entry_point:0x2946800
[19:24:12.361] |D| [load_var_exports]: Found previously not found variable. nid:0x550dfe23, new_entry_point:0x291ed2c
[19:24:12.362] |D| [load_var_exports]: Found previously not found variable. nid:0x56354517, new_entry_point:0x291ee54
[19:24:12.362] |D| [load_var_exports]: Found previously not found variable. nid:0x5ef67445, new_entry_point:0x291ee60
[19:24:12.363] |D| [load_var_exports]: Found previously not found variable. nid:0x6aca1d57, new_entry_point:0x291ee4c
[19:24:12.363] |D| [load_var_exports]: Found previously not found variable. nid:0x71a78083, new_entry_point:0x291ee58
[19:24:12.363] |D| [load_var_exports]: Found previously not found variable. nid:0x79f9db75, new_entry_point:0x291edac
[19:24:12.364] |D| [load_var_exports]: Found previously not found variable. nid:0xaa0340c3, new_entry_point:0x291ee50
[19:24:12.364] |D| [load_var_exports]: Found previously not found variable. nid:0xf9a1de92, new_entry_point:0x291ee5c
[19:24:12.365] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x273498c
[19:24:12.365] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x27ad150
[19:24:12.365] |T| [close_file]: _sceKernelLoadStartModule: Closing file fd: 0x6
[19:24:12.367] |I| [start_module]: Module MonoAssembliesPSP2 (at "app0:/Media/Modules/MonoAssembliesPSP2.suprx") module_start returned 0x0
[19:24:12.369] |T| [open_file]: _sceKernelLoadStartModule: Opening file app0:/Media/Modules/SUPRXManager.suprx (ux0:/app/PCSG01132/Media/Modules/SUPRXManager.suprx), fd: 0x7
[19:24:12.370] |I| [load_self]: app0:/Media/Modules/SUPRXManager.suprx: Skipping special segment 0x6fffff01...
[19:24:12.370] |I| [load_self]: Loaded module segment 0 @ [0x0148A000 - 0x0148F6E0 / 0x81000000] (size: 0x000056E0) of module app0:/Media/Modules/SUPRXManager.suprx
[19:24:12.371] |I| [load_self]: Loaded module segment 1 @ [0x01490000 - 0x01490044 / 0x81006000] (size: 0x00000044) of module app0:/Media/Modules/SUPRXManager.suprx
[19:24:12.372] |I| [load_self]: Linking SELF app0:/Media/Modules/SUPRXManager.suprx...
[19:24:12.372] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x148efb8
[19:24:12.372] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x148f624
[19:24:12.373] |T| [close_file]: _sceKernelLoadStartModule: Closing file fd: 0x7
[19:24:12.377] |I| [start_module]: Module SUPRXManager (at "app0:/Media/Modules/SUPRXManager.suprx") module_start returned 0x0
[19:24:12.379] |I| [load_module]: Loading module ID: 0x55
[19:24:12.382] |I| [load_self]: sys/external/libSceJson.suprx: Skipping special segment 0x6fffff01...
[19:24:12.382] |I| [load_self]: Loaded module segment 0 @ [0x02947000 - 0x0294D230 / 0x81000000] (size: 0x00006230) of module sys/external/libSceJson.suprx
[19:24:12.383] |I| [load_self]: Loaded module segment 1 @ [0x01491000 - 0x01491049 / 0x81007000] (size: 0x00000049) of module sys/external/libSceJson.suprx
[19:24:12.383] |I| [load_self]: Linking SELF sys/external/libSceJson.suprx...
[19:24:12.384] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x294d0a8
[19:24:12.384] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x294c020
[19:24:12.384] |I| [load_module]: Module SceLibJson (at "sys/external/libSceJson.suprx") loaded
[19:24:12.386] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x5ed9c0a2 UNRECOGNISED at 0x113f954
[19:24:12.389] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x422ae097 UNRECOGNISED at 0x113f874
[19:24:12.643] |T| [log_import_call]: [LLE] TID: 68  FUNC: 0xb777bb9e UNRECOGNISED at 0x113fed4
[19:24:12.681] |W| [unimplemented_impl]: Unimplemented sceKernelChangeThreadVfpException import called.
[19:24:12.682] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayThreadSetDisabled02 import called.
[19:24:12.830] |I| [export_sceIoOpen]: Opening file: app0:/archive.psarc
[19:24:12.830] |T| [open_file]: sceIoOpen: Opening file app0:/archive.psarc (ux0:/app/PCSG01132/archive.psarc), fd: 0x8
[19:24:12.861] |T| [close_file]: sceIoClose: Closing file fd: 0x8
[19:24:12.872] |I| [export_sceIoOpen]: Opening file: app0:/archive.psarc
[19:24:12.872] |T| [open_file]: sceIoOpen: Opening file app0:/archive.psarc (ux0:/app/PCSG01132/archive.psarc), fd: 0x9
[19:24:12.935] |I| [export_sceIoOpen]: Opening file: app0:/archive_patch.psarc
[19:24:12.935] |E| [open_file]: Missing file at ./sdcard/ux0/app/PCSG01132/archive_patch.psarc (target path: app0:/archive_patch.psarc)
[19:24:12.936] |W| [io_error_impl]: open_file (sceIoOpen) returned 0x80010002
[19:24:12.947] |T| [open_dir]: _sceIoDopen: Opening dir app0:/Media (ux0:/app/PCSG01132/Media), fd: 0xa
[19:24:12.955] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/boot.config of fd: 0xa
[19:24:12.961] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/globalgamemanagers of fd: 0xa
[19:24:12.962] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/globalgamemanagers.assets of fd: 0xa
[19:24:12.963] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed of fd: 0xa
[19:24:12.965] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/methods_pointedto_by_uievents.xml of fd: 0xa
[19:24:12.966] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Modules of fd: 0xa
[19:24:12.968] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Plugins of fd: 0xa
[19:24:12.969] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/preserved_derived_types.xml of fd: 0xa
[19:24:12.969] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets0.assets.resS of fd: 0xa
[19:24:12.970] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets1.assets.resS of fd: 0xa
[19:24:12.971] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets10.assets.resS of fd: 0xa
[19:24:12.972] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets11.assets.resS of fd: 0xa
[19:24:12.972] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets12.assets.resS of fd: 0xa
[19:24:12.973] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets14.assets.resS of fd: 0xa
[19:24:12.973] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets15.assets.resS of fd: 0xa
[19:24:12.974] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets16.assets.resS of fd: 0xa
[19:24:12.976] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets17.assets.resS of fd: 0xa
[19:24:12.976] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets18.assets.resS of fd: 0xa
[19:24:12.977] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets6.assets.resS of fd: 0xa
[19:24:12.978] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets7.assets.resS of fd: 0xa
[19:24:12.978] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets8.assets.resS of fd: 0xa
[19:24:12.979] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/sharedassets9.assets.resS of fd: 0xa
[19:24:12.980] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/StreamingAssets of fd: 0xa
[19:24:12.980] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/UnityEngine.xml of fd: 0xa
[19:24:12.985] |T| [close_dir]: sceIoDclose: Closing dir fd: 0xa
[19:24:12.989] |T| [open_dir]: _sceIoDopen: Opening dir app0:/Media/Managed (ux0:/app/PCSG01132/Media/Managed), fd: 0xb
[19:24:12.991] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/Assembly-CSharp-firstpass.dll of fd: 0xb
[19:24:12.993] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/Assembly-CSharp.dll of fd: 0xb
[19:24:12.994] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/I18N.CJK.dll of fd: 0xb
[19:24:12.994] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/I18N.dll of fd: 0xb
[19:24:12.995] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/ICallSummary.txt of fd: 0xb
[19:24:12.996] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/LitJson.dll of fd: 0xb
[19:24:12.998] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/mono of fd: 0xb
[19:24:12.999] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/Mono.Security.dll of fd: 0xb
[19:24:13.000] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/mscorlib.dll of fd: 0xb
[19:24:13.000] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/SonyNP.dll of fd: 0xb
[19:24:13.001] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/SonyVitaCommonDialog.dll of fd: 0xb
[19:24:13.002] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/SonyVitaSavedGames.dll of fd: 0xb
[19:24:13.002] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/SonyVitaScreenShots.dll of fd: 0xb
[19:24:13.003] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/SonyVitaSystemSettings.dll of fd: 0xb
[19:24:13.004] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/System.Configuration.dll of fd: 0xb
[19:24:13.005] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/System.Core.dll of fd: 0xb
[19:24:13.005] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/System.dll of fd: 0xb
[19:24:13.006] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/System.Security.dll of fd: 0xb
[19:24:13.006] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/System.Xml.dll of fd: 0xb
[19:24:13.007] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.AIModule.dll of fd: 0xb
[19:24:13.008] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.AIModule.dll.mdb of fd: 0xb
[19:24:13.009] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.AnimationModule.dll of fd: 0xb
[19:24:13.010] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.AnimationModule.dll.mdb of fd: 0xb
[19:24:13.011] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.AudioModule.dll of fd: 0xb
[19:24:13.014] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.AudioModule.dll.mdb of fd: 0xb
[19:24:13.015] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.CoreModule.dll of fd: 0xb
[19:24:13.015] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.CoreModule.dll.mdb of fd: 0xb
[19:24:13.016] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.DirectorModule.dll of fd: 0xb
[19:24:13.017] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.DirectorModule.dll.mdb of fd: 0xb
[19:24:13.018] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.dll of fd: 0xb
[19:24:13.018] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.dll.mdb of fd: 0xb
[19:24:13.019] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.GridModule.dll of fd: 0xb
[19:24:13.019] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.GridModule.dll.mdb of fd: 0xb
[19:24:13.020] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.ImageConversionModule.dll of fd: 0xb
[19:24:13.021] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.ImageConversionModule.dll.mdb of fd: 0xb
[19:24:13.022] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.IMGUIModule.dll of fd: 0xb
[19:24:13.023] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.IMGUIModule.dll.mdb of fd: 0xb
[19:24:13.024] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.InputModule.dll of fd: 0xb
[19:24:13.025] |T| [read_dir]: _sceIoDread: Reading entry app0:/Media/Managed/UnityEngine.InputModule.dll.mdb of fd: 0xb
