[08:45:36.526] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[08:46:33.444] |I| [install_archive_content]: Extracting ./sdcard/ux0/app/PCSG00203/thumbnail/icon_02.png
[08:46:33.447] |I| [install_archive_content]: Extracting ./sdcard/ux0/app/PCSG00203/thumbnail/icon_03.png
[08:46:33.450] |I| [install_archive_content]: Extracting ./sdcard/ux0/app/PCSG00203/thumbnail/icon_04.png
[08:46:33.452] |I| [install_archive_content]: Extracting ./sdcard/ux0/app/PCSG00203/thumbnail/icon_05.png
[08:46:33.456] |I| [install_archive_content]: Extracting ./sdcard/ux0/app/PCSG00203/thumbnail/icon_06.png
[08:46:33.458] |I| [install_archive_content]: Extracting ./sdcard/ux0/app/PCSG00203/thumbnail/icon_07.png
[08:46:33.461] |I| [install_archive_content]: Extracting ./sdcard/ux0/app/PCSG00203/thumbnail/icon_08.png
[08:46:33.463] |I| [install_archive_content]: Extracting ./sdcard/ux0/app/PCSG00203/thumbnail/icon_09.png
[08:46:33.466] |I| [install_archive_content]: Extracting ./sdcard/ux0/app/PCSG00203/thumbnail/icon_10.png
[08:46:33.468] |I| [install_archive_content]: Extracting ./sdcard/ux0/app/PCSG00203/thumbnail/icon_empty.png
[08:46:33.472] |I| [is_nonpdrm]: Decrypt layer: ./sdcard/ux0\app\PCSG00203
[08:47:59.725] |I| [copy_license]: Success copy license file to: ./sdcard/ux0/license\PCSG00203\JP0031-PCSG00203_00-IFVITAAMNESIA001.rif
[08:48:00.116] |I| [decrypt_install_nonpdrm]: Decrypted ./sdcard/ux0\app\PCSG00203\eboot.bin with klicensee 03209e8dbc5b52e1f94c75a977a436d0
[08:48:00.135] |I| [decrypt_install_nonpdrm]: Decrypted ./sdcard/ux0\app\PCSG00203\sce_module\libc.suprx with klicensee 03209e8dbc5b52e1f94c75a977a436d0
[08:48:00.144] |I| [decrypt_install_nonpdrm]: Decrypted ./sdcard/ux0\app\PCSG00203\sce_module\libface.suprx with klicensee 03209e8dbc5b52e1f94c75a977a436d0
[08:48:00.158] |I| [decrypt_install_nonpdrm]: Decrypted ./sdcard/ux0\app\PCSG00203\sce_module\libfios2.suprx with klicensee 03209e8dbc5b52e1f94c75a977a436d0
[08:48:00.231] |I| [decrypt_install_nonpdrm]: Decrypted ./sdcard/ux0\app\PCSG00203\sce_module\libsmart.suprx with klicensee 03209e8dbc5b52e1f94c75a977a436d0
[08:48:00.242] |I| [decrypt_install_nonpdrm]: Decrypted ./sdcard/ux0\app\PCSG00203\sce_module\libult.suprx with klicensee 03209e8dbc5b52e1f94c75a977a436d0
[08:48:00.251] |I| [decrypt_install_nonpdrm]: Decrypted ./sdcard/ux0\app\PCSG00203\sce_sys\about\right.suprx with klicensee 03209e8dbc5b52e1f94c75a977a436d0
[08:48:00.252] |I| [install_archive_content]: AMNESIA V Edition (App) [PCSG00203] installed succesfully!
[08:48:20.237] |I| [load_app_impl]: cpu-backend: Dynarmic
[08:48:20.238] |I| [load_app_impl]: CPU Optimisation state: true
[08:48:20.238] |I| [load_app_impl]: ngs state: true
[08:48:20.238] |I| [load_app_impl]: Resolution multiplier: 1
[08:48:20.239] |I| [load_app_impl]: modules mode: Automatic
[08:48:20.239] |I| [load_app_impl]: Title: AMNESIA V Edition
[08:48:20.239] |I| [load_app_impl]: Serial: PCSG00203
[08:48:20.239] |I| [load_app_impl]: Version: 1.00
[08:48:20.239] |I| [load_app_impl]: Category: gd
[08:48:20.263] |I| [load_self]: app0:sce_module/libc.suprx: Skipping special segment 0x6fffff01...
[08:48:20.264] |I| [load_self]: Loaded module segment 0 @ [0x00005000 - 0x000523BC / 0x81000000] (size: 0x0004D3BC) of module app0:sce_module/libc.suprx
[08:48:20.264] |I| [load_self]: Loaded module segment 1 @ [0x00053000 - 0x000556F0 / 0x8104E000] (size: 0x000026F0) of module app0:sce_module/libc.suprx
[08:48:20.264] |I| [load_self]: Linking SELF app0:sce_module/libc.suprx...
[08:48:20.265] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x48164
[08:48:20.265] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x3e0fc
[08:48:20.265] |I| [pre_load_module]: Pre-load module SceLibc (at "sce_module/libc.suprx") loaded
[08:48:20.278] |I| [load_self]: app0:sce_module/libfios2.suprx: Skipping special segment 0x6fffff01...
[08:48:20.279] |I| [load_self]: Loaded module segment 0 @ [0x00056000 - 0x0008112C / 0x81000000] (size: 0x0002B12C) of module app0:sce_module/libfios2.suprx
[08:48:20.279] |I| [load_self]: Loaded module segment 1 @ [0x00082000 - 0x0008723D / 0x8102C000] (size: 0x0000523D) of module app0:sce_module/libfios2.suprx
[08:48:20.280] |I| [load_self]: Linking SELF app0:sce_module/libfios2.suprx...
[08:48:20.280] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x81034
[08:48:20.280] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x78548
[08:48:20.281] |I| [pre_load_module]: Pre-load module SceLibFios2 (at "sce_module/libfios2.suprx") loaded
[08:48:20.288] |I| [load_self]: app0:sce_module/libult.suprx: Skipping special segment 0x6fffff01...
[08:48:20.289] |I| [load_self]: Loaded module segment 0 @ [0x00088000 - 0x0009B84C / 0x81000000] (size: 0x0001384C) of module app0:sce_module/libult.suprx
[08:48:20.289] |I| [load_self]: Loaded module segment 1 @ [0x0009C000 - 0x0009C814 / 0x81014000] (size: 0x00000814) of module app0:sce_module/libult.suprx
[08:48:20.289] |I| [load_self]: Linking SELF app0:sce_module/libult.suprx...
[08:48:20.290] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x9a1a8
[08:48:20.290] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x97738
[08:48:20.290] |I| [pre_load_module]: Pre-load module SceUlt (at "sce_module/libult.suprx") loaded
[08:48:20.305] |I| [load_self]: Loaded module segment 0 @ [0x0009D000 - 0x000EDF04 / 0x81000000] (size: 0x00050F04) of module vs0:sys/external/libSceFt2.suprx
[08:48:20.306] |I| [load_self]: Loaded module segment 1 @ [0x000EE000 - 0x000EE2F4 / 0x81051000] (size: 0x000002F4) of module vs0:sys/external/libSceFt2.suprx
[08:48:20.306] |I| [load_self]: Linking SELF vs0:sys/external/libSceFt2.suprx...
[08:48:20.307] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0xd97dc
[08:48:20.307] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0xd8f10
[08:48:20.307] |I| [pre_load_module]: Pre-load module SceLibft2 (at "sys/external/libSceFt2.suprx") loaded
[08:48:20.313] |I| [load_self]: Loaded module segment 0 @ [0x000EF000 - 0x000FEF14 / 0x81000000] (size: 0x0000FF14) of module vs0:sys/external/libpvf.suprx
[08:48:20.313] |I| [load_self]: Loaded module segment 1 @ [0x000FF000 - 0x000FF008 / 0x81010000] (size: 0x00000008) of module vs0:sys/external/libpvf.suprx
[08:48:20.313] |I| [load_self]: Linking SELF vs0:sys/external/libpvf.suprx...
[08:48:20.314] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0xfd710
[08:48:20.314] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0xfd300
[08:48:20.315] |I| [pre_load_module]: Pre-load module SceLibPvf (at "sys/external/libpvf.suprx") loaded
[08:48:20.455] |I| [load_self]: app0:eboot.bin: Skipping special segment 0x6fffff01...
[08:48:20.455] |I| [load_self]: Loaded module segment 0 @ [0x81000000 - 0x811EBAD4 / 0x81000000] (size: 0x001EBAD4) of module app0:eboot.bin
[08:48:20.456] |I| [load_self]: Loaded module segment 1 @ [0x811EC000 - 0x8178EEA8 / 0x811EC000] (size: 0x005A2EA8) of module app0:eboot.bin
[08:48:20.456] |I| [load_self]: Linking SELF app0:eboot.bin...
[08:48:20.456] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x8119ebdc
[08:48:20.456] |D| [load_var_exports]: 	NID 0x70fba1e7 (SCE_PROC_PARAMS) at 0x813738f8
[08:48:20.456] |I| [load_app_impl]: Main executable eboot (eboot.bin) loaded
[08:48:20.482] |D| [run_app]: Running module_start of library: SceLibc at address 0x5809
[08:48:20.575] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[08:48:20.575] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[08:48:20.576] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[08:48:20.587] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[08:48:20.589] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x56001
[08:48:20.611] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[08:48:20.611] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[08:48:20.614] |D| [run_app]: Running module_start of library: SceUlt at address 0x8b661
[08:48:20.635] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[08:48:20.635] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[08:48:20.645] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[08:48:20.701] |W| [stubbed_impl]: Stubbed _sceKernelGetThreadInfo import called. (STUB)
[08:48:20.745] |E| [call_import]: Import function for NID 0xd7f0f610 not found (thread name: PCSG00203, thread ID: 7)
[08:48:20.750] |W| [stubbed_impl]: Stubbed _sceKernelWaitSignal import called. (sceKernelWaitSignal)
[08:48:20.761] |I| [load_module]: Loading module ID: 0x13
[08:48:20.763] |I| [load_self]: sys/external/libsystemgesture.suprx: Skipping special segment 0x6fffff01...
[08:48:20.763] |I| [load_self]: Loaded module segment 0 @ [0x0C953000 - 0x0C95608C / 0x81000000] (size: 0x0000308C) of module sys/external/libsystemgesture.suprx
[08:48:20.764] |I| [load_self]: Loaded module segment 1 @ [0x0C957000 - 0x0C957BF0 / 0x81004000] (size: 0x00000BF0) of module sys/external/libsystemgesture.suprx
[08:48:20.764] |I| [load_self]: Linking SELF sys/external/libsystemgesture.suprx...
[08:48:20.764] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0xc956074
[08:48:20.764] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0xc955bd4
[08:48:20.765] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") loaded
[08:48:20.765] |D| [load_module]: Running module_start of module: SceSystemGesture
[08:48:20.765] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") module_start returned 0x0
[08:48:20.766] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x6078a08b sceSystemGestureInitializePrimitiveTouchRecognizer at 0x8119d71c
[08:48:20.767] |W| [stubbed_impl]: Stubbed sceTouchGetPixelDensity2 import called. (Return constant values (22.0))
[08:48:20.768] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xc3367370 sceSystemGestureCreateTouchRecognizer at 0x8119d74c
[08:48:20.770] |W| [unimplemented_impl]: Unimplemented sceMotionStartSampling import called.
[08:48:20.770] |W| [unimplemented_impl]: Unimplemented sceMotionReset import called.
[08:48:20.770] |W| [unimplemented_impl]: Unimplemented sceMotionMagnetometerOn import called.
[08:48:20.800] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[08:48:21.836] |W| [stubbed_impl]: Stubbed sceGxmGetRenderTargetMemSize import called. (2MiB emuenv mem)
[08:48:21.850] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[08:48:21.869] |W| [unimplemented_impl]: Unimplemented sceScreenShotDisable import called.
[08:48:21.870] |W| [unimplemented_impl]: Unimplemented sceGxmSetWClampEnable import called.
[08:48:21.871] |W| [unimplemented_impl]: Unimplemented sceGxmSetWClampValue import called.
[08:48:21.871] |W| [unimplemented_impl]: Unimplemented sceGxmSetWBufferEnable import called.
[08:48:21.921] |E| [logging::ret_error_impl]: sceSysmoduleIsLoaded returned SCE_SYSMODULE_ERROR_UNLOADED (0x805a1001)
[08:48:21.923] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 10, using passthrough.
[08:48:21.924] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 3, using passthrough.
[08:48:21.925] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 4, using passthrough.
[08:48:22.042] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7B9A00:0:0 to 0xA7D2C80:0
[08:48:22.044] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7B9A00:0:0 to 0xA7D1EA0:0
[08:48:22.045] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7B9A00:0:0 to 0xA7D2340:0
[08:48:22.046] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7B9A00:0:0 to 0xA7D27E0:0
[08:48:22.047] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7B9F10:0:0 to 0xA7D2C80:0
[08:48:22.048] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7B9F10:0:0 to 0xA7D1EA0:0
[08:48:22.048] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7B9F10:0:0 to 0xA7D2340:0
[08:48:22.048] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7B9F10:0:0 to 0xA7D27E0:0
[08:48:22.048] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BA420:0:0 to 0xA7D2C80:0
[08:48:22.049] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BA420:0:0 to 0xA7D1EA0:0
[08:48:22.049] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BA420:0:0 to 0xA7D2340:0
[08:48:22.049] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BA420:0:0 to 0xA7D27E0:0
[08:48:22.049] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BA930:0:0 to 0xA7D2C80:0
[08:48:22.049] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BA930:0:0 to 0xA7D1EA0:0
[08:48:22.049] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BA930:0:0 to 0xA7D2340:0
[08:48:22.050] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BA930:0:0 to 0xA7D27E0:0
[08:48:22.050] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BAE40:0:0 to 0xA7D2C80:0
[08:48:22.050] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BAE40:0:0 to 0xA7D1EA0:0
[08:48:22.050] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BAE40:0:0 to 0xA7D2340:0
[08:48:22.050] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BAE40:0:0 to 0xA7D27E0:0
[08:48:22.050] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BB350:0:0 to 0xA7D2C80:0
[08:48:22.050] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BB350:0:0 to 0xA7D1EA0:0
[08:48:22.051] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BB350:0:0 to 0xA7D2340:0
[08:48:22.051] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BB350:0:0 to 0xA7D27E0:0
[08:48:22.051] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BB860:0:0 to 0xA7D2C80:0
[08:48:22.051] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BB860:0:0 to 0xA7D1EA0:0
[08:48:22.051] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BB860:0:0 to 0xA7D2340:0
[08:48:22.051] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BB860:0:0 to 0xA7D27E0:0
[08:48:22.051] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BBD70:0:0 to 0xA7D2C80:0
[08:48:22.052] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BBD70:0:0 to 0xA7D1EA0:0
[08:48:22.052] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BBD70:0:0 to 0xA7D2340:0
[08:48:22.052] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BBD70:0:0 to 0xA7D27E0:0
[08:48:22.052] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BC280:0:0 to 0xA7D2C80:0
[08:48:22.052] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BC280:0:0 to 0xA7D1EA0:0
[08:48:22.052] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BC280:0:0 to 0xA7D2340:0
[08:48:22.053] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BC280:0:0 to 0xA7D27E0:0
[08:48:22.053] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BC790:0:0 to 0xA7D2C80:0
[08:48:22.053] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BC790:0:0 to 0xA7D1EA0:0
[08:48:22.053] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BC790:0:0 to 0xA7D2340:0
[08:48:22.053] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BC790:0:0 to 0xA7D27E0:0
[08:48:22.053] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BCCA0:0:0 to 0xA7D2C80:0
[08:48:22.053] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BCCA0:0:0 to 0xA7D1EA0:0
[08:48:22.053] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BCCA0:0:0 to 0xA7D2340:0
[08:48:22.054] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BCCA0:0:0 to 0xA7D27E0:0
[08:48:22.054] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BD1B0:0:0 to 0xA7D2C80:0
[08:48:22.054] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BD1B0:0:0 to 0xA7D1EA0:0
[08:48:22.054] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BD1B0:0:0 to 0xA7D2340:0
[08:48:22.054] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BD1B0:0:0 to 0xA7D27E0:0
[08:48:22.054] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BD6C0:0:0 to 0xA7D2C80:0
[08:48:22.055] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BD6C0:0:0 to 0xA7D1EA0:0
[08:48:22.055] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BD6C0:0:0 to 0xA7D2340:0
[08:48:22.055] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BD6C0:0:0 to 0xA7D27E0:0
[08:48:22.055] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BDBD0:0:0 to 0xA7D2C80:0
[08:48:22.055] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BDBD0:0:0 to 0xA7D1EA0:0
[08:48:22.055] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BDBD0:0:0 to 0xA7D2340:0
[08:48:22.055] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BDBD0:0:0 to 0xA7D27E0:0
[08:48:22.055] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BE0E0:0:0 to 0xA7D2C80:0
[08:48:22.056] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BE0E0:0:0 to 0xA7D1EA0:0
[08:48:22.056] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BE0E0:0:0 to 0xA7D2340:0
[08:48:22.056] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BE0E0:0:0 to 0xA7D27E0:0
[08:48:22.056] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BE5F0:0:0 to 0xA7D2C80:0
[08:48:22.057] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BE5F0:0:0 to 0xA7D1EA0:0
[08:48:22.057] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BE5F0:0:0 to 0xA7D2340:0
[08:48:22.057] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BE5F0:0:0 to 0xA7D27E0:0
[08:48:22.057] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BEB00:0:0 to 0xA7D2C80:0
[08:48:22.057] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BEB00:0:0 to 0xA7D1EA0:0
[08:48:22.057] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BEB00:0:0 to 0xA7D2340:0
[08:48:22.057] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BEB00:0:0 to 0xA7D27E0:0
[08:48:22.057] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BF010:0:0 to 0xA7D2C80:0
[08:48:22.058] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BF010:0:0 to 0xA7D1EA0:0
[08:48:22.058] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BF010:0:0 to 0xA7D2340:0
[08:48:22.058] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BF010:0:0 to 0xA7D27E0:0
[08:48:22.058] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA7BF520:0:0 to 0xA7D2C80:0
