[01:46:04.711] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[01:46:11.795] |I| [pre_load_module]: Pre-load module SceLibFios2 (at "sce_module/libfios2.suprx") loaded
[01:46:11.799] |I| [load_self]: app0:sce_module/libult.suprx: Skipping special segment 0x6fffff01...
[01:46:11.800] |I| [load_self]: Loaded module segment 0 @ [0x0008D000 - 0x000A09BC / 0x81000000] (size: 0x000139BC) of module app0:sce_module/libult.suprx
[01:46:11.802] |I| [load_self]: Loaded module segment 1 @ [0x000A1000 - 0x000A1814 / 0x81014000] (size: 0x00000814) of module app0:sce_module/libult.suprx
[01:46:11.804] |I| [load_self]: Linking SELF app0:sce_module/libult.suprx...
[01:46:11.804] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x9f2e8
[01:46:11.805] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x9c870
[01:46:11.806] |I| [pre_load_module]: Pre-load module SceUlt (at "sce_module/libult.suprx") loaded
[01:46:11.815] |I| [load_self]: Loaded module segment 0 @ [0x000A2000 - 0x000F2F04 / 0x81000000] (size: 0x00050F04) of module vs0:sys/external/libSceFt2.suprx
[01:46:11.816] |I| [load_self]: Loaded module segment 1 @ [0x000F3000 - 0x000F32F4 / 0x81051000] (size: 0x000002F4) of module vs0:sys/external/libSceFt2.suprx
[01:46:11.817] |I| [load_self]: Linking SELF vs0:sys/external/libSceFt2.suprx...
[01:46:11.818] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0xde7dc
[01:46:11.819] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0xddf10
[01:46:11.819] |I| [pre_load_module]: Pre-load module SceLibft2 (at "sys/external/libSceFt2.suprx") loaded
[01:46:11.823] |I| [load_self]: Loaded module segment 0 @ [0x000F4000 - 0x00103F14 / 0x81000000] (size: 0x0000FF14) of module vs0:sys/external/libpvf.suprx
[01:46:11.824] |I| [load_self]: Loaded module segment 1 @ [0x00104000 - 0x00104008 / 0x81010000] (size: 0x00000008) of module vs0:sys/external/libpvf.suprx
[01:46:11.826] |I| [load_self]: Linking SELF vs0:sys/external/libpvf.suprx...
[01:46:11.827] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x102710
[01:46:11.828] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x102300
[01:46:11.828] |I| [pre_load_module]: Pre-load module SceLibPvf (at "sys/external/libpvf.suprx") loaded
[01:46:11.979] |I| [load_self]: app0:eboot.bin: Skipping special segment 0x6fffff01...
[01:46:11.980] |I| [load_self]: Loaded module segment 0 @ [0x00105000 - 0x00776788 / 0x81000000] (size: 0x00671788) of module app0:eboot.bin
[01:46:11.982] |I| [load_self]: Loaded module segment 1 @ [0x00777000 - 0x007D9B68 / 0x81672000] (size: 0x00062B68) of module app0:eboot.bin
[01:46:11.984] |I| [load_self]: Linking SELF app0:eboot.bin...
[01:46:11.984] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x5c57a0
[01:46:11.985] |D| [load_var_exports]: 	NID 0x70fba1e7 (SCE_PROC_PARAMS) at 0x7785c0
[01:46:11.986] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x657048
[01:46:11.988] |I| [load_app_impl]: Main executable gg_s_psv_m (eboot.bin) loaded
[01:46:11.989] |I| [renderer::vulkan::PipelineCache::read_pipeline_cache]: Found pipeline cache, reading...
[01:46:11.989] |I| [renderer::vulkan::PipelineCache::read_pipeline_cache]: Pipeline cache read and loaded
[01:46:11.991] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 1/32
[01:46:11.993] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 2/32
[01:46:11.994] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 3/32
[01:46:11.995] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 4/32
[01:46:11.996] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 5/32
[01:46:11.999] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 6/32
[01:46:12.000] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 7/32
[01:46:12.002] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 8/32
[01:46:12.003] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 9/32
[01:46:12.004] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 10/32
[01:46:12.005] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 11/32
[01:46:12.006] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 12/32
[01:46:12.007] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 13/32
[01:46:12.008] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 14/32
[01:46:12.009] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 15/32
[01:46:12.009] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 16/32
[01:46:12.011] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 17/32
[01:46:12.016] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 18/32
[01:46:12.017] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 19/32
[01:46:12.018] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 20/32
[01:46:12.019] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 21/32
[01:46:12.020] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 22/32
[01:46:12.022] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 23/32
[01:46:12.023] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 24/32
[01:46:12.023] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 25/32
[01:46:12.024] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 26/32
[01:46:12.025] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 27/32
[01:46:12.027] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 28/32
[01:46:12.028] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 29/32
[01:46:12.032] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 30/32
[01:46:12.033] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 31/32
[01:46:12.034] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 32/32
[01:46:12.050] |D| [run_app]: Running module_start of library: SceLibc at address 0x5871
[01:46:12.067] |W| [stubbed_impl]: Stubbed sceKernelGetFreeMemorySize import called. (Single pool)
[01:46:12.113] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[01:46:12.114] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[01:46:12.114] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[01:46:12.122] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[01:46:12.125] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x5a001
[01:46:12.140] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[01:46:12.141] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[01:46:12.144] |D| [run_app]: Running module_start of library: SceUlt at address 0x90771
[01:46:12.158] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[01:46:12.158] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[01:46:12.418] |I| [export_sceIoOpen]: Opening file: app0:param.lua
[01:46:12.419] |T| [open_file]: sceIoOpen: Opening file app0:param.lua (ux0:/app/PCSH00242/param.lua), fd: 0x3
[01:46:12.446] |T| [close_file]: sceIoClose: Closing file fd: 0x3
[01:46:12.450] |W| [unimplemented_impl]: Unimplemented sceScreenShotDisable import called.
[01:46:12.451] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[01:46:12.536] |W| [stubbed_impl]: Stubbed sceKernelSetTimerEvent import called. (Type not implemented.)
[01:46:12.536] |E| [logging::ret_error_impl]: _sceKernelWaitEvent returned SCE_KERNEL_ERROR_UNKNOWN_EVENT_ID (0x80028201)
[01:46:12.536] |I| [export_sceIoOpen]: Opening file: addcont0:EXTERNALDATA0000/external.cpk
[01:46:12.538] |E| [logging::ret_error_impl]: sceKernelClearEvent returned SCE_KERNEL_ERROR_UNKNOWN_EVENT_ID (0x80028201)
[01:46:12.539] |T| [open_file]: sceIoOpen: Opening file addcont0:EXTERNALDATA0000/external.cpk (ux0:/addcont/PCSH00242/EXTERNALDATA0000/external.cpk), fd: 0x4
[01:46:12.553] |I| [export_sceIoOpen]: Opening file: app0:internal.cpk
[01:46:12.553] |T| [open_file]: sceIoOpen: Opening file app0:internal.cpk (ux0:/app/PCSH00242/internal.cpk), fd: 0x5
[01:46:12.556] |E| [logging::ret_error_impl]: sceSysmoduleIsLoaded returned SCE_SYSMODULE_ERROR_UNLOADED (0x805a1001)
[01:46:12.557] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 7, using passthrough.
[01:46:12.557] |W| [unimplemented_impl]: Unimplemented sceSysmoduleUnloadModule import called.
[01:46:12.565] |T| [export_sceNgsPatchCreateRouting]: Patching 0xA00410:0:0 to 0xA05310:0
[01:46:12.619] |T| [export_sceNgsPatchCreateRouting]: Patching 0x9EC770:0:0 to 0xA00410:0
[01:46:12.639] |I| [ngs::player::Module::process]: The currently running game requests playback rate scaling when decoding audio. Audio might crackle.
[01:46:12.884] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[01:46:12.884] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[01:46:14.403] |I| [export_sceIoOpen]: Opening file: app0:font/japanese.ttf
[01:46:14.403] |T| [open_file]: sceIoOpen: Opening file app0:font/japanese.ttf (ux0:/app/PCSH00242/font/japanese.ttf), fd: 0x6
[01:46:14.444] |I| [export_sceIoOpen]: Opening file: app0:font/GGENE.ttf
[01:46:14.444] |T| [open_file]: sceIoOpen: Opening file app0:font/GGENE.ttf (ux0:/app/PCSH00242/font/GGENE.ttf), fd: 0x7
[01:46:14.452] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR10033_00/TROPHY.TRP (ux0:/app/PCSH00242/sce_sys/trophy/NPWR10033_00/TROPHY.TRP), fd: 0x8
[01:46:14.453] |T| [open_file]: create_trophy_context: Opening file ux0:/user/00/trophy/data/NPWR10033_00/TROPUSR.DAT (ux0:/user/00/trophy/data/NPWR10033_00/TROPUSR.DAT), fd: 0x9
[01:46:14.455] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROPCONF.SFM (ux0:/user/00/trophy/conf/NPWR10033_00/TROPCONF.SFM), fd: 0xa
[01:46:14.455] |T| [write_file]: install_trophy_context: Writing to fd: 0xa, size: 2752
[01:46:14.457] |T| [close_file]: install_trophy_context: Closing file fd: 0xa
[01:46:14.457] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP.SFM (ux0:/user/00/trophy/conf/NPWR10033_00/TROP.SFM), fd: 0xb
[01:46:14.458] |T| [write_file]: install_trophy_context: Writing to fd: 0xb, size: 8523
[01:46:14.459] |T| [close_file]: install_trophy_context: Closing file fd: 0xb
[01:46:14.460] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP_01.SFM (ux0:/user/00/trophy/conf/NPWR10033_00/TROP_01.SFM), fd: 0xc
[01:46:14.461] |T| [write_file]: install_trophy_context: Writing to fd: 0xc, size: 7316
[01:46:14.461] |T| [close_file]: install_trophy_context: Closing file fd: 0xc
[01:46:14.462] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP_09.SFM (ux0:/user/00/trophy/conf/NPWR10033_00/TROP_09.SFM), fd: 0xd
[01:46:14.463] |T| [write_file]: install_trophy_context: Writing to fd: 0xd, size: 7491
[01:46:14.463] |T| [close_file]: install_trophy_context: Closing file fd: 0xd
[01:46:14.464] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP_10.SFM (ux0:/user/00/trophy/conf/NPWR10033_00/TROP_10.SFM), fd: 0xe
[01:46:14.465] |T| [write_file]: install_trophy_context: Writing to fd: 0xe, size: 8065
[01:46:14.466] |T| [close_file]: install_trophy_context: Closing file fd: 0xe
[01:46:14.467] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/ICON0.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/ICON0.PNG), fd: 0xf
[01:46:14.468] |T| [write_file]: install_trophy_context: Writing to fd: 0xf, size: 128179
[01:46:14.469] |T| [close_file]: install_trophy_context: Closing file fd: 0xf
[01:46:14.470] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/ICON0_01.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/ICON0_01.PNG), fd: 0x10
[01:46:14.471] |T| [write_file]: install_trophy_context: Writing to fd: 0x10, size: 123929
[01:46:14.473] |T| [close_file]: install_trophy_context: Closing file fd: 0x10
[01:46:14.474] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/ICON0_09.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/ICON0_09.PNG), fd: 0x11
[01:46:14.475] |T| [write_file]: install_trophy_context: Writing to fd: 0x11, size: 124132
[01:46:14.475] |T| [close_file]: install_trophy_context: Closing file fd: 0x11
[01:46:14.476] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/ICON0_10.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/ICON0_10.PNG), fd: 0x12
[01:46:14.477] |T| [write_file]: install_trophy_context: Writing to fd: 0x12, size: 124674
[01:46:14.478] |T| [close_file]: install_trophy_context: Closing file fd: 0x12
[01:46:14.480] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP000.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP000.PNG), fd: 0x13
[01:46:14.482] |T| [write_file]: install_trophy_context: Writing to fd: 0x13, size: 115309
[01:46:14.482] |T| [close_file]: install_trophy_context: Closing file fd: 0x13
[01:46:14.483] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP001.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP001.PNG), fd: 0x14
[01:46:14.484] |T| [write_file]: install_trophy_context: Writing to fd: 0x14, size: 103495
[01:46:14.484] |T| [close_file]: install_trophy_context: Closing file fd: 0x14
[01:46:14.485] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP002.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP002.PNG), fd: 0x15
[01:46:14.486] |T| [write_file]: install_trophy_context: Writing to fd: 0x15, size: 103495
[01:46:14.486] |T| [close_file]: install_trophy_context: Closing file fd: 0x15
[01:46:14.487] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP003.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP003.PNG), fd: 0x16
[01:46:14.489] |T| [write_file]: install_trophy_context: Writing to fd: 0x16, size: 103495
[01:46:14.490] |T| [close_file]: install_trophy_context: Closing file fd: 0x16
[01:46:14.491] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP004.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP004.PNG), fd: 0x17
[01:46:14.492] |T| [write_file]: install_trophy_context: Writing to fd: 0x17, size: 103495
[01:46:14.493] |T| [close_file]: install_trophy_context: Closing file fd: 0x17
[01:46:14.494] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP005.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP005.PNG), fd: 0x18
[01:46:14.495] |T| [write_file]: install_trophy_context: Writing to fd: 0x18, size: 103495
[01:46:14.495] |T| [close_file]: install_trophy_context: Closing file fd: 0x18
[01:46:14.496] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP006.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP006.PNG), fd: 0x19
[01:46:14.497] |T| [write_file]: install_trophy_context: Writing to fd: 0x19, size: 103495
[01:46:14.497] |T| [close_file]: install_trophy_context: Closing file fd: 0x19
[01:46:14.498] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP007.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP007.PNG), fd: 0x1a
[01:46:14.499] |T| [write_file]: install_trophy_context: Writing to fd: 0x1a, size: 103495
[01:46:14.500] |T| [close_file]: install_trophy_context: Closing file fd: 0x1a
[01:46:14.501] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP008.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP008.PNG), fd: 0x1b
[01:46:14.503] |T| [write_file]: install_trophy_context: Writing to fd: 0x1b, size: 103495
[01:46:14.503] |T| [close_file]: install_trophy_context: Closing file fd: 0x1b
[01:46:14.505] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP009.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP009.PNG), fd: 0x1c
[01:46:14.506] |T| [write_file]: install_trophy_context: Writing to fd: 0x1c, size: 103495
[01:46:14.507] |T| [close_file]: install_trophy_context: Closing file fd: 0x1c
[01:46:14.508] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP010.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP010.PNG), fd: 0x1d
[01:46:14.509] |T| [write_file]: install_trophy_context: Writing to fd: 0x1d, size: 103495
[01:46:14.509] |T| [close_file]: install_trophy_context: Closing file fd: 0x1d
[01:46:14.511] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP011.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP011.PNG), fd: 0x1e
[01:46:14.512] |T| [write_file]: install_trophy_context: Writing to fd: 0x1e, size: 103495
[01:46:14.512] |T| [close_file]: install_trophy_context: Closing file fd: 0x1e
[01:46:14.513] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP012.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP012.PNG), fd: 0x1f
[01:46:14.514] |T| [write_file]: install_trophy_context: Writing to fd: 0x1f, size: 103495
[01:46:14.514] |T| [close_file]: install_trophy_context: Closing file fd: 0x1f
[01:46:14.515] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP013.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP013.PNG), fd: 0x20
[01:46:14.516] |T| [write_file]: install_trophy_context: Writing to fd: 0x20, size: 103495
[01:46:14.517] |T| [close_file]: install_trophy_context: Closing file fd: 0x20
[01:46:14.517] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP014.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP014.PNG), fd: 0x21
[01:46:14.519] |T| [write_file]: install_trophy_context: Writing to fd: 0x21, size: 103495
[01:46:14.521] |T| [close_file]: install_trophy_context: Closing file fd: 0x21
[01:46:14.522] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP015.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP015.PNG), fd: 0x22
[01:46:14.523] |T| [write_file]: install_trophy_context: Writing to fd: 0x22, size: 103495
[01:46:14.524] |T| [close_file]: install_trophy_context: Closing file fd: 0x22
[01:46:14.524] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP016.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP016.PNG), fd: 0x23
[01:46:14.525] |T| [write_file]: install_trophy_context: Writing to fd: 0x23, size: 103495
[01:46:14.526] |T| [close_file]: install_trophy_context: Closing file fd: 0x23
[01:46:14.526] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP017.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP017.PNG), fd: 0x24
[01:46:14.527] |T| [write_file]: install_trophy_context: Writing to fd: 0x24, size: 103495
[01:46:14.528] |T| [close_file]: install_trophy_context: Closing file fd: 0x24
[01:46:14.528] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP018.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP018.PNG), fd: 0x25
[01:46:14.529] |T| [write_file]: install_trophy_context: Writing to fd: 0x25, size: 103390
[01:46:14.531] |T| [close_file]: install_trophy_context: Closing file fd: 0x25
[01:46:14.532] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP019.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP019.PNG), fd: 0x26
[01:46:14.533] |T| [write_file]: install_trophy_context: Writing to fd: 0x26, size: 103649
[01:46:14.534] |T| [close_file]: install_trophy_context: Closing file fd: 0x26
[01:46:14.535] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP020.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP020.PNG), fd: 0x27
[01:46:14.537] |T| [write_file]: install_trophy_context: Writing to fd: 0x27, size: 103495
[01:46:14.538] |T| [close_file]: install_trophy_context: Closing file fd: 0x27
[01:46:14.538] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP021.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP021.PNG), fd: 0x28
[01:46:14.539] |T| [write_file]: install_trophy_context: Writing to fd: 0x28, size: 103495
[01:46:14.540] |T| [close_file]: install_trophy_context: Closing file fd: 0x28
[01:46:14.541] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP022.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP022.PNG), fd: 0x29
[01:46:14.542] |T| [write_file]: install_trophy_context: Writing to fd: 0x29, size: 103390
[01:46:14.543] |T| [close_file]: install_trophy_context: Closing file fd: 0x29
[01:46:14.544] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP023.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP023.PNG), fd: 0x2a
[01:46:14.545] |T| [write_file]: install_trophy_context: Writing to fd: 0x2a, size: 103390
[01:46:14.545] |T| [close_file]: install_trophy_context: Closing file fd: 0x2a
[01:46:14.546] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP024.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP024.PNG), fd: 0x2b
[01:46:14.548] |T| [write_file]: install_trophy_context: Writing to fd: 0x2b, size: 103649
[01:46:14.548] |T| [close_file]: install_trophy_context: Closing file fd: 0x2b
[01:46:14.549] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR10033_00/TROP025.PNG (ux0:/user/00/trophy/conf/NPWR10033_00/TROP025.PNG), fd: 0x2c
[01:46:14.550] |T| [write_file]: install_trophy_context: Writing to fd: 0x2c, size: 103495
