[08:40:31.197] |I| [config::init_config]: input-vpk-path: games\PCSG01029_GalGunDoublePeace_Bilingual.zip
[08:40:33.219] |I| [load_self]: Loaded module segment 0 @ [0x00056000 - 0x0008133C] (size: 0x0002B33C) of module app0:sce_module/libfios2.suprx
[08:40:33.220] |I| [load_self]: Loaded module segment 1 @ [0x00082000 - 0x0008723D] (size: 0x0000523D) of module app0:sce_module/libfios2.suprx
[08:40:33.220] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libfios2.suprx
[08:40:33.221] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x81244
[08:40:33.221] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x78878
[08:40:33.221] |I| [load_app_impl]: Pre-load module SceLibFios2 (at "sce_module/libfios2.suprx") loaded
[08:40:33.306] |I| [load_self]: Loaded module segment 0 @ [0x00088000 - 0x0009B9A4] (size: 0x000139A4) of module app0:sce_module/libult.suprx
[08:40:33.307] |I| [load_self]: Loaded module segment 1 @ [0x0009C000 - 0x0009C814] (size: 0x00000814) of module app0:sce_module/libult.suprx
[08:40:33.307] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libult.suprx
[08:40:33.308] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x9A2D0
[08:40:33.308] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x97858
[08:40:33.308] |W| [load_var_imports]: 	NID NOT FOUND 0x936A5F31 (_pLibPerfCaptureFlagPtr) at 0x980A4, setting to stub value 0xDEADBEEF
[08:40:33.309] |I| [load_app_impl]: Pre-load module SceUlt (at "sce_module/libult.suprx") loaded
[08:40:36.777] |I| [load_self]: Loaded module segment 0 @ [0x82B00560 - 0x83FD4240] (size: 0x014D3CE0) of module app0:eboot.bin
[08:40:36.777] |I| [load_self]: Loaded module segment 1 @ [0x84000440 - 0x84114D24] (size: 0x001148E4) of module app0:eboot.bin
[08:40:36.778] |I| [load_self]: Loading symbols for SELF: app0:eboot.bin
[08:40:36.778] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x83D0F234
[08:40:36.779] |D| [load_var_exports]: 	NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0x8403D5D4
[08:40:36.779] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x83E82A54
[08:40:36.781] |I| [load_app_impl]: Main executable GG2GAME_NGP_SHIPPING (eboot.bin) loaded
[08:40:36.787] |D| [run_app]: Running module_start of library: SceLibc at address 0x1871
[08:40:36.851] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[08:40:36.852] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[08:40:36.853] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[08:40:36.859] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[08:40:36.860] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x56001
[08:40:36.865] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[08:40:36.866] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayGetList02 import called.
[08:40:36.866] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[08:40:36.867] |D| [run_app]: Running module_start of library: SceUlt at address 0x8B769
[08:40:36.871] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[08:40:36.872] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[08:40:36.946] |T| [open_file]: sceKernelLoadStartModule: Opening file app0:mai_moe/mai.suprx (ux0:/app/PCSG01029/mai_moe/mai.suprx), fd: 0x3
[08:40:36.947] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x3, offset: 0x0, whence: SCE_SEEK_END
[08:40:36.947] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x3, offset: 0x0, whence: SCE_SEEK_SET
[08:40:36.989] |T| [read_file]: sceKernelLoadStartModule: Reading 87866 bytes of fd 0x3
[08:40:36.990] |I| [load_self]: Loaded module segment 0 @ [0x0A0E0000 - 0x0A0E2C24] (size: 0x00002C24) of module app0:mai_moe/mai.suprx
[08:40:36.990] |I| [load_self]: Loaded module segment 1 @ [0x0A0E3000 - 0x0A0E482C] (size: 0x0000182C) of module app0:mai_moe/mai.suprx
[08:40:36.990] |I| [load_self]: Loading symbols for SELF: app0:mai_moe/mai.suprx
[08:40:36.991] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0xA0E27E4
[08:40:36.991] |D| [load_var_exports]: 	NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0xA0E2840
[08:40:36.991] |T| [close_file]: sceKernelLoadStartModule: Closing file fd: 0x3
[08:40:37.016] |T| [stat_file]: sceIoGetstat: Statting file: app0:mai_moe/load_type.mai (ux0:/app/PCSG01029/mai_moe/load_type.mai)
[08:40:37.017] |I| [export_sceIoOpen]: Opening file: app0:mai_moe/load_type.mai
[08:40:37.017] |T| [open_file]: sceIoOpen: Opening file app0:mai_moe/load_type.mai (ux0:/app/PCSG01029/mai_moe/load_type.mai), fd: 0x4
[08:40:37.018] |T| [stat_file]: sceIoGetstat: Statting file: app0:mai_moe/load_type.mai (ux0:/app/PCSG01029/mai_moe/load_type.mai)
[08:40:37.018] |T| [seek_file]: sceIoLseek: Seeking fd: 0x4, offset: 0x0, whence: SCE_SEEK_SET
[08:40:37.019] |T| [read_file]: sceIoRead: Reading 1 bytes of fd 0x4
[08:40:37.019] |T| [close_file]: sceIoClose: Closing file fd: 0x4
[08:40:37.024] |I| [export_sceKernelLoadStartModule]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[08:40:37.025] |T| [open_file]: sceKernelLoadStartModule: Opening file app0:sce_module/libfios2_m.suprx (ux0:/app/PCSG01029/sce_module/libfios2_m.suprx), fd: 0x5
[08:40:37.025] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x5, offset: 0x0, whence: SCE_SEEK_END
[08:40:37.026] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x5, offset: 0x0, whence: SCE_SEEK_SET
[08:40:37.054] |T| [read_file]: sceKernelLoadStartModule: Reading 257648 bytes of fd 0x5
[08:40:37.055] |I| [load_self]: Loaded module segment 0 @ [0x0A165000 - 0x0A19033C] (size: 0x0002B33C) of module app0:sce_module/libfios2_m.suprx
[08:40:37.056] |I| [load_self]: Loaded module segment 1 @ [0x0A191000 - 0x0A19623D] (size: 0x0000523D) of module app0:sce_module/libfios2_m.suprx
[08:40:37.056] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libfios2_m.suprx
[08:40:37.056] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0xA190244
[08:40:37.057] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0xA187878
[08:40:37.057] |T| [close_file]: sceKernelLoadStartModule: Closing file fd: 0x5
[08:40:37.062] |I| [export_sceKernelLoadStartModule]: Module mceLibFios2 (at "app0:sce_module/libfios2_m.suprx") module_start returned 0x0
[08:40:37.063] |W| [io_error_impl]: open_dir (sceIoDopen) returned 0x80010002
[08:40:37.064] |W| [io_error_impl]: read_dir (sceIoDread) returned 0x80010051
[08:40:37.064] |W| [io_error_impl]: close_dir (sceIoDclose) returned 0x80010018
[08:40:37.115] |I| [export_sceKernelLoadStartModule]: Module output/testprx.elf (at "app0:mai_moe/mai.suprx") module_start returned 0x0
[08:40:37.570] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/NGPTOC_JPN.txt (ux0:/app/PCSG01029/GG2Game/NGPTOC_JPN.txt)
[08:40:37.572] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/NGPTOC_JPN.txt
[08:40:37.572] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/NGPTOC_JPN.txt (ux0:/app/PCSG01029/GG2Game/NGPTOC_JPN.txt), fd: 0x6
[08:40:37.574] |T| [seek_file]: sceIoPread: Seeking fd: 0x6, offset: 0x0, whence: SCE_SEEK_SET
[08:40:37.574] |T| [read_file]: sceIoPread: Reading 211 bytes of fd 0x6
[08:40:37.574] |T| [seek_file]: sceIoPread: Seeking fd: 0x6, offset: 0x0, whence: SCE_SEEK_SET
[08:40:37.575] |T| [close_file]: sceIoClose: Closing file fd: 0x6
[08:40:37.587] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/NGPTOC.txt (ux0:/app/PCSG01029/GG2Game/NGPTOC.txt)
[08:40:37.588] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/NGPTOC.txt
[08:40:37.588] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/NGPTOC.txt (ux0:/app/PCSG01029/GG2Game/NGPTOC.txt), fd: 0x7
[08:40:37.588] |T| [seek_file]: sceIoPread: Seeking fd: 0x7, offset: 0x0, whence: SCE_SEEK_SET
[08:40:37.612] |T| [read_file]: sceIoPread: Reading 84372 bytes of fd 0x7
[08:40:37.613] |T| [seek_file]: sceIoPread: Seeking fd: 0x7, offset: 0x0, whence: SCE_SEEK_SET
[08:40:37.614] |T| [close_file]: sceIoClose: Closing file fd: 0x7
[08:40:38.120] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG01029/GG2Game/CookedNGP/Coalesced_JPN.bin)
[08:40:38.121] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin
[08:40:38.122] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG01029/GG2Game/CookedNGP/Coalesced_JPN.bin), fd: 0x8
[08:40:38.122] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG01029/GG2Game/CookedNGP/Coalesced_JPN.bin)
[08:40:38.123] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin
[08:40:38.123] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG01029/GG2Game/CookedNGP/Coalesced_JPN.bin), fd: 0x9
[08:40:38.124] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.142] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.142] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.143] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x40000, whence: SCE_SEEK_SET
[08:40:38.169] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.170] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.170] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x80000, whence: SCE_SEEK_SET
[08:40:38.229] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.230] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.230] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0xC0000, whence: SCE_SEEK_SET
[08:40:38.251] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.252] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.252] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x100000, whence: SCE_SEEK_SET
[08:40:38.253] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.253] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.253] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x140000, whence: SCE_SEEK_SET
[08:40:38.280] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.280] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.281] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x180000, whence: SCE_SEEK_SET
[08:40:38.281] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.282] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.282] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x1C0000, whence: SCE_SEEK_SET
[08:40:38.315] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.316] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.316] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x200000, whence: SCE_SEEK_SET
[08:40:38.318] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.318] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.319] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x240000, whence: SCE_SEEK_SET
[08:40:38.355] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.356] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.357] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x280000, whence: SCE_SEEK_SET
[08:40:38.357] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.357] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.358] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x2C0000, whence: SCE_SEEK_SET
[08:40:38.426] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.426] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.427] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x300000, whence: SCE_SEEK_SET
[08:40:38.427] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.428] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.428] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x340000, whence: SCE_SEEK_SET
[08:40:38.464] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.465] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.465] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x380000, whence: SCE_SEEK_SET
[08:40:38.465] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.466] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.466] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x3C0000, whence: SCE_SEEK_SET
[08:40:38.491] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.492] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.492] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x400000, whence: SCE_SEEK_SET
[08:40:38.493] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.493] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.493] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x440000, whence: SCE_SEEK_SET
[08:40:38.556] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.557] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.558] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x480000, whence: SCE_SEEK_SET
[08:40:38.558] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.558] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.559] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x4C0000, whence: SCE_SEEK_SET
[08:40:38.585] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.586] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.587] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x500000, whence: SCE_SEEK_SET
[08:40:38.587] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.587] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.587] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x540000, whence: SCE_SEEK_SET
[08:40:38.615] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.616] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.616] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x580000, whence: SCE_SEEK_SET
[08:40:38.617] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.617] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.617] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x5C0000, whence: SCE_SEEK_SET
[08:40:38.650] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.651] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.652] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x600000, whence: SCE_SEEK_SET
[08:40:38.652] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.653] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.653] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x640000, whence: SCE_SEEK_SET
[08:40:38.691] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.692] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.692] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x680000, whence: SCE_SEEK_SET
[08:40:38.692] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.693] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.693] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x6C0000, whence: SCE_SEEK_SET
[08:40:38.728] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.729] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.729] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x700000, whence: SCE_SEEK_SET
[08:40:38.730] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.730] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.730] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x740000, whence: SCE_SEEK_SET
[08:40:38.758] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.759] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.759] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x780000, whence: SCE_SEEK_SET
[08:40:38.760] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.760] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.760] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x7C0000, whence: SCE_SEEK_SET
[08:40:38.793] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.794] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.794] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x800000, whence: SCE_SEEK_SET
[08:40:38.795] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.795] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.796] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x840000, whence: SCE_SEEK_SET
[08:40:38.833] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.834] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.835] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x880000, whence: SCE_SEEK_SET
[08:40:38.835] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.835] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.836] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x8C0000, whence: SCE_SEEK_SET
[08:40:38.854] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.855] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.855] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x900000, whence: SCE_SEEK_SET
[08:40:38.856] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.856] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.857] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x940000, whence: SCE_SEEK_SET
[08:40:38.892] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.893] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.893] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x980000, whence: SCE_SEEK_SET
[08:40:38.894] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.894] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.894] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x9C0000, whence: SCE_SEEK_SET
[08:40:38.944] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.945] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.946] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0xA00000, whence: SCE_SEEK_SET
[08:40:38.946] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.946] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.947] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0xA40000, whence: SCE_SEEK_SET
[08:40:38.984] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.985] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.986] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0xA80000, whence: SCE_SEEK_SET
[08:40:38.986] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:38.987] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:40:38.987] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0xAC0000, whence: SCE_SEEK_SET
[08:40:39.055] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:40:39.056] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
