[19:14:13.508] |I| [config::init]:  log-level: 0
[19:14:15.611] |W| [stubbed_impl]:  Stubbed sceKernelDelayThread import called. (bad accuracy)
[19:14:15.611] |T| [stat_file]:  sceIoGetstat: Statting file app0:mai_moe/load_type.mai (ux0:/app/PCSG00620/mai_moe/load_type.mai)
[19:14:15.612] |I| [export_sceIoOpen]:  Opening file: app0:mai_moe/load_type.mai
[19:14:15.612] |T| [open_file]:  sceIoOpen: Opening file app0:mai_moe/load_type.mai (ux0:/app/PCSG00620/mai_moe/load_type.mai)
[19:14:15.613] |T| [stat_file]:  sceIoGetstat: Statting file app0:mai_moe/load_type.mai (ux0:/app/PCSG00620/mai_moe/load_type.mai)
[19:14:15.614] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x4 at offset: 0x0, whence: SCE_SEEK_SET
[19:14:15.614] |T| [read_file]:  sceIoRead: Reading file: fd: 0x4, size: 1
[19:14:15.616] |T| [close_file]:  sceIoClose: Closing file: fd: 0x4
[19:14:15.623] |I| [export_sceKernelLoadStartModule]:  Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[19:14:15.624] |T| [open_file]:  sceKernelLoadStartModule: Opening file app0:sce_module/libfios2_m.suprx (ux0:/app/PCSG00620/sce_module/libfios2_m.suprx)
[19:14:15.626] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_END
[19:14:15.626] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_SET
[19:14:15.627] |T| [read_file]:  sceKernelLoadStartModule: Reading file: fd: 0x5, size: 266640
[19:14:15.628] |I| [load_self]:  Loading symbols for SELF: app0:sce_module/libfios2_m.suprx
[19:14:15.628] |D| [load_var_exports]:  	NID 0x936C8A78 (SYSLYB) at 0x1836BC8
[19:14:15.629] |D| [load_var_exports]:  	NID 0x6C2224BA (NID_MODULE_INFO) at 0x182DF08
[19:14:15.629] |W| [load_var_imports]:  	NID NOT FOUND 0x93B8AA67 (__stack_chk_guard) at 0x182E9D4, setting to stub value 0xDEADBEEF
[19:14:15.630] |T| [close_file]:  sceKernelLoadStartModule: Closing file: fd: 0x5
[19:14:15.638] |I| [export_sceKernelLoadStartModule]:  Module mceLibFios2 (at "app0:sce_module/libfios2_m.suprx") module_start returned 0x0
[19:14:15.639] |T| [open_dir]:  sceIoDopen: Opening dir ux0:plugins (ux0:plugins)
[19:14:15.640] |W| [io_error_impl]:  open_dir (sceIoDopen) returned 0x80010002
[19:14:15.640] |T| [read_dir]:  sceIoDread: Reading dir fd: 0x80010002
[19:14:15.640] |W| [io_error_impl]:  read_dir (sceIoDread) returned 0x80010051
[19:14:15.641] |T| [close_dir]:  sceIoDclose: Closing dir fd: 0x80010002
[19:14:15.641] |W| [io_error_impl]:  close_dir (sceIoDclose) returned 0x80010051
[19:14:15.712] |I| [export_sceKernelLoadStartModule]:  Module output/testprx.elf (at "app0:mai_moe/mai.suprx") module_start returned 0x0
[19:14:15.724] |W| [unimplemented_impl]:  Unimplemented sceTouchGetPanelInfo import called.
[19:14:15.759] |W| [unimplemented_impl]:  Unimplemented sceKernelGetGPI import called.
[19:14:15.767] |W| [unimplemented_impl]:  Unimplemented sceKernelCreateCallback import called.
[19:14:15.767] |W| [unimplemented_impl]:  Unimplemented scePowerRegisterCallback import called.
[19:14:15.769] |W| [unimplemented_impl]:  Unimplemented sceAppUtilInit import called.
[19:14:15.769] |W| [unimplemented_impl]:  Unimplemented sceKernelSetGPO import called.
[19:14:15.799] |I| [renderer::create]:  GL_VERSION = 4.1.0 NVIDIA 399.07
[19:14:15.800] |I| [renderer::create]:  GL_SHADING_LANGUAGE_VERSION = 4.10 NVIDIA via Cg compiler
[19:14:15.801] |W| [stubbed_impl]:  Stubbed sceGxmGetRenderTargetMemSizes import called. (2MB host mem)
[19:14:15.836] |E| [renderer::load_vertex_shader]:  Missing vertex shader 79b94fc20d5b5c58eac43322596ea6712d276efb393464e792265580dfe8ba21
[19:14:15.838] |D| [gxp::log_parameter]:  Vertex attribute: name:aPosition semantic:NONE type:0 component_count:4 container_index:0x0
[19:14:15.839] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 11

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 9  "main_vs" 4 6
                              SourceExtension  "gxp"
                              Name 4  "aPosition"
                              Name 6  "out_Position"
                              Name 9  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
    4(aPosition):      3(ptr) Variable Input
               5:             TypePointer Output 2(fvec4)
 6(out_Position):      5(ptr) Variable Output
               7:             TypeVoid
               8:             TypeFunction 7
      9(main_vs):           7 Function None 8
              10:             Label
                              Return
                              FunctionEnd

[19:14:15.840] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 aPosition;
out vec4 out_Position;

void main()
{
}


[19:14:15.850] |E| [renderer::load_fragment_shader]:  Missing fragment shader e336b2ea370bb6e4ba30355f017c4fad9001c5d106ceb68aec3df35043f78374
[19:14:15.851] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 12

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 7  "main_fs" 4
                              ExecutionMode 7 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 4  "out_color"
                              Name 7  "main_fs"
                              Decorate 4(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Output 2(fvec4)
    4(out_color):      3(ptr) Variable Output
               5:             TypeVoid
               6:             TypeFunction 5
               9:    1(float) Constant 0
              10:    1(float) Constant 1065353216
              11:    2(fvec4) ConstantComposite 9 9 10 10
      7(main_fs):           5 Function None 6
               8:             Label
                              Store 4(out_color) 11
                              Return
                              FunctionEnd

[19:14:15.852] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:15.856] |E| [renderer::load_vertex_shader]:  Missing vertex shader 32d6a8abafce46f9648c46da233f57c876da4ff2d4051d2065f42e6a465255f7
[19:14:15.857] |D| [gxp::log_parameter]:  Vertex attribute: name:aColor semantic:NONE type:0 component_count:4 container_index:0x0
[19:14:15.860] |D| [gxp::log_parameter]:  Vertex attribute: name:aPosition semantic:NONE type:0 component_count:4 container_index:0x0
[19:14:15.861] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 15

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 13  "main_vs" 4 5 7 10
                              SourceExtension  "gxp"
                              Name 4  "aColor"
                              Name 5  "aPosition"
                              Name 7  "out_Position"
                              Name 10  "out_TexCoord0"
                              Name 13  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
       4(aColor):      3(ptr) Variable Input
    5(aPosition):      3(ptr) Variable Input
               6:             TypePointer Output 2(fvec4)
 7(out_Position):      6(ptr) Variable Output
               8:             TypeVector 1(float) 2
               9:             TypePointer Output 8(fvec2)
10(out_TexCoord0):      9(ptr) Variable Output
              11:             TypeVoid
              12:             TypeFunction 11
     13(main_vs):          11 Function None 12
              14:             Label
                              Return
                              FunctionEnd

[19:14:15.863] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 aColor;
in vec4 aPosition;
out vec4 out_Position;
out vec2 out_TexCoord0;

void main()
{
}


[19:14:15.867] |E| [renderer::load_fragment_shader]:  Missing fragment shader 51484732d1ff5e480348c036f58d1c566be0a984196bfe2d7ff7e1811f2b88b9
[19:14:15.867] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 12

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 7  "main_fs" 4
                              ExecutionMode 7 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 4  "out_color"
                              Name 7  "main_fs"
                              Decorate 4(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Output 2(fvec4)
    4(out_color):      3(ptr) Variable Output
               5:             TypeVoid
               6:             TypeFunction 5
               9:    1(float) Constant 0
              10:    1(float) Constant 1065353216
              11:    2(fvec4) ConstantComposite 9 9 10 10
      7(main_fs):           5 Function None 6
               8:             Label
                              Store 4(out_color) 11
                              Return
                              FunctionEnd

[19:14:15.868] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:15.876] |E| [renderer::load_vertex_shader]:  Missing vertex shader a7b15ff1977fb3c376f9c26b6d44ddf1ddc2e7de8cc300f6592fe9f461da1c29
[19:14:15.877] |D| [gxp::log_parameter]:  Vertex attribute: name:aTexCoord semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[19:14:15.878] |D| [gxp::log_parameter]:  Vertex attribute: name:aColor semantic:COLOR type:0 component_count:4 container_index:0x0
[19:14:15.878] |D| [gxp::log_parameter]:  Vertex attribute: name:aPosition semantic:POSITION type:0 component_count:4 container_index:0x0
[19:14:15.880] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 17

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 15  "main_vs" 4 5 6 8 9 12
                              SourceExtension  "gxp"
                              Name 4  "aTexCoord"
                              Name 5  "aColor"
                              Name 6  "aPosition"
                              Name 8  "out_Position"
                              Name 9  "out_Color0"
                              Name 12  "out_TexCoord0"
                              Name 15  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
    4(aTexCoord):      3(ptr) Variable Input
       5(aColor):      3(ptr) Variable Input
    6(aPosition):      3(ptr) Variable Input
               7:             TypePointer Output 2(fvec4)
 8(out_Position):      7(ptr) Variable Output
   9(out_Color0):      7(ptr) Variable Output
              10:             TypeVector 1(float) 2
              11:             TypePointer Output 10(fvec2)
12(out_TexCoord0):     11(ptr) Variable Output
              13:             TypeVoid
              14:             TypeFunction 13
     15(main_vs):          13 Function None 14
              16:             Label
                              Return
                              FunctionEnd

[19:14:15.881] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 aTexCoord;
in vec4 aColor;
in vec4 aPosition;
out vec4 out_Position;
out vec4 out_Color0;
out vec2 out_TexCoord0;

void main()
{
}


[19:14:15.892] |E| [renderer::load_fragment_shader]:  Missing fragment shader b8770f2acb83e4abc2e65bf335a11ecfbfda65915c181e44077805e07c9b4769
[19:14:15.895] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:15.896] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 19

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 14  "main_fs" 8 11
                              ExecutionMode 14 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "tex"
                              Name 8  "in_TexCoord0"
                              Name 11  "out_color"
                              Name 14  "main_fs"
                              Decorate 11(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeImage 1(float) 2D sampled format:Unknown
               3:             TypeSampledImage 2
               4:             TypePointer UniformConstant 3
          5(tex):      4(ptr) Variable UniformConstant
               6:             TypeVector 1(float) 2
               7:             TypePointer Input 6(fvec2)
 8(in_TexCoord0):      7(ptr) Variable Input
               9:             TypeVector 1(float) 4
              10:             TypePointer Output 9(fvec4)
   11(out_color):     10(ptr) Variable Output
              12:             TypeVoid
              13:             TypeFunction 12
              16:    1(float) Constant 0
              17:    1(float) Constant 1065353216
              18:    9(fvec4) ConstantComposite 16 16 17 17
     14(main_fs):          12 Function None 13
              15:             Label
                              Store 11(out_color) 18
                              Return
                              FunctionEnd

[19:14:15.897] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:15.905] |E| [renderer::load_fragment_shader]:  Missing fragment shader aa6e3571d067d523fdcc58d53e74a1ba87a654e4003b3f4700237973c8c4d17f
[19:14:15.907] |D| [gxp::log_parameter]:  Uniform: name:colorTransform semantic:NONE type:1 component_count:4 container_index:0xE
[19:14:15.908] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:15.909] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 22

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 17  "main_fs" 12 14
                              ExecutionMode 17 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "colorTransform"
                              Name 9  "tex"
                              Name 12  "in_TexCoord0"
                              Name 14  "out_color"
                              Name 17  "main_fs"
                              Decorate 14(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypeMatrix 2(fvec4) 4
               4:             TypePointer UniformConstant 3
5(colorTransform):      4(ptr) Variable UniformConstant
               6:             TypeImage 1(float) 2D sampled format:Unknown
               7:             TypeSampledImage 6
               8:             TypePointer UniformConstant 7
          9(tex):      8(ptr) Variable UniformConstant
              10:             TypeVector 1(float) 2
              11:             TypePointer Input 10(fvec2)
12(in_TexCoord0):     11(ptr) Variable Input
              13:             TypePointer Output 2(fvec4)
   14(out_color):     13(ptr) Variable Output
              15:             TypeVoid
              16:             TypeFunction 15
              19:    1(float) Constant 0
              20:    1(float) Constant 1065353216
              21:    2(fvec4) ConstantComposite 19 19 20 20
     17(main_fs):          15 Function None 16
              18:             Label
                              Store 14(out_color) 21
                              Return
                              FunctionEnd

[19:14:15.910] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform mat4 colorTransform;
uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:15.919] |E| [renderer::load_vertex_shader]:  Missing vertex shader 7427a0b04cf2f936c81221dd38879f441fbe675d6193f0649d6f79e726b7f3ca
[19:14:15.920] |D| [gxp::log_parameter]:  Vertex attribute: name:aTexCoord semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[19:14:15.920] |D| [gxp::log_parameter]:  Vertex attribute: name:aColor semantic:COLOR type:0 component_count:4 container_index:0x0
[19:14:15.921] |D| [gxp::log_parameter]:  Vertex attribute: name:aPosition semantic:POSITION type:0 component_count:4 container_index:0x0
[19:14:15.922] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 17

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 15  "main_vs" 4 5 6 8 9 12
                              SourceExtension  "gxp"
                              Name 4  "aTexCoord"
                              Name 5  "aColor"
                              Name 6  "aPosition"
                              Name 8  "out_Position"
                              Name 9  "out_Color0"
                              Name 12  "out_TexCoord0"
                              Name 15  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
    4(aTexCoord):      3(ptr) Variable Input
       5(aColor):      3(ptr) Variable Input
    6(aPosition):      3(ptr) Variable Input
               7:             TypePointer Output 2(fvec4)
 8(out_Position):      7(ptr) Variable Output
   9(out_Color0):      7(ptr) Variable Output
              10:             TypeVector 1(float) 2
              11:             TypePointer Output 10(fvec2)
12(out_TexCoord0):     11(ptr) Variable Output
              13:             TypeVoid
              14:             TypeFunction 13
     15(main_vs):          13 Function None 14
              16:             Label
                              Return
                              FunctionEnd

[19:14:15.923] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 aTexCoord;
in vec4 aColor;
in vec4 aPosition;
out vec4 out_Position;
out vec4 out_Color0;
out vec2 out_TexCoord0;

void main()
{
}


[19:14:15.928] |E| [renderer::load_fragment_shader]:  Missing fragment shader db5deea4639e2447f1b2eef61005f763860bfb452037ab3afd5b4f5ac4e70e56
[19:14:15.930] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:15.931] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 19

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 14  "main_fs" 8 11
                              ExecutionMode 14 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "tex"
                              Name 8  "in_TexCoord0"
                              Name 11  "out_color"
                              Name 14  "main_fs"
                              Decorate 11(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeImage 1(float) 2D sampled format:Unknown
               3:             TypeSampledImage 2
               4:             TypePointer UniformConstant 3
          5(tex):      4(ptr) Variable UniformConstant
               6:             TypeVector 1(float) 2
               7:             TypePointer Input 6(fvec2)
 8(in_TexCoord0):      7(ptr) Variable Input
               9:             TypeVector 1(float) 4
              10:             TypePointer Output 9(fvec4)
   11(out_color):     10(ptr) Variable Output
              12:             TypeVoid
              13:             TypeFunction 12
              16:    1(float) Constant 0
              17:    1(float) Constant 1065353216
              18:    9(fvec4) ConstantComposite 16 16 17 17
     14(main_fs):          12 Function None 13
              15:             Label
                              Store 11(out_color) 18
                              Return
                              FunctionEnd

[19:14:15.932] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:15.937] |E| [renderer::load_fragment_shader]:  Missing fragment shader 05153121c44011fdbc4a1c14a7f1aedb4eb6d9e1d42309ed429a9e4e2652dd9e
[19:14:15.937] |D| [gxp::log_parameter]:  Uniform: name:colorTransform semantic:NONE type:1 component_count:4 container_index:0xE
[19:14:15.938] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:15.942] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 22

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 17  "main_fs" 12 14
                              ExecutionMode 17 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "colorTransform"
                              Name 9  "tex"
                              Name 12  "in_TexCoord0"
                              Name 14  "out_color"
                              Name 17  "main_fs"
                              Decorate 14(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypeMatrix 2(fvec4) 4
               4:             TypePointer UniformConstant 3
5(colorTransform):      4(ptr) Variable UniformConstant
               6:             TypeImage 1(float) 2D sampled format:Unknown
               7:             TypeSampledImage 6
               8:             TypePointer UniformConstant 7
          9(tex):      8(ptr) Variable UniformConstant
              10:             TypeVector 1(float) 2
              11:             TypePointer Input 10(fvec2)
12(in_TexCoord0):     11(ptr) Variable Input
              13:             TypePointer Output 2(fvec4)
   14(out_color):     13(ptr) Variable Output
              15:             TypeVoid
              16:             TypeFunction 15
              19:    1(float) Constant 0
              20:    1(float) Constant 1065353216
              21:    2(fvec4) ConstantComposite 19 19 20 20
     17(main_fs):          15 Function None 16
              18:             Label
                              Store 14(out_color) 21
                              Return
                              FunctionEnd

[19:14:15.943] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform mat4 colorTransform;
uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:15.947] |E| [renderer::load_vertex_shader]:  Missing vertex shader f8aa3bc20d12355396661ac229d291263e8bfc006f9d3da32da76d0d394783a9
[19:14:15.948] |D| [gxp::log_parameter]:  Vertex attribute: name:aTexCoord semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[19:14:15.949] |D| [gxp::log_parameter]:  Vertex attribute: name:aColor1 semantic:COLOR type:0 component_count:4 container_index:0x0
[19:14:15.949] |D| [gxp::log_parameter]:  Vertex attribute: name:aColor2 semantic:UNKNOWN type:0 component_count:4 container_index:0x0
[19:14:15.953] |D| [gxp::log_parameter]:  Vertex attribute: name:aPosition semantic:POSITION type:0 component_count:4 container_index:0x0
[19:14:15.954] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 19

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 17  "main_vs" 4 5 6 7 9 10 11 14
                              SourceExtension  "gxp"
                              Name 4  "aTexCoord"
                              Name 5  "aColor1"
                              Name 6  "aColor2"
                              Name 7  "aPosition"
                              Name 9  "out_Position"
                              Name 10  "out_Color0"
