[23:38:33.266] |I| [config::init_config]: hardware-flip: true
[23:38:36.057] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x2F000, whence: SCE_SEEK_SET
[23:38:36.058] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.060] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x30000, whence: SCE_SEEK_SET
[23:38:36.060] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.061] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x31000, whence: SCE_SEEK_SET
[23:38:36.062] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.062] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x32000, whence: SCE_SEEK_SET
[23:38:36.063] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.063] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x33000, whence: SCE_SEEK_SET
[23:38:36.064] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.064] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x34000, whence: SCE_SEEK_SET
[23:38:36.065] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.065] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x35000, whence: SCE_SEEK_SET
[23:38:36.066] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.066] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x36000, whence: SCE_SEEK_SET
[23:38:36.067] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.067] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x37000, whence: SCE_SEEK_SET
[23:38:36.068] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.069] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x38000, whence: SCE_SEEK_SET
[23:38:36.070] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.070] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x39000, whence: SCE_SEEK_SET
[23:38:36.071] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.071] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x3A000, whence: SCE_SEEK_SET
[23:38:36.072] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.072] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x3B000, whence: SCE_SEEK_SET
[23:38:36.073] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.073] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x3C000, whence: SCE_SEEK_SET
[23:38:36.073] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.074] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x3D000, whence: SCE_SEEK_SET
[23:38:36.075] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x3
[23:38:36.075] |T| [seek_file]: sceIoLseek: Seeking fd: 0x3, offset: 0x3E000, whence: SCE_SEEK_SET
[23:38:36.076] |T| [read_file]: sceIoRead: Reading 3137 bytes of fd 0x3
[23:38:36.076] |T| [close_file]: sceIoClose: Closing file fd: 0x3
[23:38:36.143] |T| [stat_file]: sceIoGetstat: Statting file: app0:/USRDIR0/dual_mes.png (ux0:/app/PCSG00411/USRDIR0/dual_mes.png)
[23:38:36.145] |T| [stat_file]: sceIoGetstat: Statting file: app0:/USRDIR0/dual_mes.png (ux0:/app/PCSG00411/USRDIR0/dual_mes.png)
[23:38:36.147] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR0/dual_mes.png
[23:38:36.147] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR0/dual_mes.png (ux0:/app/PCSG00411/USRDIR0/dual_mes.png), fd: 0x4
[23:38:36.148] |T| [seek_file]: sceIoLseek: Seeking fd: 0x4, offset: 0x0, whence: SCE_SEEK_SET
[23:38:36.149] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x4
[23:38:36.149] |T| [seek_file]: sceIoLseek: Seeking fd: 0x4, offset: 0x1000, whence: SCE_SEEK_SET
[23:38:36.150] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x4
[23:38:36.150] |T| [seek_file]: sceIoLseek: Seeking fd: 0x4, offset: 0x2000, whence: SCE_SEEK_SET
[23:38:36.151] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x4
[23:38:36.151] |T| [seek_file]: sceIoLseek: Seeking fd: 0x4, offset: 0x3000, whence: SCE_SEEK_SET
[23:38:36.152] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x4
[23:38:36.152] |T| [seek_file]: sceIoLseek: Seeking fd: 0x4, offset: 0x4000, whence: SCE_SEEK_SET
[23:38:36.153] |T| [read_file]: sceIoRead: Reading 2065 bytes of fd 0x4
[23:38:36.154] |T| [close_file]: sceIoClose: Closing file fd: 0x4
[23:38:36.162] |T| [stat_file]: sceIoGetstat: Statting file: app0:/USRDIR0/dual_logo1.png (ux0:/app/PCSG00411/USRDIR0/dual_logo1.png)
[23:38:36.164] |T| [stat_file]: sceIoGetstat: Statting file: app0:/USRDIR0/dual_logo1.png (ux0:/app/PCSG00411/USRDIR0/dual_logo1.png)
[23:38:36.166] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR0/dual_logo1.png
[23:38:36.166] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR0/dual_logo1.png (ux0:/app/PCSG00411/USRDIR0/dual_logo1.png), fd: 0x5
[23:38:36.167] |T| [seek_file]: sceIoLseek: Seeking fd: 0x5, offset: 0x0, whence: SCE_SEEK_SET
[23:38:36.167] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x5
[23:38:36.168] |T| [seek_file]: sceIoLseek: Seeking fd: 0x5, offset: 0x1000, whence: SCE_SEEK_SET
[23:38:36.168] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x5
[23:38:36.169] |T| [seek_file]: sceIoLseek: Seeking fd: 0x5, offset: 0x2000, whence: SCE_SEEK_SET
[23:38:36.169] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x5
[23:38:36.170] |T| [seek_file]: sceIoLseek: Seeking fd: 0x5, offset: 0x3000, whence: SCE_SEEK_SET
[23:38:36.170] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x5
[23:38:36.171] |T| [seek_file]: sceIoLseek: Seeking fd: 0x5, offset: 0x4000, whence: SCE_SEEK_SET
[23:38:36.171] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x5
[23:38:36.172] |T| [seek_file]: sceIoLseek: Seeking fd: 0x5, offset: 0x5000, whence: SCE_SEEK_SET
[23:38:36.173] |T| [read_file]: sceIoRead: Reading 3770 bytes of fd 0x5
[23:38:36.174] |T| [close_file]: sceIoClose: Closing file fd: 0x5
[23:38:36.181] |T| [stat_file]: sceIoGetstat: Statting file: app0:/USRDIR0/dual_logo2.png (ux0:/app/PCSG00411/USRDIR0/dual_logo2.png)
[23:38:36.183] |T| [stat_file]: sceIoGetstat: Statting file: app0:/USRDIR0/dual_logo2.png (ux0:/app/PCSG00411/USRDIR0/dual_logo2.png)
[23:38:36.185] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR0/dual_logo2.png
[23:38:36.185] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR0/dual_logo2.png (ux0:/app/PCSG00411/USRDIR0/dual_logo2.png), fd: 0x6
[23:38:36.186] |T| [seek_file]: sceIoLseek: Seeking fd: 0x6, offset: 0x0, whence: SCE_SEEK_SET
[23:38:36.187] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x6
[23:38:36.187] |T| [seek_file]: sceIoLseek: Seeking fd: 0x6, offset: 0x1000, whence: SCE_SEEK_SET
[23:38:36.188] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x6
[23:38:36.188] |T| [seek_file]: sceIoLseek: Seeking fd: 0x6, offset: 0x2000, whence: SCE_SEEK_SET
[23:38:36.189] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x6
[23:38:36.189] |T| [seek_file]: sceIoLseek: Seeking fd: 0x6, offset: 0x3000, whence: SCE_SEEK_SET
[23:38:36.190] |T| [read_file]: sceIoRead: Reading 3710 bytes of fd 0x6
[23:38:36.190] |T| [close_file]: sceIoClose: Closing file fd: 0x6
[23:38:36.196] |T| [stat_file]: sceIoGetstat: Statting file: app0:/USRDIR0/dual_game1.png (ux0:/app/PCSG00411/USRDIR0/dual_game1.png)
[23:38:36.197] |T| [stat_file]: sceIoGetstat: Statting file: app0:/USRDIR0/dual_game1.png (ux0:/app/PCSG00411/USRDIR0/dual_game1.png)
[23:38:36.198] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR0/dual_game1.png
[23:38:36.199] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR0/dual_game1.png (ux0:/app/PCSG00411/USRDIR0/dual_game1.png), fd: 0x7
[23:38:36.200] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x0, whence: SCE_SEEK_SET
[23:38:36.200] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x7
[23:38:36.201] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x1000, whence: SCE_SEEK_SET
[23:38:36.201] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x7
[23:38:36.203] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x2000, whence: SCE_SEEK_SET
[23:38:36.203] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x7
[23:38:36.204] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x3000, whence: SCE_SEEK_SET
[23:38:36.205] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x7
[23:38:36.205] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x4000, whence: SCE_SEEK_SET
[23:38:36.206] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x7
[23:38:36.206] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x5000, whence: SCE_SEEK_SET
[23:38:36.207] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x7
[23:38:36.207] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x6000, whence: SCE_SEEK_SET
[23:38:36.208] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x7
[23:38:36.209] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x7000, whence: SCE_SEEK_SET
[23:38:36.209] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x7
[23:38:36.209] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x8000, whence: SCE_SEEK_SET
[23:38:36.210] |T| [read_file]: sceIoRead: Reading 4096 bytes of fd 0x7
