[21:54:10.698] |I| [config::init]:  input-vpk-path: games\PCSG00699_GalGunDoublePeace_JP.zip
[21:54:15.389] |T| [stat_file]:  sceIoGetstat: Statting file app0:mai_moe/load_type.mai (ux0:/app/PCSG00699/mai_moe/load_type.mai)
[21:54:15.389] |I| [export_sceIoOpen]:  Opening file: app0:mai_moe/load_type.mai
[21:54:15.390] |T| [open_file]:  sceIoOpen: Opening file app0:mai_moe/load_type.mai (ux0:/app/PCSG00699/mai_moe/load_type.mai)
[21:54:15.390] |T| [stat_file]:  sceIoGetstat: Statting file app0:mai_moe/load_type.mai (ux0:/app/PCSG00699/mai_moe/load_type.mai)
[21:54:15.390] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x4 at offset: 0x0, whence: SCE_SEEK_SET
[21:54:15.391] |T| [read_file]:  sceIoRead: Reading file: fd: 0x4, size: 1
[21:54:15.391] |T| [close_file]:  sceIoClose: Closing file: fd: 0x4
[21:54:15.395] |I| [export_sceKernelLoadStartModule]:  Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[21:54:15.397] |T| [open_file]:  sceKernelLoadStartModule: Opening file app0:sce_module/libfios2_m.suprx (ux0:/app/PCSG00699/sce_module/libfios2_m.suprx)
[21:54:15.397] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_END
[21:54:15.397] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_SET
[21:54:15.398] |T| [read_file]:  sceKernelLoadStartModule: Reading file: fd: 0x5, size: 257648
[21:54:15.398] |I| [load_self]:  Loading symbols for SELF: app0:sce_module/libfios2_m.suprx
[21:54:15.398] |D| [load_var_exports]:  	NID 0x936C8A78 (SYSLYB) at 0xB593244
[21:54:15.399] |D| [load_var_exports]:  	NID 0x6C2224BA (NID_MODULE_INFO) at 0xB58A878
[21:54:15.399] |W| [load_var_imports]:  	NID NOT FOUND 0x93B8AA67 (__stack_chk_guard) at 0xB58B2D4, setting to stub value 0xDEADBEEF
[21:54:15.399] |T| [close_file]:  sceKernelLoadStartModule: Closing file: fd: 0x5
[21:54:15.404] |I| [export_sceKernelLoadStartModule]:  Module mceLibFios2 (at "app0:sce_module/libfios2_m.suprx") module_start returned 0x0
[21:54:15.405] |T| [open_dir]:  sceIoDopen: Opening dir ux0:plugins (ux0:plugins)
[21:54:15.406] |W| [io_error_impl]:  open_dir (sceIoDopen) returned 0x80010002
[21:54:15.406] |T| [read_dir]:  sceIoDread: Reading dir fd: 0x80010002
[21:54:15.406] |W| [io_error_impl]:  read_dir (sceIoDread) returned 0x80010051
[21:54:15.406] |T| [close_dir]:  sceIoDclose: Closing dir fd: 0x80010002
[21:54:15.407] |W| [io_error_impl]:  close_dir (sceIoDclose) returned 0x80010051
[21:54:15.489] |I| [export_sceKernelLoadStartModule]:  Module output/testprx.elf (at "app0:mai_moe/mai.suprx") module_start returned 0x0
[21:54:15.882] |W| [unimplemented_impl]:  Unimplemented sceRtcGetCurrentClockLocalTime import called.
[21:54:15.883] |E| [ret_error_impl]:  sceRtcGetDayOfWeek returned SCE_RTC_ERROR_INVALID_MONTH (0x80251082)
[21:54:15.895] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/NGPTOC_JPN.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC_JPN.txt)
[21:54:15.896] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/NGPTOC_JPN.txt
[21:54:15.897] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/NGPTOC_JPN.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC_JPN.txt)
[21:54:15.899] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x6 at offset: 0x0, whence: SCE_SEEK_SET
[21:54:15.899] |T| [read_file]:  sceIoPread: Reading file: fd: 0x6, size: 210
[21:54:15.900] |T| [close_file]:  sceIoClose: Closing file: fd: 0x6
[21:54:15.911] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/NGPTOC.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC.txt)
[21:54:15.912] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/NGPTOC.txt
[21:54:15.913] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/NGPTOC.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC.txt)
[21:54:15.914] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x7 at offset: 0x0, whence: SCE_SEEK_SET
[21:54:15.914] |T| [read_file]:  sceIoPread: Reading file: fd: 0x7, size: 83258
[21:54:15.914] |T| [close_file]:  sceIoClose: Closing file: fd: 0x7
[21:54:16.363] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin)
[21:54:16.364] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin
[21:54:16.364] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin)
[21:54:16.365] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin)
[21:54:16.366] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin
[21:54:16.366] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin)
[21:54:16.367] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x0, whence: SCE_SEEK_SET
[21:54:16.367] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.367] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x40000, whence: SCE_SEEK_SET
[21:54:16.367] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.368] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x80000, whence: SCE_SEEK_SET
[21:54:16.368] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.368] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0xC0000, whence: SCE_SEEK_SET
[21:54:16.368] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.368] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x100000, whence: SCE_SEEK_SET
[21:54:16.369] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.369] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x140000, whence: SCE_SEEK_SET
[21:54:16.369] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.369] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x180000, whence: SCE_SEEK_SET
[21:54:16.370] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.370] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x1C0000, whence: SCE_SEEK_SET
[21:54:16.370] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.370] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x200000, whence: SCE_SEEK_SET
[21:54:16.371] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.371] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x240000, whence: SCE_SEEK_SET
[21:54:16.372] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.372] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x280000, whence: SCE_SEEK_SET
[21:54:16.372] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.373] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x2C0000, whence: SCE_SEEK_SET
[21:54:16.373] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.375] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x300000, whence: SCE_SEEK_SET
[21:54:16.375] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.375] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x340000, whence: SCE_SEEK_SET
[21:54:16.376] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.376] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x380000, whence: SCE_SEEK_SET
[21:54:16.377] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.377] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x3C0000, whence: SCE_SEEK_SET
[21:54:16.378] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.379] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x400000, whence: SCE_SEEK_SET
[21:54:16.379] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.380] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x440000, whence: SCE_SEEK_SET
[21:54:16.380] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.381] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x480000, whence: SCE_SEEK_SET
[21:54:16.383] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.383] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x4C0000, whence: SCE_SEEK_SET
[21:54:16.384] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.384] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x500000, whence: SCE_SEEK_SET
[21:54:16.385] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.386] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x540000, whence: SCE_SEEK_SET
[21:54:16.386] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.387] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x580000, whence: SCE_SEEK_SET
[21:54:16.387] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.388] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x5C0000, whence: SCE_SEEK_SET
[21:54:16.388] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.389] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x600000, whence: SCE_SEEK_SET
[21:54:16.390] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.390] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x640000, whence: SCE_SEEK_SET
[21:54:16.390] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.392] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x680000, whence: SCE_SEEK_SET
[21:54:16.392] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.393] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x6C0000, whence: SCE_SEEK_SET
[21:54:16.393] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.393] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x700000, whence: SCE_SEEK_SET
[21:54:16.394] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.395] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x740000, whence: SCE_SEEK_SET
[21:54:16.396] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 262144
[21:54:16.396] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x780000, whence: SCE_SEEK_SET
[21:54:16.396] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 5174
[21:54:16.399] |T| [close_file]:  sceIoClose: Closing file: fd: 0x9
[21:54:17.605] |T| [stat_file]:  sceIoGetstat: Statting file app0:Binaries/EpicInternal.txt (ux0:/app/PCSG00699/Binaries/EpicInternal.txt)
[21:54:17.606] |W| [io_error_impl]:  stat_file (sceIoGetstat) returned 0x80010018
[21:54:17.612] |W| [unimplemented_impl]:  Unimplemented sceNetCtlInit import called.
[21:54:17.612] |W| [stubbed_impl]:  Stubbed sceNetCtlInetGetState import called. (state = SCE_NETCTL_STATE_DISCONNECTED)
[21:54:17.613] |W| [unimplemented_impl]:  Unimplemented sceNetResolverCreate import called.
[21:54:20.220] |I| [renderer::create]:  GL_VERSION = 4.1.13399 Core Profile Context 15.200.1062.1004
[21:54:20.220] |I| [renderer::create]:  GL_SHADING_LANGUAGE_VERSION = 4.40
[21:54:20.223] |W| [stubbed_impl]:  Stubbed sceGxmGetRenderTargetMemSizes import called. (2MB host mem)
[21:54:20.228] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/Splash/NGP/Splash.tga (ux0:/app/PCSG00699/GG2Game/Splash/NGP/Splash.tga)
[21:54:20.230] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/Splash/NGP/Splash.tga
[21:54:20.230] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/Splash/NGP/Splash.tga (ux0:/app/PCSG00699/GG2Game/Splash/NGP/Splash.tga)
[21:54:20.232] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x0, whence: SCE_SEEK_SET
[21:54:20.233] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[21:54:20.233] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x40000, whence: SCE_SEEK_SET
[21:54:20.234] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[21:54:20.234] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x80000, whence: SCE_SEEK_SET
[21:54:20.234] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[21:54:20.234] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0xC0000, whence: SCE_SEEK_SET
[21:54:20.235] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[21:54:20.235] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x100000, whence: SCE_SEEK_SET
[21:54:20.235] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[21:54:20.235] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x140000, whence: SCE_SEEK_SET
[21:54:20.236] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[21:54:20.236] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x180000, whence: SCE_SEEK_SET
[21:54:20.236] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 262144
[21:54:20.236] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x1C0000, whence: SCE_SEEK_SET
[21:54:20.237] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 253996
[21:54:20.237] |T| [close_file]:  sceIoClose: Closing file: fd: 0xA
[21:54:20.265] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/GlobalShaderCache-NGP.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/GlobalShaderCache-NGP.bin)
[21:54:20.266] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/GlobalShaderCache-NGP.bin
[21:54:20.266] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/GlobalShaderCache-NGP.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/GlobalShaderCache-NGP.bin)
[21:54:20.267] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x0, whence: SCE_SEEK_SET
[21:54:20.268] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[21:54:20.287] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x40000, whence: SCE_SEEK_SET
[21:54:20.288] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[21:54:20.301] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x80000, whence: SCE_SEEK_SET
[21:54:20.301] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[21:54:20.323] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0xC0000, whence: SCE_SEEK_SET
[21:54:20.324] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[21:54:20.343] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x100000, whence: SCE_SEEK_SET
[21:54:20.343] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[21:54:20.358] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x140000, whence: SCE_SEEK_SET
[21:54:20.359] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 262144
[21:54:20.385] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xB at offset: 0x180000, whence: SCE_SEEK_SET
[21:54:20.386] |T| [read_file]:  sceIoPread: Reading file: fd: 0xB, size: 127805
[21:54:20.398] |T| [close_file]:  sceIoClose: Closing file: fd: 0xB
[21:54:20.407] |W| [unimplemented_impl]:  Unimplemented sceGxmTextureInitSwizzled import called.
[21:54:20.407] |E| [ret_error_impl]:  sceGxmTextureSetUAddrMode returned SCE_GXM_ERROR_UNSUPPORTED (0x805B0009)
[21:54:20.408] |E| [ret_error_impl]:  sceGxmTextureSetVAddrMode returned SCE_GXM_ERROR_UNSUPPORTED (0x805B0009)
[21:54:20.408] |W| [unimplemented_impl]:  Unimplemented sceGxmTextureSetMipFilter import called.
[21:54:20.416] |W| [unimplemented_impl]:  Unimplemented sceGxmTextureInitLinearStrided import called.
[21:54:21.576] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/GlobalShaderCache-PC-D3D-SM3.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/GlobalShaderCache-PC-D3D-SM3.bin)
[21:54:21.577] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/GlobalShaderCache-PC-D3D-SM3.bin
[21:54:21.578] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/GlobalShaderCache-PC-D3D-SM3.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/GlobalShaderCache-PC-D3D-SM3.bin)
[21:54:21.581] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xC at offset: 0x0, whence: SCE_SEEK_SET
[21:54:21.582] |T| [read_file]:  sceIoPread: Reading file: fd: 0xC, size: 262144
[21:54:21.812] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xC at offset: 0x40000, whence: SCE_SEEK_SET
[21:54:21.813] |T| [read_file]:  sceIoPread: Reading file: fd: 0xC, size: 262144
[21:54:21.920] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xC at offset: 0x80000, whence: SCE_SEEK_SET
[21:54:21.920] |T| [read_file]:  sceIoPread: Reading file: fd: 0xC, size: 262144
[21:54:22.009] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xC at offset: 0xC0000, whence: SCE_SEEK_SET
[21:54:22.010] |T| [read_file]:  sceIoPread: Reading file: fd: 0xC, size: 124345
[21:54:22.081] |T| [close_file]:  sceIoClose: Closing file: fd: 0xC
[21:54:22.805] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Core.xxx
[21:54:22.806] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Core.xxx (ux0:/app/PCSG00699/GG2Game/CookedNGP/Core.xxx)
[21:54:22.828] |T| [close_file]:  sceIoClose: Closing file: fd: 0xD
[21:54:22.877] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Engine.xxx
[21:54:22.877] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Engine.xxx (ux0:/app/PCSG00699/GG2Game/CookedNGP/Engine.xxx)
[21:54:22.897] |T| [close_file]:  sceIoClose: Closing file: fd: 0xE
[21:54:22.947] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Core.xxx
[21:54:22.948] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Core.xxx (ux0:/app/PCSG00699/GG2Game/CookedNGP/Core.xxx)
[21:54:22.960] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xF at offset: 0x0, whence: SCE_SEEK_SET
[21:54:22.961] |T| [read_file]:  sceIoPread: Reading file: fd: 0xF, size: 33468
[21:54:22.969] |W| [unimplemented_impl]:  Unimplemented sceKernelClearEventFlag import called.
[21:54:23.052] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/GFxUI.xxx
[21:54:23.053] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/GFxUI.xxx (ux0:/app/PCSG00699/GG2Game/CookedNGP/GFxUI.xxx)
[21:54:23.110] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/IpDrv.xxx
[21:54:23.111] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/IpDrv.xxx (ux0:/app/PCSG00699/GG2Game/CookedNGP/IpDrv.xxx)
