[15:26:25.599] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[15:26:33.084] |I| [pre_load_module]: Pre-load module SceLibc (at "sce_module/libc.suprx") loaded
[15:26:33.097] |I| [load_self]: app0:sce_module/libfios2.suprx: Skipping special segment 0x6fffff01...
[15:26:33.099] |I| [load_self]: Loaded module segment 0 @ [0x00058000 - 0x0008333C / 0x81000000] (size: 0x0002B33C) of module app0:sce_module/libfios2.suprx
[15:26:33.101] |I| [load_self]: Loaded module segment 1 @ [0x00084000 - 0x0008923D / 0x8102C000] (size: 0x0000523D) of module app0:sce_module/libfios2.suprx
[15:26:33.103] |I| [load_self]: Linking SELF app0:sce_module/libfios2.suprx...
[15:26:33.103] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x83244
[15:26:33.104] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x7a878
[15:26:33.105] |I| [pre_load_module]: Pre-load module SceLibFios2 (at "sce_module/libfios2.suprx") loaded
[15:26:33.114] |I| [load_self]: app0:sce_module/libult.suprx: Skipping special segment 0x6fffff01...
[15:26:33.115] |I| [load_self]: Loaded module segment 0 @ [0x0008A000 - 0x0009D9A4 / 0x81000000] (size: 0x000139A4) of module app0:sce_module/libult.suprx
[15:26:33.117] |I| [load_self]: Loaded module segment 1 @ [0x0009E000 - 0x0009E814 / 0x81014000] (size: 0x00000814) of module app0:sce_module/libult.suprx
[15:26:33.119] |I| [load_self]: Linking SELF app0:sce_module/libult.suprx...
[15:26:33.120] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x9c2d0
[15:26:33.120] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x99858
[15:26:33.122] |I| [pre_load_module]: Pre-load module SceUlt (at "sce_module/libult.suprx") loaded
[15:26:33.137] |I| [load_self]: Loaded module segment 0 @ [0x0009F000 - 0x000EFF04 / 0x81000000] (size: 0x00050F04) of module vs0:sys/external/libSceFt2.suprx
[15:26:33.139] |I| [load_self]: Loaded module segment 1 @ [0x000F0000 - 0x000F02F4 / 0x81051000] (size: 0x000002F4) of module vs0:sys/external/libSceFt2.suprx
[15:26:33.140] |I| [load_self]: Linking SELF vs0:sys/external/libSceFt2.suprx...
[15:26:33.142] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0xdb7dc
[15:26:33.143] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0xdaf10
[15:26:33.144] |I| [pre_load_module]: Pre-load module SceLibft2 (at "sys/external/libSceFt2.suprx") loaded
[15:26:33.149] |I| [load_self]: Loaded module segment 0 @ [0x000F1000 - 0x00100F14 / 0x81000000] (size: 0x0000FF14) of module vs0:sys/external/libpvf.suprx
[15:26:33.151] |I| [load_self]: Loaded module segment 1 @ [0x00101000 - 0x00101008 / 0x81010000] (size: 0x00000008) of module vs0:sys/external/libpvf.suprx
[15:26:33.153] |I| [load_self]: Linking SELF vs0:sys/external/libpvf.suprx...
[15:26:33.154] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0xff710
[15:26:33.155] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0xff300
[15:26:33.157] |I| [pre_load_module]: Pre-load module SceLibPvf (at "sys/external/libpvf.suprx") loaded
[15:26:33.311] |I| [load_self]: app0:eboot.bin: Skipping special segment 0x6fffff01...
[15:26:33.313] |I| [load_self]: Loaded module segment 0 @ [0x00102000 - 0x0031E698 / 0x81000000] (size: 0x0021C698) of module app0:eboot.bin
[15:26:33.315] |I| [load_self]: Loaded module segment 1 @ [0x0031F000 - 0x00DE3E20 / 0x8121D000] (size: 0x00AC4E20) of module app0:eboot.bin
[15:26:33.316] |I| [load_self]: Linking SELF app0:eboot.bin...
[15:26:33.317] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x2c7808
[15:26:33.318] |D| [load_var_exports]: 	NID 0x70fba1e7 (SCE_PROC_PARAMS) at 0x4a6878
[15:26:33.319] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x2f6458
[15:26:33.320] |I| [load_app_impl]: Main executable eboot (eboot.bin) loaded
[15:26:33.321] |I| [renderer::vulkan::PipelineCache::read_pipeline_cache]: Found pipeline cache, reading...
[15:26:33.323] |I| [renderer::vulkan::PipelineCache::read_pipeline_cache]: Pipeline cache read and loaded
[15:26:33.327] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 1/12
[15:26:33.329] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 2/12
[15:26:33.335] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 3/12
[15:26:33.351] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 4/12
[15:26:33.369] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 5/12
[15:26:33.385] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 6/12
[15:26:33.402] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 7/12
[15:26:33.418] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 8/12
[15:26:33.435] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 9/12
[15:26:33.452] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 10/12
[15:26:33.468] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 11/12
[15:26:33.485] |I| [renderer::vulkan::VKState::precompile_shader]: Program Compiled 12/12
[15:26:33.553] |D| [run_app]: Running module_start of library: SceLibc at address 0x5871
[15:26:33.654] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[15:26:33.655] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[15:26:33.655] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[15:26:33.666] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[15:26:33.670] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x58001
[15:26:33.695] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[15:26:33.698] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[15:26:33.701] |D| [run_app]: Running module_start of library: SceUlt at address 0x8d769
[15:26:33.726] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[15:26:33.728] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[15:26:33.738] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[15:26:33.790] |W| [stubbed_impl]: Stubbed _sceKernelGetThreadInfo import called. (STUB)
[15:26:33.835] |E| [call_import]: Import function for NID 0xd7f0f610 not found (thread name: PCSG00485, thread ID: 7)
[15:26:33.838] |W| [stubbed_impl]: Stubbed _sceKernelWaitSignal import called. (sceKernelWaitSignal)
[15:26:33.854] |I| [load_module]: Loading module ID: 0x13
[15:26:33.858] |I| [load_self]: sys/external/libsystemgesture.suprx: Skipping special segment 0x6fffff01...
[15:26:33.860] |I| [load_self]: Loaded module segment 0 @ [0x0D633000 - 0x0D63608C / 0x81000000] (size: 0x0000308C) of module sys/external/libsystemgesture.suprx
[15:26:33.863] |I| [load_self]: Loaded module segment 1 @ [0x0D637000 - 0x0D637BF0 / 0x81004000] (size: 0x00000BF0) of module sys/external/libsystemgesture.suprx
[15:26:33.865] |I| [load_self]: Linking SELF sys/external/libsystemgesture.suprx...
[15:26:33.866] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0xd636074
[15:26:33.867] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0xd635bd4
[15:26:33.868] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") loaded
[15:26:33.869] |D| [load_module]: Running module_start of module: SceSystemGesture
[15:26:33.870] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") module_start returned 0x0
[15:26:33.872] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x6078a08b sceSystemGestureInitializePrimitiveTouchRecognizer at 0x2c6358
[15:26:33.874] |W| [stubbed_impl]: Stubbed sceTouchGetPixelDensity2 import called. (Return constant values (22.0))
[15:26:33.875] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xc3367370 sceSystemGestureCreateTouchRecognizer at 0x2c6388
[15:26:33.878] |W| [unimplemented_impl]: Unimplemented sceMotionStartSampling import called.
[15:26:33.879] |W| [unimplemented_impl]: Unimplemented sceMotionReset import called.
[15:26:33.880] |W| [unimplemented_impl]: Unimplemented sceMotionMagnetometerOn import called.
[15:26:33.919] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[15:26:34.130] |W| [stubbed_impl]: Stubbed sceGxmGetRenderTargetMemSize import called. (2MiB emuenv mem)
[15:26:34.157] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[15:26:34.177] |W| [unimplemented_impl]: Unimplemented sceScreenShotDisable import called.
[15:26:34.179] |W| [unimplemented_impl]: Unimplemented sceGxmSetWClampEnable import called.
[15:26:34.181] |W| [unimplemented_impl]: Unimplemented sceGxmSetWClampValue import called.
[15:26:34.182] |W| [unimplemented_impl]: Unimplemented sceGxmSetWBufferEnable import called.
[15:26:34.252] |E| [logging::ret_error_impl]: sceSysmoduleIsLoaded returned SCE_SYSMODULE_ERROR_UNLOADED (0x805a1001)
[15:26:34.255] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 7, using passthrough.
[15:26:34.398] |T| [export_sceNgsPatchCreateRouting]: Patching 0xB4FE960:0:0 to 0xB503860:0
[15:26:34.640] |I| [float_to_half_init]: AVX+F16C instruction set is supported. Using fast f32 to f16 conversion
[15:26:34.644] |I| [export_sceIoOpen]: Opening file: app0:data/SYSTEM.cpk
[15:26:34.645] |T| [open_file]: sceIoOpen: Opening file app0:data/SYSTEM.cpk (ux0:/app/PCSG00485/data/SYSTEM.cpk), fd: 0x3
[15:26:34.667] |W| [unimplemented_impl]: Unimplemented sceCommonDialogUpdate import called.
[15:26:34.675] |T| [close_file]: sceIoClose: Closing file fd: 0x3
[15:26:34.676] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xdf4c665a sceSystemGestureUpdatePrimitiveTouchRecognizer at 0x2c6398
[15:26:34.680] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x851fb144 sceSystemGestureUpdateTouchRecognizer at 0x2c6378
[15:26:34.686] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x13ad2218 sceSystemGestureGetTouchEventsCount at 0x2c6338
[15:26:34.689] |W| [unimplemented_impl]: Unimplemented sceMotionGetState import called.
[15:26:34.694] |I| [export_sceIoOpen]: Opening file: app0:data/SYSTEM.cpk
[15:26:34.695] |T| [open_file]: sceIoOpen: Opening file app0:data/SYSTEM.cpk (ux0:/app/PCSG00485/data/SYSTEM.cpk), fd: 0x4
[15:26:34.726] |I| [export_sceIoOpen]: Opening file: app0:data/GAME.cpk
[15:26:34.731] |T| [open_file]: sceIoOpen: Opening file app0:data/GAME.cpk (ux0:/app/PCSG00485/data/GAME.cpk), fd: 0x5
[15:26:34.733] |T| [close_file]: sceIoClose: Closing file fd: 0x5
[15:26:34.744] |I| [export_sceIoOpen]: Opening file: app0:data/GAME.cpk
[15:26:34.745] |T| [open_file]: sceIoOpen: Opening file app0:data/GAME.cpk (ux0:/app/PCSG00485/data/GAME.cpk), fd: 0x6
[15:26:34.766] |I| [export_sceIoOpen]: Opening file: app0:data/MOVIE.cpk
[15:26:34.768] |T| [open_file]: sceIoOpen: Opening file app0:data/MOVIE.cpk (ux0:/app/PCSG00485/data/MOVIE.cpk), fd: 0x7
[15:26:34.771] |T| [close_file]: sceIoClose: Closing file fd: 0x7
[15:26:34.782] |I| [export_sceIoOpen]: Opening file: app0:data/MOVIE.cpk
[15:26:34.783] |T| [open_file]: sceIoOpen: Opening file app0:data/MOVIE.cpk (ux0:/app/PCSG00485/data/MOVIE.cpk), fd: 0x8
[15:26:34.804] |I| [export_sceIoOpen]: Opening file: app0:data/SOUND.cpk
[15:26:34.806] |T| [open_file]: sceIoOpen: Opening file app0:data/SOUND.cpk (ux0:/app/PCSG00485/data/SOUND.cpk), fd: 0x9
[15:26:34.810] |T| [close_file]: sceIoClose: Closing file fd: 0x9
[15:26:34.821] |I| [export_sceIoOpen]: Opening file: app0:data/SOUND.cpk
[15:26:34.823] |T| [open_file]: sceIoOpen: Opening file app0:data/SOUND.cpk (ux0:/app/PCSG00485/data/SOUND.cpk), fd: 0xa
[15:26:35.106] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR07655_00/TROPHY.TRP (ux0:/app/PCSG00485/sce_sys/trophy/NPWR07655_00/TROPHY.TRP), fd: 0xb
[15:26:35.109] |T| [open_file]: create_trophy_context: Opening file ux0:/user/00/trophy/data/NPWR07655_00/TROPUSR.DAT (ux0:/user/00/trophy/data/NPWR07655_00/TROPUSR.DAT), fd: 0xc
[15:26:35.111] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROPCONF.SFM (ux0:/user/00/trophy/conf/NPWR07655_00/TROPCONF.SFM), fd: 0xd
[15:26:35.114] |T| [write_file]: install_trophy_context: Writing to fd: 0xd, size: 2176
[15:26:35.115] |T| [close_file]: install_trophy_context: Closing file fd: 0xd
[15:26:35.117] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP.SFM (ux0:/user/00/trophy/conf/NPWR07655_00/TROP.SFM), fd: 0xe
[15:26:35.119] |T| [write_file]: install_trophy_context: Writing to fd: 0xe, size: 5542
[15:26:35.120] |T| [close_file]: install_trophy_context: Closing file fd: 0xe
[15:26:35.123] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/ICON0.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/ICON0.PNG), fd: 0xf
[15:26:35.125] |T| [write_file]: install_trophy_context: Writing to fd: 0xf, size: 93293
[15:26:35.126] |T| [close_file]: install_trophy_context: Closing file fd: 0xf
[15:26:35.128] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP000.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP000.PNG), fd: 0x10
[15:26:35.130] |T| [write_file]: install_trophy_context: Writing to fd: 0x10, size: 112249
[15:26:35.131] |T| [close_file]: install_trophy_context: Closing file fd: 0x10
[15:26:35.133] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP001.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP001.PNG), fd: 0x11
[15:26:35.135] |T| [write_file]: install_trophy_context: Writing to fd: 0x11, size: 123327
[15:26:35.136] |T| [close_file]: install_trophy_context: Closing file fd: 0x11
[15:26:35.139] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP002.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP002.PNG), fd: 0x12
[15:26:35.140] |T| [write_file]: install_trophy_context: Writing to fd: 0x12, size: 95506
[15:26:35.141] |T| [close_file]: install_trophy_context: Closing file fd: 0x12
[15:26:35.143] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP003.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP003.PNG), fd: 0x13
[15:26:35.144] |T| [write_file]: install_trophy_context: Writing to fd: 0x13, size: 95743
[15:26:35.144] |T| [close_file]: install_trophy_context: Closing file fd: 0x13
[15:26:35.146] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP004.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP004.PNG), fd: 0x14
[15:26:35.147] |T| [write_file]: install_trophy_context: Writing to fd: 0x14, size: 95842
[15:26:35.148] |T| [close_file]: install_trophy_context: Closing file fd: 0x14
[15:26:35.151] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP005.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP005.PNG), fd: 0x15
[15:26:35.152] |T| [write_file]: install_trophy_context: Writing to fd: 0x15, size: 125052
[15:26:35.152] |T| [close_file]: install_trophy_context: Closing file fd: 0x15
[15:26:35.154] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP006.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP006.PNG), fd: 0x16
[15:26:35.156] |T| [write_file]: install_trophy_context: Writing to fd: 0x16, size: 118077
[15:26:35.156] |T| [close_file]: install_trophy_context: Closing file fd: 0x16
[15:26:35.158] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP007.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP007.PNG), fd: 0x17
[15:26:35.160] |T| [write_file]: install_trophy_context: Writing to fd: 0x17, size: 110645
[15:26:35.161] |T| [close_file]: install_trophy_context: Closing file fd: 0x17
[15:26:35.163] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP008.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP008.PNG), fd: 0x18
[15:26:35.164] |T| [write_file]: install_trophy_context: Writing to fd: 0x18, size: 119985
[15:26:35.165] |T| [close_file]: install_trophy_context: Closing file fd: 0x18
[15:26:35.167] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP009.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP009.PNG), fd: 0x19
[15:26:35.168] |T| [write_file]: install_trophy_context: Writing to fd: 0x19, size: 122251
[15:26:35.169] |T| [close_file]: install_trophy_context: Closing file fd: 0x19
[15:26:35.170] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP010.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP010.PNG), fd: 0x1a
[15:26:35.171] |T| [write_file]: install_trophy_context: Writing to fd: 0x1a, size: 125645
[15:26:35.172] |T| [close_file]: install_trophy_context: Closing file fd: 0x1a
[15:26:35.174] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP011.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP011.PNG), fd: 0x1b
[15:26:35.175] |T| [write_file]: install_trophy_context: Writing to fd: 0x1b, size: 125834
[15:26:35.176] |T| [close_file]: install_trophy_context: Closing file fd: 0x1b
[15:26:35.178] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP012.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP012.PNG), fd: 0x1c
[15:26:35.179] |T| [write_file]: install_trophy_context: Writing to fd: 0x1c, size: 113558
[15:26:35.180] |T| [close_file]: install_trophy_context: Closing file fd: 0x1c
[15:26:35.181] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP013.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP013.PNG), fd: 0x1d
[15:26:35.182] |T| [write_file]: install_trophy_context: Writing to fd: 0x1d, size: 113292
[15:26:35.183] |T| [close_file]: install_trophy_context: Closing file fd: 0x1d
[15:26:35.185] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP014.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP014.PNG), fd: 0x1e
[15:26:35.186] |T| [write_file]: install_trophy_context: Writing to fd: 0x1e, size: 110894
[15:26:35.187] |T| [close_file]: install_trophy_context: Closing file fd: 0x1e
[15:26:35.189] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP015.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP015.PNG), fd: 0x1f
[15:26:35.190] |T| [write_file]: install_trophy_context: Writing to fd: 0x1f, size: 115293
[15:26:35.191] |T| [close_file]: install_trophy_context: Closing file fd: 0x1f
[15:26:35.192] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP016.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP016.PNG), fd: 0x20
[15:26:35.194] |T| [write_file]: install_trophy_context: Writing to fd: 0x20, size: 94522
[15:26:35.195] |T| [close_file]: install_trophy_context: Closing file fd: 0x20
[15:26:35.199] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP017.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP017.PNG), fd: 0x21
[15:26:35.200] |T| [write_file]: install_trophy_context: Writing to fd: 0x21, size: 110102
[15:26:35.201] |T| [close_file]: install_trophy_context: Closing file fd: 0x21
[15:26:35.203] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP018.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP018.PNG), fd: 0x22
[15:26:35.204] |T| [write_file]: install_trophy_context: Writing to fd: 0x22, size: 100989
[15:26:35.205] |T| [close_file]: install_trophy_context: Closing file fd: 0x22
[15:26:35.207] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP019.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP019.PNG), fd: 0x23
[15:26:35.208] |T| [write_file]: install_trophy_context: Writing to fd: 0x23, size: 132133
[15:26:35.209] |T| [close_file]: install_trophy_context: Closing file fd: 0x23
[15:26:35.213] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP020.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP020.PNG), fd: 0x24
[15:26:35.215] |T| [write_file]: install_trophy_context: Writing to fd: 0x24, size: 132289
[15:26:35.216] |T| [close_file]: install_trophy_context: Closing file fd: 0x24
[15:26:35.219] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP021.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP021.PNG), fd: 0x25
[15:26:35.220] |T| [write_file]: install_trophy_context: Writing to fd: 0x25, size: 146258
[15:26:35.221] |T| [close_file]: install_trophy_context: Closing file fd: 0x25
[15:26:35.223] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP022.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP022.PNG), fd: 0x26
[15:26:35.224] |T| [write_file]: install_trophy_context: Writing to fd: 0x26, size: 145510
[15:26:35.225] |T| [close_file]: install_trophy_context: Closing file fd: 0x26
[15:26:35.227] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP023.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP023.PNG), fd: 0x27
[15:26:35.228] |T| [write_file]: install_trophy_context: Writing to fd: 0x27, size: 128876
[15:26:35.229] |T| [close_file]: install_trophy_context: Closing file fd: 0x27
[15:26:35.232] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP024.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP024.PNG), fd: 0x28
[15:26:35.233] |T| [write_file]: install_trophy_context: Writing to fd: 0x28, size: 91100
[15:26:35.233] |T| [close_file]: install_trophy_context: Closing file fd: 0x28
[15:26:35.235] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP025.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP025.PNG), fd: 0x29
[15:26:35.236] |T| [write_file]: install_trophy_context: Writing to fd: 0x29, size: 129706
[15:26:35.237] |T| [close_file]: install_trophy_context: Closing file fd: 0x29
[15:26:35.239] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP026.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP026.PNG), fd: 0x2a
[15:26:35.240] |T| [write_file]: install_trophy_context: Writing to fd: 0x2a, size: 124414
[15:26:35.241] |T| [close_file]: install_trophy_context: Closing file fd: 0x2a
[15:26:35.243] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR07655_00/TROP027.PNG (ux0:/user/00/trophy/conf/NPWR07655_00/TROP027.PNG), fd: 0x2b
