[08:25:18.756] |I| [config::init_config]: input-vpk-path: games\PCSE00881_GalGunDoublePeace_US.zip
[08:25:21.807] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x3C4F8
[08:25:21.808] |W| [load_var_imports]: 	NID NOT FOUND 0x93B8AA67 (__stack_chk_guard) at 0x40520, setting to stub value 0xDEADBEEF
[08:25:21.808] |W| [load_var_imports]: 	NID NOT FOUND 0xDF084DFA (UNRECOGNISED) at 0x420A4, setting to stub value 0xDEADBEEF
[08:25:21.808] |I| [load_app_impl]: Pre-load module SceLibc (at "sce_module/libc.suprx") loaded
[08:25:21.836] |I| [load_self]: Loaded module segment 0 @ [0x00056000 - 0x0008133C] (size: 0x0002B33C) of module app0:sce_module/libfios2.suprx
[08:25:21.837] |I| [load_self]: Loaded module segment 1 @ [0x00082000 - 0x0008723D] (size: 0x0000523D) of module app0:sce_module/libfios2.suprx
[08:25:21.837] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libfios2.suprx
[08:25:21.838] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x81244
[08:25:21.838] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x78878
[08:25:21.838] |I| [load_app_impl]: Pre-load module SceLibFios2 (at "sce_module/libfios2.suprx") loaded
[08:25:21.863] |I| [load_self]: Loaded module segment 0 @ [0x00088000 - 0x0009B9A4] (size: 0x000139A4) of module app0:sce_module/libult.suprx
[08:25:21.864] |I| [load_self]: Loaded module segment 1 @ [0x0009C000 - 0x0009C814] (size: 0x00000814) of module app0:sce_module/libult.suprx
[08:25:21.864] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libult.suprx
[08:25:21.865] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x9A2D0
[08:25:21.865] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x97858
[08:25:21.865] |W| [load_var_imports]: 	NID NOT FOUND 0x936A5F31 (_pLibPerfCaptureFlagPtr) at 0x980A4, setting to stub value 0xDEADBEEF
[08:25:21.865] |I| [load_app_impl]: Pre-load module SceUlt (at "sce_module/libult.suprx") loaded
[08:25:22.717] |I| [load_self]: Loaded module segment 0 @ [0x82B000F0 - 0x83FD3020] (size: 0x014D2F30) of module app0:eboot.bin
[08:25:22.717] |I| [load_self]: Loaded module segment 1 @ [0x840004C0 - 0x84114D44] (size: 0x00114884) of module app0:eboot.bin
[08:25:22.718] |I| [load_self]: Loading symbols for SELF: app0:eboot.bin
[08:25:22.718] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x83D0E274
[08:25:22.718] |D| [load_var_exports]: 	NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0x8403D604
[08:25:22.718] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x83E81838
[08:25:22.720] |I| [load_app_impl]: Main executable GG2GAME_NGP_SHIPPING (eboot.bin) loaded
[08:25:22.726] |D| [run_app]: Running module_start of library: SceLibc at address 0x1871
[08:25:22.804] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[08:25:22.805] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[08:25:22.805] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[08:25:22.812] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[08:25:22.813] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x56001
[08:25:22.818] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[08:25:22.819] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayGetList02 import called.
[08:25:22.819] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[08:25:22.820] |D| [run_app]: Running module_start of library: SceUlt at address 0x8B769
[08:25:22.824] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[08:25:22.825] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[08:25:22.847] |T| [open_file]: sceKernelLoadStartModule: Opening file app0:mai_moe/mai.suprx (ux0:/app/PCSE00881/mai_moe/mai.suprx), fd: 0x3
[08:25:22.847] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x3, offset: 0x0, whence: SCE_SEEK_END
[08:25:22.848] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x3, offset: 0x0, whence: SCE_SEEK_SET
[08:25:22.869] |T| [read_file]: sceKernelLoadStartModule: Reading 87866 bytes of fd 0x3
[08:25:22.870] |I| [load_self]: Loaded module segment 0 @ [0x0A0E0000 - 0x0A0E2C24] (size: 0x00002C24) of module app0:mai_moe/mai.suprx
[08:25:22.871] |I| [load_self]: Loaded module segment 1 @ [0x0A0E3000 - 0x0A0E482C] (size: 0x0000182C) of module app0:mai_moe/mai.suprx
[08:25:22.871] |I| [load_self]: Loading symbols for SELF: app0:mai_moe/mai.suprx
[08:25:22.871] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0xA0E27E4
[08:25:22.872] |D| [load_var_exports]: 	NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0xA0E2840
[08:25:22.872] |T| [close_file]: sceKernelLoadStartModule: Closing file fd: 0x3
[08:25:22.897] |T| [stat_file]: sceIoGetstat: Statting file: app0:mai_moe/load_type.mai (ux0:/app/PCSE00881/mai_moe/load_type.mai)
[08:25:22.898] |I| [export_sceIoOpen]: Opening file: app0:mai_moe/load_type.mai
[08:25:22.899] |T| [open_file]: sceIoOpen: Opening file app0:mai_moe/load_type.mai (ux0:/app/PCSE00881/mai_moe/load_type.mai), fd: 0x4
[08:25:22.899] |T| [stat_file]: sceIoGetstat: Statting file: app0:mai_moe/load_type.mai (ux0:/app/PCSE00881/mai_moe/load_type.mai)
[08:25:22.900] |T| [seek_file]: sceIoLseek: Seeking fd: 0x4, offset: 0x0, whence: SCE_SEEK_SET
[08:25:22.900] |T| [read_file]: sceIoRead: Reading 1 bytes of fd 0x4
[08:25:22.900] |T| [close_file]: sceIoClose: Closing file fd: 0x4
[08:25:22.905] |I| [export_sceKernelLoadStartModule]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[08:25:22.906] |T| [open_file]: sceKernelLoadStartModule: Opening file app0:sce_module/libfios2_m.suprx (ux0:/app/PCSE00881/sce_module/libfios2_m.suprx), fd: 0x5
[08:25:22.907] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x5, offset: 0x0, whence: SCE_SEEK_END
[08:25:22.907] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x5, offset: 0x0, whence: SCE_SEEK_SET
[08:25:22.933] |T| [read_file]: sceKernelLoadStartModule: Reading 257648 bytes of fd 0x5
[08:25:22.934] |I| [load_self]: Loaded module segment 0 @ [0x0A165000 - 0x0A19033C] (size: 0x0002B33C) of module app0:sce_module/libfios2_m.suprx
[08:25:22.935] |I| [load_self]: Loaded module segment 1 @ [0x0A191000 - 0x0A19623D] (size: 0x0000523D) of module app0:sce_module/libfios2_m.suprx
[08:25:22.935] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libfios2_m.suprx
[08:25:22.935] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0xA190244
[08:25:22.936] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0xA187878
[08:25:22.936] |T| [close_file]: sceKernelLoadStartModule: Closing file fd: 0x5
[08:25:22.941] |I| [export_sceKernelLoadStartModule]: Module mceLibFios2 (at "app0:sce_module/libfios2_m.suprx") module_start returned 0x0
[08:25:22.942] |W| [io_error_impl]: open_dir (sceIoDopen) returned 0x80010002
[08:25:22.942] |W| [io_error_impl]: read_dir (sceIoDread) returned 0x80010051
[08:25:22.943] |W| [io_error_impl]: close_dir (sceIoDclose) returned 0x80010018
[08:25:22.996] |I| [export_sceKernelLoadStartModule]: Module output/testprx.elf (at "app0:mai_moe/mai.suprx") module_start returned 0x0
[08:25:23.414] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/NGPTOC_JPN.txt (ux0:/app/PCSE00881/GG2Game/NGPTOC_JPN.txt)
[08:25:23.415] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/NGPTOC_JPN.txt
[08:25:23.416] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/NGPTOC_JPN.txt (ux0:/app/PCSE00881/GG2Game/NGPTOC_JPN.txt), fd: 0x6
[08:25:23.418] |T| [seek_file]: sceIoPread: Seeking fd: 0x6, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.418] |T| [read_file]: sceIoPread: Reading 211 bytes of fd 0x6
[08:25:23.418] |T| [seek_file]: sceIoPread: Seeking fd: 0x6, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.419] |T| [close_file]: sceIoClose: Closing file fd: 0x6
[08:25:23.430] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/NGPTOC.txt (ux0:/app/PCSE00881/GG2Game/NGPTOC.txt)
[08:25:23.431] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/NGPTOC.txt
[08:25:23.432] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/NGPTOC.txt (ux0:/app/PCSE00881/GG2Game/NGPTOC.txt), fd: 0x7
[08:25:23.433] |T| [seek_file]: sceIoPread: Seeking fd: 0x7, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.446] |T| [read_file]: sceIoPread: Reading 82082 bytes of fd 0x7
[08:25:23.447] |T| [seek_file]: sceIoPread: Seeking fd: 0x7, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.447] |T| [close_file]: sceIoClose: Closing file fd: 0x7
[08:25:23.932] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSE00881/GG2Game/CookedNGP/Coalesced_JPN.bin)
[08:25:23.933] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin
[08:25:23.934] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSE00881/GG2Game/CookedNGP/Coalesced_JPN.bin), fd: 0x8
[08:25:23.935] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSE00881/GG2Game/CookedNGP/Coalesced_JPN.bin)
[08:25:23.935] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin
[08:25:23.936] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSE00881/GG2Game/CookedNGP/Coalesced_JPN.bin), fd: 0x9
[08:25:23.936] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.956] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.957] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.957] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x40000, whence: SCE_SEEK_SET
[08:25:23.958] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.958] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.958] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x80000, whence: SCE_SEEK_SET
[08:25:23.960] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.960] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.960] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0xC0000, whence: SCE_SEEK_SET
[08:25:23.965] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.965] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.966] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x100000, whence: SCE_SEEK_SET
[08:25:23.966] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.967] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.967] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x140000, whence: SCE_SEEK_SET
[08:25:23.969] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.969] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.969] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x180000, whence: SCE_SEEK_SET
[08:25:23.970] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.970] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.970] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x1C0000, whence: SCE_SEEK_SET
[08:25:23.972] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.972] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.972] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x200000, whence: SCE_SEEK_SET
[08:25:23.974] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.974] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.974] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x240000, whence: SCE_SEEK_SET
[08:25:23.978] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.979] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.979] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x280000, whence: SCE_SEEK_SET
[08:25:23.979] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.980] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.980] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x2C0000, whence: SCE_SEEK_SET
[08:25:23.983] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.984] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.984] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x300000, whence: SCE_SEEK_SET
[08:25:23.984] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.984] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.985] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x340000, whence: SCE_SEEK_SET
[08:25:23.987] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.988] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.988] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x380000, whence: SCE_SEEK_SET
[08:25:23.988] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.988] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.988] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x3C0000, whence: SCE_SEEK_SET
[08:25:23.990] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.991] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.991] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x400000, whence: SCE_SEEK_SET
[08:25:23.992] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.993] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.993] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x440000, whence: SCE_SEEK_SET
[08:25:23.997] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.997] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.998] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x480000, whence: SCE_SEEK_SET
[08:25:23.998] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:23.998] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:23.998] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x4C0000, whence: SCE_SEEK_SET
[08:25:24.002] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.002] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.003] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x500000, whence: SCE_SEEK_SET
[08:25:24.003] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.003] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.004] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x540000, whence: SCE_SEEK_SET
[08:25:24.006] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.006] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.006] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x580000, whence: SCE_SEEK_SET
[08:25:24.006] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.007] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.007] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x5C0000, whence: SCE_SEEK_SET
[08:25:24.009] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.009] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.009] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x600000, whence: SCE_SEEK_SET
[08:25:24.011] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.011] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.011] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x640000, whence: SCE_SEEK_SET
[08:25:24.015] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.015] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.016] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x680000, whence: SCE_SEEK_SET
[08:25:24.016] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.016] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.016] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x6C0000, whence: SCE_SEEK_SET
[08:25:24.020] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.020] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.021] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x700000, whence: SCE_SEEK_SET
[08:25:24.021] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.022] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.022] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x740000, whence: SCE_SEEK_SET
[08:25:24.024] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.024] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.025] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x780000, whence: SCE_SEEK_SET
[08:25:24.025] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.025] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.025] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x7C0000, whence: SCE_SEEK_SET
[08:25:24.027] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.027] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.028] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x800000, whence: SCE_SEEK_SET
[08:25:24.029] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.029] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.030] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x840000, whence: SCE_SEEK_SET
[08:25:24.033] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.034] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.034] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x880000, whence: SCE_SEEK_SET
[08:25:24.034] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.035] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.035] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x8C0000, whence: SCE_SEEK_SET
[08:25:24.038] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.039] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.039] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x900000, whence: SCE_SEEK_SET
[08:25:24.039] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.040] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.040] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x940000, whence: SCE_SEEK_SET
[08:25:24.043] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.043] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.043] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x980000, whence: SCE_SEEK_SET
[08:25:24.043] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.044] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.044] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x9C0000, whence: SCE_SEEK_SET
[08:25:24.046] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.046] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.046] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0xA00000, whence: SCE_SEEK_SET
[08:25:24.048] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.048] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.048] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0xA40000, whence: SCE_SEEK_SET
[08:25:24.052] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.052] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.053] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0xA80000, whence: SCE_SEEK_SET
[08:25:24.053] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.053] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:25:24.053] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0xAC0000, whence: SCE_SEEK_SET
[08:25:24.057] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:25:24.057] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
