[03:00:51.798] |I| [SDL_main]:  Vita3K v0.1 666-68330f2
[03:01:18.505] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 12
[03:01:18.505] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 380
[03:01:18.508] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x188, whence: SCE_SEEK_SET
[03:01:18.508] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x188, whence: SCE_SEEK_SET
[03:01:18.510] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 2040
[03:01:18.510] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 2040
[03:01:18.510] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 2040
[03:01:18.511] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 848
[03:01:18.511] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x1CC0, whence: SCE_SEEK_SET
[03:01:18.512] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 1020
[03:01:18.514] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 114632
[03:01:18.514] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 23224
[03:01:18.516] |I| [export_sceIoOpen]:  Opening file: app0:/index.lua
[03:01:18.516] |T| [open_file]:  sceIoOpen: Opening file app0:/index.lua (ux0:/app/SHC100001//index.lua)
[03:01:18.517] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x4 at offset: 0x0, whence: SCE_SEEK_END
[03:01:18.517] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x4 at offset: 0x0, whence: SCE_SEEK_SET
[03:01:18.517] |T| [read_file]:  sceIoRead: Reading file: fd: 0x4, size: 12991
[03:01:18.518] |T| [close_file]:  sceIoClose: Closing file: fd: 0x4
[03:01:18.584] |W| [unimplemented_impl]:  Unimplemented sceAudioOutSetConfig import called.
[03:01:18.584] |W| [unimplemented_impl]:  Unimplemented sceAudioOutSetVolume import called.
[03:01:18.615] |I| [export_sceIoOpen]:  Opening file: app0:/Music/Music.mp3
[03:01:18.615] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/Music.mp3 (ux0:/app/SHC100001//Music/Music.mp3)
[03:01:18.616] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/Music.mp3 (ux0:/app/SHC100001//Music/Music.mp3)
[03:01:18.617] |T| [read_file]:  sceIoRead: Reading file: fd: 0x5, size: 1024
[03:01:18.617] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.618] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/BossLaser.wav
[03:01:18.618] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/BossLaser.wav (ux0:/app/SHC100001//Music/SoundEffects/BossLaser.wav)
[03:01:18.619] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/BossLaser.wav (ux0:/app/SHC100001//Music/SoundEffects/BossLaser.wav)
[03:01:18.619] |T| [read_file]:  sceIoRead: Reading file: fd: 0x6, size: 1024
[03:01:18.619] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0x6 at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.619] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/ComeOn.wav
[03:01:18.619] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/ComeOn.wav (ux0:/app/SHC100001//Music/SoundEffects/ComeOn.wav)
[03:01:18.619] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/ComeOn.wav (ux0:/app/SHC100001//Music/SoundEffects/ComeOn.wav)
[03:01:18.620] |T| [read_file]:  sceIoRead: Reading file: fd: 0x7, size: 1024
[03:01:18.620] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0x7 at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.620] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/EnemyLaser.wav
[03:01:18.620] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/EnemyLaser.wav (ux0:/app/SHC100001//Music/SoundEffects/EnemyLaser.wav)
[03:01:18.620] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/EnemyLaser.wav (ux0:/app/SHC100001//Music/SoundEffects/EnemyLaser.wav)
[03:01:18.620] |T| [read_file]:  sceIoRead: Reading file: fd: 0x8, size: 1024
[03:01:18.621] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0x8 at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.621] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/FinalExplosion1.wav
[03:01:18.621] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/FinalExplosion1.wav (ux0:/app/SHC100001//Music/SoundEffects/FinalExplosion1.wav)
[03:01:18.621] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/FinalExplosion1.wav (ux0:/app/SHC100001//Music/SoundEffects/FinalExplosion1.wav)
[03:01:18.621] |T| [read_file]:  sceIoRead: Reading file: fd: 0x9, size: 1024
[03:01:18.621] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0x9 at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.621] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/FinalExplosion2.wav
[03:01:18.622] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/FinalExplosion2.wav (ux0:/app/SHC100001//Music/SoundEffects/FinalExplosion2.wav)
[03:01:18.622] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/FinalExplosion2.wav (ux0:/app/SHC100001//Music/SoundEffects/FinalExplosion2.wav)
[03:01:18.622] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 1024
[03:01:18.622] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0xA at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.622] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/FinalExplosion3.wav
[03:01:18.622] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/FinalExplosion3.wav (ux0:/app/SHC100001//Music/SoundEffects/FinalExplosion3.wav)
[03:01:18.623] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/FinalExplosion3.wav (ux0:/app/SHC100001//Music/SoundEffects/FinalExplosion3.wav)
[03:01:18.623] |T| [read_file]:  sceIoRead: Reading file: fd: 0xB, size: 1024
[03:01:18.623] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0xB at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.624] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/MetalHit.wav
[03:01:18.624] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/MetalHit.wav (ux0:/app/SHC100001//Music/SoundEffects/MetalHit.wav)
[03:01:18.625] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/MetalHit.wav (ux0:/app/SHC100001//Music/SoundEffects/MetalHit.wav)
[03:01:18.625] |T| [read_file]:  sceIoRead: Reading file: fd: 0xC, size: 1024
[03:01:18.625] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0xC at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.625] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/MonsterBite.wav
[03:01:18.625] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/MonsterBite.wav (ux0:/app/SHC100001//Music/SoundEffects/MonsterBite.wav)
[03:01:18.625] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/MonsterBite.wav (ux0:/app/SHC100001//Music/SoundEffects/MonsterBite.wav)
[03:01:18.626] |T| [read_file]:  sceIoRead: Reading file: fd: 0xD, size: 1024
[03:01:18.626] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0xD at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.626] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/PlayerLaser.wav
[03:01:18.626] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/PlayerLaser.wav (ux0:/app/SHC100001//Music/SoundEffects/PlayerLaser.wav)
[03:01:18.626] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/PlayerLaser.wav (ux0:/app/SHC100001//Music/SoundEffects/PlayerLaser.wav)
[03:01:18.626] |T| [read_file]:  sceIoRead: Reading file: fd: 0xE, size: 1024
[03:01:18.627] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0xE at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.627] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/Pop.wav
[03:01:18.627] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/Pop.wav (ux0:/app/SHC100001//Music/SoundEffects/Pop.wav)
[03:01:18.627] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/Pop.wav (ux0:/app/SHC100001//Music/SoundEffects/Pop.wav)
[03:01:18.627] |T| [read_file]:  sceIoRead: Reading file: fd: 0xF, size: 1024
[03:01:18.627] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0xF at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.628] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/RobotBlowUp.wav
[03:01:18.628] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/RobotBlowUp.wav (ux0:/app/SHC100001//Music/SoundEffects/RobotBlowUp.wav)
[03:01:18.628] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/RobotBlowUp.wav (ux0:/app/SHC100001//Music/SoundEffects/RobotBlowUp.wav)
[03:01:18.628] |T| [read_file]:  sceIoRead: Reading file: fd: 0x10, size: 1024
[03:01:18.628] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0x10 at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.628] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/RobotCanon.wav
[03:01:18.628] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/RobotCanon.wav (ux0:/app/SHC100001//Music/SoundEffects/RobotCanon.wav)
[03:01:18.629] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/RobotCanon.wav (ux0:/app/SHC100001//Music/SoundEffects/RobotCanon.wav)
[03:01:18.629] |T| [read_file]:  sceIoRead: Reading file: fd: 0x11, size: 1024
[03:01:18.629] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0x11 at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.629] |I| [export_sceIoOpen]:  Opening file: app0:/Music/SoundEffects/RockDestroy.wav
[03:01:18.629] |T| [open_file]:  sceIoOpen: Opening file app0:/Music/SoundEffects/RockDestroy.wav (ux0:/app/SHC100001//Music/SoundEffects/RockDestroy.wav)
[03:01:18.630] |T| [stat_file]:  sceIoGetstatByFd: Statting file app0:/Music/SoundEffects/RockDestroy.wav (ux0:/app/SHC100001//Music/SoundEffects/RockDestroy.wav)
[03:01:18.630] |T| [read_file]:  sceIoRead: Reading file: fd: 0x12, size: 1024
[03:01:18.630] |T| [seek_file]:  sceIoLseek32: Seeking file: fd: 0x12 at offset: 0x0, whence: SCE_SEEK_CUR
[03:01:18.633] |I| [export_sceIoOpen]:  Opening file: /usr/local/share/lua/5.3/app0:/scripts/player.lua
[03:01:18.633] |C| [vfs::get_device]:  Unknown device /usr/local/share/lua/5.3/app0:/scripts/player.lua used. Report this to developers!
[03:01:18.633] |T| [open_file]:  sceIoOpen: Opening file /usr/local/share/lua/5.3/app0:/scripts/player.lua (/usr/local/share/lua/5.3/app0:/scripts/player.lua)
[03:01:18.634] |E| [open_file]:  Unimplemented device /usr/local/share/lua/5.3/app0:/scripts/player.lua used
[03:01:18.634] |W| [io_error_impl]:  open_file (sceIoOpen) returned 0xFFFFFFFF
[03:01:18.635] |I| [export_sceIoOpen]:  Opening file: /usr/local/share/lua/5.3/app0:/scripts/player/init.lua
[03:01:18.635] |C| [vfs::get_device]:  Unknown device /usr/local/share/lua/5.3/app0:/scripts/player/init.lua used. Report this to developers!
[03:01:18.635] |T| [open_file]:  sceIoOpen: Opening file /usr/local/share/lua/5.3/app0:/scripts/player/init.lua (/usr/local/share/lua/5.3/app0:/scripts/player/init.lua)
[03:01:18.635] |E| [open_file]:  Unimplemented device /usr/local/share/lua/5.3/app0:/scripts/player/init.lua used
[03:01:18.635] |W| [io_error_impl]:  open_file (sceIoOpen) returned 0xFFFFFFFF
[03:01:18.635] |I| [export_sceIoOpen]:  Opening file: /usr/local/lib/lua/5.3/app0:/scripts/player.lua
[03:01:18.635] |C| [vfs::get_device]:  Unknown device /usr/local/lib/lua/5.3/app0:/scripts/player.lua used. Report this to developers!
[03:01:18.635] |T| [open_file]:  sceIoOpen: Opening file /usr/local/lib/lua/5.3/app0:/scripts/player.lua (/usr/local/lib/lua/5.3/app0:/scripts/player.lua)
[03:01:18.636] |E| [open_file]:  Unimplemented device /usr/local/lib/lua/5.3/app0:/scripts/player.lua used
[03:01:18.636] |W| [io_error_impl]:  open_file (sceIoOpen) returned 0xFFFFFFFF
[03:01:18.636] |I| [export_sceIoOpen]:  Opening file: /usr/local/lib/lua/5.3/app0:/scripts/player/init.lua
[03:01:18.636] |C| [vfs::get_device]:  Unknown device /usr/local/lib/lua/5.3/app0:/scripts/player/init.lua used. Report this to developers!
[03:01:18.636] |T| [open_file]:  sceIoOpen: Opening file /usr/local/lib/lua/5.3/app0:/scripts/player/init.lua (/usr/local/lib/lua/5.3/app0:/scripts/player/init.lua)
[03:01:18.636] |E| [open_file]:  Unimplemented device /usr/local/lib/lua/5.3/app0:/scripts/player/init.lua used
[03:01:18.636] |W| [io_error_impl]:  open_file (sceIoOpen) returned 0xFFFFFFFF
[03:01:18.636] |I| [export_sceIoOpen]:  Opening file: ./app0:/scripts/player.lua
[03:01:18.637] |C| [vfs::get_device]:  Unknown device ./app0:/scripts/player.lua used. Report this to developers!
[03:01:18.637] |T| [open_file]:  sceIoOpen: Opening file ./app0:/scripts/player.lua (./app0:/scripts/player.lua)
[03:01:18.637] |E| [open_file]:  Unimplemented device ./app0:/scripts/player.lua used
[03:01:18.637] |W| [io_error_impl]:  open_file (sceIoOpen) returned 0xFFFFFFFF
[03:01:18.637] |I| [export_sceIoOpen]:  Opening file: ./app0:/scripts/player/init.lua
[03:01:18.637] |C| [vfs::get_device]:  Unknown device ./app0:/scripts/player/init.lua used. Report this to developers!
[03:01:18.637] |T| [open_file]:  sceIoOpen: Opening file ./app0:/scripts/player/init.lua (./app0:/scripts/player/init.lua)
[03:01:18.637] |E| [open_file]:  Unimplemented device ./app0:/scripts/player/init.lua used
[03:01:18.637] |W| [io_error_impl]:  open_file (sceIoOpen) returned 0xFFFFFFFF
[03:01:18.638] |I| [export_sceIoOpen]:  Opening file: /usr/local/lib/lua/5.3/app0:/scripts/player.so
[03:01:18.638] |C| [vfs::get_device]:  Unknown device /usr/local/lib/lua/5.3/app0:/scripts/player.so used. Report this to developers!
[03:01:18.638] |T| [open_file]:  sceIoOpen: Opening file /usr/local/lib/lua/5.3/app0:/scripts/player.so (/usr/local/lib/lua/5.3/app0:/scripts/player.so)
[03:01:18.638] |E| [open_file]:  Unimplemented device /usr/local/lib/lua/5.3/app0:/scripts/player.so used
[03:01:18.638] |W| [io_error_impl]:  open_file (sceIoOpen) returned 0xFFFFFFFF
[03:01:18.639] |I| [export_sceIoOpen]:  Opening file: /usr/local/lib/lua/5.3/loadall.so
[03:01:18.639] |T| [open_file]:  sceIoOpen: Opening file /usr/local/lib/lua/5.3/loadall.so (/usr/local/lib/lua/5.3/loadall.so)
[03:01:18.639] |W| [io_error_impl]:  open_file (sceIoOpen) returned 0xFFFFFFFF
[03:01:18.639] |I| [export_sceIoOpen]:  Opening file: ./app0:/scripts/player.so
[03:01:18.639] |C| [vfs::get_device]:  Unknown device ./app0:/scripts/player.so used. Report this to developers!
[03:01:18.639] |T| [open_file]:  sceIoOpen: Opening file ./app0:/scripts/player.so (./app0:/scripts/player.so)
[03:01:18.639] |E| [open_file]:  Unimplemented device ./app0:/scripts/player.so used
[03:01:18.639] |W| [io_error_impl]:  open_file (sceIoOpen) returned 0xFFFFFFFF
[03:01:18.645] |W| [io_error_impl]:  write_file (sceIoWrite) returned 0xFFFFFFFF
[03:01:18.654] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x24BF4, whence: SCE_SEEK_SET
[03:01:18.654] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.655] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 95
[03:01:18.657] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x24BF4, whence: SCE_SEEK_SET
[03:01:18.658] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.659] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 95
[03:01:18.664] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26938, whence: SCE_SEEK_SET
[03:01:18.664] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.665] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 60
[03:01:18.668] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26938, whence: SCE_SEEK_SET
[03:01:18.668] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.669] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 60
[03:01:18.673] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x23B3C, whence: SCE_SEEK_SET
[03:01:18.673] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.674] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 4
[03:01:18.676] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x23B3C, whence: SCE_SEEK_SET
[03:01:18.677] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.678] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 4
[03:01:18.680] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x263E4, whence: SCE_SEEK_SET
[03:01:18.681] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.682] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 71
[03:01:18.685] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x263E4, whence: SCE_SEEK_SET
[03:01:18.685] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.686] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 71
[03:01:18.689] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26BE8, whence: SCE_SEEK_SET
[03:01:18.690] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.691] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 47
[03:01:18.693] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26BE8, whence: SCE_SEEK_SET
[03:01:18.694] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.695] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 47
[03:01:18.699] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x269D0, whence: SCE_SEEK_SET
[03:01:18.699] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.701] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 67
[03:01:18.703] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x269D0, whence: SCE_SEEK_SET
[03:01:18.703] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.704] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 67
[03:01:18.708] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26284, whence: SCE_SEEK_SET
[03:01:18.708] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.709] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 79
[03:01:18.712] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26284, whence: SCE_SEEK_SET
[03:01:18.712] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.713] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 79
[03:01:18.716] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26DB0, whence: SCE_SEEK_SET
[03:01:18.717] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.718] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 54
[03:01:18.720] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26DB0, whence: SCE_SEEK_SET
[03:01:18.720] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.722] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 54
[03:01:18.726] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26330, whence: SCE_SEEK_SET
[03:01:18.726] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.727] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 79
[03:01:18.730] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26330, whence: SCE_SEEK_SET
[03:01:18.730] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.731] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 79
[03:01:18.734] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x24984, whence: SCE_SEEK_SET
[03:01:18.735] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.736] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 34
[03:01:18.739] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x24984, whence: SCE_SEEK_SET
[03:01:18.739] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.740] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 34
[03:01:18.743] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x25FC8, whence: SCE_SEEK_SET
[03:01:18.744] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.745] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 50
[03:01:18.748] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x25FC8, whence: SCE_SEEK_SET
[03:01:18.748] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.750] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 50
[03:01:18.753] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26C68, whence: SCE_SEEK_SET
[03:01:18.753] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.755] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 81
[03:01:18.757] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26C68, whence: SCE_SEEK_SET
[03:01:18.758] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.759] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 81
[03:01:18.763] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26D14, whence: SCE_SEEK_SET
[03:01:18.763] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[03:01:18.765] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 70
