[02:11:56.293] |I| [config::init]: log-level: 0
[02:12:16.550] |I| [export_sceIoOpen]: Opening file: ux0:data/sdlpal/sss.mkf
[02:12:16.551] |T| [open_file]: sceIoOpen: Opening file ux0:data/sdlpal/sss.mkf (ux0:data/sdlpal/sss.mkf)
[02:12:16.551] |T| [stat_file]: sceIoGetstat: Statting file ux0:data/sdlpal/abc.mkf (ux0:data/sdlpal/abc.mkf)
[02:12:16.552] |I| [export_sceIoOpen]: Opening file: ux0:data/sdlpal/abc.mkf
[02:12:16.552] |T| [open_file]: sceIoOpen: Opening file ux0:data/sdlpal/abc.mkf (ux0:data/sdlpal/abc.mkf)
[02:12:16.552] |T| [stat_file]: sceIoGetstat: Statting file ux0:data/sdlpal/map.mkf (ux0:data/sdlpal/map.mkf)
[02:12:16.553] |I| [export_sceIoOpen]: Opening file: ux0:data/sdlpal/map.mkf
[02:12:16.553] |T| [open_file]: sceIoOpen: Opening file ux0:data/sdlpal/map.mkf (ux0:data/sdlpal/map.mkf)
[02:12:16.554] |T| [stat_file]: sceIoGetstatByFd: Statting file ux0:data/sdlpal/abc.mkf (ux0:data/sdlpal/abc.mkf)
[02:12:16.554] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0xC at offset: 0x0, whence: SCE_SEEK_CUR
[02:12:16.554] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0xC at offset: 0x0, whence: SCE_SEEK_SET
[02:12:16.555] |T| [read_file]: sceIoRead: Reading file: fd: 0xC, size: 1024
[02:12:16.556] |T| [read_file]: sceIoRead: Reading file: fd: 0xC, size: 1024
[02:12:16.556] |T| [read_file]: sceIoRead: Reading file: fd: 0xC, size: 1024
[02:12:16.556] |T| [stat_file]: sceIoGetstatByFd: Statting file ux0:data/sdlpal/map.mkf (ux0:data/sdlpal/map.mkf)
[02:12:16.557] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0xD at offset: 0x0, whence: SCE_SEEK_CUR
[02:12:16.557] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0xD at offset: 0x0, whence: SCE_SEEK_SET
[02:12:16.557] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.558] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.558] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.558] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.559] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.559] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.562] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.563] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.563] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.564] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.564] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.564] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.565] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.565] |T| [read_file]: sceIoRead: Reading file: fd: 0xD, size: 1024
[02:12:16.566] |T| [stat_file]: sceIoGetstatByFd: Statting file ux0:data/sdlpal/f.mkf (ux0:data/sdlpal/f.mkf)
[02:12:16.566] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0x8 at offset: 0x0, whence: SCE_SEEK_CUR
[02:12:16.566] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0x8 at offset: 0x0, whence: SCE_SEEK_SET
[02:12:16.567] |T| [read_file]: sceIoRead: Reading file: fd: 0x8, size: 1024
[02:12:16.567] |T| [read_file]: sceIoRead: Reading file: fd: 0x8, size: 1024
[02:12:16.567] |T| [read_file]: sceIoRead: Reading file: fd: 0x8, size: 1024
[02:12:16.568] |T| [read_file]: sceIoRead: Reading file: fd: 0x8, size: 1024
[02:12:16.568] |T| [read_file]: sceIoRead: Reading file: fd: 0x8, size: 1024
[02:12:16.568] |T| [read_file]: sceIoRead: Reading file: fd: 0x8, size: 1024
[02:12:16.569] |T| [stat_file]: sceIoGetstatByFd: Statting file ux0:data/sdlpal/fbp.mkf (ux0:data/sdlpal/fbp.mkf)
[02:12:16.569] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0x4 at offset: 0x0, whence: SCE_SEEK_CUR
[02:12:16.570] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0x4 at offset: 0x0, whence: SCE_SEEK_SET
[02:12:16.570] |T| [read_file]: sceIoRead: Reading file: fd: 0x4, size: 1024
[02:12:16.570] |T| [read_file]: sceIoRead: Reading file: fd: 0x4, size: 1024
[02:12:16.571] |T| [read_file]: sceIoRead: Reading file: fd: 0x4, size: 1024
[02:12:16.571] |T| [read_file]: sceIoRead: Reading file: fd: 0x4, size: 1024
[02:12:16.574] |T| [read_file]: sceIoRead: Reading file: fd: 0x4, size: 1024
[02:12:16.574] |T| [read_file]: sceIoRead: Reading file: fd: 0x4, size: 1024
[02:12:16.575] |T| [read_file]: sceIoRead: Reading file: fd: 0x4, size: 1024
[02:12:16.575] |T| [stat_file]: sceIoGetstatByFd: Statting file ux0:data/sdlpal/fire.mkf (ux0:data/sdlpal/fire.mkf)
[02:12:16.576] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0x9 at offset: 0x0, whence: SCE_SEEK_CUR
[02:12:16.576] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0x9 at offset: 0x0, whence: SCE_SEEK_SET
[02:12:16.576] |T| [read_file]: sceIoRead: Reading file: fd: 0x9, size: 1024
[02:12:16.577] |T| [read_file]: sceIoRead: Reading file: fd: 0x9, size: 1024
[02:12:16.577] |T| [read_file]: sceIoRead: Reading file: fd: 0x9, size: 1024
[02:12:16.577] |T| [read_file]: sceIoRead: Reading file: fd: 0x9, size: 1024
[02:12:16.578] |T| [read_file]: sceIoRead: Reading file: fd: 0x9, size: 1024
[02:12:16.578] |T| [read_file]: sceIoRead: Reading file: fd: 0x9, size: 1024
[02:12:16.578] |T| [stat_file]: sceIoGetstatByFd: Statting file ux0:data/sdlpal/mgo.mkf (ux0:data/sdlpal/mgo.mkf)
[02:12:16.579] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_CUR
[02:12:16.579] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_SET
[02:12:16.579] |T| [read_file]: sceIoRead: Reading file: fd: 0x5, size: 1024
[02:12:16.580] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0x5 at offset: 0x800, whence: SCE_SEEK_SET
[02:12:16.580] |T| [read_file]: sceIoRead: Reading file: fd: 0x5, size: 1024
[02:12:16.581] |T| [read_file]: sceIoRead: Reading file: fd: 0x5, size: 1024
[02:12:16.581] |T| [stat_file]: sceIoGetstatByFd: Statting file ux0:data/sdlpal/sss.mkf (ux0:data/sdlpal/sss.mkf)
[02:12:16.582] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0xB at offset: 0x0, whence: SCE_SEEK_CUR
[02:12:16.585] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0xB at offset: 0x0, whence: SCE_SEEK_SET
[02:12:16.591] |T| [read_file]: sceIoRead: Reading file: fd: 0xB, size: 1024
[02:12:16.591] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0xD at offset: 0x370A, whence: SCE_SEEK_SET
[02:12:16.592] |T| [close_file]: sceIoClose: Closing file: fd: 0xD
[02:12:16.592] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0xC at offset: 0x89A, whence: SCE_SEEK_SET
[02:12:16.592] |T| [close_file]: sceIoClose: Closing file: fd: 0xC
[02:12:16.599] |I| [export_sceClibPrintf]: sceGxmInitialize(): 0x%08X

[02:12:16.625] |I| [renderer::create]: GL_VERSION = 4.1.0 NVIDIA 419.35
[02:12:16.625] |I| [renderer::create]: GL_SHADING_LANGUAGE_VERSION = 4.10 NVIDIA via Cg compiler
[02:12:16.626] |I| [export_sceClibPrintf]: sceGxmCreateContext(): 0x%08X

[02:12:16.627] |I| [export_sceClibPrintf]: sceGxmCreateRenderTarget(): 0x%08X

[02:12:16.638] |I| [export_sceClibPrintf]: sceGxmShaderPatcherCreate(): 0x%08X

[02:12:16.638] |I| [export_sceClibPrintf]: clear_v sceGxmProgramCheck(): 0x%08X

[02:12:16.639] |I| [export_sceClibPrintf]: clear_f sceGxmProgramCheck(): 0x%08X

[02:12:16.639] |I| [export_sceClibPrintf]: color_v sceGxmProgramCheck(): 0x%08X

[02:12:16.640] |I| [export_sceClibPrintf]: color_f sceGxmProgramCheck(): 0x%08X

[02:12:16.640] |I| [export_sceClibPrintf]: texture_v sceGxmProgramCheck(): 0x%08X

[02:12:16.641] |I| [export_sceClibPrintf]: texture_f sceGxmProgramCheck(): 0x%08X

[02:12:16.641] |I| [export_sceClibPrintf]: texture_tint_f sceGxmProgramCheck(): 0x%08X

[02:12:16.642] |I| [export_sceClibPrintf]: clear_v sceGxmShaderPatcherRegisterProgram(): 0x%08X

[02:12:16.643] |I| [export_sceClibPrintf]: clear_f sceGxmShaderPatcherRegisterProgram(): 0x%08X

[02:12:16.643] |I| [export_sceClibPrintf]: color_v sceGxmShaderPatcherRegisterProgram(): 0x%08X

[02:12:16.646] |I| [export_sceClibPrintf]: color_f sceGxmShaderPatcherRegisterProgram(): 0x%08X

[02:12:16.647] |I| [export_sceClibPrintf]: texture_v sceGxmShaderPatcherRegisterProgram(): 0x%08X

[02:12:16.648] |I| [export_sceClibPrintf]: texture_f sceGxmShaderPatcherRegisterProgram(): 0x%08X

[02:12:16.648] |I| [export_sceClibPrintf]: texture_tint_f sceGxmShaderPatcherRegisterProgram(): 0x%08X

[02:12:16.649] |I| [renderer::load_shader]: Generating vert shader 9dda8a3b77baa4dc9f573eb74faa2f014d9e746cec719faf7c905732dc117710
[02:12:16.650] |D| [gxp::log_parameter]: Vertex attribute: name:aPosition semantic:NONE type:0 component_count:4 container_index:0x0
[02:12:16.653] |D| [shader::spirv_disasm_print]: SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 35

                              Capability Shader
                              MemoryModel Logical GLSL450
                              EntryPoint Vertex 14  "main_vs" 5 7
               1:             String  "9dda8a3b77baa4dc9f573eb74faa2f014d9e746cec719faf7c905732dc117710"
                              SourceExtension  "gxp"
                              Name 5  "aPosition"
                              Name 7  "v_Position"
                              Name 9  "i0"
                              Name 10  "i1"
                              Name 11  "i2"
                              Name 14  "main_vs"
                              Decorate 7(v_Position) BuiltIn Position
               2:             TypeFloat 32
               3:             TypeVector 2(float) 4
               4:             TypePointer Input 3(fvec4)
    5(aPosition):      4(ptr) Variable Input
               6:             TypePointer Output 3(fvec4)
   7(v_Position):      6(ptr) Variable Output
               8:             TypePointer Private 3(fvec4)
           9(i0):      8(ptr) Variable Private
          10(i1):      8(ptr) Variable Private
          11(i2):      8(ptr) Variable Private
              12:             TypeVoid
              13:             TypeFunction 12
              16:    2(float) Constant 1056964608
              17:    2(float) Constant 0
              18:    2(float) Constant 1065353216
              19:    2(float) Constant 1073741824
              20:             TypeVector 2(float) 1
              21:             TypeVector 2(float) 2
              22:             TypeVector 2(float) 3
              24:             TypeInt 32 1
              25:     24(int) Constant 2
              27:     24(int) Constant 3
              29:    3(fvec4) ConstantComposite 18 18
     14(main_vs):          12 Function None 13
              15:             Label
                              Line 1 4294967294 0
              23:    3(fvec4) VectorShuffle 5(aPosition) 5(aPosition) 0 1 0 0
              26:    3(fvec4) VectorInsertDynamic 23 18 25
              28:    3(fvec4) VectorInsertDynamic 26 18 27
              30:    3(fvec4) FMul 28 29
                              Store 9(i0) 30
              31:   21(fvec2) VectorShuffle 9(i0) 9(i0) 0 1
              32:    3(fvec4) VectorShuffle 31 7(v_Position) 0 1 4 5
                              Store 7(v_Position) 32
              33:   21(fvec2) VectorShuffle 9(i0) 9(i0) 2 3
              34:    3(fvec4) VectorShuffle 33 7(v_Position) 2 3 0 1
                              Store 7(v_Position) 34
                              Return
                              FunctionEnd

[02:12:16.659] |D| [shader::convert_gxp_to_glsl]: Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 aPosition;
vec4 i0;
vec4 i1;
vec4 i2;

void main()
{
    vec4 _26 = aPosition.xyxx;
    _26.z = 1.0;
    vec4 _28 = _26;
    _28.w = 1.0;
    i0 = _28 * vec4(1.0);
    gl_Position = vec4(i0.xy.x, i0.xy.y, gl_Position.z, gl_Position.w);
    gl_Position = vec4(gl_Position.x, gl_Position.y, i0.zw.x, i0.zw.y);
}


[02:12:16.665] |I| [export_sceClibPrintf]: clear sceGxmShaderPatcherCreateVertexProgram(): 0x%08X

[02:12:16.665] |I| [renderer::load_shader]: Generating frag shader b9d5693c598b0f23b4114941a7055d642fbf46a68488a6edc7b4313b58983966
[02:12:16.666] |D| [gxp::log_parameter]: Uniform: name:uClearColor semantic:NONE type:0 component_count:4 container_index:0xE
[02:12:16.667] |W| [shader::usse::USSETranslatorVisitor::vmov]: Data type != F32 unsupported
[02:12:16.673] |D| [shader::spirv_disasm_print]: SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 29

                              Capability Shader
                              MemoryModel Logical GLSL450
                              EntryPoint Fragment 16  "main_fs" 13 7 7
                              ExecutionMode 16 OriginLowerLeft
               1:             String  "b9d5693c598b0f23b4114941a7055d642fbf46a68488a6edc7b4313b58983966"
                              SourceExtension  "gxp"
                              Name 5  "uClearColor"
                              Name 7  "out_color"
                              Name 9  "i0"
                              Name 10  "i1"
                              Name 11  "i2"
                              Name 13  "pa0_blend"
                              Name 16  "main_fs"
                              Name 26  "pa0_temp"
                              Decorate 7(out_color) Location 0
               2:             TypeFloat 32
               3:             TypeVector 2(float) 4
               4:             TypePointer UniformConstant 3(fvec4)
  5(uClearColor):      4(ptr) Variable UniformConstant
               6:             TypePointer Output 3(fvec4)
    7(out_color):      6(ptr) Variable Output
               8:             TypePointer Private 3(fvec4)
           9(i0):      8(ptr) Variable Private
          10(i1):      8(ptr) Variable Private
          11(i2):      8(ptr) Variable Private
              12:             TypePointer Input 3(fvec4)
   13(pa0_blend):     12(ptr) Variable Input
              14:             TypeVoid
              15:             TypeFunction 14
              18:    2(float) Constant 1056964608
              19:    2(float) Constant 0
              20:    2(float) Constant 1065353216
              21:    2(float) Constant 1073741824
              22:             TypeVector 2(float) 1
              23:             TypeVector 2(float) 2
              24:             TypeVector 2(float) 3
    26(pa0_temp):      8(ptr) Variable Private
     16(main_fs):          14 Function None 15
              17:             Label
                              Line 1 4294967292 0
              25:    3(fvec4) Load 13(pa0_blend)
              27:    3(fvec4) Load 13(pa0_blend)
                              Store 26(pa0_temp) 27
                              Store 26(pa0_temp) 25
              28:    3(fvec4) Load 26(pa0_temp)
                              Store 7(out_color) 28
                              Return
                              FunctionEnd

[02:12:16.675] |D| [shader::convert_gxp_to_glsl]: Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform vec4 uClearColor;

layout(location = 0) out vec4 out_color;
in vec4 pa0_blend;
vec4 i0;
vec4 i1;
vec4 i2;
vec4 pa0_temp;

void main()
{
    pa0_temp = pa0_blend;
    pa0_temp = pa0_blend;
    out_color = pa0_temp;
}


[02:12:16.682] |I| [export_sceClibPrintf]: clear sceGxmShaderPatcherCreateFragmentProgram(): 0x%08X

[02:12:16.686] |I| [export_sceClibPrintf]: aPosition sceGxmProgramFindParameterByName(): %p

[02:12:16.686] |I| [export_sceClibPrintf]: aColor sceGxmProgramFindParameterByName(): %p

[02:12:16.687] |I| [renderer::load_shader]: Generating vert shader 9566374be231bca9b76e9f59e6b8f5ab3cd8ed6401304a9182f25e835e256024
[02:12:16.688] |D| [gxp::log_parameter]: Vertex attribute: name:aPosition semantic:NONE type:0 component_count:4 container_index:0x0
[02:12:16.689] |D| [gxp::log_parameter]: Vertex attribute: name:aColor semantic:NONE type:0 component_count:4 container_index:0x0
[02:12:16.689] |D| [gxp::log_parameter]: Uniform: name:wvp semantic:NONE type:0 component_count:4 container_index:0xE
[02:12:16.692] |D| [shader::spirv_disasm_print]: SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 59

                              Capability Shader
                              MemoryModel Logical GLSL450
                              EntryPoint Vertex 21  "main_vs" 5 6 13 14
               1:             String  "9566374be231bca9b76e9f59e6b8f5ab3cd8ed6401304a9182f25e835e256024"
                              SourceExtension  "gxp"
                              Name 5  "aPosition"
                              Name 6  "aColor"
                              Name 8  "wvp_0"
                              Name 9  "wvp_1"
                              Name 10  "wvp_2"
                              Name 11  "wvp_3"
                              Name 13  "v_Position"
                              Name 14  "v_Color0"
                              Name 16  "i0"
                              Name 17  "i1"
                              Name 18  "i2"
                              Name 21  "main_vs"
                              Decorate 13(v_Position) BuiltIn Position
               2:             TypeFloat 32
               3:             TypeVector 2(float) 4
               4:             TypePointer Input 3(fvec4)
    5(aPosition):      4(ptr) Variable Input
       6(aColor):      4(ptr) Variable Input
               7:             TypePointer UniformConstant 3(fvec4)
        8(wvp_0):      7(ptr) Variable UniformConstant
        9(wvp_1):      7(ptr) Variable UniformConstant
       10(wvp_2):      7(ptr) Variable UniformConstant
       11(wvp_3):      7(ptr) Variable UniformConstant
              12:             TypePointer Output 3(fvec4)
  13(v_Position):     12(ptr) Variable Output
    14(v_Color0):     12(ptr) Variable Output
              15:             TypePointer Private 3(fvec4)
          16(i0):     15(ptr) Variable Private
          17(i1):     15(ptr) Variable Private
          18(i2):     15(ptr) Variable Private
              19:             TypeVoid
              20:             TypeFunction 19
              23:    2(float) Constant 1056964608
              24:    2(float) Constant 0
              25:    2(float) Constant 1065353216
              26:    2(float) Constant 1073741824
              27:             TypeVector 2(float) 1
              28:             TypeVector 2(float) 2
              29:             TypeVector 2(float) 3
     21(main_vs):          19 Function None 20
              22:             Label
                              Line 1 4294967291 0
              30:   28(fvec2) VectorShuffle 6(aColor) 6(aColor) 0 1
              31:    3(fvec4) VectorShuffle 30 14(v_Color0) 0 1 4 5
                              Store 14(v_Color0) 31
              32:   28(fvec2) VectorShuffle 6(aColor) 6(aColor) 2 3
              33:    3(fvec4) VectorShuffle 32 14(v_Color0) 2 3 0 1
                              Store 14(v_Color0) 33
              34:   29(fvec3) VectorShuffle 5(aPosition) 5(aPosition) 0 1 2
              35:    3(fvec4) VectorShuffle 34 16(i0) 0 1 2 6
                              Store 16(i0) 35
              36:    3(fvec4) Load 11(wvp_3)
                              Store 17(i1) 36
              37:    3(fvec4) Load 8(wvp_0)
              38:    3(fvec4) VectorShuffle 16(i0) 16(i0) 0 0 0 0
              39:    3(fvec4) VectorShuffle 17(i1) 17(i1) 0 1 2 3
              40:    3(fvec4) FMul 37 38
              41:    3(fvec4) FAdd 40 39
                              Store 17(i1) 41
              42:    3(fvec4) Load 9(wvp_1)
              43:    3(fvec4) VectorShuffle 16(i0) 16(i0) 1 1 1 1
              44:    3(fvec4) VectorShuffle 17(i1) 17(i1) 0 1 2 3
              45:    3(fvec4) FMul 42 43
              46:    3(fvec4) FAdd 45 44
                              Store 17(i1) 46
              47:   28(fvec2) VectorShuffle 10(wvp_2) 10(wvp_2) 0 1
              48:   28(fvec2) VectorShuffle 16(i0) 16(i0) 2 2
              49:   28(fvec2) VectorShuffle 17(i1) 17(i1) 0 1
              50:   28(fvec2) FMul 47 48
              51:   28(fvec2) FAdd 50 49
              52:    3(fvec4) VectorShuffle 51 13(v_Position) 0 1 4 5
                              Store 13(v_Position) 52
              53:   28(fvec2) VectorShuffle 10(wvp_2) 11(wvp_3) 2 3
              54:   28(fvec2) VectorShuffle 16(i0) 16(i0) 2 2
              55:   28(fvec2) VectorShuffle 17(i1) 17(i1) 2 3
              56:   28(fvec2) FMul 53 54
              57:   28(fvec2) FAdd 56 55
              58:    3(fvec4) VectorShuffle 57 13(v_Position) 2 3 0 1
                              Store 13(v_Position) 58
                              Return
                              FunctionEnd

[02:12:16.699] |D| [shader::convert_gxp_to_glsl]: Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform vec4 wvp_0;
uniform vec4 wvp_1;
uniform vec4 wvp_2;
uniform vec4 wvp_3;

in vec4 aPosition;
in vec4 aColor;
out vec4 v_Color0;
vec4 i0;
vec4 i1;
vec4 i2;

void main()
{
    v_Color0 = vec4(aColor.xy.x, aColor.xy.y, v_Color0.z, v_Color0.w);
    v_Color0 = vec4(v_Color0.x, v_Color0.y, aColor.zw.x, aColor.zw.y);
    i0 = vec4(aPosition.xyz.x, aPosition.xyz.y, aPosition.xyz.z, i0.w);
    i1 = wvp_3;
    i1 = (wvp_0 * i0.xxxx) + i1.xyzw;
    i1 = (wvp_1 * i0.yyyy) + i1.xyzw;
    vec2 _51 = (wvp_2.xy * i0.zz) + i1.xy;
    gl_Position = vec4(_51.x, _51.y, gl_Position.z, gl_Position.w);
    vec2 _57 = (wvp_2.zw * i0.zz) + i1.zw;
    gl_Position = vec4(gl_Position.x, gl_Position.y, _57.x, _57.y);
}


[02:12:16.705] |I| [export_sceClibPrintf]: color sceGxmShaderPatcherCreateVertexProgram(): 0x%08X

[02:12:16.706] |I| [renderer::load_shader]: Generating frag shader 925d1eff277a4bf2eb0694d316973907c5f5f8cfc5bb3364e3706cb921203f88
[02:12:16.706] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (float4) v_Color0
