[08:36:08.721] |I| [config::init_config]: input-vpk-path: games\PCSG00699_GalGunDoublePeace_JP.zip
[08:36:13.430] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[08:36:13.430] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[08:36:13.431] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[08:36:13.438] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[08:36:13.439] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x56001
[08:36:13.444] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[08:36:13.445] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayGetList02 import called.
[08:36:13.445] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[08:36:13.446] |D| [run_app]: Running module_start of library: SceUlt at address 0x8B769
[08:36:13.450] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[08:36:13.450] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[08:36:13.471] |T| [open_file]: sceKernelLoadStartModule: Opening file app0:mai_moe/mai.suprx (ux0:/app/PCSG00699/mai_moe/mai.suprx), fd: 0x3
[08:36:13.472] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x3, offset: 0x0, whence: SCE_SEEK_END
[08:36:13.472] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x3, offset: 0x0, whence: SCE_SEEK_SET
[08:36:13.494] |T| [read_file]: sceKernelLoadStartModule: Reading 87866 bytes of fd 0x3
[08:36:13.495] |I| [load_self]: Loaded module segment 0 @ [0x0B4E0000 - 0x0B4E2C24] (size: 0x00002C24) of module app0:mai_moe/mai.suprx
[08:36:13.495] |I| [load_self]: Loaded module segment 1 @ [0x0B4E3000 - 0x0B4E482C] (size: 0x0000182C) of module app0:mai_moe/mai.suprx
[08:36:13.496] |I| [load_self]: Loading symbols for SELF: app0:mai_moe/mai.suprx
[08:36:13.496] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0xB4E27E4
[08:36:13.496] |D| [load_var_exports]: 	NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0xB4E2840
[08:36:13.496] |T| [close_file]: sceKernelLoadStartModule: Closing file fd: 0x3
[08:36:13.521] |T| [stat_file]: sceIoGetstat: Statting file: app0:mai_moe/load_type.mai (ux0:/app/PCSG00699/mai_moe/load_type.mai)
[08:36:13.522] |I| [export_sceIoOpen]: Opening file: app0:mai_moe/load_type.mai
[08:36:13.523] |T| [open_file]: sceIoOpen: Opening file app0:mai_moe/load_type.mai (ux0:/app/PCSG00699/mai_moe/load_type.mai), fd: 0x4
[08:36:13.523] |T| [stat_file]: sceIoGetstat: Statting file: app0:mai_moe/load_type.mai (ux0:/app/PCSG00699/mai_moe/load_type.mai)
[08:36:13.523] |T| [seek_file]: sceIoLseek: Seeking fd: 0x4, offset: 0x0, whence: SCE_SEEK_SET
[08:36:13.524] |T| [read_file]: sceIoRead: Reading 1 bytes of fd 0x4
[08:36:13.524] |T| [close_file]: sceIoClose: Closing file fd: 0x4
[08:36:13.528] |I| [export_sceKernelLoadStartModule]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[08:36:13.529] |T| [open_file]: sceKernelLoadStartModule: Opening file app0:sce_module/libfios2_m.suprx (ux0:/app/PCSG00699/sce_module/libfios2_m.suprx), fd: 0x5
[08:36:13.530] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x5, offset: 0x0, whence: SCE_SEEK_END
[08:36:13.530] |T| [seek_file]: sceKernelLoadStartModule: Seeking fd: 0x5, offset: 0x0, whence: SCE_SEEK_SET
[08:36:13.547] |T| [read_file]: sceKernelLoadStartModule: Reading 257648 bytes of fd 0x5
[08:36:13.548] |I| [load_self]: Loaded module segment 0 @ [0x0B565000 - 0x0B59033C] (size: 0x0002B33C) of module app0:sce_module/libfios2_m.suprx
[08:36:13.548] |I| [load_self]: Loaded module segment 1 @ [0x0B591000 - 0x0B59623D] (size: 0x0000523D) of module app0:sce_module/libfios2_m.suprx
[08:36:13.549] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libfios2_m.suprx
[08:36:13.549] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0xB590244
[08:36:13.549] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0xB587878
[08:36:13.550] |T| [close_file]: sceKernelLoadStartModule: Closing file fd: 0x5
[08:36:13.554] |I| [export_sceKernelLoadStartModule]: Module mceLibFios2 (at "app0:sce_module/libfios2_m.suprx") module_start returned 0x0
[08:36:13.556] |W| [io_error_impl]: open_dir (sceIoDopen) returned 0x80010002
[08:36:13.556] |W| [io_error_impl]: read_dir (sceIoDread) returned 0x80010051
[08:36:13.556] |W| [io_error_impl]: close_dir (sceIoDclose) returned 0x80010018
[08:36:13.620] |I| [export_sceKernelLoadStartModule]: Module output/testprx.elf (at "app0:mai_moe/mai.suprx") module_start returned 0x0
[08:36:14.079] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/NGPTOC_JPN.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC_JPN.txt)
[08:36:14.080] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/NGPTOC_JPN.txt
[08:36:14.081] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/NGPTOC_JPN.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC_JPN.txt), fd: 0x6
[08:36:14.082] |T| [seek_file]: sceIoPread: Seeking fd: 0x6, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.082] |T| [read_file]: sceIoPread: Reading 210 bytes of fd 0x6
[08:36:14.083] |T| [seek_file]: sceIoPread: Seeking fd: 0x6, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.083] |T| [close_file]: sceIoClose: Closing file fd: 0x6
[08:36:14.095] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/NGPTOC.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC.txt)
[08:36:14.096] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/NGPTOC.txt
[08:36:14.097] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/NGPTOC.txt (ux0:/app/PCSG00699/GG2Game/NGPTOC.txt), fd: 0x7
[08:36:14.097] |T| [seek_file]: sceIoPread: Seeking fd: 0x7, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.112] |T| [read_file]: sceIoPread: Reading 83258 bytes of fd 0x7
[08:36:14.112] |T| [seek_file]: sceIoPread: Seeking fd: 0x7, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.113] |T| [close_file]: sceIoClose: Closing file fd: 0x7
[08:36:14.626] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin)
[08:36:14.628] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin
[08:36:14.628] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin), fd: 0x8
[08:36:14.629] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin)
[08:36:14.630] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Coalesced_JPN.bin
[08:36:14.630] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Coalesced_JPN.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/Coalesced_JPN.bin), fd: 0x9
[08:36:14.631] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.666] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.667] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.667] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x40000, whence: SCE_SEEK_SET
[08:36:14.668] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.668] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.668] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x80000, whence: SCE_SEEK_SET
[08:36:14.670] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.670] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.670] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0xC0000, whence: SCE_SEEK_SET
[08:36:14.674] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.675] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.676] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x100000, whence: SCE_SEEK_SET
[08:36:14.676] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.676] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.676] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x140000, whence: SCE_SEEK_SET
[08:36:14.678] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.678] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.679] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x180000, whence: SCE_SEEK_SET
[08:36:14.679] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.679] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.679] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x1C0000, whence: SCE_SEEK_SET
[08:36:14.680] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.680] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.681] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x200000, whence: SCE_SEEK_SET
[08:36:14.683] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.683] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.684] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x240000, whence: SCE_SEEK_SET
[08:36:14.687] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.687] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.688] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x280000, whence: SCE_SEEK_SET
[08:36:14.688] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.688] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.688] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x2C0000, whence: SCE_SEEK_SET
[08:36:14.691] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.691] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.691] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x300000, whence: SCE_SEEK_SET
[08:36:14.692] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.692] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.692] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x340000, whence: SCE_SEEK_SET
[08:36:14.696] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.696] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.696] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x380000, whence: SCE_SEEK_SET
[08:36:14.697] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.697] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.697] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x3C0000, whence: SCE_SEEK_SET
[08:36:14.698] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.698] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.698] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x400000, whence: SCE_SEEK_SET
[08:36:14.699] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.700] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.700] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x440000, whence: SCE_SEEK_SET
[08:36:14.704] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.705] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.705] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x480000, whence: SCE_SEEK_SET
[08:36:14.706] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.706] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.706] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x4C0000, whence: SCE_SEEK_SET
[08:36:14.708] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.708] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.708] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x500000, whence: SCE_SEEK_SET
[08:36:14.709] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.709] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.709] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x540000, whence: SCE_SEEK_SET
[08:36:14.713] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.713] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.714] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x580000, whence: SCE_SEEK_SET
[08:36:14.714] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.714] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.715] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x5C0000, whence: SCE_SEEK_SET
[08:36:14.715] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.715] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.715] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x600000, whence: SCE_SEEK_SET
[08:36:14.717] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.717] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.717] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x640000, whence: SCE_SEEK_SET
[08:36:14.722] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.722] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.723] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x680000, whence: SCE_SEEK_SET
[08:36:14.723] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.723] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.724] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x6C0000, whence: SCE_SEEK_SET
[08:36:14.726] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.726] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.726] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x700000, whence: SCE_SEEK_SET
[08:36:14.726] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.727] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.727] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x740000, whence: SCE_SEEK_SET
[08:36:14.727] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0x9
[08:36:14.728] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.728] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x780000, whence: SCE_SEEK_SET
[08:36:14.728] |T| [read_file]: sceIoPread: Reading 5174 bytes of fd 0x9
[08:36:14.728] |T| [seek_file]: sceIoPread: Seeking fd: 0x9, offset: 0x0, whence: SCE_SEEK_SET
[08:36:14.729] |T| [close_file]: sceIoClose: Closing file fd: 0x9
[08:36:15.948] |W| [io_error_impl]: stat_file (sceIoGetstat) returned 0x80010002
[08:36:15.952] |W| [unimplemented_impl]: Unimplemented sceNetCtlInit import called.
[08:36:15.953] |W| [stubbed_impl]: Stubbed sceNetCtlInetGetState import called. (state = SCE_NETCTL_STATE_DISCONNECTED)
[08:36:15.953] |W| [unimplemented_impl]: Unimplemented sceNetResolverCreate import called.
[08:36:18.493] |W| [stubbed_impl]: Stubbed sceGxmGetRenderTargetMemSizes import called. (2MB host mem)
[08:36:18.527] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/Splash/NGP/Splash.tga (ux0:/app/PCSG00699/GG2Game/Splash/NGP/Splash.tga)
[08:36:18.528] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/Splash/NGP/Splash.tga
[08:36:18.528] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/Splash/NGP/Splash.tga (ux0:/app/PCSG00699/GG2Game/Splash/NGP/Splash.tga), fd: 0xA
[08:36:18.529] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x0, whence: SCE_SEEK_SET
[08:36:18.551] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0xA
[08:36:18.551] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x0, whence: SCE_SEEK_SET
[08:36:18.552] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x40000, whence: SCE_SEEK_SET
[08:36:18.552] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0xA
[08:36:18.553] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x0, whence: SCE_SEEK_SET
[08:36:18.553] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x80000, whence: SCE_SEEK_SET
[08:36:18.555] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0xA
[08:36:18.555] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x0, whence: SCE_SEEK_SET
[08:36:18.556] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0xC0000, whence: SCE_SEEK_SET
[08:36:18.559] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0xA
[08:36:18.559] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x0, whence: SCE_SEEK_SET
[08:36:18.560] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x100000, whence: SCE_SEEK_SET
[08:36:18.560] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0xA
[08:36:18.560] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x0, whence: SCE_SEEK_SET
[08:36:18.560] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x140000, whence: SCE_SEEK_SET
[08:36:18.564] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0xA
[08:36:18.564] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x0, whence: SCE_SEEK_SET
[08:36:18.564] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x180000, whence: SCE_SEEK_SET
[08:36:18.565] |T| [read_file]: sceIoPread: Reading 262144 bytes of fd 0xA
[08:36:18.565] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x0, whence: SCE_SEEK_SET
[08:36:18.565] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x1C0000, whence: SCE_SEEK_SET
[08:36:18.566] |T| [read_file]: sceIoPread: Reading 253996 bytes of fd 0xA
[08:36:18.566] |T| [seek_file]: sceIoPread: Seeking fd: 0xA, offset: 0x0, whence: SCE_SEEK_SET
[08:36:18.566] |T| [close_file]: sceIoClose: Closing file fd: 0xA
[08:36:18.589] |W| [stubbed_impl]: Stubbed sceDisplayWaitVblankStart import called. (wait for vblank)
[08:36:18.600] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/GlobalShaderCache-NGP.bin (ux0:/app/PCSG00699/GG2Game/CookedNGP/GlobalShaderCache-NGP.bin)
[08:36:18.601] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/GlobalShaderCache-NGP.bin
