[09:51:10.372] |I| [SDL_main]:  Vita3K v0.1 635-a741c3a
[09:51:13.359] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x4 at offset: 0x0, whence: SCE_SEEK_SET
[09:51:13.359] |T| [read_file]:  sceIoRead: Reading file: fd: 0x4, size: 1
[09:51:13.359] |T| [close_file]:  sceIoClose: Closing file: fd: 0x4
[09:51:13.364] |I| [export_sceKernelLoadStartModule]:  Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[09:51:13.365] |T| [open_file]:  sceKernelLoadStartModule: Opening file app0:sce_module/libfios2_m.suprx (ux0:/app/PCSG00555/sce_module/libfios2_m.suprx)
[09:51:13.365] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_END
[09:51:13.366] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_SET
[09:51:13.366] |T| [read_file]:  sceKernelLoadStartModule: Reading file: fd: 0x5, size: 257648
[09:51:13.386] |I| [load_self]:  Loading symbols for SELF: app0:sce_module/libfios2_m.suprx
[09:51:13.387] |D| [load_var_exports]:  	NID 0x936C8A78 (SYSLYB) at 0x274E244
[09:51:13.387] |D| [load_var_exports]:  	NID 0x6C2224BA (NID_MODULE_INFO) at 0x2745878
[09:51:13.387] |T| [close_file]:  sceKernelLoadStartModule: Closing file: fd: 0x5
[09:51:13.393] |I| [export_sceKernelLoadStartModule]:  Module mceLibFios2 (at "app0:sce_module/libfios2_m.suprx") module_start returned 0x0
[09:51:13.394] |T| [open_dir]:  sceIoDopen: Opening dir ux0:plugins (ux0:plugins)
[09:51:13.395] |T| [read_dir]:  sceIoDread: Reading dir fd: 0x80010002
[09:51:13.395] |W| [io_error_impl]:  read_dir (sceIoDread) returned 0x80010051
[09:51:13.395] |T| [close_dir]:  sceIoDclose: Closing dir fd: 0x80010002
[09:51:13.395] |W| [io_error_impl]:  close_dir (sceIoDclose) returned 0x80010051
[09:51:13.435] |I| [export_sceKernelLoadStartModule]:  Module output/testprx.elf (at "app0:mai_moe/mai.suprx") module_start returned 0x0
[09:51:13.449] |W| [stubbed_impl]:  Stubbed sceKernelDelayThreadCB import called. (no CB, bad accuracy)
[09:51:13.468] |I| [write_file]:  *** TTY: **** Start apprication ****
[09:51:13.469] |I| [write_file]:  *** TTY: step : system init
[09:51:13.585] |W| [unimplemented_impl]:  Unimplemented sceNpInit import called.
[09:51:13.585] |W| [unimplemented_impl]:  Unimplemented sceAppUtilInit import called.
[09:51:13.586] |W| [unimplemented_impl]:  Unimplemented sceScreenShotSetOverlayImage import called.
[09:51:13.631] |I| [renderer::create]:  GL_VERSION = 4.1.13399 Core Profile Context 15.200.1062.1004
[09:51:13.631] |I| [renderer::create]:  GL_SHADING_LANGUAGE_VERSION = 4.40
[09:51:13.640] |E| [renderer::load_vertex_shader]:  Missing vertex shader eb675b91ee3fb6561692358d4b6615f445b0f49d381eac5dfc44aca3f6fae6ff
[09:51:13.640] |D| [gxp::log_parameter]:  Vertex attribute: name:position semantic:POSITION type:0 component_count:4 container_index:0x0
[09:51:13.640] |D| [gxp::log_parameter]:  Vertex attribute: name:color semantic:COLOR type:0 component_count:4 container_index:0x0
[09:51:13.641] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 13

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 11  "main_vs" 4 5 7 8
                              SourceExtension  "gxp"
                              Name 4  "position"
                              Name 5  "color"
                              Name 7  "out_Position"
                              Name 8  "out_Color0"
                              Name 11  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
     4(position):      3(ptr) Variable Input
        5(color):      3(ptr) Variable Input
               6:             TypePointer Output 2(fvec4)
 7(out_Position):      6(ptr) Variable Output
   8(out_Color0):      6(ptr) Variable Output
               9:             TypeVoid
              10:             TypeFunction 9
     11(main_vs):           9 Function None 10
              12:             Label
                              Return
                              FunctionEnd

[09:51:13.643] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 position;
in vec4 color;
out vec4 out_Position;
out vec4 out_Color0;

void main()
{
}


[09:51:13.648] |E| [renderer::load_vertex_shader]:  Missing vertex shader 3d49a8071fbca22740572de2aa0904ba701b0665b38abf62d2bac222a70e49f4
[09:51:13.648] |D| [gxp::log_parameter]:  Vertex attribute: name:position semantic:POSITION type:0 component_count:4 container_index:0x0
[09:51:13.648] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord0 semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[09:51:13.648] |D| [gxp::log_parameter]:  Vertex attribute: name:color semantic:COLOR type:0 component_count:4 container_index:0x0
[09:51:13.649] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 15

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 13  "main_vs" 4 5 6 8 9 10
                              SourceExtension  "gxp"
                              Name 4  "position"
                              Name 5  "texcoord0"
                              Name 6  "color"
                              Name 8  "out_Position"
                              Name 9  "out_Color0"
                              Name 10  "out_TexCoord0"
                              Name 13  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
     4(position):      3(ptr) Variable Input
    5(texcoord0):      3(ptr) Variable Input
        6(color):      3(ptr) Variable Input
               7:             TypePointer Output 2(fvec4)
 8(out_Position):      7(ptr) Variable Output
   9(out_Color0):      7(ptr) Variable Output
10(out_TexCoord0):      7(ptr) Variable Output
              11:             TypeVoid
              12:             TypeFunction 11
     13(main_vs):          11 Function None 12
              14:             Label
                              Return
                              FunctionEnd

[09:51:13.654] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 position;
in vec4 texcoord0;
in vec4 color;
out vec4 out_Position;
out vec4 out_Color0;
out vec4 out_TexCoord0;

void main()
{
}


[09:51:13.657] |E| [renderer::load_vertex_shader]:  Missing vertex shader e4ae46d36ee85da0350ff86c045475edea0ec219a2878fa35d7239450d90f1a8
[09:51:13.658] |D| [gxp::log_parameter]:  Vertex attribute: name:position semantic:POSITION type:0 component_count:4 container_index:0x0
[09:51:13.658] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord0 semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[09:51:13.659] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord1 semantic:UNKNOWN type:0 component_count:4 container_index:0x0
[09:51:13.659] |D| [gxp::log_parameter]:  Vertex attribute: name:color semantic:COLOR type:0 component_count:4 container_index:0x0
[09:51:13.660] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 17

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 15  "main_vs" 4 5 6 7 9 10 11 12
                              SourceExtension  "gxp"
                              Name 4  "position"
                              Name 5  "texcoord0"
                              Name 6  "texcoord1"
                              Name 7  "color"
                              Name 9  "out_Position"
                              Name 10  "out_Color0"
                              Name 11  "out_TexCoord0"
                              Name 12  "out_TexCoord1"
                              Name 15  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
     4(position):      3(ptr) Variable Input
    5(texcoord0):      3(ptr) Variable Input
    6(texcoord1):      3(ptr) Variable Input
        7(color):      3(ptr) Variable Input
               8:             TypePointer Output 2(fvec4)
 9(out_Position):      8(ptr) Variable Output
  10(out_Color0):      8(ptr) Variable Output
11(out_TexCoord0):      8(ptr) Variable Output
12(out_TexCoord1):      8(ptr) Variable Output
              13:             TypeVoid
              14:             TypeFunction 13
     15(main_vs):          13 Function None 14
              16:             Label
                              Return
                              FunctionEnd

[09:51:13.667] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 position;
in vec4 texcoord0;
in vec4 texcoord1;
in vec4 color;
out vec4 out_Position;
out vec4 out_Color0;
out vec4 out_TexCoord0;
out vec4 out_TexCoord1;

void main()
{
}


[09:51:13.671] |E| [renderer::load_vertex_shader]:  Missing vertex shader b1af241a16ee753fe0203a3ca73372c90f084300b959e3d44a632361289ee163
[09:51:13.672] |D| [gxp::log_parameter]:  Vertex attribute: name:position semantic:POSITION type:0 component_count:4 container_index:0x0
[09:51:13.672] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord0 semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[09:51:13.673] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord1 semantic:UNKNOWN type:0 component_count:4 container_index:0x0
[09:51:13.673] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord2 semantic:UNKNOWN type:0 component_count:4 container_index:0x0
[09:51:13.673] |D| [gxp::log_parameter]:  Vertex attribute: name:color semantic:COLOR type:0 component_count:4 container_index:0x0
[09:51:13.674] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 19

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 17  "main_vs" 4 5 6 7 8 10 11 12 13 14
                              SourceExtension  "gxp"
                              Name 4  "position"
                              Name 5  "texcoord0"
                              Name 6  "texcoord1"
                              Name 7  "texcoord2"
                              Name 8  "color"
                              Name 10  "out_Position"
                              Name 11  "out_Color0"
                              Name 12  "out_TexCoord0"
                              Name 13  "out_TexCoord1"
                              Name 14  "out_TexCoord2"
                              Name 17  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
     4(position):      3(ptr) Variable Input
    5(texcoord0):      3(ptr) Variable Input
    6(texcoord1):      3(ptr) Variable Input
    7(texcoord2):      3(ptr) Variable Input
        8(color):      3(ptr) Variable Input
               9:             TypePointer Output 2(fvec4)
10(out_Position):      9(ptr) Variable Output
  11(out_Color0):      9(ptr) Variable Output
12(out_TexCoord0):      9(ptr) Variable Output
13(out_TexCoord1):      9(ptr) Variable Output
14(out_TexCoord2):      9(ptr) Variable Output
              15:             TypeVoid
              16:             TypeFunction 15
     17(main_vs):          15 Function None 16
              18:             Label
                              Return
                              FunctionEnd

[09:51:13.682] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 position;
in vec4 texcoord0;
in vec4 texcoord1;
in vec4 texcoord2;
in vec4 color;
out vec4 out_Position;
out vec4 out_Color0;
out vec4 out_TexCoord0;
out vec4 out_TexCoord1;
out vec4 out_TexCoord2;

void main()
{
}


[09:51:13.687] |E| [renderer::load_vertex_shader]:  Missing vertex shader 3b1788012d2ac7b8b482f7e3f9b41bdd9ab4b6ce1e45767fabb9bfa350bcc6cb
[09:51:13.688] |D| [gxp::log_parameter]:  Vertex attribute: name:position semantic:POSITION type:0 component_count:4 container_index:0x0
[09:51:13.688] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord0 semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[09:51:13.688] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord1 semantic:UNKNOWN type:0 component_count:4 container_index:0x0
[09:51:13.688] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord2 semantic:UNKNOWN type:0 component_count:4 container_index:0x0
[09:51:13.689] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord3 semantic:UNKNOWN type:0 component_count:4 container_index:0x0
[09:51:13.689] |D| [gxp::log_parameter]:  Vertex attribute: name:color semantic:COLOR type:0 component_count:4 container_index:0x0
[09:51:13.690] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 21

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 19  "main_vs" 4 5 6 7 8 9 11 12 13 14 15 16
                              SourceExtension  "gxp"
                              Name 4  "position"
                              Name 5  "texcoord0"
                              Name 6  "texcoord1"
                              Name 7  "texcoord2"
                              Name 8  "texcoord3"
                              Name 9  "color"
                              Name 11  "out_Position"
                              Name 12  "out_Color0"
                              Name 13  "out_TexCoord0"
                              Name 14  "out_TexCoord1"
                              Name 15  "out_TexCoord2"
                              Name 16  "out_TexCoord3"
                              Name 19  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
     4(position):      3(ptr) Variable Input
    5(texcoord0):      3(ptr) Variable Input
    6(texcoord1):      3(ptr) Variable Input
    7(texcoord2):      3(ptr) Variable Input
    8(texcoord3):      3(ptr) Variable Input
        9(color):      3(ptr) Variable Input
              10:             TypePointer Output 2(fvec4)
11(out_Position):     10(ptr) Variable Output
  12(out_Color0):     10(ptr) Variable Output
13(out_TexCoord0):     10(ptr) Variable Output
14(out_TexCoord1):     10(ptr) Variable Output
15(out_TexCoord2):     10(ptr) Variable Output
16(out_TexCoord3):     10(ptr) Variable Output
              17:             TypeVoid
              18:             TypeFunction 17
     19(main_vs):          17 Function None 18
              20:             Label
                              Return
                              FunctionEnd

[09:51:13.699] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 position;
in vec4 texcoord0;
in vec4 texcoord1;
in vec4 texcoord2;
in vec4 texcoord3;
in vec4 color;
out vec4 out_Position;
out vec4 out_Color0;
out vec4 out_TexCoord0;
out vec4 out_TexCoord1;
out vec4 out_TexCoord2;
out vec4 out_TexCoord3;

void main()
{
}


[09:51:13.704] |E| [renderer::load_vertex_shader]:  Missing vertex shader 920a693e733c918495c6cc8daf6de5d0afaab4ececee0caba66c5c946dcac934
[09:51:13.704] |D| [gxp::log_parameter]:  Vertex attribute: name:position semantic:POSITION type:0 component_count:4 container_index:0x0
[09:51:13.705] |D| [gxp::log_parameter]:  Vertex attribute: name:color semantic:COLOR type:0 component_count:4 container_index:0x0
[09:51:13.705] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord0 semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[09:51:13.705] |D| [gxp::log_parameter]:  Vertex attribute: name:texcoord1 semantic:UNKNOWN type:0 component_count:4 container_index:0x0
[09:51:13.706] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 17

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 15  "main_vs" 4 5 6 7 9 10 11 12
                              SourceExtension  "gxp"
                              Name 4  "position"
                              Name 5  "color"
                              Name 6  "texcoord0"
                              Name 7  "texcoord1"
                              Name 9  "out_Position"
                              Name 10  "out_Color0"
                              Name 11  "out_TexCoord0"
                              Name 12  "out_TexCoord1"
                              Name 15  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
     4(position):      3(ptr) Variable Input
        5(color):      3(ptr) Variable Input
    6(texcoord0):      3(ptr) Variable Input
    7(texcoord1):      3(ptr) Variable Input
               8:             TypePointer Output 2(fvec4)
 9(out_Position):      8(ptr) Variable Output
  10(out_Color0):      8(ptr) Variable Output
11(out_TexCoord0):      8(ptr) Variable Output
12(out_TexCoord1):      8(ptr) Variable Output
              13:             TypeVoid
              14:             TypeFunction 13
     15(main_vs):          13 Function None 14
              16:             Label
                              Return
                              FunctionEnd

[09:51:13.713] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 position;
in vec4 color;
in vec4 texcoord0;
in vec4 texcoord1;
out vec4 out_Position;
out vec4 out_Color0;
out vec4 out_TexCoord0;
out vec4 out_TexCoord1;

void main()
{
}


[09:51:13.718] |E| [renderer::load_fragment_shader]:  Missing fragment shader daa9ebb383d8bdc393e23e17085f02235158033c5eb9d3ab9550816c87f3ec38
[09:51:13.718] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 12

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 7  "main_fs" 4
                              ExecutionMode 7 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 4  "out_color"
                              Name 7  "main_fs"
                              Decorate 4(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Output 2(fvec4)
    4(out_color):      3(ptr) Variable Output
               5:             TypeVoid
               6:             TypeFunction 5
               9:    1(float) Constant 0
              10:    1(float) Constant 1065353216
              11:    2(fvec4) ConstantComposite 9 9 10 10
      7(main_fs):           5 Function None 6
               8:             Label
                              Store 4(out_color) 11
                              Return
                              FunctionEnd

[09:51:13.723] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[09:51:13.728] |E| [renderer::load_fragment_shader]:  Missing fragment shader 4186a3a03574be1549570a87423b2edbab5b1c95eded61239794b64055f300df
[09:51:13.728] |D| [gxp::log_parameter]:  Sampler: name:texture0 semantic:BCOL type:0 component_count:4 container_index:0x0
[09:51:13.729] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 18

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 13  "main_fs" 8 10
                              ExecutionMode 13 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "texture0"
                              Name 8  "in_TexCoord0"
                              Name 10  "out_color"
                              Name 13  "main_fs"
                              Decorate 10(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeImage 1(float) 2D sampled format:Unknown
               3:             TypeSampledImage 2
               4:             TypePointer UniformConstant 3
     5(texture0):      4(ptr) Variable UniformConstant
               6:             TypeVector 1(float) 4
               7:             TypePointer Input 6(fvec4)
 8(in_TexCoord0):      7(ptr) Variable Input
               9:             TypePointer Output 6(fvec4)
   10(out_color):      9(ptr) Variable Output
              11:             TypeVoid
              12:             TypeFunction 11
              15:    1(float) Constant 0
              16:    1(float) Constant 1065353216
              17:    6(fvec4) ConstantComposite 15 15 16 16
     13(main_fs):          11 Function None 12
              14:             Label
                              Store 10(out_color) 17
                              Return
                              FunctionEnd

[09:51:13.734] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform sampler2D texture0;

in vec4 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[09:51:13.738] |E| [renderer::load_fragment_shader]:  Missing fragment shader 23ecff8ca54dd05fc8da40c05979727f6d895fc864d57d0886752dc3891c46b4
[09:51:13.740] |D| [gxp::log_parameter]:  Sampler: name:texture0 semantic:BCOL type:0 component_count:4 container_index:0x0
[09:51:13.740] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 16

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 11  "main_fs" 8
                              ExecutionMode 11 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "texture0"
                              Name 8  "out_color"
                              Name 11  "main_fs"
                              Decorate 8(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeImage 1(float) 2D sampled format:Unknown
               3:             TypeSampledImage 2
               4:             TypePointer UniformConstant 3
     5(texture0):      4(ptr) Variable UniformConstant
               6:             TypeVector 1(float) 4
               7:             TypePointer Output 6(fvec4)
    8(out_color):      7(ptr) Variable Output
               9:             TypeVoid
              10:             TypeFunction 9
              13:    1(float) Constant 0
              14:    1(float) Constant 1065353216
              15:    6(fvec4) ConstantComposite 13 13 14 14
     11(main_fs):           9 Function None 10
              12:             Label
                              Store 8(out_color) 15
                              Return
                              FunctionEnd

[09:51:13.745] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform sampler2D texture0;

layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[09:51:13.749] |E| [renderer::load_fragment_shader]:  Missing fragment shader 820e9de8ee9b8cc92bf5ad4c7258d18b46848347b64fa1ca66b2505fa540d494
[09:51:13.750] |D| [gxp::log_parameter]:  Sampler: name:texture0 semantic:BCOL type:0 component_count:4 container_index:0x0
[09:51:13.750] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 16

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 11  "main_fs" 8
                              ExecutionMode 11 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "texture0"
                              Name 8  "out_color"
                              Name 11  "main_fs"
                              Decorate 8(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeImage 1(float) 2D sampled format:Unknown
               3:             TypeSampledImage 2
               4:             TypePointer UniformConstant 3
     5(texture0):      4(ptr) Variable UniformConstant
               6:             TypeVector 1(float) 4
               7:             TypePointer Output 6(fvec4)
    8(out_color):      7(ptr) Variable Output
               9:             TypeVoid
              10:             TypeFunction 9
              13:    1(float) Constant 0
              14:    1(float) Constant 1065353216
              15:    6(fvec4) ConstantComposite 13 13 14 14
     11(main_fs):           9 Function None 10
              12:             Label
                              Store 8(out_color) 15
                              Return
                              FunctionEnd

[09:51:13.754] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform sampler2D texture0;

layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


