[11:55:52.896] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[11:56:03.469] |I| [load_self]: sys/external/libhttp.suprx: Skipping special segment 0x6fffff01...
[11:56:03.470] |I| [load_self]: Loaded module segment 0 @ [0x00141000 - 0x0015E150 / 0x81000000] (size: 0x0001D150) of module sys/external/libhttp.suprx
[11:56:03.471] |I| [load_self]: Loaded module segment 1 @ [0x00129000 - 0x00129640 / 0x8101E000] (size: 0x00000640) of module sys/external/libhttp.suprx
[11:56:03.472] |I| [load_self]: Linking SELF sys/external/libhttp.suprx...
[11:56:03.472] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x15ce68
[11:56:03.473] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x159ca0
[11:56:03.474] |I| [load_module]: Module SceLibHttp (at "sys/external/libhttp.suprx") loaded
[11:56:03.474] |D| [load_module]: Running module_start of module: SceLibHttp
[11:56:03.475] |I| [load_module]: Module SceLibHttp (at "sys/external/libhttp.suprx") module_start returned 0x0
[11:56:03.547] |I| [load_self]: Loaded module segment 0 @ [0x0015F000 - 0x001C5EA4 / 0x81000000] (size: 0x00066EA4) of module sys/external/libssl.suprx
[11:56:03.548] |I| [load_self]: Loaded module segment 1 @ [0x0012A000 - 0x0012F188 / 0x81067000] (size: 0x00005188) of module sys/external/libssl.suprx
[11:56:03.548] |I| [load_self]: Linking SELF sys/external/libssl.suprx...
[11:56:03.549] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x1b19b0
[11:56:03.549] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x1abc70
[11:56:03.550] |I| [load_module]: Module SceLibSsl (at "sys/external/libssl.suprx") loaded
[11:56:03.552] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[11:56:03.554] |W| [stubbed_impl]: Stubbed sceNetCtlInit import called. (Stub)
[11:56:03.555] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x3c733316 sceSslInit at 0x812617c4
[11:56:03.563] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x214926d9 sceHttpInit at 0x81261794
[11:56:03.577] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xee681e1d sceFiosFHOpenWithModeSync at 0x33210
[11:56:03.579] |I| [export_sceIoOpen]: Opening file: app0:memfile.bin
[11:56:03.580] |T| [open_file]: sceIoOpen: Opening file app0:memfile.bin (ux0:/app/PCSE00090/memfile.bin), fd: 0x3
[11:56:03.583] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xa75f3c4a sceFiosFHSeek at 0x331c0
[11:56:03.590] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xb309e327 sceFiosIsValidHandle at 0x331e0
[11:56:03.592] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x76945919 sceFiosFHReadSync at 0x331a0
[11:56:03.625] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x45182328 sceFiosFHCloseSync at 0x33180
[11:56:03.626] |T| [close_file]: sceIoClose: Closing file fd: 0x3
[11:56:03.682] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[11:56:03.689] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[11:56:04.456] |I| [export_sceIoOpen]: Opening file: app0:render.bin
[11:56:04.457] |T| [open_file]: sceIoOpen: Opening file app0:render.bin (ux0:/app/PCSE00090/render.bin), fd: 0x4
[11:56:04.921] |T| [close_file]: sceIoClose: Closing file fd: 0x4
[11:56:04.960] |W| [unimplemented_impl]: Unimplemented sceNgsSystemSetFlags import called.
[11:56:04.962] |T| [ngs::simple::PlayerVoiceDefinition::new_modules]: Simple player voice definition stubbed
[11:56:04.965] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E0088:0:0 to 0x92D4838:0
[11:56:04.966] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E0408:0:0 to 0x92D4838:0
[11:56:04.967] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E0788:0:0 to 0x92D4838:0
[11:56:04.967] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E0B08:0:0 to 0x92D4838:0
[11:56:04.968] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E0E88:0:0 to 0x92D4838:0
[11:56:04.968] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E1208:0:0 to 0x92D4838:0
[11:56:04.969] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E1588:0:0 to 0x92D4838:0
[11:56:04.969] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E1908:0:0 to 0x92D4838:0
[11:56:04.970] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E1C88:0:0 to 0x92D4838:0
[11:56:04.970] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E2008:0:0 to 0x92D4838:0
[11:56:04.971] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E2388:0:0 to 0x92D4838:0
[11:56:04.971] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E2708:0:0 to 0x92D4838:0
[11:56:04.972] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E2A88:0:0 to 0x92D4838:0
[11:56:04.972] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E2E08:0:0 to 0x92D4838:0
[11:56:04.973] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E3188:0:0 to 0x92D4838:0
[11:56:04.973] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E3508:0:0 to 0x92D4838:0
[11:56:04.974] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E3888:0:0 to 0x92D4838:0
[11:56:04.974] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E3C08:0:0 to 0x92D4838:0
[11:56:04.975] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E3F88:0:0 to 0x92D4838:0
[11:56:04.975] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E4308:0:0 to 0x92D4838:0
[11:56:04.976] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E4688:0:0 to 0x92D4838:0
[11:56:04.976] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E4A08:0:0 to 0x92D4838:0
[11:56:04.977] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E4D88:0:0 to 0x92D4838:0
[11:56:04.977] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E5108:0:0 to 0x92D4838:0
[11:56:04.978] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E5488:0:0 to 0x92D4838:0
[11:56:04.978] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E5808:0:0 to 0x92D4838:0
[11:56:04.979] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E5B88:0:0 to 0x92D4838:0
[11:56:04.979] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E5F08:0:0 to 0x92D4838:0
[11:56:04.980] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E6288:0:0 to 0x92D4838:0
[11:56:04.980] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E6608:0:0 to 0x92D4838:0
[11:56:04.981] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E6988:0:0 to 0x92D4838:0
[11:56:05.073] |T| [export_sceNgsPatchCreateRouting]: Patching 0x92E6D08:0:0 to 0x92D4838:0
[11:56:05.147] |I| [export_sceIoOpen]: Opening file: app0:common.bin
[11:56:05.148] |T| [open_file]: sceIoOpen: Opening file app0:common.bin (ux0:/app/PCSE00090/common.bin), fd: 0x5
[11:56:05.275] |T| [close_file]: sceIoClose: Closing file fd: 0x5
[11:56:06.029] |I| [export_sceIoOpen]: Opening file: app0:gui_trophyinstall_vita.bin
[11:56:06.030] |T| [open_file]: sceIoOpen: Opening file app0:gui_trophyinstall_vita.bin (ux0:/app/PCSE00090/gui_trophyinstall_vita.bin), fd: 0x6
[11:56:06.080] |T| [close_file]: sceIoClose: Closing file fd: 0x6
[11:56:06.100] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR03298_00/TROPHY.TRP (ux0:/app/PCSE00090/sce_sys/trophy/NPWR03298_00/TROPHY.TRP), fd: 0x7
[11:56:06.229] |T| [open_file]: create_trophy_context: Opening file ux0:/user/00/trophy/data/NPWR03298_00/TROPUSR.DAT (ux0:/user/00/trophy/data/NPWR03298_00/TROPUSR.DAT), fd: 0x8
[11:56:06.246] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROPCONF.SFM (ux0:/user/00/trophy/conf/NPWR03298_00/TROPCONF.SFM), fd: 0x9
[11:56:06.247] |T| [write_file]: install_trophy_context: Writing to fd: 0x9, size: 1162
[11:56:06.248] |T| [close_file]: install_trophy_context: Closing file fd: 0x9
[11:56:06.261] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP.SFM (ux0:/user/00/trophy/conf/NPWR03298_00/TROP.SFM), fd: 0xa
[11:56:06.262] |T| [write_file]: install_trophy_context: Writing to fd: 0xa, size: 2320
[11:56:06.263] |T| [close_file]: install_trophy_context: Closing file fd: 0xa
[11:56:06.289] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP_02.SFM (ux0:/user/00/trophy/conf/NPWR03298_00/TROP_02.SFM), fd: 0xb
[11:56:06.290] |T| [write_file]: install_trophy_context: Writing to fd: 0xb, size: 2439
[11:56:06.290] |T| [close_file]: install_trophy_context: Closing file fd: 0xb
[11:56:06.310] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP_03.SFM (ux0:/user/00/trophy/conf/NPWR03298_00/TROP_03.SFM), fd: 0xc
[11:56:06.311] |T| [write_file]: install_trophy_context: Writing to fd: 0xc, size: 2311
[11:56:06.311] |T| [close_file]: install_trophy_context: Closing file fd: 0xc
[11:56:06.316] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP_04.SFM (ux0:/user/00/trophy/conf/NPWR03298_00/TROP_04.SFM), fd: 0xd
[11:56:06.317] |T| [write_file]: install_trophy_context: Writing to fd: 0xd, size: 2363
[11:56:06.317] |T| [close_file]: install_trophy_context: Closing file fd: 0xd
[11:56:06.330] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP_05.SFM (ux0:/user/00/trophy/conf/NPWR03298_00/TROP_05.SFM), fd: 0xe
[11:56:06.331] |T| [write_file]: install_trophy_context: Writing to fd: 0xe, size: 2323
[11:56:06.331] |T| [close_file]: install_trophy_context: Closing file fd: 0xe
[11:56:06.345] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP_07.SFM (ux0:/user/00/trophy/conf/NPWR03298_00/TROP_07.SFM), fd: 0xf
[11:56:06.346] |T| [write_file]: install_trophy_context: Writing to fd: 0xf, size: 2354
[11:56:06.346] |T| [close_file]: install_trophy_context: Closing file fd: 0xf
[11:56:06.350] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/ICON0.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/ICON0.PNG), fd: 0x10
[11:56:06.351] |T| [write_file]: install_trophy_context: Writing to fd: 0x10, size: 96158
[11:56:06.351] |T| [close_file]: install_trophy_context: Closing file fd: 0x10
[11:56:06.369] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP000.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP000.PNG), fd: 0x11
[11:56:06.370] |T| [write_file]: install_trophy_context: Writing to fd: 0x11, size: 40403
[11:56:06.371] |T| [close_file]: install_trophy_context: Closing file fd: 0x11
[11:56:06.383] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP001.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP001.PNG), fd: 0x12
[11:56:06.384] |T| [write_file]: install_trophy_context: Writing to fd: 0x12, size: 42433
[11:56:06.384] |T| [close_file]: install_trophy_context: Closing file fd: 0x12
[11:56:06.402] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP002.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP002.PNG), fd: 0x13
[11:56:06.404] |T| [write_file]: install_trophy_context: Writing to fd: 0x13, size: 45236
[11:56:06.405] |T| [close_file]: install_trophy_context: Closing file fd: 0x13
[11:56:06.422] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP003.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP003.PNG), fd: 0x14
[11:56:06.423] |T| [write_file]: install_trophy_context: Writing to fd: 0x14, size: 48075
[11:56:06.424] |T| [close_file]: install_trophy_context: Closing file fd: 0x14
[11:56:06.446] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP004.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP004.PNG), fd: 0x15
[11:56:06.448] |T| [write_file]: install_trophy_context: Writing to fd: 0x15, size: 40363
[11:56:06.448] |T| [close_file]: install_trophy_context: Closing file fd: 0x15
[11:56:06.468] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP005.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP005.PNG), fd: 0x16
[11:56:06.470] |T| [write_file]: install_trophy_context: Writing to fd: 0x16, size: 41867
[11:56:06.470] |T| [close_file]: install_trophy_context: Closing file fd: 0x16
[11:56:06.488] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP006.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP006.PNG), fd: 0x17
[11:56:06.489] |T| [write_file]: install_trophy_context: Writing to fd: 0x17, size: 42413
[11:56:06.490] |T| [close_file]: install_trophy_context: Closing file fd: 0x17
[11:56:06.498] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP007.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP007.PNG), fd: 0x18
[11:56:06.499] |T| [write_file]: install_trophy_context: Writing to fd: 0x18, size: 42614
[11:56:06.500] |T| [close_file]: install_trophy_context: Closing file fd: 0x18
[11:56:06.500] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP008.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP008.PNG), fd: 0x19
[11:56:06.501] |T| [write_file]: install_trophy_context: Writing to fd: 0x19, size: 39352
[11:56:06.501] |T| [close_file]: install_trophy_context: Closing file fd: 0x19
[11:56:06.520] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP009.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP009.PNG), fd: 0x1a
[11:56:06.522] |T| [write_file]: install_trophy_context: Writing to fd: 0x1a, size: 38777
[11:56:06.522] |T| [close_file]: install_trophy_context: Closing file fd: 0x1a
[11:56:06.537] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP010.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP010.PNG), fd: 0x1b
[11:56:06.538] |T| [write_file]: install_trophy_context: Writing to fd: 0x1b, size: 36135
[11:56:06.539] |T| [close_file]: install_trophy_context: Closing file fd: 0x1b
[11:56:06.555] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR03298_00/TROP011.PNG (ux0:/user/00/trophy/conf/NPWR03298_00/TROP011.PNG), fd: 0x1c
[11:56:06.556] |T| [write_file]: install_trophy_context: Writing to fd: 0x1c, size: 54300
[11:56:06.557] |T| [close_file]: install_trophy_context: Closing file fd: 0x1c
[11:56:06.598] |T| [close_file]: create_trophy_context: Closing file fd: 0x8
[11:56:06.598] |T| [export_sceNpTrophyCreateContext]: Trophy context for NPWR03298_00 create successfuly!
[11:56:06.599] |W| [stubbed_impl]: Stubbed sceNpTrophyCreateHandle import called. (Stubbed handle with 1)
[11:56:06.600] |W| [unimplemented_impl]: Unimplemented sceCommonDialogSetConfigParam import called.
[11:56:06.679] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 006a612f1d701b5e804d0820414c53ac8901567e5d637d85b6a10551b985803c
[11:56:06.681] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 006a612f1d701b5e804d0820414c53ac8901567e5d637d85b6a10551b985803c
[11:56:06.682] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) Position
[11:56:06.683] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) UV
[11:56:06.684] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) fsquad_transform
[11:56:06.684] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 7
[11:56:06.690] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 8e356dc5d154a628e758dcabc75aee929c55267b7803605d73f676b4ede09517
[11:56:06.691] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 8e356dc5d154a628e758dcabc75aee929c55267b7803605d73f676b4ede09517
[11:56:06.693] |T| [shader::create_fragment_inputs]: pa0 = tex2D<float4>(SEP_TEXTURE_DEPTH, TEXCOORD0.xy)
[11:56:06.693] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 1
[11:56:06.694] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 6
[11:56:06.710] |W| [unimplemented_impl]: Unimplemented sceLocationInit import called.
[11:56:06.712] |I| [export_sceIoOpen]: Opening file: app0:
[11:56:06.713] |T| [open_file]: sceIoOpen: Opening file app0: (ux0:/app/PCSE00090/), fd: 0x1d
[11:56:06.713] |W| [io_error_impl]: seek_file (_sceIoLseek) returned 0x80010051
[11:56:06.715] |W| [io_error_impl]: seek_file (_sceIoLseek) returned 0x80010051
[11:56:06.715] |W| [io_error_impl]: seek_file (_sceIoLseek) returned 0x80010051
