[15:29:56.838] |I| [init_config]: backend-renderer: OpenGL
[15:30:01.646] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x3C0E0C
[15:30:01.647] |I| [load_app_impl]: Main executable PSVitaRunner (eboot.bin) loaded
[15:30:01.654] |D| [run_app]: Running module_start of library: SceLibc at address 0x2871
[15:30:01.657] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[15:30:01.657] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[15:30:01.657] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[15:30:01.661] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[15:30:01.661] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x59001
[15:30:01.663] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[15:30:01.663] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayGetList02 import called.
[15:30:01.663] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[15:30:01.664] |D| [run_app]: Running module_start of library: SceUlt at address 0x8F771
[15:30:01.665] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[15:30:01.665] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[15:30:01.681] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[15:30:01.748] |W| [unimplemented_impl]: Unimplemented sceNetCtlInit import called.
[15:30:01.751] |W| [unimplemented_impl]: Unimplemented sceSslInit import called.
[15:30:01.751] |W| [unimplemented_impl]: Unimplemented sceHttpInit import called.
[15:30:01.752] |T| [write_file]: *** TTY: libnetctl event: XXX
[15:30:01.752] |W| [stubbed_impl]: Stubbed sceNetCtlInetGetState import called. (state = SCE_NETCTL_STATE_DISCONNECTED)
[15:30:01.753] |T| [write_file]: *** TTY: PLATFORM_Init!libnetctl event: XXX, state = Disconnected
[15:30:01.753] |T| [write_file]: *** TTY: 
[15:30:01.753] |T| [write_file]: *** TTY: ***************************************
[15:30:01.753] |T| [write_file]: *** TTY: *     YoYo Games PSVita Runner V1.0    *
[15:30:01.754] |T| [write_file]: *** TTY: ***************************************	 
[15:30:01.754] |T| [write_file]: *** TTY: CommandLine: 
[15:30:01.755] |T| [write_file]: *** TTY: MemoryManager allocated: 2780064
[15:30:01.801] |T| [write_file]: *** TTY: Finished Init
[15:30:01.802] |I| [export_sceIoOpen]: Opening file: app0:/games/game.win
[15:30:01.803] |T| [open_file]: sceIoOpen: Opening file app0:/games/game.win (ux0:/app/PCSE01258/games/game.win), fd: 0x3
[15:30:01.803] |T| [close_file]: sceIoClose: Closing file fd: 0x3
[15:30:01.806] |I| [export_sceIoOpen]: Opening file: savedata0:/app0:/games/options.ini
[15:30:01.807] |T| [open_file]: sceIoOpen: Opening file savedata0:/app0:/games/options.ini (ux0:/app/PCSE01258/games/options.ini), fd: 0x4
[15:30:01.807] |T| [close_file]: sceIoClose: Closing file fd: 0x4
[15:30:01.810] |I| [export_sceIoOpen]: Opening file: savedata0:/app0:/games/options.ini
[15:30:01.810] |T| [open_file]: sceIoOpen: Opening file savedata0:/app0:/games/options.ini (ux0:/app/PCSE01258/games/options.ini), fd: 0x5
[15:30:01.811] |T| [close_file]: sceIoClose: Closing file fd: 0x5
[15:30:01.813] |I| [export_sceIoOpen]: Opening file: savedata0:/app0:/games/options.ini
[15:30:01.813] |T| [open_file]: sceIoOpen: Opening file savedata0:/app0:/games/options.ini (ux0:/app/PCSE01258/games/options.ini), fd: 0x6
[15:30:01.814] |T| [seek_file]: sceIoLseek: Seeking fd: 0x6, offset: 0x0, whence: SCE_SEEK_END
[15:30:01.815] |T| [seek_file]: sceIoLseek: Seeking fd: 0x6, offset: 0x0, whence: SCE_SEEK_CUR
[15:30:01.815] |T| [seek_file]: sceIoLseek: Seeking fd: 0x6, offset: 0x0, whence: SCE_SEEK_SET
[15:30:01.817] |T| [seek_file]: sceIoLseek: Seeking fd: 0x6, offset: 0x0, whence: SCE_SEEK_SET
[15:30:01.817] |T| [read_file]: sceIoRead: Reading 1789 bytes of fd 0x6
[15:30:01.818] |T| [close_file]: sceIoClose: Closing file fd: 0x6
[15:30:01.823] |I| [export_sceIoOpen]: Opening file: app0:/games/game.yydebug
[15:30:01.823] |E| [open_file]: Missing file at /Users/jacksegil/Library/Application Support/Vita3K/Vita3K/ux0/app/PCSE01258/games/game.yydebug (target path: app0:/games/game.yydebug)
[15:30:01.823] |W| [io_error_impl]: open_file (sceIoOpen) returned 0x80010002
[15:30:01.826] |I| [export_sceIoOpen]: Opening file: app0:/games/game.win
[15:30:01.826] |T| [open_file]: sceIoOpen: Opening file app0:/games/game.win (ux0:/app/PCSE01258/games/game.win), fd: 0x7
[15:30:01.827] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x0, whence: SCE_SEEK_END
[15:30:01.828] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x0, whence: SCE_SEEK_CUR
[15:30:01.829] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x0, whence: SCE_SEEK_SET
[15:30:01.853] |T| [seek_file]: sceIoLseek: Seeking fd: 0x7, offset: 0x0, whence: SCE_SEEK_SET
[15:30:01.854] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.855] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.856] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.857] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.857] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.858] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.859] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.860] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.860] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.861] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.862] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.863] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.863] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.864] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.865] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.865] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.866] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.867] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.868] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.868] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.869] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.870] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.870] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.871] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.871] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.872] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.873] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.873] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.874] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.876] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.876] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.877] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.878] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.879] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.879] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.880] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.881] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.881] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.882] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.882] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.883] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.884] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.884] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.885] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.886] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.886] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.887] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.888] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.888] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.889] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.890] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.890] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.891] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.892] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.892] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.893] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.894] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.895] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.896] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.896] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.897] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.898] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.898] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.899] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.899] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.900] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.901] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.901] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.902] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.903] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.903] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.904] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.905] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.905] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.906] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.906] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.907] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.908] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.908] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.909] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.910] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.911] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.911] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.912] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.913] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.913] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.914] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.915] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.915] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.916] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.916] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.917] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.918] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.918] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.919] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.920] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.920] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.921] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.922] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.922] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.923] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.924] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.924] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.925] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.926] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.926] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.927] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.928] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.929] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.929] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.930] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.931] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.932] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.932] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.933] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.934] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.934] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.935] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.936] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.936] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.937] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.938] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.938] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.939] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.939] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.940] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.941] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.941] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.942] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.943] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.944] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.944] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.945] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.946] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.946] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.947] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.948] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.948] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.949] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.949] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.950] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.951] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.951] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.952] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.953] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.953] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.954] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.954] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.955] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.956] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.956] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.957] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.958] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.958] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.959] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.960] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.960] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.961] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.962] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.962] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.963] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.964] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.964] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.965] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.966] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.966] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.967] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.967] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.968] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.969] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.969] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.970] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.971] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.971] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.972] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.972] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.973] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.974] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.976] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.976] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.977] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.978] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.978] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.979] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.979] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.980] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.981] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.981] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.982] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.983] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.983] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.984] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.985] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.985] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.986] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.986] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.987] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.988] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.988] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.989] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.990] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.990] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.991] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.992] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.992] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.993] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.994] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.995] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.995] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.996] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.997] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.997] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.998] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
[15:30:01.999] |T| [read_file]: sceIoRead: Reading 32768 bytes of fd 0x7
