[02:25:11.049] |I| [config::init_config]: backend-renderer: OpenGL
[02:25:29.867] |W| [load_var_imports]: 	NID NOT FOUND 0x93B8AA67 (UNRECOGNISED) at 0x440BC, setting to stub value 0xDEADBEEF
[02:25:29.868] |W| [load_var_imports]: 	NID NOT FOUND 0xDF084DFA (UNRECOGNISED) at 0x45B70, setting to stub value 0xDEADBEEF
[02:25:29.869] |I| [pre_load_module]: Pre-load module SceLibc (at "sce_module/libc.suprx") loaded
[02:25:29.877] |C| [load_self]: Unknown segment type 0x6FFFFF01
[02:25:29.878] |I| [load_self]: Loaded module segment 0 @ [0x0005A000 - 0x0008512C / 0x81000000] (size: 0x0002B12C) of module app0:sce_module/libfios2.suprx
[02:25:29.879] |I| [load_self]: Loaded module segment 1 @ [0x00086000 - 0x0008B23D / 0x8102C000] (size: 0x0000523D) of module app0:sce_module/libfios2.suprx
[02:25:29.879] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libfios2.suprx
[02:25:29.880] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x85034
[02:25:29.880] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x7C548
[02:25:29.881] |I| [pre_load_module]: Pre-load module SceLibFios2 (at "sce_module/libfios2.suprx") loaded
[02:25:29.886] |C| [load_self]: Unknown segment type 0x6FFFFF01
[02:25:29.887] |I| [load_self]: Loaded module segment 0 @ [0x0008C000 - 0x0009FA9C / 0x81000000] (size: 0x00013A9C) of module app0:sce_module/libult.suprx
[02:25:29.887] |I| [load_self]: Loaded module segment 1 @ [0x000A0000 - 0x000A0814 / 0x81014000] (size: 0x00000814) of module app0:sce_module/libult.suprx
[02:25:29.887] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libult.suprx
[02:25:29.888] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x9E3C8
[02:25:29.888] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x9B944
[02:25:29.889] |I| [pre_load_module]: Pre-load module SceUlt (at "sce_module/libult.suprx") loaded
[02:25:29.898] |I| [load_self]: Loaded module segment 0 @ [0x000A1000 - 0x000F1F04 / 0x81000000] (size: 0x00050F04) of module vs0:sys/external/libSceFt2.suprx
[02:25:29.900] |I| [load_self]: Loaded module segment 1 @ [0x000F2000 - 0x000F22F4 / 0x81051000] (size: 0x000002F4) of module vs0:sys/external/libSceFt2.suprx
[02:25:29.900] |I| [load_self]: Loading symbols for SELF: vs0:sys/external/libSceFt2.suprx
[02:25:29.901] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0xDD7DC
[02:25:29.901] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0xDCF10
[02:25:29.901] |I| [pre_load_module]: Pre-load module SceLibft2 (at "sys/external/libSceFt2.suprx") loaded
[02:25:29.905] |I| [load_self]: Loaded module segment 0 @ [0x000F3000 - 0x00102F14 / 0x81000000] (size: 0x0000FF14) of module vs0:sys/external/libpvf.suprx
[02:25:29.905] |I| [load_self]: Loaded module segment 1 @ [0x00103000 - 0x00103008 / 0x81010000] (size: 0x00000008) of module vs0:sys/external/libpvf.suprx
[02:25:29.906] |I| [load_self]: Loading symbols for SELF: vs0:sys/external/libpvf.suprx
[02:25:29.906] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x101710
[02:25:29.907] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x101300
[02:25:29.907] |I| [pre_load_module]: Pre-load module SceLibPvf (at "sys/external/libpvf.suprx") loaded
[02:25:29.949] |C| [load_self]: Unknown segment type 0x6FFFFF01
[02:25:29.950] |I| [load_self]: Loaded module segment 0 @ [0x00104000 - 0x0019414C / 0x81000000] (size: 0x0009014C) of module app0:eboot.bin
[02:25:29.951] |I| [load_self]: Loaded module segment 1 @ [0x00195000 - 0x04433360 / 0x81091000] (size: 0x0429E360) of module app0:eboot.bin
[02:25:29.951] |I| [load_self]: Loading symbols for SELF: app0:eboot.bin
[02:25:29.951] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x180660
[02:25:29.952] |D| [load_var_exports]: 	NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0x1B7798
[02:25:29.952] |I| [load_app_impl]: Main executable PuttySquadVita (eboot.bin) loaded
[02:25:29.960] |D| [run_app]: Running module_start of library: SceLibc at address 0x7809
[02:25:29.978] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[02:25:29.978] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[02:25:29.979] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[02:25:29.986] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[02:25:29.988] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x5A001
[02:25:29.994] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[02:25:29.995] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayGetList02 import called.
[02:25:29.996] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[02:25:29.998] |D| [run_app]: Running module_start of library: SceUlt at address 0x8F769
[02:25:30.003] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[02:25:30.004] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[02:25:30.034] |W| [unimplemented_impl]: Unimplemented sceKernelChangeThreadVfpException import called.
[02:25:30.035] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayThreadSetDisabled02 import called.
[02:25:30.087] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayGetRecommendedScheduler02 import called.
[02:25:30.092] |I| [export_sceIoOpen]: Opening file: app0:/allfiles.psarc
[02:25:30.092] |T| [open_file]: sceIoOpen: Opening file app0:/allfiles.psarc (ux0:/app/PCSE00389/allfiles.psarc), fd: 0x3
[02:25:30.093] |T| [stat_file]: _sceIoGetstat: Statting file: app0:/allfiles.psarc (ux0:/app/PCSE00389/allfiles.psarc)
[02:25:30.097] |T| [seek_file]: sceIoPread: Seeking fd: 0x3, offset: 0x0, whence: SCE_SEEK_SET
[02:25:30.098] |T| [read_file]: sceIoPread: Reading 48 bytes of fd 0x3
[02:25:30.098] |T| [seek_file]: sceIoPread: Seeking fd: 0x3, offset: 0x0, whence: SCE_SEEK_SET
[02:25:30.108] |T| [seek_file]: sceIoPread: Seeking fd: 0x3, offset: 0x20, whence: SCE_SEEK_SET
[02:25:30.109] |T| [read_file]: sceIoPread: Reading 30 bytes of fd 0x3
[02:25:30.109] |T| [seek_file]: sceIoPread: Seeking fd: 0x3, offset: 0x0, whence: SCE_SEEK_SET
[02:25:30.112] |T| [close_file]: sceIoClose: Closing file fd: 0x3
[02:25:30.118] |I| [export_sceIoOpen]: Opening file: app0:/allfiles.psarc
[02:25:30.119] |T| [open_file]: sceIoOpen: Opening file app0:/allfiles.psarc (ux0:/app/PCSE00389/allfiles.psarc), fd: 0x4
[02:25:30.119] |T| [stat_file]: _sceIoGetstat: Statting file: app0:/allfiles.psarc (ux0:/app/PCSE00389/allfiles.psarc)
[02:25:30.120] |T| [stat_file]: sceIoGetstatByFd: Statting fd: 0x4
[02:25:30.121] |T| [seek_file]: sceIoPread: Seeking fd: 0x4, offset: 0x0, whence: SCE_SEEK_SET
[02:25:30.121] |T| [read_file]: sceIoPread: Reading 48 bytes of fd 0x4
[02:25:30.121] |T| [seek_file]: sceIoPread: Seeking fd: 0x4, offset: 0x0, whence: SCE_SEEK_SET
[02:25:30.122] |T| [seek_file]: sceIoPread: Seeking fd: 0x4, offset: 0x20, whence: SCE_SEEK_SET
[02:25:30.123] |T| [read_file]: sceIoPread: Reading 42414 bytes of fd 0x4
[02:25:30.123] |T| [seek_file]: sceIoPread: Seeking fd: 0x4, offset: 0x0, whence: SCE_SEEK_SET
[02:25:30.146] |T| [seek_file]: sceIoPread: Seeking fd: 0x4, offset: 0xA400, whence: SCE_SEEK_SET
[02:25:30.147] |T| [read_file]: sceIoPread: Reading 3072 bytes of fd 0x4
[02:25:30.147] |T| [seek_file]: sceIoPread: Seeking fd: 0x4, offset: 0x0, whence: SCE_SEEK_SET
[02:25:30.169] |W| [stubbed_impl]: Stubbed sceGxmMapMemory import called. (always return success)
[02:25:30.173] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[02:25:30.235] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[02:25:30.250] |T| [write_file]: *** TTY: ...sceNgsSystemInit() OK
[02:25:30.250] |T| [write_file]: *** TTY: ....init'd NGS
[02:25:30.251] |T| [write_file]: *** TTY: ....created Racks
[02:25:30.252] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4488A90:0:0 to 0x4494950:0
[02:25:30.253] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4488F90:0:0 to 0x4494950:0
[02:25:30.253] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4489490:0:0 to 0x4494950:0
[02:25:30.254] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4489990:0:0 to 0x4494950:0
[02:25:30.254] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4489E90:0:0 to 0x4494950:0
[02:25:30.255] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448A390:0:0 to 0x4494950:0
[02:25:30.255] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448A890:0:0 to 0x4494950:0
[02:25:30.256] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448AD90:0:0 to 0x4494950:0
[02:25:30.256] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448B290:0:0 to 0x4494950:0
[02:25:30.256] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448B790:0:0 to 0x4494950:0
[02:25:30.257] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448BC90:0:0 to 0x4494950:0
[02:25:30.257] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448C190:0:0 to 0x4494950:0
[02:25:30.258] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448C690:0:0 to 0x4494950:0
[02:25:30.258] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448CB90:0:0 to 0x4494950:0
[02:25:30.259] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448D090:0:0 to 0x4494950:0
[02:25:30.259] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448D590:0:0 to 0x4494950:0
[02:25:30.259] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448DA90:0:0 to 0x4494950:0
[02:25:30.260] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448DF90:0:0 to 0x4494950:0
[02:25:30.260] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448E490:0:0 to 0x4494950:0
[02:25:30.261] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448E990:0:0 to 0x4494950:0
[02:25:30.262] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448EE90:0:0 to 0x4494950:0
[02:25:30.262] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448F390:0:0 to 0x4494950:0
[02:25:30.262] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448F890:0:0 to 0x4494950:0
[02:25:30.263] |T| [export_sceNgsPatchCreateRouting]: Patching 0x448FD90:0:0 to 0x4494950:0
[02:25:30.263] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4490290:0:0 to 0x4494950:0
[02:25:30.264] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4490790:0:0 to 0x4494950:0
[02:25:30.264] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4490C90:0:0 to 0x4494950:0
[02:25:30.265] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4491190:0:0 to 0x4494950:0
[02:25:30.265] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4491690:0:0 to 0x4494950:0
[02:25:30.266] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4491B90:0:0 to 0x4494950:0
[02:25:30.266] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4492090:0:0 to 0x4494950:0
[02:25:30.266] |T| [export_sceNgsPatchCreateRouting]: Patching 0x4492590:0:0 to 0x4494950:0
[02:25:30.267] |T| [write_file]: *** TTY: ....connected Racks
[02:25:30.270] |T| [write_file]: *** TTY: prepareAudioOut: sending output to audio port 1
[02:25:30.279] |T| [write_file]: *** TTY: startAudioUpdateThread: started AudioUpdateThread
[02:25:30.281] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[02:25:30.281] |T| [write_file]: *** TTY: _AudioOutputThread running
[02:25:30.298] |W| [stubbed_impl]: Stubbed sceNetCtlInit import called. (Stub)
[02:25:30.299] |W| [stubbed_impl]: Stubbed sceNetCtlInetGetState import called. (state = SCE_NETCTL_STATE_DISCONNECTED)
[02:25:30.300] |W| [unimplemented_impl]: Unimplemented sceHttpInit import called.
[02:25:30.300] |W| [unimplemented_impl]: Unimplemented sceSslInit import called.
[02:25:30.302] |W| [unimplemented_impl]: Unimplemented sceNpBasicInit import called.
[02:25:30.304] |W| [unimplemented_impl]: Unimplemented sceNpBasicRegisterHandler import called.
[02:25:30.308] |W| [unimplemented_impl]: Unimplemented sceNpScoreInit import called.
[02:25:30.310] |W| [unimplemented_impl]: Unimplemented sceNpScoreCreateTitleCtx import called.
[02:25:30.313] |W| [unimplemented_impl]: Unimplemented sceLocationInit import called.
[02:25:30.314] |W| [unimplemented_impl]: Unimplemented sceLocationOpen import called.
[02:25:30.322] |W| [unimplemented_impl]: Unimplemented sceDbgSetBreakOnErrorState import called.
[02:25:30.323] |W| [unimplemented_impl]: Unimplemented sceDbgSetMinimumLogLevel import called.
[02:25:30.324] |T| [write_file]: *** TTY: trophy registering
[02:25:30.325] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR03011_00/TROPHY.TRP (ux0:/app/PCSE00389/sce_sys/trophy/NPWR03011_00/TROPHY.TRP), fd: 0x5
[02:25:30.325] |T| [open_file]: create_trophy_context: Opening file ux0:/user/00/trophy/data/NPWR03011_00/TROPUSR.DAT (ux0:/user/00/trophy/data/NPWR03011_00/TROPUSR.DAT), fd: 0x6
[02:25:30.326] |T| [read_file]: parse_trophy_file: Reading 4 bytes of fd 0x5
[02:25:30.326] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x10, whence: SCE_SEEK_SET
[02:25:30.327] |T| [read_file]: parse_trophy_file: Reading 4 bytes of fd 0x5
[02:25:30.327] |T| [read_file]: parse_trophy_file: Reading 4 bytes of fd 0x5
[02:25:30.327] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x40, whence: SCE_SEEK_SET
[02:25:30.328] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.328] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.329] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.329] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.329] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.329] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.330] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.330] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.330] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.330] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.331] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.331] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.331] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.331] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x60, whence: SCE_SEEK_SET
[02:25:30.332] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.332] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.332] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x80, whence: SCE_SEEK_SET
[02:25:30.333] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.333] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.333] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.333] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.334] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.334] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.334] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.334] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.334] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.334] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0xA0, whence: SCE_SEEK_SET
[02:25:30.334] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.335] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0xC0, whence: SCE_SEEK_SET
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.335] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.336] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.336] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0xE0, whence: SCE_SEEK_SET
[02:25:30.336] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.336] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.336] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x100, whence: SCE_SEEK_SET
[02:25:30.336] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.336] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.336] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.336] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.336] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.336] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.336] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.337] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.337] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.337] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.337] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.337] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.337] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x120, whence: SCE_SEEK_SET
[02:25:30.337] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.337] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.337] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x140, whence: SCE_SEEK_SET
[02:25:30.337] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.337] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.337] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.337] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.338] |E| [logging::ret_error_impl]: sceKernelWaitLwCond returned SCE_KERNEL_ERROR_WAIT_TIMEOUT (0x80028005)
[02:25:30.338] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.338] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.338] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.338] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.338] |W| [stubbed_impl]: Stubbed sceNetCtlCheckCallback import called. (Stub)
[02:25:30.338] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.338] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.338] |W| [stubbed_impl]: Stubbed sceNetCtlInetGetResult import called. (errorCode = SCE_NET_CTL_ERROR_FLIGHT_MODE_ENABLED)
[02:25:30.338] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.338] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.339] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x160, whence: SCE_SEEK_SET
[02:25:30.339] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.339] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.339] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x180, whence: SCE_SEEK_SET
[02:25:30.339] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.339] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.339] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.339] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.339] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.339] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.339] |W| [stubbed_impl]: Stubbed sceNpCheckCallback import called. (Stub)
[02:25:30.339] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.340] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.340] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.340] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.340] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.340] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.340] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x1A0, whence: SCE_SEEK_SET
[02:25:30.340] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.340] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.340] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x1C0, whence: SCE_SEEK_SET
[02:25:30.340] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.340] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.340] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.341] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.341] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.341] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.341] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.341] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.341] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.341] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.341] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x1E0, whence: SCE_SEEK_SET
[02:25:30.341] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.341] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x5
[02:25:30.341] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x5, offset: 0x200, whence: SCE_SEEK_SET
[02:25:30.341] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.341] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.342] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.342] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
[02:25:30.342] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x5
