[15:12:12.424] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[15:12:23.220] |I| [load_self]: Linking SELF app0:sce_module/libfios2.suprx...
[15:12:23.220] |D| [load_var_exports]:  NID 0x936C8A78 (SYSLYB) at 0x87BC8
[15:12:23.221] |D| [load_var_exports]:  NID 0x6C2224BA (NID_MODULE_INFO) at 0x7EF08
[15:12:23.221] |I| [pre_load_module]: Pre-load module SceLibFios2 (at "sce_module/libfios2.suprx") loaded
[15:12:23.234] |I| [load_self]: app0:sce_module/libult.suprx: Skipping special segment 0x6FFFFF01...
[15:12:23.234] |I| [load_self]: Loaded module segment 0 @ [0x0008E000 - 0x000A19BC / 0x81000000] (size: 0x000139BC) of module app0:sce_module/libult.suprx
[15:12:23.235] |I| [load_self]: Loaded module segment 1 @ [0x000A2000 - 0x000A2814 / 0x81014000] (size: 0x00000814) of module app0:sce_module/libult.suprx
[15:12:23.236] |I| [load_self]: Linking SELF app0:sce_module/libult.suprx...
[15:12:23.236] |D| [load_var_exports]:  NID 0x936C8A78 (SYSLYB) at 0xA02E8
[15:12:23.237] |D| [load_var_exports]:  NID 0x6C2224BA (NID_MODULE_INFO) at 0x9D870
[15:12:23.237] |I| [pre_load_module]: Pre-load module SceUlt (at "sce_module/libult.suprx") loaded
[15:12:23.440] |I| [load_self]: Loaded module segment 0 @ [0x000A3000 - 0x000F3F04 / 0x81000000] (size: 0x00050F04) of module vs0:sys/external/libSceFt2.suprx
[15:12:23.442] |I| [load_self]: Loaded module segment 1 @ [0x000F4000 - 0x000F42F4 / 0x81051000] (size: 0x000002F4) of module vs0:sys/external/libSceFt2.suprx
[15:12:23.443] |I| [load_self]: Linking SELF vs0:sys/external/libSceFt2.suprx...
[15:12:23.444] |D| [load_var_exports]:  NID 0x936C8A78 (SYSLYB) at 0xDF7DC
[15:12:23.444] |D| [load_var_exports]:  NID 0x6C2224BA (NID_MODULE_INFO) at 0xDEF10
[15:12:23.445] |I| [pre_load_module]: Pre-load module SceLibft2 (at "sys/external/libSceFt2.suprx") loaded
[15:12:23.491] |I| [load_self]: Loaded module segment 0 @ [0x000F5000 - 0x00104F14 / 0x81000000] (size: 0x0000FF14) of module vs0:sys/external/libpvf.suprx
[15:12:23.494] |I| [load_self]: Loaded module segment 1 @ [0x00105000 - 0x00105008 / 0x81010000] (size: 0x00000008) of module vs0:sys/external/libpvf.suprx
[15:12:23.495] |I| [load_self]: Linking SELF vs0:sys/external/libpvf.suprx...
[15:12:23.496] |D| [load_var_exports]:  NID 0x936C8A78 (SYSLYB) at 0x103710
[15:12:23.496] |D| [load_var_exports]:  NID 0x6C2224BA (NID_MODULE_INFO) at 0x103300
[15:12:23.497] |I| [pre_load_module]: Pre-load module SceLibPvf (at "sys/external/libpvf.suprx") loaded
[15:12:23.538] |I| [load_self]: app0:eboot.bin: Skipping special segment 0x6FFFFF01...
[15:12:23.539] |I| [load_self]: Loaded module segment 0 @ [0x00106000 - 0x0022DEE8 / 0x81000000] (size: 0x00127EE8) of module app0:eboot.bin
[15:12:23.539] |I| [load_self]: Loaded module segment 1 @ [0x0022E000 - 0x0035F9B0 / 0x81128000] (size: 0x001319B0) of module app0:eboot.bin
[15:12:23.542] |I| [load_self]: Linking SELF app0:eboot.bin...
[15:12:23.542] |D| [load_var_exports]:  NID 0x6C2224BA (NID_MODULE_INFO) at 0x1EAF78
[15:12:23.543] |D| [load_var_exports]:  NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0x2319CC
[15:12:23.543] |D| [load_var_exports]:  NID 0x936C8A78 (SYSLYB) at 0x219674
[15:12:23.544] |I| [load_app_impl]: Main executable rezero (eboot.bin) loaded
[15:12:23.560] |I| [renderer::gl::compile_shader]: frag shader compiled: 988cdd3c2cd237e3664b0648cac48077bd685f9959dae1b0b8b2b257879fb181
[15:12:23.568] |I| [renderer::gl::compile_shader]: vert shader compiled: 0d9e111f367b8e16fbc18b68c4e639ae676d38242f2c684ab59fe13fa641c702
[15:12:23.569] |E| [renderer::gl::compile_program]: Fragment info
-------------
0(30) : warning C7050: "pa[0].zw" might be used before being initialized


[15:12:23.570] |I| [renderer::gl::pre_compile_program]: Program Compiled 1/2
[15:12:23.579] |I| [renderer::gl::compile_shader]: frag shader compiled: 9f8f4953a7a8e8cd5f99b798477a08396ab9555daf6275056d51c2a90851643a
[15:12:23.579] |I| [renderer::gl::compile_shader]: vert shader compiled: 0d9e111f367b8e16fbc18b68c4e639ae676d38242f2c684ab59fe13fa641c702
[15:12:23.581] |I| [renderer::gl::pre_compile_program]: Program Compiled 2/2
[15:12:23.677] |D| [run_app]: Running module_start of library: SceLibc at address 0x4871
[15:12:23.710] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[15:12:23.710] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[15:12:23.710] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[15:12:23.719] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[15:12:23.724] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x5B001
[15:12:23.741] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[15:12:23.741] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[15:12:23.746] |D| [run_app]: Running module_start of library: SceUlt at address 0x91771
[15:12:23.762] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[15:12:23.762] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[15:12:23.902] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[15:12:23.902] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[15:12:23.930] |I| [load_module]: Loading module ID: 0x13
[15:12:23.953] |I| [load_self]: sys/external/libsystemgesture.suprx: Skipping special segment 0x6FFFFF01...
[15:12:23.954] |I| [load_self]: Loaded module segment 0 @ [0x114FD000 - 0x1150008C / 0x81000000] (size: 0x0000308C) of module sys/external/libsystemgesture.suprx
[15:12:23.956] |I| [load_self]: Loaded module segment 1 @ [0x013AE000 - 0x013AEBF0 / 0x81004000] (size: 0x00000BF0) of module sys/external/libsystemgesture.suprx
[15:12:23.957] |I| [load_self]: Linking SELF sys/external/libsystemgesture.suprx...
[15:12:23.958] |D| [load_var_exports]:  NID 0x936C8A78 (SYSLYB) at 0x11500074
[15:12:23.958] |D| [load_var_exports]:  NID 0x6C2224BA (NID_MODULE_INFO) at 0x114FFBD4
[15:12:23.959] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") loaded
[15:12:23.959] |D| [load_module]: Running module_start of module: SceSystemGesture
[15:12:23.960] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") module_start returned 0x0
[15:12:23.960] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x6078A08B sceSystemGestureInitializePrimitiveTouchRecognizer at 0x1E9F3C
[15:12:23.961] |W| [unimplemented_impl]: Unimplemented sceTouchGetPixelDensity2 import called.
[15:12:23.962] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[15:12:23.963] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR11309_00/TROPHY.TRP (ux0:/app/PCSG00933/sce_sys/trophy/NPWR11309_00/TROPHY.TRP), fd: 0x3
[15:12:23.964] |T| [open_file]: create_trophy_context: Opening file ux0:/user/00/trophy/data/NPWR11309_00/TROPUSR.DAT (ux0:/user/00/trophy/data/NPWR11309_00/TROPUSR.DAT), fd: 0x4
[15:12:23.970] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROPCONF.SFM (ux0:/user/00/trophy/conf/NPWR11309_00/TROPCONF.SFM), fd: 0x5
[15:12:23.971] |T| [write_file]: install_trophy_context: Writing to fd: 0x5, size: 2521
[15:12:23.971] |T| [close_file]: install_trophy_context: Closing file fd: 0x5
[15:12:23.995] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP.SFM (ux0:/user/00/trophy/conf/NPWR11309_00/TROP.SFM), fd: 0x6
[15:12:23.996] |T| [write_file]: install_trophy_context: Writing to fd: 0x6, size: 7382
[15:12:23.999] |T| [close_file]: install_trophy_context: Closing file fd: 0x6
[15:12:24.002] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/ICON0.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/ICON0.PNG), fd: 0x7
[15:12:24.004] |T| [write_file]: install_trophy_context: Writing to fd: 0x7, size: 64430
[15:12:24.004] |T| [close_file]: install_trophy_context: Closing file fd: 0x7
[15:12:24.011] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP000.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP000.PNG), fd: 0x8
[15:12:24.012] |T| [write_file]: install_trophy_context: Writing to fd: 0x8, size: 72036
[15:12:24.014] |T| [close_file]: install_trophy_context: Closing file fd: 0x8
[15:12:24.026] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP001.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP001.PNG), fd: 0x9
[15:12:24.027] |T| [write_file]: install_trophy_context: Writing to fd: 0x9, size: 96399
[15:12:24.027] |T| [close_file]: install_trophy_context: Closing file fd: 0x9
[15:12:24.031] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP002.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP002.PNG), fd: 0xA
[15:12:24.032] |T| [write_file]: install_trophy_context: Writing to fd: 0xA, size: 96399
[15:12:24.032] |T| [close_file]: install_trophy_context: Closing file fd: 0xA
[15:12:24.038] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP003.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP003.PNG), fd: 0xB
[15:12:24.038] |T| [write_file]: install_trophy_context: Writing to fd: 0xB, size: 96399
[15:12:24.039] |T| [close_file]: install_trophy_context: Closing file fd: 0xB
[15:12:24.094] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP004.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP004.PNG), fd: 0xC
[15:12:24.096] |T| [write_file]: install_trophy_context: Writing to fd: 0xC, size: 96399
[15:12:24.096] |T| [close_file]: install_trophy_context: Closing file fd: 0xC
[15:12:24.117] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP005.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP005.PNG), fd: 0xD
[15:12:24.117] |T| [write_file]: install_trophy_context: Writing to fd: 0xD, size: 96399
[15:12:24.119] |T| [close_file]: install_trophy_context: Closing file fd: 0xD
[15:12:24.128] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP006.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP006.PNG), fd: 0xE
[15:12:24.129] |T| [write_file]: install_trophy_context: Writing to fd: 0xE, size: 96399
[15:12:24.132] |T| [close_file]: install_trophy_context: Closing file fd: 0xE
[15:12:24.140] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP007.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP007.PNG), fd: 0xF
[15:12:24.141] |T| [write_file]: install_trophy_context: Writing to fd: 0xF, size: 96399
[15:12:24.142] |T| [close_file]: install_trophy_context: Closing file fd: 0xF
[15:12:24.152] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP008.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP008.PNG), fd: 0x10
[15:12:24.152] |T| [write_file]: install_trophy_context: Writing to fd: 0x10, size: 96399
[15:12:24.153] |T| [close_file]: install_trophy_context: Closing file fd: 0x10
[15:12:24.164] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP009.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP009.PNG), fd: 0x11
[15:12:24.167] |T| [write_file]: install_trophy_context: Writing to fd: 0x11, size: 96399
[15:12:24.168] |T| [close_file]: install_trophy_context: Closing file fd: 0x11
[15:12:24.175] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP010.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP010.PNG), fd: 0x12
[15:12:24.176] |T| [write_file]: install_trophy_context: Writing to fd: 0x12, size: 96399
[15:12:24.179] |T| [close_file]: install_trophy_context: Closing file fd: 0x12
[15:12:24.187] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP011.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP011.PNG), fd: 0x13
[15:12:24.188] |T| [write_file]: install_trophy_context: Writing to fd: 0x13, size: 96399
[15:12:24.189] |T| [close_file]: install_trophy_context: Closing file fd: 0x13
[15:12:24.195] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP012.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP012.PNG), fd: 0x14
[15:12:24.195] |T| [write_file]: install_trophy_context: Writing to fd: 0x14, size: 96399
[15:12:24.197] |T| [close_file]: install_trophy_context: Closing file fd: 0x14
[15:12:24.206] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP013.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP013.PNG), fd: 0x15
[15:12:24.207] |T| [write_file]: install_trophy_context: Writing to fd: 0x15, size: 96399
[15:12:24.208] |T| [close_file]: install_trophy_context: Closing file fd: 0x15
[15:12:24.219] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP014.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP014.PNG), fd: 0x16
[15:12:24.220] |T| [write_file]: install_trophy_context: Writing to fd: 0x16, size: 96399
[15:12:24.222] |T| [close_file]: install_trophy_context: Closing file fd: 0x16
[15:12:24.229] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP015.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP015.PNG), fd: 0x17
[15:12:24.230] |T| [write_file]: install_trophy_context: Writing to fd: 0x17, size: 96399
[15:12:24.231] |T| [close_file]: install_trophy_context: Closing file fd: 0x17
[15:12:24.242] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP016.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP016.PNG), fd: 0x18
[15:12:24.242] |T| [write_file]: install_trophy_context: Writing to fd: 0x18, size: 86412
[15:12:24.243] |T| [close_file]: install_trophy_context: Closing file fd: 0x18
[15:12:24.286] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP017.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP017.PNG), fd: 0x19
[15:12:24.288] |T| [write_file]: install_trophy_context: Writing to fd: 0x19, size: 86412
[15:12:24.289] |T| [close_file]: install_trophy_context: Closing file fd: 0x19
[15:12:24.298] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP018.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP018.PNG), fd: 0x1A
[15:12:24.300] |T| [write_file]: install_trophy_context: Writing to fd: 0x1A, size: 86412
[15:12:24.300] |T| [close_file]: install_trophy_context: Closing file fd: 0x1A
[15:12:24.310] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP019.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP019.PNG), fd: 0x1B
[15:12:24.310] |T| [write_file]: install_trophy_context: Writing to fd: 0x1B, size: 86412
[15:12:24.313] |T| [close_file]: install_trophy_context: Closing file fd: 0x1B
[15:12:24.321] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP020.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP020.PNG), fd: 0x1C
[15:12:24.322] |T| [write_file]: install_trophy_context: Writing to fd: 0x1C, size: 86412
[15:12:24.322] |T| [close_file]: install_trophy_context: Closing file fd: 0x1C
[15:12:24.373] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP021.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP021.PNG), fd: 0x1D
[15:12:24.375] |T| [write_file]: install_trophy_context: Writing to fd: 0x1D, size: 86412
[15:12:24.375] |T| [close_file]: install_trophy_context: Closing file fd: 0x1D
[15:12:24.384] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP022.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP022.PNG), fd: 0x1E
[15:12:24.386] |T| [write_file]: install_trophy_context: Writing to fd: 0x1E, size: 86412
[15:12:24.387] |T| [close_file]: install_trophy_context: Closing file fd: 0x1E
[15:12:24.397] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP023.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP023.PNG), fd: 0x1F
[15:12:24.398] |T| [write_file]: install_trophy_context: Writing to fd: 0x1F, size: 86412
[15:12:24.398] |T| [close_file]: install_trophy_context: Closing file fd: 0x1F
[15:12:24.407] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP024.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP024.PNG), fd: 0x20
[15:12:24.408] |T| [write_file]: install_trophy_context: Writing to fd: 0x20, size: 86412
[15:12:24.408] |T| [close_file]: install_trophy_context: Closing file fd: 0x20
[15:12:24.420] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP025.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP025.PNG), fd: 0x21
[15:12:24.422] |T| [write_file]: install_trophy_context: Writing to fd: 0x21, size: 86412
[15:12:24.422] |T| [close_file]: install_trophy_context: Closing file fd: 0x21
[15:12:24.431] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP026.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP026.PNG), fd: 0x22
[15:12:24.432] |T| [write_file]: install_trophy_context: Writing to fd: 0x22, size: 86412
[15:12:24.432] |T| [close_file]: install_trophy_context: Closing file fd: 0x22
[15:12:24.443] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP027.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP027.PNG), fd: 0x23
[15:12:24.444] |T| [write_file]: install_trophy_context: Writing to fd: 0x23, size: 86412
[15:12:24.445] |T| [close_file]: install_trophy_context: Closing file fd: 0x23
[15:12:24.454] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP028.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP028.PNG), fd: 0x24
[15:12:24.455] |T| [write_file]: install_trophy_context: Writing to fd: 0x24, size: 86412
[15:12:24.456] |T| [close_file]: install_trophy_context: Closing file fd: 0x24
[15:12:24.467] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP029.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP029.PNG), fd: 0x25
[15:12:24.468] |T| [write_file]: install_trophy_context: Writing to fd: 0x25, size: 86412
[15:12:24.469] |T| [close_file]: install_trophy_context: Closing file fd: 0x25
[15:12:24.477] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP030.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP030.PNG), fd: 0x26
[15:12:24.478] |T| [write_file]: install_trophy_context: Writing to fd: 0x26, size: 86412
[15:12:24.479] |T| [close_file]: install_trophy_context: Closing file fd: 0x26
[15:12:24.491] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP031.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP031.PNG), fd: 0x27
[15:12:24.492] |T| [write_file]: install_trophy_context: Writing to fd: 0x27, size: 86412
[15:12:24.492] |T| [close_file]: install_trophy_context: Closing file fd: 0x27
[15:12:24.500] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP032.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP032.PNG), fd: 0x28
[15:12:24.501] |T| [write_file]: install_trophy_context: Writing to fd: 0x28, size: 86412
[15:12:24.502] |T| [close_file]: install_trophy_context: Closing file fd: 0x28
[15:12:24.559] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP033.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP033.PNG), fd: 0x29
[15:12:24.562] |T| [write_file]: install_trophy_context: Writing to fd: 0x29, size: 86412
[15:12:24.562] |T| [close_file]: install_trophy_context: Closing file fd: 0x29
[15:12:24.569] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP034.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP034.PNG), fd: 0x2A
[15:12:24.570] |T| [write_file]: install_trophy_context: Writing to fd: 0x2A, size: 104293
[15:12:24.571] |T| [close_file]: install_trophy_context: Closing file fd: 0x2A
[15:12:24.574] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP035.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP035.PNG), fd: 0x2B
[15:12:24.576] |T| [write_file]: install_trophy_context: Writing to fd: 0x2B, size: 104293
[15:12:24.577] |T| [close_file]: install_trophy_context: Closing file fd: 0x2B
[15:12:24.584] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR11309_00/TROP036.PNG (ux0:/user/00/trophy/conf/NPWR11309_00/TROP036.PNG), fd: 0x2C
[15:12:24.585] |T| [write_file]: install_trophy_context: Writing to fd: 0x2C, size: 104293
[15:12:24.587] |T| [close_file]: install_trophy_context: Closing file fd: 0x2C
[15:12:24.597] |T| [close_file]: create_trophy_context: Closing file fd: 0x4
[15:12:24.597] |T| [export_sceNpTrophyCreateContext]: Trophy context for NPWR11309_00 create successfuly!
[15:12:24.618] |W| [unimplemented_impl]: Unimplemented sceScreenShotSetParam import called.
[15:12:24.618] |W| [unimplemented_impl]: Unimplemented sceScreenShotDisable import called.
[15:12:24.619] |W| [unimplemented_impl]: Unimplemented sceScreenShotSetOverlayImage import called.
[15:12:24.619] |W| [unimplemented_impl]: Unimplemented sceScreenShotEnable import called.
[15:12:24.620] |W| [unimplemented_impl]: Unimplemented sceSysmoduleUnloadModule import called.
[15:12:24.711] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 7, using passthrough.
[15:12:24.723] |T| [export_sceNgsPatchCreateRouting]: Patching 0x14330E0:0:0 to 0x1437FE0:0
[15:12:24.783] |T| [export_sceNgsPatchCreateRouting]: Patching 0x141F440:0:0 to 0x14330E0:0
[15:12:24.832] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/vo.awb
[15:12:24.833] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR/vo.awb (ux0:/app/PCSG00933/USRDIR/vo.awb), fd: 0x2D[15:12:24.888] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/sc.cpk
[15:12:24.889] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR/sc.cpk (ux0:/app/PCSG00933/USRDIR/sc.cpk), fd: 0x2E[15:12:24.915] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/addpt.cpk
[15:12:24.915] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR/addpt.cpk (ux0:/app/PCSG00933/USRDIR/addpt.cpk), fd: 0x2F
[15:12:24.932] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/snd.cpk
