[19:18:11.449] |I| [config::init_config]: log-level: 0
[19:18:22.543] |W| [io_error_impl]: close_dir (sceIoDclose) returned 0x80010018
[19:18:22.593] |I| [export_sceKernelLoadStartModule]: Module output/testprx.elf (at "app0:mai_moe/mai.suprx") module_start returned 0x0
[19:18:22.667] |W| [stubbed_impl]: Stubbed sceGxmShaderPatcherCreateMaskUpdateFragmentProgram import called. (Using a null shader)
[19:18:22.670] |W| [unimplemented_impl]: Unimplemented sceGxmSetVertexUniformBuffer import called.
[19:18:22.671] |W| [unimplemented_impl]: Unimplemented sceGxmSetFragmentUniformBuffer import called.
[19:18:22.674] |W| [stubbed_impl]: Stubbed sceGxmGetRenderTargetMemSizes import called. (2MB host mem)
[19:18:22.750] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x12000000
[19:18:22.782] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x12000000
[19:18:22.785] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[19:18:22.786] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR05620_00/TROPHY.TRP (ux0:/app/PCSB00346/sce_sys/trophy/NPWR05620_00/TROPHY.TRP), fd: 0x6
[19:18:22.788] |T| [open_file]: create_trophy_context: Opening file ux0:/user/00/trophy/data/NPWR05620_00/TROPUSR.DAT (ux0:/user/00/trophy/data/NPWR05620_00/TROPUSR.DAT), fd: 0x7
[19:18:22.789] |T| [read_file]: parse_trophy_file: Reading 4 bytes of fd 0x6
[19:18:22.790] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x10, whence: SCE_SEEK_SET
[19:18:22.791] |T| [read_file]: parse_trophy_file: Reading 4 bytes of fd 0x6
[19:18:22.792] |T| [read_file]: parse_trophy_file: Reading 4 bytes of fd 0x6
[19:18:22.793] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x40, whence: SCE_SEEK_SET
[19:18:22.794] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.797] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.798] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.799] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.800] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.801] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.802] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.804] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.805] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.807] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.808] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.809] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.810] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.811] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x60, whence: SCE_SEEK_SET
[19:18:22.812] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.813] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.818] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x80, whence: SCE_SEEK_SET
[19:18:22.819] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.820] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.821] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.823] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.824] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.826] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.827] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.828] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.829] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.829] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0xA0, whence: SCE_SEEK_SET
[19:18:22.830] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.833] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.834] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0xC0, whence: SCE_SEEK_SET
[19:18:22.837] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.837] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.838] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.839] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.840] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.841] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.842] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.843] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.846] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.846] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.847] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0xE0, whence: SCE_SEEK_SET
[19:18:22.848] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.849] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.850] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x100, whence: SCE_SEEK_SET
[19:18:22.852] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.853] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.855] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.856] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.857] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.858] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.859] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.859] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.860] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.862] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.862] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.867] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.867] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x120, whence: SCE_SEEK_SET
[19:18:22.868] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.869] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.870] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x140, whence: SCE_SEEK_SET
[19:18:22.872] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.872] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.875] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.876] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.876] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.877] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.878] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.879] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.882] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.883] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.887] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.887] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.888] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x160, whence: SCE_SEEK_SET
[19:18:22.889] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.891] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.891] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x180, whence: SCE_SEEK_SET
[19:18:22.894] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.895] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.895] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.896] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.897] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.899] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.900] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.901] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.904] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.904] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.905] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.906] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.906] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x1A0, whence: SCE_SEEK_SET
[19:18:22.907] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.908] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.908] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x1C0, whence: SCE_SEEK_SET
[19:18:22.910] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.911] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.913] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.914] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.915] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.916] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.917] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.917] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.918] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.920] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.921] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.923] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.924] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x1E0, whence: SCE_SEEK_SET
[19:18:22.924] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.925] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.926] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x200, whence: SCE_SEEK_SET
[19:18:22.926] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.927] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.928] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.929] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.930] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.934] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.935] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.935] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.936] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.937] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.938] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.939] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.941] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x220, whence: SCE_SEEK_SET
[19:18:22.942] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.943] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.943] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x240, whence: SCE_SEEK_SET
[19:18:22.944] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.945] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.945] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.946] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.949] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.950] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.953] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.954] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.955] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.955] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.956] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.957] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.958] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x260, whence: SCE_SEEK_SET
[19:18:22.959] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.961] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.962] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x280, whence: SCE_SEEK_SET
[19:18:22.963] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.964] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.965] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.966] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.968] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.969] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.971] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.972] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.973] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.973] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.974] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.975] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.975] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x2A0, whence: SCE_SEEK_SET
[19:18:22.976] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.978] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.978] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x2C0, whence: SCE_SEEK_SET
[19:18:22.981] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.983] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.983] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.984] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.985] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.985] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.986] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.988] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.988] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.991] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.992] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.992] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.993] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x2E0, whence: SCE_SEEK_SET
[19:18:22.994] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.994] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:22.995] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x300, whence: SCE_SEEK_SET
[19:18:22.995] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.996] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.999] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:22.999] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.003] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.004] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.004] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.005] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.006] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.006] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.007] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.009] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.009] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x320, whence: SCE_SEEK_SET
[19:18:23.012] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:23.012] |T| [read_file]: parse_trophy_file: Reading 8 bytes of fd 0x6
[19:18:23.013] |T| [seek_file]: parse_trophy_file: Seeking fd: 0x6, offset: 0x340, whence: SCE_SEEK_SET
[19:18:23.014] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.015] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.016] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.018] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.019] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.022] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.023] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.023] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.024] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
[19:18:23.025] |T| [read_file]: parse_trophy_file: Reading 1 bytes of fd 0x6
