[19:13:16.865] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[19:13:29.103] |T| [open_file]: sceKernelGetStdin: Opening terminal tty0:
[19:13:29.103] |T| [open_file]: sceKernelGetStdout: Opening terminal tty0:
[19:13:29.104] |T| [open_file]: sceKernelGetStderr: Opening terminal tty0:
[19:13:29.116] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[19:13:29.119] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x5a001
[19:13:29.138] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
[19:13:29.139] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[19:13:29.142] |D| [run_app]: Running module_start of library: SceUlt at address 0x90771
[19:13:29.160] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[19:13:29.161] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[19:13:29.428] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[19:13:29.429] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[19:13:29.470] |I| [load_module]: Loading module ID: 0x13
[19:13:29.510] |I| [load_self]: sys/external/libsystemgesture.suprx: Skipping special segment 0x6fffff01...
[19:13:29.511] |I| [load_self]: Loaded module segment 0 @ [0x013F9000 - 0x013FC08C / 0x81000000] (size: 0x0000308C) of module sys/external/libsystemgesture.suprx
[19:13:29.512] |I| [load_self]: Loaded module segment 1 @ [0x003F5000 - 0x003F5BF0 / 0x81004000] (size: 0x00000BF0) of module sys/external/libsystemgesture.suprx
[19:13:29.512] |I| [load_self]: Linking SELF sys/external/libsystemgesture.suprx...
[19:13:29.513] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x13fc074
[19:13:29.513] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x13fbbd4
[19:13:29.513] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") loaded
[19:13:29.514] |D| [load_module]: Running module_start of module: SceSystemGesture
[19:13:29.515] |I| [load_module]: Module SceSystemGesture (at "sys/external/libsystemgesture.suprx") module_start returned 0x0
[19:13:29.516] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x6078a08b sceSystemGestureInitializePrimitiveTouchRecognizer at 0x1eafd0
[19:13:29.516] |W| [stubbed_impl]: Stubbed sceTouchGetPixelDensity2 import called. (Return constant values (22.0))
[19:13:29.517] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[19:13:29.520] |T| [open_file]: create_trophy_context: Opening file app0:/sce_sys/trophy/NPWR12617_00/TROPHY.TRP (ux0:/app/PCSE01042/sce_sys/trophy/NPWR12617_00/TROPHY.TRP), fd: 0x3
[19:13:29.539] |T| [open_file]: create_trophy_context: Opening file ux0:/user/00/trophy/data/NPWR12617_00/TROPUSR.DAT (ux0:/user/00/trophy/data/NPWR12617_00/TROPUSR.DAT), fd: 0x4
[19:13:29.578] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROPCONF.SFM (ux0:/user/00/trophy/conf/NPWR12617_00/TROPCONF.SFM), fd: 0x5
[19:13:29.580] |T| [write_file]: install_trophy_context: Writing to fd: 0x5, size: 1711
[19:13:29.581] |T| [close_file]: install_trophy_context: Closing file fd: 0x5
[19:13:29.585] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP.SFM (ux0:/user/00/trophy/conf/NPWR12617_00/TROP.SFM), fd: 0x6
[19:13:29.586] |T| [write_file]: install_trophy_context: Writing to fd: 0x6, size: 3874
[19:13:29.587] |T| [close_file]: install_trophy_context: Closing file fd: 0x6
[19:13:29.597] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/ICON0.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/ICON0.PNG), fd: 0x7
[19:13:29.598] |T| [write_file]: install_trophy_context: Writing to fd: 0x7, size: 68735
[19:13:29.599] |T| [close_file]: install_trophy_context: Closing file fd: 0x7
[19:13:29.616] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP000.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP000.PNG), fd: 0x8
[19:13:29.617] |T| [write_file]: install_trophy_context: Writing to fd: 0x8, size: 94405
[19:13:29.618] |T| [close_file]: install_trophy_context: Closing file fd: 0x8
[19:13:29.645] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP001.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP001.PNG), fd: 0x9
[19:13:29.647] |T| [write_file]: install_trophy_context: Writing to fd: 0x9, size: 128377
[19:13:29.647] |T| [close_file]: install_trophy_context: Closing file fd: 0x9
[19:13:29.664] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP002.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP002.PNG), fd: 0xa
[19:13:29.666] |T| [write_file]: install_trophy_context: Writing to fd: 0xa, size: 108498
[19:13:29.666] |T| [close_file]: install_trophy_context: Closing file fd: 0xa
[19:13:29.697] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP003.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP003.PNG), fd: 0xb
[19:13:29.697] |T| [write_file]: install_trophy_context: Writing to fd: 0xb, size: 120844
[19:13:29.698] |T| [close_file]: install_trophy_context: Closing file fd: 0xb
[19:13:29.716] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP004.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP004.PNG), fd: 0xc
[19:13:29.718] |T| [write_file]: install_trophy_context: Writing to fd: 0xc, size: 126777
[19:13:29.719] |T| [close_file]: install_trophy_context: Closing file fd: 0xc
[19:13:29.756] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP005.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP005.PNG), fd: 0xd
[19:13:29.757] |T| [write_file]: install_trophy_context: Writing to fd: 0xd, size: 36741
[19:13:29.758] |T| [close_file]: install_trophy_context: Closing file fd: 0xd
[19:13:29.779] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP006.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP006.PNG), fd: 0xe
[19:13:29.780] |T| [write_file]: install_trophy_context: Writing to fd: 0xe, size: 103194
[19:13:29.781] |T| [close_file]: install_trophy_context: Closing file fd: 0xe
[19:13:29.811] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP007.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP007.PNG), fd: 0xf
[19:13:29.812] |T| [write_file]: install_trophy_context: Writing to fd: 0xf, size: 84223
[19:13:29.813] |T| [close_file]: install_trophy_context: Closing file fd: 0xf
[19:13:29.906] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP008.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP008.PNG), fd: 0x10
[19:13:29.906] |T| [write_file]: install_trophy_context: Writing to fd: 0x10, size: 101853
[19:13:29.907] |T| [close_file]: install_trophy_context: Closing file fd: 0x10
[19:13:29.926] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP009.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP009.PNG), fd: 0x11
[19:13:29.927] |T| [write_file]: install_trophy_context: Writing to fd: 0x11, size: 85132
[19:13:29.927] |T| [close_file]: install_trophy_context: Closing file fd: 0x11
[19:13:29.961] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP010.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP010.PNG), fd: 0x12
[19:13:29.962] |T| [write_file]: install_trophy_context: Writing to fd: 0x12, size: 87688
[19:13:29.963] |T| [close_file]: install_trophy_context: Closing file fd: 0x12
[19:13:30.012] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP011.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP011.PNG), fd: 0x13
[19:13:30.013] |T| [write_file]: install_trophy_context: Writing to fd: 0x13, size: 81530
[19:13:30.014] |T| [close_file]: install_trophy_context: Closing file fd: 0x13
[19:13:30.064] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP012.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP012.PNG), fd: 0x14
[19:13:30.066] |T| [write_file]: install_trophy_context: Writing to fd: 0x14, size: 110725
[19:13:30.066] |T| [close_file]: install_trophy_context: Closing file fd: 0x14
[19:13:30.085] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP013.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP013.PNG), fd: 0x15
[19:13:30.086] |T| [write_file]: install_trophy_context: Writing to fd: 0x15, size: 92258
[19:13:30.087] |T| [close_file]: install_trophy_context: Closing file fd: 0x15
[19:13:30.130] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP014.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP014.PNG), fd: 0x16
[19:13:30.132] |T| [write_file]: install_trophy_context: Writing to fd: 0x16, size: 100077
[19:13:30.132] |T| [close_file]: install_trophy_context: Closing file fd: 0x16
[19:13:30.145] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP015.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP015.PNG), fd: 0x17
[19:13:30.146] |T| [write_file]: install_trophy_context: Writing to fd: 0x17, size: 96533
[19:13:30.147] |T| [close_file]: install_trophy_context: Closing file fd: 0x17
[19:13:30.202] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP016.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP016.PNG), fd: 0x18
[19:13:30.204] |T| [write_file]: install_trophy_context: Writing to fd: 0x18, size: 68132
[19:13:30.205] |T| [close_file]: install_trophy_context: Closing file fd: 0x18
[19:13:30.218] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP017.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP017.PNG), fd: 0x19
[19:13:30.219] |T| [write_file]: install_trophy_context: Writing to fd: 0x19, size: 98687
[19:13:30.220] |T| [close_file]: install_trophy_context: Closing file fd: 0x19
[19:13:30.257] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP018.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP018.PNG), fd: 0x1a
[19:13:30.259] |T| [write_file]: install_trophy_context: Writing to fd: 0x1a, size: 98479
[19:13:30.259] |T| [close_file]: install_trophy_context: Closing file fd: 0x1a
[19:13:30.274] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP019.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP019.PNG), fd: 0x1b
[19:13:30.276] |T| [write_file]: install_trophy_context: Writing to fd: 0x1b, size: 101972
[19:13:30.276] |T| [close_file]: install_trophy_context: Closing file fd: 0x1b
[19:13:30.299] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP020.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP020.PNG), fd: 0x1c
[19:13:30.300] |T| [write_file]: install_trophy_context: Writing to fd: 0x1c, size: 102882
[19:13:30.301] |T| [close_file]: install_trophy_context: Closing file fd: 0x1c
[19:13:30.318] |T| [open_file]: install_trophy_context: Opening file ux0:/user/00/trophy/conf/NPWR12617_00/TROP021.PNG (ux0:/user/00/trophy/conf/NPWR12617_00/TROP021.PNG), fd: 0x1d
[19:13:30.319] |T| [write_file]: install_trophy_context: Writing to fd: 0x1d, size: 99284
[19:13:30.319] |T| [close_file]: install_trophy_context: Closing file fd: 0x1d
[19:13:30.355] |T| [close_file]: create_trophy_context: Closing file fd: 0x4
[19:13:30.356] |T| [export_sceNpTrophyCreateContext]: Trophy context for NPWR12617_00 create successfuly!
[19:13:30.387] |W| [unimplemented_impl]: Unimplemented sceScreenShotSetParam import called.
[19:13:30.388] |W| [unimplemented_impl]: Unimplemented sceScreenShotDisable import called.
[19:13:30.388] |W| [unimplemented_impl]: Unimplemented sceScreenShotSetOverlayImage import called.
[19:13:30.388] |W| [unimplemented_impl]: Unimplemented sceScreenShotEnable import called.
[19:13:30.389] |W| [unimplemented_impl]: Unimplemented sceSysmoduleUnloadModule import called.
[19:13:30.513] |E| [logging::ret_error_impl]: sceSysmoduleIsLoaded returned SCE_SYSMODULE_ERROR_UNLOADED (0x805a1001)
[19:13:30.514] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 7, using passthrough.
[19:13:30.530] |T| [export_sceNgsPatchCreateRouting]: Patching 0x147F140:0:0 to 0x1484040:0
[19:13:30.602] |T| [export_sceNgsPatchCreateRouting]: Patching 0x146B4A0:0:0 to 0x147F140:0
[19:13:30.684] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/vo.awb
[19:13:30.700] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR/vo.awb (ux0:/app/PCSE01042/USRDIR/vo.awb), fd: 0x1e
[19:13:30.758] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/sc.cpk
[19:13:30.774] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR/sc.cpk (ux0:/app/PCSE01042/USRDIR/sc.cpk), fd: 0x1f
[19:13:30.801] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/addpt.cpk
[19:13:30.802] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR/addpt.cpk (ux0:/app/PCSE01042/USRDIR/addpt.cpk), fd: 0x20
[19:13:30.821] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/union.cpk
[19:13:30.823] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR/union.cpk (ux0:/app/PCSE01042/USRDIR/union.cpk), fd: 0x21
[19:13:30.908] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xdf4c665a sceSystemGestureUpdatePrimitiveTouchRecognizer at 0x1eb040
[19:13:30.911] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xc750d3da sceSystemGestureGetPrimitiveTouchEvents at 0x1eb030
[19:13:30.916] |W| [unimplemented_impl]: Unimplemented sceCommonDialogUpdate import called.
[19:13:30.968] |I| [renderer::load_shader_generic]: Generating frag shader fb2afb0cb6a44fe26956d4ffadeac21625c59f27a6a86c95ad5130aab42befd7
[19:13:31.003] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) clearColor
[19:13:31.005] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 2
[19:13:31.081] |I| [renderer::load_shader_generic]: Generating vert shader f7e3f268c27f8749989f6ebb64141244f05d0351bd0b1a288aa2f98538ee3bab
[19:13:31.082] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) aPosition
[19:13:31.083] |T| [shader::usse::USSERecompiler::compile_code_node]: Compiling code_0, size = 4
[19:13:31.420] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/lt.bin
[19:13:31.421] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR/lt.bin (ux0:/app/PCSE01042/USRDIR/lt.bin), fd: 0x22
[19:13:31.479] |T| [close_file]: sceIoClose: Closing file fd: 0x22
[19:13:31.535] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/pr.bin
[19:13:31.536] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR/pr.bin (ux0:/app/PCSE01042/USRDIR/pr.bin), fd: 0x23
[19:13:31.652] |T| [close_file]: sceIoClose: Closing file fd: 0x23
[19:13:31.718] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/se.awb
[19:13:31.719] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR/se.awb (ux0:/app/PCSE01042/USRDIR/se.awb), fd: 0x24
[19:13:31.735] |T| [close_file]: sceIoClose: Closing file fd: 0x24
[19:13:31.785] |W| [unimplemented_impl]: Unimplemented sceGxmTextureValidate import called.
[19:13:32.269] |T| [open_file]: sceAppUtilSaveDataSlotGetParam: Opening file savedata0:/SlotParam_0.bin (ux0:/user/00/savedata/PCSE01042/SlotParam_0.bin), fd: 0x25
[19:13:32.287] |T| [close_file]: sceAppUtilSaveDataSlotGetParam: Closing file fd: 0x25
[19:13:32.290] |I| [export_sceIoOpen]: Opening file: savedata0:SYSTEM.BIN
[19:13:32.291] |T| [open_file]: sceIoOpen: Opening file savedata0:SYSTEM.BIN (ux0:/user/00/savedata/PCSE01042/SYSTEM.BIN), fd: 0x26
[19:13:32.310] |T| [close_file]: sceIoClose: Closing file fd: 0x26
[19:13:32.342] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xc3367370 sceSystemGestureCreateTouchRecognizer at 0x1eb020
[19:13:32.368] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x851fb144 sceSystemGestureUpdateTouchRecognizer at 0x1eaff0
[19:13:32.369] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0x789d867c sceSystemGestureGetTouchEvents at 0x1eafe0
[19:13:32.617] |I| [renderer::load_shader_generic]: Generating frag shader 9f8f4953a7a8e8cd5f99b798477a08396ab9555daf6275056d51c2a90851643a
[19:13:32.633] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float1) mask
[19:13:34.001] |T| [log_import_call]: [LLE] TID: 7   FUNC: 0xd941b90 sceSystemGestureResetTouchRecognizer at 0x1eafc0
[19:13:47.958] |I| [export_sceIoOpen]: Opening file: app0:/USRDIR/if_logo_vita.usm
[19:13:47.958] |T| [open_file]: sceIoOpen: Opening file app0:/USRDIR/if_logo_vita.usm (ux0:/app/PCSE01042/USRDIR/if_logo_vita.usm), fd: 0x27
[19:13:48.167] |E| [logging::ret_error_impl]: sceNgsVoiceResume returned SCE_NGS_ERROR_INVALID_STATE (0x804a0010)
[19:13:48.170] |T| [export_sceNgsPatchCreateRouting]: Patching 0x146D810:0:0 to 0x147F140:0
[19:13:48.215] |I| [ngs::player::Module::process]: The currently running game requests playba
