[14:33:56.539] |I| [SDL_main]:  Vita3K v0.1 597-5b97fe1
[14:33:59.838] |I| [export_sceKernelLoadStartModule]:  Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[14:33:59.839] |T| [open_file]:  sceKernelLoadStartModule: Opening file app0:sce_module/libfios2_m.suprx (ux0:/app/PCSE00850/sce_module/libfios2_m.suprx)
[14:33:59.840] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_END
[14:33:59.840] |T| [seek_file]:  sceKernelLoadStartModule: Seeking file: fd: 0x5 at offset: 0x0, whence: SCE_SEEK_SET
[14:33:59.841] |T| [read_file]:  sceKernelLoadStartModule: Reading file: fd: 0x5, size: 266640
[14:33:59.859] |I| [load_self]:  Loading symbols for SELF: app0:sce_module/libfios2_m.suprx
[14:33:59.860] |D| [load_var_exports]:  	NID 0x936C8A78 (SYSLYB) at 0x8CD2BC8
[14:33:59.860] |D| [load_var_exports]:  	NID 0x6C2224BA (NID_MODULE_INFO) at 0x8CC9F08
[14:33:59.861] |T| [close_file]:  sceKernelLoadStartModule: Closing file: fd: 0x5
[14:33:59.865] |I| [export_sceKernelLoadStartModule]:  Module mceLibFios2 (at "app0:sce_module/libfios2_m.suprx") module_start returned 0x0
[14:33:59.867] |T| [open_dir]:  sceIoDopen: Opening dir ux0:plugins (ux0:plugins)
[14:33:59.867] |T| [read_dir]:  sceIoDread: Reading dir fd: 0x80010002
[14:33:59.868] |W| [io_error_impl]:  read_dir (sceIoDread) returned 0x80010051
[14:33:59.868] |T| [close_dir]:  sceIoDclose: Closing dir fd: 0x80010002
[14:33:59.868] |W| [io_error_impl]:  close_dir (sceIoDclose) returned 0x80010051
[14:33:59.932] |I| [export_sceKernelLoadStartModule]:  Module output/testprx.elf (at "app0:mai_moe/mai.suprx") module_start returned 0x0
[14:34:00.024] |W| [unimplemented_impl]:  Unimplemented sceCtrlIsMultiControllerSupported import called.
[14:34:00.025] |W| [unimplemented_impl]:  Unimplemented sceTouchGetPanelInfo import called.
[14:34:00.030] |I| [write_file]:  *** TTY: Front Panel Active X(0-0) Y(0-0) Disp X(0-0) Y(0-0) F(0-0)
[14:34:00.031] |W| [unimplemented_impl]:  Unimplemented sceTouchSetSamplingState import called.
[14:34:00.031] |W| [unimplemented_impl]:  Unimplemented sceTouchEnableTouchForce import called.
[14:34:00.050] |W| [unimplemented_impl]:  Unimplemented sceKernelChangeThreadVfpException import called.
[14:34:00.051] |W| [unimplemented_impl]:  Unimplemented sceFiosOverlayThreadSetDisabled02 import called.
[14:34:00.080] |W| [unimplemented_impl]:  Unimplemented sceNgsVoiceDefGetScreamVoice import called.
[14:34:00.080] |W| [unimplemented_impl]:  Unimplemented sceNgsVoiceDefGetScreamAtrac9Voice import called.
[14:34:00.093] |W| [stubbed_impl]:  Stubbed sceNgsSystemGetRequiredMemorySize import called. (size = 1)
[14:34:00.094] |W| [unimplemented_impl]:  Unimplemented sceNgsSystemInit import called.
[14:34:00.094] |W| [unimplemented_impl]:  Unimplemented sceNgsSystemSetFlags import called.
[14:34:00.095] |W| [unimplemented_impl]:  Unimplemented sceNgsVoiceDefGetCompressorBuss import called.
[14:34:00.095] |W| [stubbed_impl]:  Stubbed sceNgsRackGetRequiredMemorySize import called. (size = 1)
[14:34:00.095] |W| [unimplemented_impl]:  Unimplemented sceNgsRackInit import called.
[14:34:00.095] |I| [write_file]:  *** TTY: # Audio out thread started
[14:34:00.096] |W| [unimplemented_impl]:  Unimplemented sceNgsRackGetVoiceHandle import called.
[14:34:00.096] |W| [unimplemented_impl]:  Unimplemented sceNgsVoiceInit import called.
[14:34:00.096] |W| [unimplemented_impl]:  Unimplemented sceAudioOutSetVolume import called.
[14:34:00.097] |W| [unimplemented_impl]:  Unimplemented sceNgsVoiceBypassModule import called.
[14:34:00.097] |W| [unimplemented_impl]:  Unimplemented sceNgsVoiceDefGetMasterBuss import called.
[14:34:00.097] |W| [unimplemented_impl]:  Unimplemented sceNgsVoiceDefGetCompressorSideChainBuss import called.
[14:34:00.099] |W| [unimplemented_impl]:  Unimplemented sceNgsVoiceDefGetReverbBuss import called.
[14:34:00.100] |W| [stubbed_impl]:  Stubbed sceNgsVoiceLockParams import called. (Ngs buffer stubbed)
[14:34:00.100] |W| [unimplemented_impl]:  Unimplemented sceNgsVoiceUnlockParams import called.
[14:34:00.100] |W| [unimplemented_impl]:  Unimplemented sceNgsPatchCreateRouting import called.
[14:34:00.101] |W| [stubbed_impl]:  Stubbed sceNgsPatchGetInfo import called. (2 in/out channels)
[14:34:00.101] |W| [unimplemented_impl]:  Unimplemented sceNgsVoicePatchSetVolumesMatrix import called.
[14:34:00.101] |W| [unimplemented_impl]:  Unimplemented sceNgsVoicePlay import called.
[14:34:00.105] |W| [unimplemented_impl]:  Unimplemented sceNgsVoiceSetFinishedCallback import called.
[14:34:00.111] |W| [unimplemented_impl]:  Unimplemented sceNgsVoiceSetModuleCallback import called.
[14:34:00.116] |I| [write_file]:  *** TTY: SCREAM Version 7.11.16.0 Built on Sep  7 2015 at 08:15:04
[14:34:00.117] |I| [write_file]:  *** TTY: SndStream Version 7.11.16.0 Built on Sep  7 2015 at 08:15:04
[14:34:00.124] |W| [unimplemented_impl]:  Unimplemented sceKernelTryLockLwMutex import called.
[14:34:00.157] |W| [unimplemented_impl]:  Unimplemented sceFiosOverlayGetRecommendedScheduler02 import called.
[14:34:00.159] |I| [export_sceIoOpen]:  Opening file: app0:/data/audio/audio_v.bnk
[14:34:00.160] |T| [open_file]:  sceIoOpen: Opening file app0:/data/audio/audio_v.bnk (ux0:/app/PCSE00850//data/audio/audio_v.bnk)
[14:34:00.221] |T| [stat_file]:  sceIoGetstat: Statting file app0:/data/audio/audio_v.bnk (ux0:/app/PCSE00850//data/audio/audio_v.bnk)
[14:34:00.235] |T| [close_file]:  sceIoClose: Closing file: fd: 0x6
[14:34:00.241] |I| [export_sceIoOpen]:  Opening file: app0:/data/audio/audio_v.bnk
[14:34:00.241] |T| [open_file]:  sceIoOpen: Opening file app0:/data/audio/audio_v.bnk (ux0:/app/PCSE00850//data/audio/audio_v.bnk)
[14:34:00.242] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x7 at offset: 0x0, whence: SCE_SEEK_SET
[14:34:00.242] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x7 at offset: 0x0, whence: SCE_SEEK_SET
[14:34:00.243] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x7 at offset: 0x0, whence: SCE_SEEK_CUR
[14:34:00.243] |T| [read_file]:  sceIoRead: Reading file: fd: 0x7, size: 32
[14:34:00.261] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x7 at offset: 0x0, whence: SCE_SEEK_SET
[14:34:00.262] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x7 at offset: 0x0, whence: SCE_SEEK_CUR
[14:34:00.263] |T| [read_file]:  sceIoRead: Reading file: fd: 0x7, size: 2881136
[14:34:00.306] |T| [close_file]:  sceIoClose: Closing file: fd: 0x7
[14:34:00.307] |W| [unimplemented_impl]:  Unimplemented sceAppMgrAcquireBgmPort import called.
[14:34:00.398] |I| [renderer::create]:  GL_VERSION = 4.1.13399 Core Profile Context 15.200.1062.1004
[14:34:00.399] |I| [renderer::create]:  GL_SHADING_LANGUAGE_VERSION = 4.40
[14:34:00.405] |W| [unimplemented_impl]:  Unimplemented sceDisplayWaitSetFrameBuf import called.
[14:34:00.408] |E| [renderer::load_vertex_shader]:  Missing vertex shader 5932d1d9552280caf3f78613368064f7dcbf480838948337cfc0d96caaded022
[14:34:00.409] |D| [gxp::log_parameter]:  Vertex attribute: name:aPosition semantic:NONE type:0 component_count:4 container_index:0x0
[14:34:00.409] |D| [gxp::log_parameter]:  Vertex attribute: name:uvPosition semantic:NONE type:0 component_count:4 container_index:0x0
[14:34:00.410] |D| [gxp::log_parameter]:  Vertex attribute: name:aOffset semantic:NONE type:0 component_count:4 container_index:0x0
[14:34:00.410] |D| [gxp::log_parameter]:  Vertex attribute: name:aScale semantic:NONE type:0 component_count:4 container_index:0x0
[14:34:00.410] |D| [gxp::log_parameter]:  Vertex attribute: name:aRotate semantic:NONE type:0 component_count:4 container_index:0x0
[14:34:00.410] |D| [gxp::log_parameter]:  Vertex attribute: name:aColor semantic:NONE type:0 component_count:4 container_index:0x0
[14:34:00.411] |D| [gxp::log_parameter]:  Uniform: name:view semantic:NONE type:0 component_count:4 container_index:0xE
[14:34:00.411] |D| [gxp::log_parameter]:  Uniform: name:world semantic:NONE type:0 component_count:4 container_index:0xE
[14:34:00.412] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 22

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 20  "main_vs" 4 5 6 7 8 9 15 16 17
                              SourceExtension  "gxp"
                              Name 4  "aPosition"
                              Name 5  "uvPosition"
                              Name 6  "aOffset"
                              Name 7  "aScale"
                              Name 8  "aRotate"
                              Name 9  "aColor"
                              Name 12  "view"
                              Name 13  "world"
                              Name 15  "out_Position"
                              Name 16  "out_TexCoord0"
                              Name 17  "out_TexCoord1"
                              Name 20  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
    4(aPosition):      3(ptr) Variable Input
   5(uvPosition):      3(ptr) Variable Input
      6(aOffset):      3(ptr) Variable Input
       7(aScale):      3(ptr) Variable Input
      8(aRotate):      3(ptr) Variable Input
       9(aColor):      3(ptr) Variable Input
              10:             TypeMatrix 2(fvec4) 4
              11:             TypePointer UniformConstant 10
        12(view):     11(ptr) Variable UniformConstant
       13(world):     11(ptr) Variable UniformConstant
              14:             TypePointer Output 2(fvec4)
15(out_Position):     14(ptr) Variable Output
16(out_TexCoord0):     14(ptr) Variable Output
17(out_TexCoord1):     14(ptr) Variable Output
              18:             TypeVoid
              19:             TypeFunction 18
     20(main_vs):          18 Function None 19
              21:             Label
                              Return
                              FunctionEnd

[14:34:00.421] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform mat4 view;
uniform mat4 world;

in vec4 aPosition;
in vec4 uvPosition;
in vec4 aOffset;
in vec4 aScale;
in vec4 aRotate;
in vec4 aColor;
out vec4 out_Position;
out vec4 out_TexCoord0;
out vec4 out_TexCoord1;

void main()
{
}


[14:34:00.431] |E| [renderer::load_fragment_shader]:  Missing fragment shader 884c3d06e70e25e8075b6937add9112ee1a6979d521197cbe8e2fe2c87674a83
[14:34:00.431] |D| [gxp::log_parameter]:  Sampler: name:testTex semantic:BCOL type:0 component_count:4 container_index:0x0
[14:34:00.432] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 19

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 14  "main_fs" 8 9 11
                              ExecutionMode 14 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "testTex"
                              Name 8  "in_TexCoord0"
                              Name 9  "in_TexCoord1"
                              Name 11  "out_color"
                              Name 14  "main_fs"
                              Decorate 11(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeImage 1(float) 2D sampled format:Unknown
               3:             TypeSampledImage 2
               4:             TypePointer UniformConstant 3
      5(testTex):      4(ptr) Variable UniformConstant
               6:             TypeVector 1(float) 4
               7:             TypePointer Input 6(fvec4)
 8(in_TexCoord0):      7(ptr) Variable Input
 9(in_TexCoord1):      7(ptr) Variable Input
              10:             TypePointer Output 6(fvec4)
   11(out_color):     10(ptr) Variable Output
              12:             TypeVoid
              13:             TypeFunction 12
              16:    1(float) Constant 0
              17:    1(float) Constant 1065353216
              18:    6(fvec4) ConstantComposite 16 16 17 17
     14(main_fs):          12 Function None 13
              15:             Label
                              Store 11(out_color) 18
                              Return
                              FunctionEnd

[14:34:00.442] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform sampler2D testTex;

in vec4 in_TexCoord0;
in vec4 in_TexCoord1;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[14:34:00.469] |I| [export_sceIoOpen]:  Opening file: app0:/data/network/configv.csv
[14:34:00.469] |T| [open_file]:  sceIoOpen: Opening file app0:/data/network/configv.csv (ux0:/app/PCSE00850//data/network/configv.csv)
[14:34:00.471] |T| [stat_file]:  sceIoGetstat: Statting file app0:/data/network/configv.csv (ux0:/app/PCSE00850//data/network/configv.csv)
[14:34:00.493] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x8 at offset: 0x0, whence: SCE_SEEK_SET
[14:34:00.494] |T| [read_file]:  sceIoPread: Reading file: fd: 0x8, size: 65536
[14:34:00.529] |T| [close_file]:  sceIoClose: Closing file: fd: 0x8
[14:34:00.542] |I| [write_file]:  *** TTY: Already loaded SSL module
[14:34:00.543] |I| [write_file]:  *** TTY: Already loaded Https module
[14:34:00.543] |W| [unimplemented_impl]:  Unimplemented sceNpInit import called.
[14:34:00.543] |W| [unimplemented_impl]:  Unimplemented sceNpAuthInit import called.
[14:34:00.566] |W| [unimplemented_impl]:  Unimplemented sceNetCtlInit import called.
[14:34:00.567] |W| [stubbed_impl]:  Stubbed sceNetCtlInetGetState import called. (state = SCE_NETCTL_STATE_DISCONNECTED)
[14:34:00.568] |W| [unimplemented_impl]:  Unimplemented sceHttpInit import called.
[14:34:00.568] |W| [unimplemented_impl]:  Unimplemented sceSslInit import called.
[14:34:00.570] |W| [unimplemented_impl]:  Unimplemented sceNpBasicInit import called.
[14:34:00.571] |W| [unimplemented_impl]:  Unimplemented sceNpRegisterServiceStateCallback import called.
[14:34:00.571] |W| [unimplemented_impl]:  Unimplemented sceNpBasicRegisterInGameDataMessageHandler import called.
[14:34:00.572] |W| [unimplemented_impl]:  Unimplemented sceKernelGetThreadExitStatus import called.
[14:34:00.575] |W| [unimplemented_impl]:  Unimplemented sceAppUtilInit import called.
[14:34:00.581] |I| [write_file]:  *** TTY: network: buttonSwap=0
[14:34:00.582] |I| [write_file]:  *** TTY: network: AGE_default=13
[14:34:00.583] |I| [write_file]:  *** TTY: Age restriction default=13 with 0 overrides for countries:
[14:34:00.599] |I| [write_file]:  *** TTY: network: currentVersion=1
[14:34:00.613] |I| [export_sceIoOpen]:  Opening file: app0:/data/network/roomattr.csv
[14:34:00.613] |T| [open_file]:  sceIoOpen: Opening file app0:/data/network/roomattr.csv (ux0:/app/PCSE00850//data/network/roomattr.csv)
[14:34:00.634] |I| [export_sceIoOpen]:  Opening file: ../download0/app0:/data/network/roomattr.csv
[14:34:00.634] |C| [get_device]:  Unknown device ../download0/app0:/data/network/roomattr.csv used. Report this to developers!
[14:34:00.635] |T| [open_file]:  sceIoOpen: Opening file ../download0/app0:/data/network/roomattr.csv (../download0/app0:/data/network/roomattr.csv)
[14:34:00.635] |E| [open_file]:  Unimplemented device ../download0/app0:/data/network/roomattr.csv used
[14:34:00.636] |W| [io_error_impl]:  open_file (sceIoOpen) returned 0xFFFFFFFF
[14:34:00.649] |I| [write_file]:  *** TTY: Matching MATCH_uninitialized -> MATCH_idle
[14:34:00.651] |W| [unimplemented_impl]:  Unimplemented sceNpTrophyInit import called.
[14:34:00.652] |W| [unimplemented_impl]:  Unimplemented sceNpTrophyCreateContext import called.
[14:34:00.653] |W| [unimplemented_impl]:  Unimplemented sceNpTrophyCreateHandle import called.
[14:34:00.654] |I| [write_file]:  *** TTY: RegisterTrophyPackage called
[14:34:00.700] |W| [unimplemented_impl]:  Unimplemented sceNpTusInit import called.
[14:34:00.714] |I| [export_sceIoOpen]:  Opening file: app0:/data/strings.txt
[14:34:00.714] |T| [open_file]:  sceIoOpen: Opening file app0:/data/strings.txt (ux0:/app/PCSE00850//data/strings.txt)
[14:34:00.715] |T| [stat_file]:  sceIoGetstat: Statting file app0:/data/strings.txt (ux0:/app/PCSE00850//data/strings.txt)
[14:34:00.737] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x9 at offset: 0x0, whence: SCE_SEEK_SET
[14:34:00.737] |T| [read_file]:  sceIoPread: Reading file: fd: 0x9, size: 65536
[14:34:00.759] |T| [close_file]:  sceIoClose: Closing file: fd: 0x9
[14:34:00.807] |I| [export_sceIoOpen]:  Opening file: app0:/data/atlas/0.png
[14:34:00.807] |T| [open_file]:  sceIoOpen: Opening file app0:/data/atlas/0.png (ux0:/app/PCSE00850//data/atlas/0.png)
[14:34:00.808] |T| [stat_file]:  sceIoGetstat: Statting file app0:/data/atlas/0.png (ux0:/app/PCSE00850//data/atlas/0.png)
[14:34:00.837] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x0, whence: SCE_SEEK_SET
[14:34:00.837] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:00.880] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x10000, whence: SCE_SEEK_SET
[14:34:00.880] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:00.898] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x20000, whence: SCE_SEEK_SET
[14:34:00.898] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:00.917] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x30000, whence: SCE_SEEK_SET
[14:34:00.918] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:00.936] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x40000, whence: SCE_SEEK_SET
[14:34:00.936] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:00.952] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x50000, whence: SCE_SEEK_SET
[14:34:00.953] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:00.968] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x60000, whence: SCE_SEEK_SET
[14:34:00.969] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:00.986] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x70000, whence: SCE_SEEK_SET
[14:34:00.986] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.005] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x80000, whence: SCE_SEEK_SET
[14:34:01.006] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.023] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x90000, whence: SCE_SEEK_SET
[14:34:01.023] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.038] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0xA0000, whence: SCE_SEEK_SET
[14:34:01.039] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.055] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0xB0000, whence: SCE_SEEK_SET
[14:34:01.055] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.073] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0xC0000, whence: SCE_SEEK_SET
[14:34:01.073] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.089] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0xD0000, whence: SCE_SEEK_SET
[14:34:01.090] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.108] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0xE0000, whence: SCE_SEEK_SET
[14:34:01.108] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.125] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0xF0000, whence: SCE_SEEK_SET
[14:34:01.125] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.144] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x100000, whence: SCE_SEEK_SET
[14:34:01.145] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.164] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x110000, whence: SCE_SEEK_SET
[14:34:01.165] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.181] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x120000, whence: SCE_SEEK_SET
[14:34:01.181] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.198] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x130000, whence: SCE_SEEK_SET
[14:34:01.198] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.213] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x140000, whence: SCE_SEEK_SET
[14:34:01.214] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.231] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x150000, whence: SCE_SEEK_SET
[14:34:01.231] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.251] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x160000, whence: SCE_SEEK_SET
[14:34:01.251] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.271] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x170000, whence: SCE_SEEK_SET
[14:34:01.271] |T| [read_file]:  sceIoPread: Reading file: fd: 0xA, size: 65536
[14:34:01.291] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0xA at offset: 0x180000, whence: SCE_SEEK_SET
